"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","CHL","CHN","CXR","COL","COG","COD","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","GEO","DEU","GHA","GIB","GRC","GRD","GUM","GTM","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","ANT","ABW","NCL","VUT","NZL","NIC","NER","NGA","NOR","PAK","PAN","PNG","PER","PHL","PCN","POL","PRT","QAT","ROU","RUS","SHN","LCA","SMR","STP","SAU","SEN","SRB","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SWZ","SWE","CHE","SYR","THA","TGO","TTO","ARE","TUN","TUR","TKM","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","WSM","YEM","ZMB","PRY","BRN","KIR","GIN","LBY","NFK","FSM","PLW","TLS","RWA","SYC","SUR","TON","UZB","ARM","GMB","IRQ","COM","BEN","DJI","GAB","MRT","SDN","GUY","LAO","LBR","KNA","SPM","VCT","TCA","BTN","MYT","PSE","GRL","LSO","MHL","SOM","TJK","VGB","TUV","TCD","ERI","GNB","CAF","WLF","ATF","BMU","COK","AIA"
"MNE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,4.583,0,0,0,0,0.032,0,14.59,0,0,0,0,0,0,0,0,1.22,0,0,0.687,0,0,0,0,0,25.588,0,0,0,0,19.239,0,0,0,0,0,0,0,0,232.488,0,0,0,0,0,0,0,0,0,41.431,183.21,0,0,76.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.672,0,0,0,0,0,0,0,7.858,0,0,0,0,0,0,0,0,0,4.489,0,133.296,0,0,251.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.725,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,4.899,0,0,9.386,0,0,27.379,0,0,0,374.794,0,0,0,0,793.37,0,0,0,0,3.012,0,0,5.43,0,0,0,0,3.851,0,0,0,0,0,0,0,0,0,0,1.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282,0,0,21.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.914,0,0,0,1.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,150.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",0,0,3.167,0.672,0,0,0,77.503,167.427,10151.373,0,11.162,1.395,0,288368.435,3.668,0.289,0,147.882,0,0,50.188,0,5.012,479.84,9.834,0,988.279,1.578,0,18.851,12.832,1031.674,0,85.186,0,0,0,73.536,29.301,8.017,6078.057,3830.049,0,0.461,8.372,66.112,0,16.191,73.056,0,1164.638,39430.88,2.791,2.758,224177.451,10.24,0,8019.855,0,0,1.849,0,0,2344.097,14316.503,3.563,618.78,359.983,1382.638,900.453,96684.526,17.069,2.144,1394.14,16.961,4.954,125.975,0,218.472,15.348,0,5.581,9.974,17.818,1484.581,0,1.395,0,647.372,0,0,11.206,1.354,178.164,0,0,0.21,0,185.501,0,11.828,0.324,0,0,12.558,1.274,3.374,0,11.248,0,0,39.068,1417.543,0.182,2.197,0,12.4,26.541,0,3755.755,2749.186,13.953,3864.325,1209.423,0,12.092,9.767,0,213.478,1.567,15.774,0,1934.366,659.405,1357.979,2.662,1230.528,143.979,0,10383.447,0,4676.962,8707.33,11.162,382.541,0,0,383.703,830.349,239.944,0,101.411,572.692,11.395,30.337,33403.464,12.914,3017.068,0,0.927,0,0,1.393,0,2.241,2.025,0,0,488.349,0,0,0,0,64.799,0,0,0,2.791,0,9.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0.152,0,0,0,0,0,0,0,0,0,13.986,0,0,0,0,0
"ANT",0,0,0,0,0,1.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,23.306,0,0,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9759.137,0,0,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.197,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0,0,0,3.393,0,0,0,0.152,3.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.367,0,0,0,0,181.606,0,0,0,0,0.32,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,9.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VUT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",0,0,0,0,0,0,0,109.291,553.655,5.479,0,0,0,0,0,0,0,0,8.502,0,0,0,0,0,2.6,0,0,125.714,0,0,9.989,2.89,178.928,0,1.201,0,0,2.577,0,0,0,0,0.245,0,4.941,0,0,0,0,0,7.722,0.339,25.933,27.487,0,87.165,0,0,0.605,0,0,0,0,0,6.762,0,0,0.063,0,0.181,0,7.785,0,0,6.905,0,0,0,0,6.98,0,0,0,0,0,0,0.81,0,0,29.261,0,0,0,0,3.787,0,0,0,0,0,0,0,0,0,136.698,0,0,3.387,21.27,0,0,0,0,1.977,0,4.343,0,0.349,0.145,0,0,0,0,0,0.399,0,0,0,0,0,0,0,0,5.328,11.261,0.544,3.075,0,11.153,2.967,10.463,0,0.613,23.655,0,8.478,0,0,0.573,0,2.057,0,0,0.68,0,0,14.114,0,620.121,0,0.043,2.416,3.225,0,0,1.509,0,0,0,0,0,0,0,0,0,0,0,3.752,0,0,0,0,0,0,0,0,0,0.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.822,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,0,0,0,0,0,0.429,0,0.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,0,0,0,0,0,0.608,1.68,1.54,0,0,0,0,35.684,0,0,0,5.195,0,0,0,0,0,0,0,0,15.922,0,0,0,3.079,12988.781,0,0.122,0,0,0,0,0,0,40.905,34.843,0,0,0,0,0,0,31.254,0,30.403,90.584,0,0,5915.473,2.125,0,0,0,0,0,0,0,946.368,1,6.339,0,0,0,0,23.915,0,0,1.857,1.866,0,4.184,0,0,0,0,0,0,42.475,4.012,0,0,0,26.286,0,0,0,0,7.526,0,0,0.336,0,153.659,0,0,0,0,130.37,0,0,0,0,0.079,0,0,153.3,0,0,0,0,0,0,0,80.492,0,0,0.246,0.592,0,0,0,0,0,0,5.788,0,2234.245,582.268,0.043,0,0.005,4.491,0,485.702,0,239949.205,6.74,0,0.006,0,0,0.194,3.121,0.129,0,0,0,0,0,170.274,0,303.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0,0,0,0,0,0,0,0,0,0,1.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.446,0,0,0.306,0,0,0,0,0,0.441,0,0,0,0,0,0,0,0,1472.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0.635,0,0,0,0,7.451,0,0,0,0,0,0,0,0,0.981,0,0,0,0,0,0,6.087,0,0,2.357,0,0,0,0,0,0,2.108,0.042,40.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.906,2.552,73.063,0,0,0,0,0,0,0,0,0,0.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,1.422,0,0,0,0,0,0,0,0,0,0,0,0,23.311,31.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0.708,0,0,0.117,0,0,0,0,0,0,0,0,0.015,0,0,0,1.082,0,0,93.688,0,0,0,0,0.01,0,0,0,0,0,0.223,0,0,0,0,0,0,0,0,0,7.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.341,0,0,6.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0,0,0,77.457,4258.9,11628.551,0,0,0,0.008,10250.874,0,0.007,0,1327.711,0,0,17.197,0,0,4,0,0,2442.331,0,0,0,0.071,27039.779,0,0.029,0,0,3.385,14.708,0,0,4103.698,355.997,0,0.295,0,0,0,0,93.943,0,278.569,30027.596,0,0,76217.724,0,0,406.021,0,0,0,0,0,175142.003,52,1.002,444.021,0,57.16,125.55,85654.786,0,0,42393.785,0,2.52,0,0,14946.724,0,0,7.825,0,0.016,656.68,0,0,0,3466.623,0,0,0,0,79422.727,0,0.029,0,0,0.07,0,0,0,0,138575.483,0,0,0,0,58.763,0,0,0,836.283,0,0,0,0.523,0,0,463.383,3.255,0,117.489,235.108,0,0,0,0,1075.292,0,6.34,0,405.439,6251.775,129.69,256.975,22.042,697.125,0,13.095,0,0,3969.139,0,1010.837,0,0.016,0,228.708,1749.653,0,0,388.889,0,0,779.078,0,199959.798,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1652.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,1.196,0,0,0,0,1.595,0.32,0,51.652,0,0,0,0,15.137,0.467,7.214,0,4.764,0,0,31.481,0,0,37.278,0,0,14.526,0,0,0.037,1.743,56.222,0,22.624,0,0,0,11.897,0,0.074,390.929,60.91,0,0,0,0,0,0,80.961,0,26.285,306.238,0,0.815,42719.757,0.014,0,1.098,0,0,0,0,0,21.322,194.27,0.413,0,0,8.456,14.435,398.048,0,0,17.653,1.663,0,0,0,16.937,0,0,0,34.697,135.789,2.269,0,0,0,1.859,0,0,0.062,0,10.944,0,15.197,0,0,0,0,0,0,0,1059.363,0,0,0,0,1.05,0,0,0,11.503,0,0,0,0.929,0,0,0,0.44,0.032,77.488,194.157,0,0,0,0,0,0,11.86,0,2.562,1.907,120.742,0,68.463,1.935,0,541.386,0,906.239,149.181,0,0,0,0,0.125,0.127,19.268,0,0,159.663,1.34,0,72.377,0,457.526,0,1.66,0,0,0,0,0,4.408,0,0,0,0,0,0,0,0,0.144,0,0,4.397,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,200.777,0,200.713,0,0,0,4.33,37.145,0,0,0,0,9646.033,0,0,0,78.053,0,0,0,0,0,0,0,0,24.119,93.362,0,0,0.97,136.742,0,29.69,0,0,0,0,0,0,440.189,26.47,0,0,0,0,19.883,0,13.685,0,41.104,142.392,0,0,55626.907,0,0,80.571,0,0,0,0,0,47.55,5.48,0,0,0,0,0,2656.553,0,0,6.608,0,3.045,0,0,3.914,0,0,0,5.2,0.001,0,0,0,0,0.553,0,2.258,0,0,2.049,0,0,0,0,268.058,0.925,0,0,0,1268.68,0,0,0,0,2.561,0,0,0,20.007,0,0,0,250.432,0,0,15,0,0,0,0.175,0,0,0,4.584,0.44,0,2.002,0,0,89.895,2.138,0,0.015,188.308,0,40540.935,0,0,1519.657,0,0,0,0,1.365,3.706,41.964,0,0,0.026,0,0,26.748,0,1002.68,0,0,0,0,4.07,0,0,0,0,0,0,0,0,0,837.818,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.835,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.828,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0,0,0,0,0,0,0,0,0,0,0.107,0,0,0,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0,7.98,0,0,0,0,0,0,0,27.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,1.298,0,0,0,0,0,4.063,4.829,0,0,0,0,60.738,0,0,0,4.884,0,0,1.322,0,0,0,0,0,0.669,0,0,0,0.215,118.383,0,0,0,0,0.161,0.189,0,0,13.073,0,0,0,0,0,0,0,0.027,0,1.298,22.08,0,0,222.724,0,0,4.111,0,0,0,0,0,17.012,7.134,0,0,0,0.06,0,147.806,0,0,8.425,0.135,0,0,0,1.671,0,0,0,0,0,0,0,0,0,3.243,0,0,1.661,0,16.204,0,78.134,0,0,0,0,0,0,0,588.769,0,0,0,0,0,0,0,0,4.953,0,0,0,0.989,1.66,0,9.758,0,0,0,1.171,0,0,0,0,0,0,0.046,0,0.591,7.931,0.249,0.171,0,0.629,0,3.982,0,2.836,31.263,0,2.418,0,0,0.781,0,3.568,0,0,0.014,0,0.001,8.393,0,270.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
