"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","LKA","CHL","CHN","CCK","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","MNP","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","QAT","ROU","RUS","RWA","KNA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","ZMB","GIN","HTI","ASM","CXR","ERI","KIR","VUT","TLS","WSM","MHL","BDI","GMB","SOM","CYM","COM","CAF","SPM","BTN","TCD","MYT","BEN","PLW","GNB","TKM","IOT","FSM","WLF","FLK","NFK","TON","TUV","ATF","STP","SHN","AIA"
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.548,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,0,1.245,14.957,0,195.659,0,96.469,2.878,0,0,0,8.836,0,22.343,0,0,0,0,0,0,0,0,0,0,0,171.386,0,0,20.898,0,0,0,0,0,0,0,0,0,0,0.446,0,4.629,28.724,0.281,0,0,0,0,0,0,332.792,0,70.02,0.389,0,0,0,32.824,0,29.392,0,0,16.588,0,0,0,0,0,0,69.483,2.116,0,0,0,0,0,11,291.304,0,0,122.55,296.079,0,0,0,1.931,1.84,0,0,0.224,0,604.811,0,0,0,0,0,0,0,5.253,0,0,0,0,0,0,0,5.982,0,0,0,0,0,0,0,43.471,0,0,0,0.742,0,0,2.962,580.139,0,0,0,0,0,0,0,0,203.837,34.014,0,0.326,7752.599,0,0,0,0,0,0,0,3.84,0,0,33.128,0,78.061,0,83.493,56.611,0,352.561,0,0,0,136.378,69.79,0,0,0,0,0,0,85.503,0,2.488,0,0,266.68,2.176,19.801,220.196,0,50.993,0,0,0,1.787,0,0,0,0,0,0,0,0,0,0,0,0,0,1.502,0,0,0,0,0,0,0,0,0,0,0,57.07,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,0,0,30.205,0,0,0,8.695,11.902,0,0,0,0,0,107.378,0,0,0,0,0,0,0,0,0,342.161,0,0,0,0,22.553,13.702,0,1.653,268.669,0,0,0,0,0,0,7.559,0,7.665,17.274,12.723,0,0,0,0,0,0,0,0,35.3,191.271,0,0,0,0,0,230.065,7.407,0,50.488,0,0,0,0,0,0,0,0,0,0,43.846,0,0,22.393,1363.288,0.259,0,0,0,9.89,0,0,0,0,0,0,0,0,68.192,0,0,0,0,0,0,0,1.67,0,0,0,0,0.088,10.146,5.869,0,9.835,0,43.971,0,0,0,0,354,0,0,0,23.679,0,0,0,26.821,0,0,0,0,0,0.24,0,0,0,78.191,0,1009.882,18.876,0,0,0,0,0,0,0,57.03,0,0,0.194,0,0.033,0,0,5.364,0,7.32,0,0,0,58.063,266.011,0,0,8.824,0,0,0,0,8.836,184.992,0,0,28.809,0,0,309.699,0,415.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.217,0,4.434,0,0,0,1.094,31.622,0,0,0,0,0,0,0,0,0,0,0,0,0,4.771,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,314.695,0,0,0,0,0,0,1,0,0,0,15.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.728,0,0,0,0,0,0.392,0,0,0,0,0,0,0,0,0,2.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.819,0,0,0,0,0,0.1,0,0,0,0,0,0,0,43.462,0,0,0,0,0,0,0,0,0,0,0,0,0,312.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0,0,0,0,0,1.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.323,0,38.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532,0,0,0,0,1.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",0,11.781,68.343,518.831,0,0,0,1954.002,7318.366,471.105,0,4.188,108.23,11.017,0,8724.324,0,0.19,23.075,0,561.956,0,0,0,3.083,316.369,9.111,3.7,746.68,0,5283.01,0,7.43,600.734,9841.924,0,41.095,0,0,0,29.746,322.381,3.474,0,3096.838,2400.787,0,0,0,0,0,1.732,102.967,0,616.554,9701.765,2.803,0,0,0,0,8767.792,0,0,180.909,0,0.065,4.381,0,0,0,1781.482,1755.271,7.91,645.861,1.7,0,783.253,124,1249.059,0.236,0,68608.775,51.165,183.851,1.907,0,17014.882,8.922,0,0,21.267,0,0,0,0,1.651,0,23.695,1.98,0,0,18.126,0,0,0,5.637,8338.227,6.543,2.137,0.374,0,426.073,0,6.309,0,0,14386.202,0,0,6.446,1009.319,2.817,0,0,209.191,0,5.375,4268.721,16.552,229.421,242.296,4009.582,0,510.047,86.762,6.376,10.134,764.218,0,0,0,0,0,411.751,0,32.63,53.815,0,4258.582,9277.43,1363.116,657.686,108.783,6432.108,0,5819.886,14.9,0,0,28.937,732.443,0,0,30652.269,0,0,0.591,5829.248,33.798,501.146,0,0,50.589,5.37,2.45,17823.467,0,53423.657,0,168.323,0,105.424,43.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,3.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.364,0,0,0,0,0,0,0,0,0,0,0,0,1.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.871,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.686,0,72.414,271.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,0.632,2438.802,0,0,0,0,0,0,0,0,0,0,0,1.363,0,0,0,0,1.795,0,0,0,0,0,0,0,0,0.802,0,0,0,0,0,0,284.068,0,0,24.856,0,0,0,0,0,0,0,0,0,0,1.373,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,2.572,0,0,0,0,0,0,2,0.753,0,0,1.863,0,0,0,0,0.126,0.582,0,0,7.228,0,0,0,0.968,0,0,0,0,0,5.454,0,0,0,0,0.491,1.276,0,0,12.626,0,0,0,0,0,0,584.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295,0,0,0,0,0,0,0,0,0,0,0,304.545,0,0,0,0,0,0,0,7.014,0,0,0,0,0,0,0,0,0,10.284,0,0,0,0,0,229.148,0,0,0,0,0,1.724,0,48.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.923,0,0,0,0,0,0,0,0,2.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0,69.366,0,0,0,0,14.682,0,0,0,0,0,0,0.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,7.279,0,0,0,69.476,4325.591,700.349,31.795,0.643,0,0,0.608,0.334,104.441,0,2.599,0,0,7606.73,0.558,0,0,0,3.79,0,0,0,0,14884.689,0,0,5144.671,1768.546,0,5240.8,0,0,0,238.474,65.425,3.943,0,181.115,67.446,33.438,5.916,159.217,163.157,0,0,0.379,0,104.437,2332.785,3.113,0,0,0,0,4807.514,0,0,0.086,0,0.071,0,73.43,0,107.123,0,33.619,2.957,0.799,0,0,10.709,3.697,205.558,0,6.195,6016.587,223.753,5.564,0,0,2537.791,71.865,0,0,3.343,0,0,0,0,3.671,0.573,3.086,0,0,466.342,0,0,0,0,0.103,0,0,0,0,0,5.721,0,0,0,0,37.349,0.783,2.694,0,98.746,216.839,0,0,24.304,0,20.353,159.85,0,11.145,19.483,15.119,0,102.545,0,1.771,167.217,176.765,0,0,0,0.723,0,0,0,100.772,0,0,450.977,415.526,3.788,0,71.303,53.386,0,56.46,0,0,0,2.671,15.847,0,0,255.705,0,0,2.988,8.64,4.471,22.437,0,0,0.04,0,0,4132.039,0,456881.308,0,14.051,0,32.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716.051,0,0,0,0,0,0,0,0,0,0,0,3.88,0,0,21.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.274,0,0,0,0,0,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,0,0,0,0,0,0,133.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.843,11.595,0,0,0,0,0,0,0,0,0,0,0.166,0,0,0,0,0,0,0,439.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26,0,0,1.204,0,221.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNE",0,0.242,0,0,0,0,0,0,0,4.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,24.705,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,9.628,0,0,0,0,0,1.482,2.839,0,0,0,0,0,0.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0.222,0,0,0,679.892,0,0,9.107,0,0,0,0,0,0,3.227,0,0,0,0,0,10.167,0,0,0,238.234,114.091,0,0,0,0,0,73.599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.712,1.383,0,61.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0,2.286,0,0.42,0,0,0,0,0,0,0,0,0,113.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978.202,0,0,202.988,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,2.727,0,474.813,0,0,0,0,11403.259,0,0,94.382,0,0,0,0,132.363,0.242,0,0,0,0,0,6.718,0,14.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.486,0,0,0,0,2.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,13.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",0,63.305,33.223,202.553,56.286,0,25.185,106.232,1678.05,3965.823,0,54.913,0,11.962,1.5,21891.998,0,0,143.268,0,1306.26,0.408,0,0,0,681.101,0,94.352,0,4.124,604.542,4.333,0,52.763,6017.104,0,369.491,8.278,0,0,2.17,1050.331,0,185.272,6603.2,4871.389,0,0,9.61,6.548,0,13.728,204.551,0,6802.348,39191.409,5.87,0,0.792,37.507,16.71,51870.645,10.351,4.118,2112.33,1.373,0,0,1.373,0,0,819.666,5136.713,53.962,0,45.303,26.084,3460.892,922.538,28059.079,6.468,0,4719.571,305.338,94.05,1.512,0,2931.873,55.465,0,0,105.33,0,414.518,0,8.237,533.445,1112.32,0,1.433,0,1889.545,1.232,0,64.523,4.118,7.072,176.659,3.345,159.425,34.321,0,512.281,127.673,52.167,11.985,1.373,0,145.212,2.746,2.456,458.302,0,8.237,8.237,4900.985,0,21.211,53.54,0,73.263,14.597,14.988,0,9343.542,6666.956,223.13,3025.753,23495.9,0,70.014,0.163,0,12.355,329.478,2.746,315.979,67.268,0,618.339,2459.29,1726.692,76.621,306.058,1051.096,0,43504.825,0.589,21.965,0,8848.871,5952.892,1.373,0,4421.869,0,0,0,3397.976,29.278,3997.907,1.373,38.346,1019.416,73.778,122.181,53139.842,4.413,12209.36,0,41.454,0,85.302,0,0,5.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.895,0,1.751,0,0,0,41.185,0,0,0,0,0,0,0,0,0,0,0
"ANT",0,0,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.584,0,62.061,0,0,0,78.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.067,0,0,0,0,0,0,0,0,0,8.235,15.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,1.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.583,4.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.556,0,0,0,0,0,0,0,0
