"AFG","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BRA","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","CHL","CHN","CCK","COL","COD","COK","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","GNQ","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GMB","DEU","GHA","GIB","GRC","GRD","GIN","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LVA","LTU","MAC","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MDA","MAR","OMN","NRU","NPL","NLD","ANT","NZL","NIC","NER","NGA","NFK","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","KNA","LCA","VCT","SAU","SEN","SYC","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWE","CHE","SYR","THA","TKL","TON","TTO","ARE","TUN","TUR","UKR","MKD","EGY","GBR","USA","BFA","URY","VEN","YEM","SCG","ZMB","CXR","KIR","NCL","VUT","MNP","TZA","WSM","IRQ","LBY","MOZ","RWA","UZB","BDI","MDG","SDN","BLZ","BEN","GTM","LAO","SPM","SLE","SOM","ALB","GRL","UGA","GEO","TCD","COM","COG","GUY","MRT","TGO","TKM","WLF","ERI","MNG","SLV","LBR","MHL","PLW","TUV","ABW","GNB","TJK","FLK","MSR","SHN","AIA","TCA"
"ESP",0,96.195,95.209,9.228,0,0,2539.978,108.498,85.445,0,1.979,0,0,15,3052.366,0,0,24.374,0,1133.067,0,0,0,0,0,0,0,0,39.625,5.115,0,0,0,219.415,3863.09,0,234.076,0,0,60.116,20.916,82.037,61.825,181.076,473.663,0,7.607,254.41,0,0,76.654,0,43.054,2902.513,3.485,0,0,5.968,3805.95,0,50.057,382.897,0,0,0,0,80.836,25.611,13.11,115.245,0,31.296,37.094,1412.758,53.526,0,80.825,0,0,0,0,312.162,15.24,0,240.064,2.345,3.149,0,0,37.553,0,0.759,21.128,1.511,345.122,0,303.724,0,0,0,462.715,0,19.54,3.937,0,0,0,81.153,0,15.895,0,29.354,158.272,5.916,977.091,5122.294,0,2,162.494,0,0,0,78.565,0,0,26.212,374.762,1.892,0,47.811,57.138,60.428,0,0,278.837,418.868,0,30.205,0,0,0,3.325,62.299,666.795,120.206,11.582,0,4314.741,1261.903,1.61,198.485,7.201,0,0,0.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.691,0,0,0,0,0,0,0,0,0,0,0,0,1.155,0,0,0,0,0,429.697,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,11.798,37.673,0,0,0,269.41,97.302,231.766,0,8.914,0,0,17.901,199.133,0,0,6.685,0,877.979,0,0,7.603,9.438,0,0.655,0,0,1490.304,0,0,0,9.307,106.148,335.36,0,1522.689,0,0,7.484,102.114,3.539,2.013,222.859,3423.256,0,0,17.637,0,4.588,195.621,0,4626.372,1983.966,0,0,31.185,0,4889.956,41.556,0,29.054,0,0,0,0,1140.504,25.614,47.689,7.734,40.639,39.328,440.552,768.866,0,1.045,2267.701,6.161,0,3.963,0,310.802,8.259,0,6.91,57.924,22.355,2.417,0,93.761,0,26.542,0,0,193.649,0,4.874,8.39,0,0,413.371,0,107.813,0,0,0,0,3213.685,26.874,4.587,0,0,2.097,27.791,130.29,279.489,0,102.323,602.865,0,0,0,51.388,0,0,182.972,149.462,2.6,0,48.272,146.21,2.884,626.809,0,0,341.22,0,724.891,0,0,0,21.63,18.218,85.069,2831.177,0,2.03,8928.392,7846.077,0,12.653,82.178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.451,0,0,0,0,0,0,0,0,0,0,0,0,2.097,0,0,0,0,0,0,1.704,0,10.749,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,654.556,0,6.17,0,0,72.639,2545.024,3207.878,0,34.731,0,0,0.543,1515.922,24.97,0,0,0,94.578,0,0,1434.868,24.483,0,0.655,0,0,722.591,0,0,3.183,0,13.249,69.7,0,2203.976,0,0,15.091,447.831,0,21.403,427.743,1450.42,0,0,0,0,42.708,4.958,0,926.043,9817.846,0,0,32.91,0,36770.823,6.692,0,80.085,0,0,0,2.006,2752.397,178.415,5.411,3.259,1708.591,129.71,386.159,2429.138,6.461,0,37227.184,0,0,66.886,0,7342.148,142.256,0,0.761,0,0,21.959,0,242.755,0,0,2.751,211.992,14.334,0,2.487,272.828,0,0,2875.912,0,54.462,0,0,1.241,0,496.531,1086.88,0,0,0,13.036,0,1012.264,148.12,0,204.147,419.553,0,0,1.82,36.269,0,0,58.921,1860.257,352.557,0,69.141,1773.328,1.379,977.397,0,1317.173,0,0,181.323,0,0,2.063,7.822,11.152,521.959,4.021,4.857,21.912,5681.965,6142.09,46.818,15.895,22.337,0,31.862,2.494,0,0,0,0,0,0,0,0,388.652,0,0,0,0,0,36.093,0,0,0,0,0,2.302,0,0,0,0,0,0,0,0,0,3.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.781,0,0,0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,57.569,0,0,0,33.373,431.985,3.387,0,0,10.086,0,0,106.73,0,0,0,0,112.44,0,0,0.866,0,15.53,0,26.377,0,140.619,0,0,0,0,0,83.014,0,51.615,0,0,0,1.1,0,0,0,7.709,0,0,0,0,0,0,0,1482.621,1915.695,0.565,0,0,0,8122.935,0,0,0,0,0,0,0,1117.323,0,0,114.778,0,1.26,118.056,296.885,0,0,14314.017,0,3.151,0,0,438.117,0,0,1.48,0,0,0,0,393.269,0,0,0,0.649,44.648,0,0,4.348,0,0,39.212,0,80.651,0,0,0,0,0,0,0,0,0,0,616.234,73.07,0,0,0,0,0,0,0,0.72,0,0,16.156,5532.375,0,107.872,0.89,180.573,0,37.372,0,473.385,76.099,0,0,0,0,0,0,0,0,0,0,0,2276.888,14575.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TON",0,0,0,0,0,0,0,1.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0.515,0,0,0,0,0,0,1.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.091,0,0,0,0.701,0,0,0,0,0,0,0,0,0,0,0,0,1.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.158,1.447,0,0,0,0,0,0,0,0,0,0,0,2.235,0,0,0,4.891,0,0,0,0,0,0,0,0,0,0.887,5.365,0,0,0.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,0,0,0,0,0,0,0,0,0,0,0,20.348,0,0,0,0,0,0,0
"ARE",0,1.626,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.267,0,0,0,0,0,0,0,0,0,0,1.886,0,0,0,0,211.801,0,0,0,0,0,0,0,11.226,0,0,0,0,0,0,1.347,0,0,0,0,0,0.549,0,0,0,0,0,0,0,0,0,0,3.694,0,0,0,0,0,0,4.437,0,0,34.875,0,0,0,0,0,0,2.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.959,0,0,0,0,54.714,0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0,167.981,1558.786,2.6,0,0,0,0,0,37.879,0,0,0,0,0,0.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.902,0,0,0,0,1.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",0,153.639,0,0,0,176.819,0,4.953,80.944,0,0,0,0,0,0,0,0,0,6.724,0,0,0,0,7.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,34.336,0,0,0,0,0,0,0,0,0,0,17.496,0,0,0,0,149.13,0,0,22.639,0,0,0,0,0,0,0,0,0,0,21.392,105.334,0,0,3.35,65.567,5.314,0,0,0,0,12.174,14.785,0,0,0,0,0,0,0,0,0,0,0,7.157,0,0,0,6.394,0,3.824,0,0,0,0,0,0,0,0,0,0,0,34.029,1.235,0,22.066,42.296,0,0,0,0,0,0,120.931,0,0,0,0,1,0,17.262,0,0,6.374,2.55,3.322,0,0,0,8.302,18.196,0,0,2.708,7.301,117.083,174.957,0,0,0,0,4.556,0,0,0,0,0,0,0,0,0,16.182,0,0,11.62,0,0,0,0,0,0,0,0,0,0,34.682,0,0,9.372,0,0,0,0,0,0,17.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0,0,3.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,91.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.602,0,0,0,0,21.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.222,0,0,20.509,4.32,0,0,0,0,0,5.27,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10986.454,0,0,0,0,0,0,2490.179,0,0,0,14.439,0,0,0,0,0,0,0,0,0,0,0,0,0,3.199,0,0.539,0,14.407,71.322,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.111,0,0,0,0,0,0,40.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,0,0,0,0,0,0,0,2.986,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951,0,0,0,0,0,3.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,6.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.298,0,0,0,1.2,0,0,0,0,2.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.416,0,0,0,0,0,0,0,0,0,0,2.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748,66.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1875.341,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",5.944,285.449,0,2209.413,126.684,40.566,2247.552,6510.563,5554.322,1.148,568.356,154.407,0,112.991,12577.273,1658.586,73.712,0,395.686,2912.956,9.756,4.589,5914.481,71.354,31.235,337.985,0,73.12,12276.864,18.891,9.179,0,165.616,488.852,932.894,0,189.677,0,0,14.307,343.167,11.387,374.675,5392.881,8964.991,56,15.358,105.072,0,181.057,187.486,0,6114.728,59387.69,37.403,0,26.443,2.57,74754.42,217.035,106.833,3565.951,1.221,5.852,0,8.544,19936.344,2534,676.09,142.424,3975.853,11442.129,6251.243,35765.954,440.855,163.359,50425.448,338.913,890.057,549.267,114.47,16318.024,1463.356,4.997,861.273,1284.649,637.513,81.232,29.435,4572.664,24.67,35.989,414.216,128.266,2014.66,184.047,1293.028,623.552,0,0,33912.275,4.024,818.664,0,7.813,91.673,0,4826.915,4392.176,2047.401,56.899,80.454,75.449,1140.054,9736.359,4311.148,956.326,1399.184,16875.801,26.782,11.8,5.324,7359.595,178.319,189.933,4009.585,10597.743,464.215,36.59,1431.519,8059.409,352.679,18911.269,13.882,20092.127,7838.373,169.382,9171.196,0,3.959,15.844,10418.773,731.527,23727.821,2295.137,125.824,4164.387,0,153334.402,3.382,153.233,574.23,9.775,144.171,38.423,0,0,0,0,0,107.019,0,0,773.41,0,174.763,189.946,24.739,0,94.29,31.968,0,9.127,0,0,38.507,104.394,422.686,1.329,205.448,116.378,0,0,0,243.161,15.384,0,0,0,3.821,7.356,0,0,0,0,0,0,0,0,21.746,7.754,1.203,4.589,0
"USA",6.67,679.798,32.36,6.615,0,2.83,28166.857,111517.828,5350.983,769.293,60.757,958.06,7.67,412.225,17306.654,3573.71,0,279.779,507.52,53625.928,0,4.794,134.408,29.955,0,47.674,29.85,9.027,251462.064,2.599,30.436,0,601.553,8971.275,11001.291,0,5821.192,136.305,0,1708.261,318.87,0,405.376,1575.458,1558.437,49.068,942.863,1133.272,0,3.773,24.578,12.82,5987.273,81249.299,142.978,0,31.708,0,97357.535,50.699,0,529.354,19.22,0.816,13.261,151.767,37085.944,907.367,255.213,1708.017,0,3790.949,32695.623,23352.674,87.122,253.708,364845.953,197.268,54.794,48.882,0,133186.057,1131.489,3.305,514.2,186.496,42.94,29.187,11.36,7483.828,6.555,0,157.361,25.687,92509.944,3,159.384,2.163,0,40.69,43708.932,219.256,7194.023,117.55,34.289,32.25,0,6617.565,203.387,1050.196,136.988,895.576,5125.777,16776.087,3690.324,4297.62,49.319,225.47,13594.203,4.21,35.225,31.414,6038.316,5.101,1.806,13041.562,30958.295,274.953,75.076,676.314,5624.354,211.457,16632.012,12.355,14418.267,8859.139,11.594,12783.167,0,0,852.476,1573.122,88.372,2219.46,194.027,14.293,1463.164,139616.473,0,8.844,2684.989,37416.265,27.774,290.115,371.112,0,348.272,0,0,0,10.085,0,0,0,0,0,502.72,0,25.515,5.555,86.914,0,506.044,0,0,0,0,0,8.237,0,128.811,0,0,20.962,30.766,0,0,6,0,0,9,839.051,0,0,2.8,0,42.784,0,3.8,0,0,0,0,7.753
"BFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"URY",0,0,0,0,0,0,159.234,0,0,0,0,0,0,0,0,0,0,13.708,0,208.139,0,0,0,0,0,0,0,0,0,0,0,0,0,11.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.755,0,0,0,0,0,0,0,0,0,0.677,1.399,0,0,0,0,0,1,0,0,0,0,1.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.451,0,8.694,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.049,0,0,0,0,0,0,0,0,0,0,0,0,27.143,41.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.062,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0
"YEM",0,0,0,0,0,0,0,0,23.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.374,0,0,0,0,0,0,0,4.283,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CXR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VUT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
