"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CAF","LKA","CHL","CHN","CCK","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","GRC","GRD","GTM","GIN","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MLI","MLT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","VUT","NZL","NIC","NER","NGA","NFK","NOR","MNP","FSM","MHL","PAK","PAN","PNG","PER","PHL","PCN","POL","PRT","QAT","ROU","RUS","RWA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","WLF","WSM","YEM","ZMB","BOL","HTI","PRY","SLB","KIR","LBY","MDV","PLW","TLS","SDN","TON","MRT","BDI","SLE","BTN","COM","GUY","LBR","SPM","TKM","TCD","GNQ","PSE","GRL","LAO","LSO","KNA","UZB","GNB","ERI","ATF","SOM","CYM","STP","GUM","SHN","FLK","AIA"
"HUN",0,0,3.358,0,0,0,0,0,2.494,16.039,17223.541,0,0,0,0,0,9878,0,14.944,0,29.311,0,0,0,297.662,0,3.7,0,0,20.146,0,0,0,1.501,1435.358,0,29.726,0,0,0,0,0.289,18.802,0,0,4203,0,35.431,0,0,8.177,0,0,0.113,0,11.374,56257,0,0,0,0,0,220558.073,0,0,1.74,0,0,0,0,15.9,0,0,2.076,0,4,2.618,3,86247,8.768,0,5948.413,2.148,1.621,44.573,0,116.319,0,0,0,0,0.924,242,0,0,0,110.501,0,0,0,163.759,0,4.225,0.686,0,14.173,0,0,0,0,0,19911.575,0,0,0,0,2.568,0,0,0,0,5.536,0,0,0,0,0,0,2.662,3.761,0,923.055,5,0,263.896,192.457,0,0,0,0,0,0,53.987,0,19.265,7.492,451.301,4.036,245.037,18.808,0,8831,0,0,57.497,19.831,0,0,0.621,0,0,0,4.418,298.499,0,0,1258.631,2.33,6.299,7309.995,0,1383.75,0,0.35,0,0,0,0,0,0,0,0.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0.02,0,0,0.062,0,0,0,0,0,0,0,0,0,0.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,1.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,0,0,0,0,0,0,36.151,360.272,107.917,0,0,171.461,0,0,0.055,0,0.294,0,230.823,0,0,0,0,0,0.3,0,0,326.823,0,0,18.411,28.787,16859.543,0,121.928,0,0,0,0,0.677,1.223,0,0,78.269,0,6.88,0,0.352,0,0,0,3.309,38.485,813.714,1777.464,0,0,0,0,0,3757.616,0,0,0,0,0,0,0,15777.636,233.319,0.088,0,0,0,0.19,0,39.241,0,0,21182.723,4.501,0,99.057,0,1383.458,0,0,0,0,0,0,0,0.489,0,892.855,0,0,0,2147.118,0,0,0,0,3.321,0,0,0,0,1069.89,4.7,0,0,0.085,0,6.308,17.778,0,0,0,13.505,0,0,0,0,229.848,0,0.067,891.653,0,17.394,23.562,0,2.785,107.184,0,0,0,0,0,0,12.272,0,40.143,10984.278,0.275,58.463,3.584,32.492,0,6.214,0,0,172.844,0.944,0,0,897.842,9.329,0,1.105,5.188,21.065,0,0,6.236,0,0,866.969,0,2701.435,0,15.1,0,0,23.6,0,0,0,0,0,0,0,0,0,0,122.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.347,0.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.164,0.076,27.081,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0,1.084,0,0,0,0,0,0,10.957,2.412,0,0,0,0,0,63.548,0,1.31,0,2.497,0,0,0,1.461,0,0.5,0,0,64.991,0,0,0,0,28.495,0,0,0,0,0,0,0,0.869,0,0,2206.431,0,182.118,0,0,0,0,0,0.401,0,18.059,289.275,0,0,0,0,0,2334.959,0,0,2072.118,0,0,0,0,345.362,1,0,0,0.34,0,0,13,2765.55,0,0,201.665,0,0,0,0,78.178,0,0,0,0,9.588,0,0,0,0,9.335,0,576.929,0,44.117,0,0,0,0,0,0,0,0,0,0,37.013,0,0,0,0,23.844,0,0,0,0,4.943,0,0,0,0,0,0,0,0,0,137.468,11.137,0,13.212,8.474,0,0,6.252,0,0,0,2.055,0,177.813,254.6,585.468,2.08,7.264,0.09,0,33.141,0,0,201.248,483.416,0,0,3.491,0,0.56,0,6.698,65.092,0,0,0.268,0.108,0,655.608,0,5454.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,1961.175,0,0,2.067,8348.983,7.81,0,0,0,0,0,99,0,0,0,18.077,0,0,0,0.853,0,192.673,0,0,156.762,0,0,0,89.751,52.047,0,0,0,0,0,0,33.321,4.12,0,20.283,51.138,0,9.142,0,31.686,47.32,0,58.741,0.74,0,11.403,17135.76,0,0,0,0,0,2326.472,39.959,0,253.167,0,0,0,0,37.199,2,2.588,0,0,0,39.741,0,618.414,4.237,0,36.316,0.727,0,0,0,34.657,0,0,0,0,0,0,0,0,0,0,0,22.063,0,188.24,0,0,0,0,0,0,0,0,0,0,887.419,0,0,0,0.083,1.835,4.217,0,38.06,0,2.22,0,0,0,0,24.179,0,1.929,35.299,0,0.373,24.506,0,4.624,54.347,0.332,0,0,0,0,0,0.289,0,62.219,8.195,14.488,0,305,216.71,0,45522.348,0,0,9.779,121.296,0,0,21.138,0,0,0,0,86.369,0,15.327,0.625,0,0,68.768,2.298,15080.311,0,0,17.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",0,54.853,4877.02,0,0.112,0.507,1.6,472.817,44.414,130.371,15796.245,0,29.027,25.346,34.78,0.495,5810.709,0,76.209,0,565.969,0,0,0,273.085,9.515,15.743,0,13.43,531.118,17.617,0,17.245,177.496,14193.014,0,49.886,0,296.357,233.532,0,11.95,5364.511,106.074,15.311,7306.423,10.535,210.797,0,2.531,21.552,18.953,176.788,20.293,1.053,268.515,22065.989,1.554,0,0,5.95,0,203527.762,39.458,0,3592.059,0,10.292,0,4.208,2603.869,1425.965,15.626,7.348,183.272,22.399,343.45,2281.548,0,15.634,1.894,160.089,11.852,26.682,117.016,0,2225.567,313.076,0,67.936,2.688,44.278,1526.11,0,23.673,0,71.287,0,206.21,12.044,315.605,1.391,19.921,7.4,0,604.127,0,14.39,0,0,140.58,1562.031,0,0.628,8.702,0,39.643,0.916,0,863.568,0,77.398,0,0,0,11.379,9.038,0,68.508,3.848,0,2900.711,2274.934,25.397,2018.174,2038.235,15.301,0.352,0,0,2467.121,30.608,20.111,2.517,431.81,2050.161,3945.98,8.798,2547.443,130.979,22.982,8938.9,0,0,763.974,5881.087,316.594,0,315.847,172.319,12.249,179.508,528.645,740.024,0,111.542,86.905,9.878,452.424,4482.218,16.708,3741.416,346.764,16.038,42.524,0,0,0,51.66,1.302,0,0.392,0,0,3.361,19.36,0,0,0,0,11.921,65.751,0,0,0,0,0,0,0,0,0,0.985,0,0,0,0,0,19.583,8.305,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.015,0,0,0,0,0,0,0,0,0,0,0.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",31.728,0.637,263.885,0,2.68,3.099,0,0,655.104,105444.829,5761.778,0,26.424,9821.733,0.245,0.021,28099.54,0,6.291,0,6553.262,0,0,1866.12,37.958,5.374,605.6,2.79,0.654,31448.285,0.403,0,36.635,216.955,1405437.948,0,100.663,0,0,2.387,0,45.129,71.895,0,0.214,197448.732,0,528.701,0,14.737,0.592,20.377,6.605,231.092,3.124,3147.171,59401.503,13.623,0,0,0,0,520775.502,4.283,0,630.423,0,0,0,48.152,793673.501,367559.025,8.734,74245.276,15.418,3.198,1037.784,12542.051,173521.471,4.395,0,0,64.608,6.63,77.968,0,524141.052,51.899,0,4.31,81.136,327.665,4655.877,7897.378,0,0,107229.822,0,1.561,193.862,209605.647,0,11.917,12.644,0,21.721,1.345,0.008,0,0,600.594,53430.976,0,0,1.999,0,1295.356,103.67,0,149.635,0,1008.549,0,0,0,0.137,26.299,15.361,7.835,121605.659,0,32757.039,274.173,80.564,1483.179,4960.492,0,0,0,0,1330.914,71.682,57.44,0,11048.751,103781.321,4484.393,60388.894,1970.924,979.89,0,14405.949,0,0,3580.095,8307.331,0,0,281453.918,4.299,1.007,2489.067,770.469,1518.653,0,4.029,880.142,1166.766,49.598,306901.606,5.284,533387.622,14.68,7.001,15.304,0,0,0,1.114,21.871,0,5.457,0,5.733,0,0,0,0,0,0,0,0,0,0,0,170.414,0,0,0,0,0,0.769,0,0,2.353,0,0,0,0,0,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.514,0,0,0,0,0,0,1.008,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,190.082,0,0,0,0,0,0,1.499,0,0,0.132,0,0,0,1.384,0,0,0,0,0,0,0,0.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,353.691,0,0,0,0,0,716.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.302,929.57,0,0,0,0,0,0,0,0,4.019,0,0,0,0,0,0,0,0,0,0,189.928,0,20.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.075,0,0,0,0,0,351.185,0,2.249,0,0,0,0,0,0.671,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,11.965,0,0,0,0,4.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,47.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.028,0,0,0,0,0,0,0,0,0,0,0,0,15.998,0,0,0,0,0,8.56,0,0,0,0.166,9.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,0,0,0,0,0,0,1.232,0,0,0,0,26.081,10.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.958,0,0,0,0,421.61,0,0,0,0,0,0,0.682,69.262,0,0,0,0,0,0,0,0,0,196.218,0,0,0,45.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.007,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.209,0,0,0,0,0,0,0,0,0,0,0,0,0,1.995,0,0.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.967,0,0,0,0,0,0,0,65.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381,0,0,0,0,0,0,0,0,56.193,0,0,0,0.001,0,0,0.487,0,0,0,0,0,0,0,0,0,0,0,40.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",26.574,0,0,6.062,0,275.718,0,0,478.36,31689.764,1032.524,0,1.997,2497.182,0.003,0,17559.756,0,89.197,0,5288.728,0,0.301,0,34832.892,18.5,70.728,24.479,4.012,3015.696,0,0,413.723,142.832,1398968.165,0,40.181,0,0,0,0,0.959,2704.669,1713.528,127.5,47179.551,0,569.085,0,25.077,15.534,4.985,0,50.185,0,1273.672,19144.246,0,0,0,0,0,749402.889,0.483,0,759.226,0,21.3,0,4.302,242876.394,249.117,1.81,1924.451,74.266,0,383.728,7886.935,227689.854,0,0,202336.469,3.254,21.642,15.359,0,0,3.636,0.391,0,22.898,15.004,4.565,410.874,0.095,0,3397.703,0,1670.102,0,3862.472,137.891,0.126,0.63,0,2538.032,0,40.996,124.338,0,15.451,228910.336,0,0,20.05,0,211.825,37.135,0,864.65,0,2601.073,0,0,0,14.564,10.788,0,148.198,366.416,0,6041.187,1448.79,1.294,533.14,538.762,0,0,0,0,0.597,0.479,45.644,17.885,12725.249,15439.268,46318.002,1555.084,537.355,2304.58,0,98185.179,0,1151.055,6894.392,1600.128,179.241,0,9949.407,0,0,394.271,264.373,4258.729,0,24.982,6.278,25.093,6.317,5046.877,0,52766.518,0,14.373,130.023,0,0,0,0,15.429,80.4,1.615,0,0,44.916,22.13,0,0,8.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,0,0,0,0,0,34.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.725,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.673,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,0,61.557,0,0,0,0,0,0,0,20.482,0,0,13.488,0,0,0,0,0,0,14.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.209,0,0,0,0,0,8.935,0,0,7.953,0,0,0,0,0,1.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.276,0,0.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,1.498,0,0,0,0,2.719,0.015,0,8.633,0,0,0,0,0,51.943,0,0,0,21.187,0,0,0,4.624,0,375.398,0,0,271.649,0,0,0,0,8.27,0,0,0,0,0,0,0,1.85,0,0,105.283,0,24.311,0,0,0,0,0,10.537,0,16.784,455.007,0,0,0,0,0,42.053,0,0,0,0,0,0,0,80.04,57.508,0,0,0,0,0.246,0,568.688,0,0,2.416,8.09,0,0,0,0,0,0,0,81.235,0,0,0,0,0,0,0,0,0,422.185,0,0.037,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,34.446,0,0,4.705,71.581,0,0,0,0,0,0,0,0,0,1.718,0.236,5.64,0.88,0,0,120.366,0,0,12.737,0.196,0,0,0,0,0,0,0,0,0,0,10.453,0,0,112.333,0,708.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,0,0,0,0,0,0,0,2.716,14.372,0,0,0,0.261,0,46316.954,0,0,0,1.465,0,0,0,0,0,0,0,0,1.324,0,0,0,0,0.693,0,0,0,0,0,0,0,0.246,0,0,0.323,0,0,0,0,0,0,0,0,0,0,27123.467,0,0,0,0,0,27920.667,0,0,0,0,0,0,0,0,0.103,0,0,1.045,0.207,0,0,26040.768,1.307,0,0,0,0,0.265,0,0,0,0,0,0,1.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512,0,0,0,0,0,39.539,0,0,0,0,3.253,0,0,0.804,0,0.548,0,0,0,0.153,0,0,0,0,0,10.335,0,0,0.069,0.127,0,0,0,0,2.067,0,0.022,0,48.193,0,664.673,0,0,2.212,0,8.364,0,0,0.42,382.287,0,0,0,2.07,0,1.306,2.355,0.207,0,0,0.224,0,0,14.35,0,11.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,7.664,0,0,0,0,0,0,61.477,0,0,0,0,0,0,0,0,0,0,0,0,3.01,0,0,0,0,356.951,0,0,0,0,0,0,0,0,0,0,0,0,5.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563,0,0,0,0,0,0,0,853.898,0,0,0,0,0,0,2,76.518,0,0,2.513,0,0,0,0,70.897,0,0,0,0,0,0,0,0,0,16.223,0,0,0,10.9,0,0,0,0,0,0,0,0,0,0,54.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.459,0,0,0,0.028,0,87.256,0,0,2.922,2.353,0,0,10.659,0,0,0,0,0,0,0,0,0,0,35.536,0,96.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.538,0,0,0,0,1.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
