"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","IOT","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","CHL","CHN","COL","MYT","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","NCL","VUT","NZL","NIC","NER","NGA","NOR","MNP","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","KNA","LCA","VCT","STP","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SWZ","SWE","CHE","SYR","TJK","THA","TKL","TON","TTO","ARE","TUN","TUR","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","SCG","ZMB","HTI","SLB","CXR","CCK","GMB","KIR","NFK","ETH","LBY","TKM","WSM","TCD","COM","LBR","SPM","SUR","TCA","DJI","TGO","ATF","WLF","BTN","PSE","NIU","MHL","GNB","COK","FSM","ABW","FLK","PCN"
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,0,0,0,0,0,0,4.498,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",0,0,86.245,0,0.206,0.789,0,0.047,50.496,8068.38,245.115,0,72.958,52.131,14.03,0,1391.643,0,0.868,0.221,3.686,484.038,0,0,0,2.052,148.533,15.085,0,2.491,29.671,1.98,454.136,0,0,0,75.132,228.354,574585.961,43.144,0,12.781,0,649.398,365.567,1.516,71.262,198.645,0,1237.423,0,9.56,34.529,14.735,0,0,111.138,11.517,51.126,1253.442,55.862,0,12.288,52576.378,13.867,2.469,54.8,0,0,0,2.373,0,0,5.261,0,278.836,6.899,177.142,96.468,62.851,5397.882,4184.768,565.402,20.926,0.312,20270.071,0.557,246.213,35.189,0,48590.203,501.726,0,6.558,4.66,0,26.895,54.427,310.333,144.008,0.404,0,2910.772,0.422,0,7.695,0,22.835,473.297,1.662,0.715,0,91.959,0,0.426,0,0,125.171,4926.015,0,8.886,7.748,465.85,23.908,0,43.973,187.111,0,175.218,22.36,3.194,0.217,6.975,200.726,193.443,429.034,0,0,69.216,2084.029,0,0,0,0,0,0,2326.774,26.3,0,0,2939.714,18846.31,57.85,2303.28,148.824,0,1356.783,4.693,739.242,0,0,3903.971,1213.649,1829.589,0,11490.141,0,0,0.607,4618.534,7.15,917.314,0,4.667,458.463,8.766,1018.498,32769.154,1.976,16063.635,1.294,16.609,0,142.901,155.251,17.057,0.075,0,0,0,0,0,0,0,0,123.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HUN",0,0,1.089,0,4.869,0,0,0,0.057,105.736,3905.436,0,0,0,0,0,44.709,0,0.338,79,0,67.059,0,0,0,0,75.08,0,0.503,0,0,0,31.327,0,0,0,0,6,112.567,0,0,0,0,0.883,102.471,0.093,0.216,4208.006,0,1725.175,0,0,0,0,0,0,162.061,0,1492.83,2823.59,241.166,0,0.099,4152.443,0,0,1204.369,0,0,0,0,0,0,0,11,0,0,0,0,0,479.991,9.679,1384.255,0,0,160,1,14.759,0,0,113.242,0,0,0,0,0,31.598,14.099,0.047,0,4.518,0,0,0,0,0,0,0,91.427,0,3.416,0,0,0,0,0,0,0,7972.552,0,2.548,0,11.778,0,0,0,175.279,0,0,0,0,0,0,0,2664.663,40.376,0,0,5063.361,134,0,0,0,0,0,0,0,0,0,0,41.569,2.244,303.815,0,92.136,0,39.929,0,1604.363,0,0,1190.162,456.856,0,0,29.68,0,0,0,0,0,35.24,0,0,203.05,64,2,8970.71,0,38,11,0,0,0,0,313.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0.231,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.063,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.238,0,0,0,0,7.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.476,0,0,0,0,0,0,0,0,0,16.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486,0,0,24.04,4.452,0,0,0.312,0,0,0,0,0,5.296,0,0,0,0,0,55.379,0,4.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,0,0,0,0,0,0,54.136,866.295,2404.682,0,0,0,0,0,206.422,0,0,25.623,0,105.213,0,0,0,2.107,0.643,0,0,11.9,0,0,891.925,0,0,0,201.563,8.405,1553.412,57.524,0,0,0,40.853,74.856,0,0,1418.044,0,0.503,0,0,7.668,0,0,0,300.381,0,164.037,1569.116,0.104,0,0,8119.955,0,0,0,0,0,0,0,0,0,0,64.208,3,0.104,0,0,0,0,0,354.196,0,0,8029.746,0,0,0,0,240.523,16.841,0,0,0,0,0,0,0,0,0,0,551.265,0.6,0,0,0,16.836,1936.013,0,0,0,6.246,0,0,0,0,0,1504.79,0,0,0,4.58,33.54,0,0,4.8,0,0,0,11.249,1.593,89.147,40.343,3878.942,192.989,23.431,0,1.993,181.141,0,0,0,0,0,0,0,180.184,0,0,66.43,20583.898,532.964,22.177,183.725,0,30.655,0,1680.345,0,0,891.563,32.141,0,0,1837.605,0,0,0.212,0,0,4386.719,0,0,0,1.063,0.75,5119.142,0,4879.637,0,0.025,0,0.623,0,7.694,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0,0,0,0,0,0,0,0,0,0,0.264,0,0.017,0,0,0,0,0,0,0,0,0,8.708,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,2.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733,0,0,0,0,0,104.526,0,0,0,0,0,0,0,0.622,0,0,0,0,0,0,0,21.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.033,3.205,0,0,0,0,0,0,0,0,0,16.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",7.494,0,12.44,0,0,0,0,0,1.527,202.177,404.58,0,0,0,0,0.274,2566.074,0,0,15.36,0,93.644,0,0,0,0,47.417,0,0,0,0,12.518,17.333,0,0,0,0,2.088,1045.278,22.112,0,0,0,1.793,103.575,0,2.893,482.858,0,708.499,0,0,0.044,0,0,0,76.455,0,667.631,11676.552,5.107,0,0,23237.089,0,0,341.147,0,0,0,0,0,0,0,137.532,58.776,21.158,0,0,0,0,141.762,10996.917,0,0,226.541,1.546,0.773,0,0,125.947,0,0,0,8.795,0,10.028,202.936,1.386,0,0,0,194.097,0,0,24.746,0,0.39,1412.83,0,1.049,0,94.751,0,0,2.089,0,0,3986.597,0,2.527,0,22.764,0,0,0,1200.01,0,0,0,2.648,0,0,0,822.929,1256.431,0,0,330.202,1290.82,0,0,0,0,0,0,0,0,0,0,576.213,243.172,45.806,0,14.421,0,1385.638,1.608,3505.24,6.538,0,1571.921,2482.549,0,0,101.164,0,0,0,49.626,0,169.538,0,0,34.96,0,1.101,25067.603,36.976,8968.756,0,0,0,25.126,0,9.334,0,0,0,0,0,0,0,0,20.266,0,0,0,0,0,0,0,113.173,0,0,0,0,0,0,0,0,0,22.9,0,0,0,0,0
"ISR",0,0,0,0,0,0,0,42.548,569.426,2499.428,477.84,0,0,0,0,0,249.846,0,0.477,0,0,896.75,0,0,0,0,53.557,0,0,0,0,0,1039.893,0,0,0,0,607.934,4231.74,1040.088,0,0,0,0,28.782,0.363,94.855,96.135,25.823,146.498,0,0,292.733,0,0,0,3.26,0,765.905,2020.157,9.797,0,900,11204,0,0,42.777,0,0,0,0,0,0,0,332.838,219,0.637,0,0,0,167.453,0,690.872,0,0,6491.308,1565.921,0,0,0,8486.827,0,0,0,0,0,15.484,39.214,0,0,0,0,0,0,0,0,0,40.224,1114.684,13.939,0.025,0,0,0,0,0,0,0,2809.753,0,15.537,0,205.086,0,0,0,294.188,0,0,0.044,0,7.072,84.648,0,1037.546,366.627,0,0,37.78,53.907,0,0,0,0,0,0,0,0,0.056,0,14831.207,2451.769,3.292,70.177,664.181,0,1507.01,0,1741.715,0,0,616.701,284.534,0,0,554.879,0,0,9.442,0,0,4455.614,0,0,5.02,0,0,1211.597,3.492,14625.019,0,1.396,0,3.44,0,24.553,0,0,0,0,0,0,0,0,0.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",0,62.622,172.736,0,7.72,0,18.447,8.291,75.472,1304.156,14945.13,0,111.789,5.642,5.394,2.053,4483.416,0,6.839,166.21,0,1758.693,0,0,0,49.953,371.524,0,1.84,55.056,4.215,13.736,426.544,3.963,0,0,16.928,164.687,2557.481,34.875,1.154,47.549,0,43.854,1423.349,159.491,458.537,1695.477,0,412.56,0,19.267,142.295,2.844,11.686,4.645,360.825,0,547.663,26204.331,41.008,6.838,12.52,12235.793,287.725,14.827,1993.385,0,0,0,16.317,11.312,0,0.828,1614.2,2242.055,6.167,34.607,705.684,51.743,355.569,870.366,0,31.22,50.297,2817.611,53.452,107.715,14.623,0,1409.502,125.5,0,0,489.145,0,55.333,273.653,14.716,0,8.596,0.131,2119.85,11.84,1.865,209.847,1.104,191.291,602.509,0,7.189,0,66.036,0,43.38,0,0,5.24,2337.455,66.339,14.776,0,76.544,3.66,0,124.587,394.938,0,241.284,58.08,0.149,0,116.814,42.718,8113.237,4670.269,0,39.797,972.595,2861.78,9.135,0,0,105.632,0,0,367.983,17.265,1.921,9.212,1690.293,1873.491,1530.925,313.212,1408.845,0,1312.406,0,13537.009,195.885,0,1033.564,2058.572,101.978,0,477.026,0,0,135.721,1238.289,309.868,2957.496,0,26.39,833.084,549.041,117.414,7986.774,27.995,15106.747,1.84,6.658,0,2613.804,0,195.405,2.015,0,0,0,0,0,0,0,81.511,1160.333,0,0,1.497,0,1.277,0,0,0,0,179.621,0,0,0,0,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.429,0,0,0,3.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.314,0,0,11.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,9.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.569,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",52.544,0,98.473,0,140.901,2.627,0,3.667,1321.898,16745.204,2371.974,44.071,48.219,241.407,5.577,2.519,22779.521,0,3.052,44.997,0,10927.658,0,0,0,6.6,145.786,80.383,0,49.414,2.682,15.474,13091.926,0,0,0,387.882,438.773,433831.88,306.637,8.72,0,0,38.152,595.806,303.452,26.406,9096.539,0,529.362,1.942,4.328,163.786,6.262,0,0,4257.061,10.396,30225.551,40015.792,32.962,0,2.534,105682.901,2.081,0,1346.071,0,0.564,164.345,62.735,0,0,13.015,75984.116,20688.408,16.648,11174.349,314.572,139.216,729.461,2366.945,13069.047,1.212,9.207,0,44.427,13.086,3.552,47.198,518351.499,42.888,0,0,139.195,0,68.359,14.97,11411.859,448.803,2.22,0,19464.056,1.726,0.041,40.723,3.33,32.85,15242.181,3.562,1.367,0,16.768,1.736,9.095,103.108,0,23.196,63207.548,10.044,114.367,0,2320.307,4.68,0,4.856,2440.713,0,1096.548,455.408,102.417,12.129,320.251,29627.725,2463.579,2607.841,0,953.045,919.638,454.063,0.269,0,0,5.381,0.73,0,780.542,2.636,4.023,0,10671.401,62247.081,524.15,2050.54,154.387,0,2766.758,0,10715.595,0,5.411,12019.511,5263.636,103.043,0,84511.054,0,0,5.445,7026.882,21.89,3660.247,0,0,308.44,73.619,494.31,64044.221,5.777,422267.242,0.114,12.889,27.497,822.875,126.067,150.231,0,0,10.137,0,0,2.654,0,0,276.186,38.716,0,2.608,0,0,45.82,0,34.73,0,0,0,0,0,32.566,0,0,0,0,5.79,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.651,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,1.318,0,0,1.69,0,0,0,9.506,0,0,8.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255.429,0,6.266,0,0,0,0,0,0,0,0,55.22,11.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.753,0,0,0,0,0.498,0,0,0,0,0.307,0,0,2.99,0,0,5.44,7.726,0,2.912,0,0,0,2.102,0,0,0,0,0,0,1.933,143.692,0,0,0,0,0,0,1.385,37.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.452,0,0,0,0,0,0,0,0,0,0,0,0.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,4.384,0,0,0,0,0,0,0,7.704,0,0,0,0,0,0,0,3.016,0,0,8.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,0,0,0,0,0,10.434,0,0,0,0,0,0,0,0.987,0,0,0,3.986,0.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,0.605,0,0,0,0,0,0,0.255,0,0,0,0,0,0,0,0,0,0,0,251.672,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,4.601,0,27.48,0,0,0,1.267,1.163,0,0,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.429,0,4.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.108,18.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0.837,0,0,5.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.627,0,0,0,24.019,0,0,0,0,0,0,80.048,0,0,1.248,0,0,0.742,0,0,0,0,0,0,0,0,0,0,0,0,0,1.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",2,0.796,43.613,0,10.691,0,0,19.794,808.833,1779.934,138.451,0,23.535,45.747,0.039,0.142,253.426,0,9.924,4.731,0,2531.821,0,0,0,15.184,27.106,0,0,243.9,0,0.933,826.834,0,0,0,94.12,485.628,96039.205,271.304,0,0,0,47.65,70.846,606.103,38.904,133.753,35.907,64.37,0.707,20.697,72.081,14.885,0,0,108.784,2.678,662.256,1179.263,5.628,0,0.243,181708.44,13.456,0,425.701,0,0.254,0,30.198,0,0,2.033,31411.868,1085.385,34.242,2338.94,221.831,16.125,136.478,739.414,1398.657,2.474,0,59156.821,250.927,106.663,5.238,0,0,243.172,0.023,0,282.291,0,70.941,41.652,0,18.866,19.151,0.014,1804.012,28.929,0,3.494,0,24.807,3527.054,19.001,5.395,0,7687.522,0,45.349,0,0,0.63,2117.655,0,2.55,0,490.821,5.05,0,107.178,233.878,0.105,150.748,111.22,0,29.544,78.357,315.621,1947.272,248.039,0,65.999,125.479,1179.704,0,0,0,0,0,0,2774.136,0.145,0,1.682,863.084,5105.487,70.455,1030.867,14.392,0,1250.377,3.279,1822.615,7.04,0,435.037,209.367,229.471,0,8704.365,0,0,0.333,1938.186,25.048,5200.877,0,2.226,87.056,6.923,841.303,5716.383,3.736,49756.868,0,25.246,383.149,20.513,32.804,36.394,0,0,0,0,0,0,0,0,8.287,11.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997,0,0,0,0,3.01,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,3.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,1.612,0,0,0,0,0,0,0,13.529,0,0,0,0,0,0,0,3.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,7.862,0,0,0,0,0,0,0,0,0,0,21.412,0,0,0,0,0,0,0,1.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,3.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1.027,0,0,0,0,0,0,0,0,0,6.22,0,0,0,57,0,0,0,0,0,0,0,0.473,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.323,0,0,0,0,0.012,0,0,0,0,4,0,0,0,1.886,0,0,0,0,0,0.023,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0.311,0,2.627,0,0,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0.734,32.295,0.012,0,0,0,0,0,11.289,24.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
