"AFG","ALB","DZA","ASM","AND","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","LKA","CHL","CHN","CCK","COL","COD","CRI","HRV","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FLK","FJI","FIN","FRA","PYF","ATF","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","CUW","ABW","NCL","NZL","NIC","NER","NGA","NOR","MNP","PAK","PAN","PNG","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","ZMB","PRY","SLB","CXR","COK","MDV","VUT","SOM","TON","AGO","BDI","CPV","COG","IRQ","LBY","SXM","CUB","GNQ","TCA","YEM","GRD","BMU","CYM","TCD","COM","ERI","DJI","PSE","LBR","FSM","MHL","PLW","GNB","STP","SSD","TKM","CAF","GRL","NRU","TUV","BTN","IOT","BES","WLF","NIU","SHN"
"PAN",0,0,0,0,0,4.522,0,0,0,0,0.514,0,0,0,0.853,0,0,0,0,0.019,0.051,0,0,188.409,0,0,0,0,0.013,0,28.12,0,0,17.238,0,100.123,0,149.223,0,0,0,0,22.007,5.958,3661.881,0,0,0,0,0,2.411,0,0,0,0,0,0.761,13.591,0,0,0,0,632.465,0,7.867,4,37.417,0,0,0,0,0,0,0,292.669,0,25.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.99,0,0,0,92.328,2.691,0,0,0,27.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,4.076,0,0,0,0,0,0,0,9.041,0,0,0,0,0,0,0,0,0,49.988,0,0,0,43.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0,0,0,0,0,26.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0,0,0.37,0,0,0,0,0,0,0,0,0,0,21.133,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657,0,0,0,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.507,0,6.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0.068,0,0,109.251,984.001,1186.825,0,3.213,0,8.843,0,25.631,11.331,1.717,0,3236.779,0,0,0.313,14.238,0,0,167.388,0,4442.573,21.959,16.703,54449.043,0,0.06,0,2.807,2.419,0,1305.87,0,19.18,0,0,0,0.05,0,931.405,0,0,263.39,20795.218,17.939,0,0,0,0,75893.022,0,0,0,0,0,0,0,0,0,0,33308.063,2.792,2.802,164.3,0,1241.09,208.159,285.122,0,0,759487.579,16.194,0.025,0,31.122,9989.111,7.696,0,0,3.319,0,4.675,2.549,297.064,0,17.572,0,1706.485,0,0.16,0,35.961,130075.79,169.785,4.074,0.087,0,0.005,0,0,0,0,65701.761,1753.147,0,0,172.463,0,0,211.893,524.978,0,0,0,0,0.035,0,1349.374,3.149,0,0.099,36.07,1166.339,0,0,0,0,0,0,422.562,3.233,12.169,0,0,1383.957,6716.956,203.143,1044.432,119.723,1204.18,0,616.551,0,0,0,102.539,708.984,0,0,3317.743,0,0,1251.247,201.336,2039.384,3.855,357.268,0,0,978.686,0,133393.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0,1.643,0,1.167,0,1.591,1.936,1.671,439.48,0,0.154,0,0,0,11164.617,32.32,62.282,0.06,1.883,0,0,0,82.242,0,3129.034,0,0,1.246,3.702,1.643,23.937,0,13.876,0,0.378,39.903,2.431,37431.532,0,171.625,0,0,0.514,0,22.213,127.278,0,0,14819.027,1004.467,0,0,0,0.449,0,351221.901,0,0,0,5.658,0,0,0,0,0,0,120.443,205.757,7.461,0,0,12.721,0.051,1551.83,0,0,15313.952,73.716,0,5.34,0,14.865,0.426,0,0,0,0,6686.348,11114.691,32.325,0,0,0,75.754,0,0.159,0,0.031,151.248,0.125,31.42,0,0,0.228,0,0,0,0,5026.203,0,0,0,10.186,0,0,0,34.633,0,0.885,0,0,2.267,0,0,4.155,0,0,199.642,360.823,0,0,0,0,0,0,33.816,0,18.2,0,0,18.121,7.821,31871.506,3.652,85.905,142.836,0,56.001,0,0,0,36.396,295.944,0,0,1.908,0,0,13.39,0.012,248.109,201.791,120.977,1.022,1.581,134.496,0,394.828,0,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,22.913,0,0,0,0,0.133,60.893,103.694,0,0,0,0,4.762,457.603,1.962,0.397,0,1178.152,0,0,0,11.259,0,0,0,0,1.192,0,2.674,21.188,0,5.746,0,0,0.418,32.385,4720.056,0,507.702,0,0,0,0,0,0,0,0,0,2248.065,0,0,0,0.043,0,1611.587,0,0,0,1678.163,0,0,10.208,0,0,0,0,0.381,0,0,0,25.572,7.199,269.27,0,0,29.846,0,0,0,0,0,12.041,0,0,0,0,0,0,139.446,0,0,1.168,1.255,11.101,2.31,0,1.747,35.661,0,0,0,0,40.091,85.753,0,0,0,482.143,0,0,0,0.664,0.006,0,4.351,15.905,0,0,0,0,0.188,0.308,142.862,0,0,21.624,76.275,74.149,0,0,0,0,0,0,0,7,0,0,0,0.362,71.649,0,0.019,7.613,0,0,2196.595,0,0,0,0.438,81.965,0,0,7.318,0,0,188.748,8.395,70.71,0,0,0.245,4.371,3715.875,0,343.198,0,1.395,0,1302.863,0,0,0,0,0,0,0,0,0,0,2311.737,0,459.165,0,3.008,0,0,0.399,1.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.334,34.677,0,0,0,0,0,0,0,0,0.023,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,11.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656,2.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.419,0,0,0,0,0,0,0,0.142,0,0,0,0,0,0,3.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,1.796,0,0,0,0,0.835,22.002,1.012,0,0,0,0,0,222.059,0,0,0,24.946,0,0,0,154.284,0,0,0,0,11.026,0,16.13,48.361,0,0.208,0,0,0.862,0,23.144,0,4.608,0,0,0,0,0,14.98,0,0,0.091,80.429,0,0,0,0,0,840.374,0,0,0,18.774,0,0,0,0,0,0,124.3,39.11,0.166,0.717,52.727,2.83,0,708.986,0,0,2.137,1.145,0,0,0,6.78,0,0,0,1.277,0,0,0.123,0.143,0,0,0,28.693,0,0,0,0,77.503,0,20.525,0,0,0.16,0,0,0,0,83.521,0,0,0,0,0,0,0,6.371,0,0,0,0,0,0,3.723,0.069,0,3.075,0,34.365,0,0,0,0,0,0,0.554,0,0.796,0,0,0.099,10.542,1.039,5.461,3.486,40.605,0,0.9,0,0,0,0.379,28.599,0,0,2.745,0,0,0.909,0.214,4.963,0,3.701,0,6.954,47.063,0,114.173,0,0.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",4.9,0,2.458,0,0,0,51.749,0,0.496,26.351,0,0,0,85.804,0,0.339,0,0.408,0,0.601,0,0,0,63.725,3.38,5070.308,0,0,7.604,0,0,1456.966,0,9.347,0,0,0,0,12.416,0,0.553,0,3.48,0.017,0,0,24.984,0,0,51.678,94.137,0,0,0,41.89,0,687.182,0.249,0,0,0,0,0,0,0,0,0,62.166,0.463,0,0.031,10.965,3617.162,10.488,11.437,0,0,63.628,3158.454,0,0,0,5233.352,4.536,7.748,0,0,0,135.107,33.608,0.003,0,0,0,32.803,0,1.185,0,0,2.026,3.096,113.607,0,0,0,0,0,0,0,32.51,0,0,0,3.695,0,0,0.146,2.455,0,1.228,3.043,0,0,0,1.165,22.13,0,0,0.447,0,0,0,0,0,0,0,0,0,0.531,0,0,1191.759,31.312,6.94,294.403,1.076,64.914,0,5.72,0,0,0,3.552,1.124,0,1.717,0.386,0,0,32.256,0,18.289,0,1968.649,0,0.729,7.547,0,481.331,0,0.11,202.679,6.381,0,0,0,0,0,0,0,0,0,0,0,0,0.475,0,10.829,0,0,1.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.871,0,0,0,0,31.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,13.706,0,0,0,0,0,0,0,0,50.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,24.268,24.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.898,0,0,0,0,0,0,1.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0,0,0,0.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,1.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.509,0,0,0,5.383,0,0,0,0,0,0,0.118,0,0,0,0,0,0,0,0,0,0,0,8.23,0,0,0,0,0,0.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.117,0,0,0,0,0,0.082,31.766,0,0,0,0,0,0,0,0,0,51.227,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.356,0,0,0,0,0,0,0,1.137,0,0,0,0,0,0,0,0,23.86,0,0,0,0,0,0,0,0,0,0,0.157,0,0,0,0,1.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.117,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,11.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.337,0,74.924,0.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,0.386,0,0,0,0,0,0,0,6.381,0,0,0,0,0,0,0,93.351,0,0,0,0,0,69.733,0,0,0,0,0,0,0,1.778,0,73.987,0,0,0.947,0,0,0,0,0,0,0,0,0,0,0,0,0,1.059,0,0,2.433,0,0,2589.059,0,0,0,0,0,0,0,0,0,0,0,3.839,0,0,0,0,0.155,1.563,0.61,0,0,0,0,0,0,0.029,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.389,0,0,0,0,0,0,0.138,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0,1.294,0,0,0,0.182,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.231,1.879,0,2.455,0,0,0,0.127,4.049,0,0,0,0,0,0.422,0,0.063,0,0.201,51.562,0,0.932,0,0.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,3.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",718.338,0.56,23.267,0,0,0,0.14,0.507,242.548,213.341,0,0.468,1428.811,0,0,1972.213,0,0.105,17.682,795.524,0,0,0,222.214,44.783,0,0.227,6.616,748.852,185.083,7.628,1234.728,0,1.302,76.961,54.5,982.649,0,558.767,571.484,0.606,0,2.923,21.568,0.171,41.365,1.755,0,0.854,9.392,165.743,0,0,0.145,0,66.191,24629.945,18.959,0,0,1741.15,0,0,299.247,1.131,0,17.209,2439.363,22.026,0.269,228.423,105.651,6504.655,371.955,4026.825,0.01,0,13631.698,0.575,1.427,1647.876,0,97.467,1.727,0,0,0.976,0,0,0,0,0,81.382,28.246,197.912,305.795,105.129,0,0.492,159.7,0,0,0,0,42.433,64.67,3.573,101.591,2979.835,15102.072,0,0,3.702,0.411,0,0.098,425.628,4.907,0,1.224,0,234.371,6.273,55.179,5.325,0.704,0,11.453,536.211,6.124,393.018,0,0,0,0,0,173.528,1089.924,5.785,0,16.308,0,1193.928,92.085,33.807,366.314,120.857,68.18,2118.915,61.303,0.166,0,59.423,26.048,1.865,0,4.302,748.305,0.03,1195.935,153.679,97.095,765.65,2.307,0.009,480.821,61119.494,394.52,39046.124,274.104,0.243,51.81,0,0,2.05,0.924,0,0,0,69.917,0,0,0,24.128,21.043,0,12.987,0.068,0.03,0,0,0,0,827.401,0,0,2.893,1.481,0,0.037,7.185,0,3.072,0,0,0,6.493,0,0,0.197,0,0,0,0,0,0,0,0,0,0
"SGP",0,0,0.029,0,0,0,0.347,49.795,23170.737,1623.284,0,1.997,879.439,0,117.108,477.94,0.261,0,125.338,1957.728,0,0,32.349,0,52.895,7.15,57.42,0,138.198,481.903,22.938,46995.667,0,32.457,0,0.887,0,420.926,1133.328,36.542,41.642,0,0,13.628,158.137,1.986,673.836,0,159.679,155.848,9203.377,1027.147,0,0,0,0,153481.489,0.292,0,3.393,0,5.227,0.029,0,0,0,0,175758.536,944.565,6.259,28859.544,9.852,12.806,1336.92,311.825,1.624,1.937,194497.659,5.229,8.639,61.128,0,20998.007,0.035,0,34.527,0,0,0.562,1.086,1.108,10.027,0.183,0,138138.647,0,13.69,0.552,9.744,1058.783,0,0,0,0,1.134,0.063,4.467,9.743,90.573,9492.575,0,0,7.292,746.393,0.885,0.513,21.909,30.899,0,411.018,7241.852,495.139,94.39,19537.167,3381.225,61.184,0,2.515,14.533,495.463,0,0,0,0.57,1.133,0,710.416,0,2.852,4.129,0,29340.241,0,7.527,2041.078,20.752,9.16,0,147.99,0,0,0,42.28,807.475,0,0,9738.305,0,0.81,539.451,0.484,909.878,124.277,55.06,1.535,31.253,72954.982,30.557,96320.375,0,0.443,0,0,0,9.16,0.342,0,303.995,0,388.148,48.467,84.882,1170.488,19.89,0,0,0,0,0,0,0,0,0,0,0,0,1.127,0,0,0,0,0,0,1435.641,0,0,0,0,0,0,0,0,0,0,0,24.26,0,0,0,0
"SVK",0,0.158,0,0,0,0,0.131,0,19.128,1063.518,0,0,0,0,0,7.581,0,31.219,0,1.821,0,0,0,799.16,0,5.645,0,0,7.876,0,0,12.514,0,0,0,0,3.812,0.021,31838.665,0,525.249,0,0,0,0.112,0.043,2.979,0,0,1.985,43.862,0,0,0,0.074,0,1589.485,0,0,0,0.734,0,0,0,0,0,0,35.396,1348.247,0,0.096,0,2.813,0.002,482.336,0,0,21.735,0.284,0,0,0,112.463,2.19,0,0,0,0,11.04,1.77,0,0,0,0,0.516,0,0.003,0,0,44.584,0,0.891,0,0,0,0,0,0,0,138.727,0,0,10.131,0.843,0,0,0,3.683,0,0,0,0,0,0,1611.737,0.536,0,34.654,7291.551,9.224,0,0,0,0,0,0,30.543,0,7.924,0,0,0,3.321,0,0.187,1.718,1.974,0,3.629,0,0,0,12.699,51.389,0,0,0.61,0,0,210.744,5.738,4.2,0,4.282,0.622,0.278,10.151,0,856.758,0,0.016,0.545,6.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,1.796,0,0,0,0,0.847,142.283,13.078,0,0,0,0,0,132.327,0,0.136,0,86.078,0,0,0,0,0,0,34.706,0,67.609,0.145,4.279,11330.996,0,5.367,0,0,0,0,0.491,0,0,0,0,0,0,0,0.009,0,0,0.764,335.54,2.417,0,0,0,0,4907.454,246.741,0,0,0,0,0,0,0,0,0.264,4763.918,0,0,1.973,0,2.213,1,42.538,2.129,0,21601.161,3.451,0,0,0,10049.751,0,0,84.662,0,0,0,0,0,0,0,0,17.642,0,0,0,0,320.258,0,0,0,0,0.167,339.6,0,0,0,13511.933,0,0,0,0,0,0,0,0,0,0,0,0,1.663,8.747,0.046,0,0,0,0.917,2.157,0,0,0,0,0,0,0,0,1.187,0,0,14.906,3314.646,2.835,0,9.998,11.03,0,67.685,0,0,0,54.82,4.867,0,0,47.365,0,0.566,13.649,47.751,4.193,121.49,3.503,0,0,42.011,0,10945.821,0,0.093,0,0,0,0,0.66,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
