"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CYM","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FLK","FJI","FIN","FRA","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","OMN","NAM","NRU","NPL","NLD","CUW","ABW","NCL","NZL","NER","NGA","NIU","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","LCA","SPM","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","NIC","PYF","KIR","LBY","VUT","NFK","FSM","TON","CPV","DJI","MOZ","SYR","BDI","ERI","GNQ","BMU","IRQ","BTN","CAF","LSO","MHL","GNB","KNA","SOM","SSD","TKM","TUV","WLF","VGB","PLW","MNP","SXM","AIA","TCA"
"LBN",0,0,0.005,0,0,0.448,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,1.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,0,0,4.298,0,0,0,0,0,0,0.162,0,0,0,0,0,0,0,0,0,30.379,0,0,5.285,0,0,0,3.355,5.062,0,0,0,0,0,0,0,0,0,0,0,4.894,0,0,8.682,0,1.005,0,0,0,8.176,0,0,18.369,2.324,0,0,0,0,2.936,0,0.068,16.865,0,0,0,0,0,0,0,0,0.269,0,0,0,0,0,0,0,0,0,11.132,1.7,0,0,0,1.6,0,0,0,0,0,0,198.658,0.133,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0.201,0,0,0,0,0,0,0,0,0,0.335,0,0,0,0,0,0,0,0,0,267.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0,0,5.61,42.756,0,0,0,0,0,0.335,0,0,0,1.085,0,0,0.335,0,1.724,0,0,11.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,0.475,0,0,0,0,0.3,0.09,0,17.53,0,0,0,0,0,118.9,0,0,0,1.657,0,0,0,1978.554,0,408.776,0,0,615.272,0,0,0,0.467,9.709,0,0,0.16,0,0,0,0,0,0,5.71,0,3.469,225.85,0,129.598,0,0,0,0,0,33.773,0,0,22.911,391.711,0,0,0,0,14.657,0,0,0,0,0,0,0,0,0,0,0,76.674,76.096,0,0,0,1.675,0,878.391,0,0,0,35.593,0,0,0,15.502,0,0,0,0,43.552,0,0,0,0,0,0,0.118,0,0,3.08,0,0,959.003,0,0.039,0,0,0,0,0,0,0,9.937,0,0,0,1.875,0,0,0,3.497,0,0,0,0,0,0,41.286,0,0,0,172.551,503.508,0,0,0,0,0,0,0,258.934,0,2.261,0,0,0,0,0.206,9.106,0.889,107.223,0,111.837,0,0,0,4.019,7.3,0,0,0,0,0,0.044,6.513,0.53,0,0.683,0,0,3.432,0,698.997,0,0,0,0,0,0,0,0,0,0,2.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0.283,0,0,0,0,0
"LUX",0,0,0.133,0,0,0,0,0,2.117,2.223,414.068,0,0,0,0,0,63006.493,0,0,0,18.44,0,0,0,1780.457,0,5,0,0,10.975,0,0,0,12.377,33.78,0,0,0.009,0,0,0,0,0,0,0,0,0.301,0.211,0,19.328,0,0,0.111,0,0,0,0,0,0.01,5869.099,0,0,0,0,19331.785,0,0,13.692,0,0,0,0,0,0,0,0,348.614,0,0,0,0.463,26.478,0.821,652.163,0.681,0,0,0,0,0,0,0,0,0.254,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0.851,0.254,1.722,0,0,0,0,0.209,0,0,0,0,695.142,0,0,0,0,0,0.401,0,0,0.636,0,0,0,3.106,0,9.031,0,0,0,0.119,1.159,0,0,0,0,0,0,0,2.122,0,0,0,0,3.707,0,0.094,0,37.489,59.156,0,4.201,0,0,0,2.144,112.429,0,0,0,0,0,1.242,0.374,0.988,0,0.254,0,2.036,23.759,0,64.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,11.708,0,0,0,0,0,0,16.619,0,0,0,0,0,0,0,0,0,0,0,0,13.218,0,0,0,0,5647.681,0,0,0,0,0,0,0,0,0,0,0,0,4.252,0,0,0,0,0,0,0,0,0,0,0,123.797,0,0,0,0,3.166,0,0,0,0,0,0,0,0,0,0,0,1.027,0,0,0,0,0,90,46.681,0,0,0.386,0,0,0,0,22.519,0,0,0,0,0,0,0,0,0,0,0,24.287,0,0,0,0,0,17.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.247,0,1.251,0,0,0,0,0,0,0,0,0,0,5.794,0,6.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888,0,0,0,0,0,0,0,0,0,6.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",0,0,3.224,0,0.203,0,0,0,811.379,17163.027,4157.205,0,0,15.72,1.417,0,424.35,0.438,22.654,0,9555.253,0,0.265,45.472,7.086,0,507.9,36.411,0,28524.339,0,14.469,0,15.6,200461.648,0,0,154.532,0,0,0,0,0,0.739,210.761,0,1563.457,12487.795,0,120.11,0,40.058,0,0.707,0,558.263,0,0,554.827,114675.342,8.152,0,0,0,233594.517,0,0,10.856,0,0,0,0,0,0,0,678.167,318241.226,210.322,27.849,12380.481,9.238,5857.118,3,3442.536,2.311,0,176383.678,2.2,17.299,0,0,96170.473,0,0,30.436,29.861,1.85,0,221.694,0.109,0,0.074,0,0,117.692,0,208.407,0,0,131831.501,0,0.674,7.798,0,1.257,0.362,0,0,4.801,104130.543,0,0,0,1265.064,0,68.898,0,2986.065,5.93,0,5.54,0,0.536,91392.133,21363.754,8.454,0,0,312.463,4232.006,0,0,0,0,0,0,0,4.219,0,599.483,0,0,54993.793,159115.381,1394.177,23785.194,1726.241,139.987,0,208.82,0,0,0,1213.441,4061.063,0,16523.477,0,0,0,1339.327,945.163,2297.761,29.416,137.483,5234.118,0,78.046,0,1401786.503,0,11.416,0,0.916,0,0,0,0.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,131.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,0,0.113,0.334,5.982,0,0,0,0,0,82.2,0,0,0,13.61,0,0,0,0,0,0.2,0,0,0.378,0,0,0,0.313,4.862,0,0,0,0,0,0,0,0,0,0.367,0,0,2.653,0,0.013,0,0,0,0,0,0.057,0,0,0.102,0.64,0,0,0,0,398.386,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,163.454,0,0,480.279,4,0,0,0,1.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.024,0,0,0,0,0,0,0,0,0,0.564,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0.399,0.184,0.102,0,0,0,50.428,0,0,0,0,0,0,0,0,0,1.546,0,0,0,8.419,0.548,1.058,0.922,17.382,0,6.846,0,0,0,1.151,0.552,0,1.237,0,0,1.789,0.096,0,27.444,0,1.02,0,0,2154.872,0,86.098,0,1.266,0,0,0,0,0,0,0,0,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.447,0,0,0,0,0,0,0,0,0,0,0,0,0,8.075,0,0,0,0,0,0,0,0,0,1.334,0,0,0,0,0,0,0,1.637,0,0,0,0,0,0,0,0,0,66.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.225,0,0,0,0,0,0,0,0,0,1.704,0,0,0,0,0,0,6.352,61.269,0,0,0,0,0,0.597,0,0.631,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,2.525,0,0,0,0,0,474.397,1459.426,95.894,15.805,0.481,0,2.139,0,1.741,0.37,0.032,0,1225.776,9.901,0,0.02,0,0,2.5,0,0,158.32,0,0,0,161.479,689.423,0,0,855.126,0,0,0,0,0,113.133,61.972,517.332,0.173,34.01,0,169.305,0,26.126,7.134,134.747,0,7.952,0,0,425.407,899.96,0,0,0,0,1574.602,0,0,0,0,0,0,50.198,0,0,2.403,23.51,163.117,147.168,2.394,8.361,0,55.444,0,435.374,0,8.851,7013.565,18.7,0,0,0,140.628,0,0,0,0.208,0,0,21.335,0.13,0,0.604,0,159.316,0,0,0,0,0.056,0,0,0.389,0,0,8.177,0.078,0,0,0,725.559,0,0.162,0,0.044,0,0,0,53.231,0,340.522,0,0.012,7.587,56.587,23.446,4.077,0,360.732,1.889,180.974,0,0,0,0,0,0,0,0,0,5.589,0,0,30.718,5105.431,1191.553,11.036,22.605,46.229,0,84.65,0,0.202,0,574.422,55.79,0,0.251,0,0,5.983,17.884,134.315,22.659,0,5.511,1.4,0,2119.996,0,677789.891,0,9.987,0,29.335,0,0,0,514.894,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.605,0,0,0,0.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157,0,0,3.058,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.282,0,0,0,0,0,0,0,0,0,0,0,0,0,1.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,2.763,0,0,0,0,0,0.233,0,0.035,0,0,0,0,0,0,0,0,0,2.375,0,0,0,0,0,0,0,0,1.507,0,0,0,0,115.174,0,0,0,0,0,0,0,0,0,0,0,0,8.411,5.93,0,0,0,0,0,0,0,0,0,0,282.267,0,0,0,0,17.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.122,0,0,0,0,0,0,1997.318,0,0,0,0,0,0,0,0,0,0,0,42.589,0,505.767,0,824.146,0,238.145,0,0,0,0,0,0,0,0,0,0.186,0,0,0,0,0,0,0,0,0,0,0,0,1.294,0,2.019,0,0,0,0,0.443,0,0,0,0,0,0,0,0,0.349,0,0,0,3.096,12.439,0.782,41.31,0.117,0,0,867.078,0,0,0,3.466,9.495,0,272.35,0,0,0,0,1.044,0,0,0,0,0,0,0,62.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,0,275.718,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,50.695,0.159,4.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0,0,0,0,0,0,1.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",0,33.224,2.146,0,0.596,61.496,33.632,4.204,22.005,731.654,9498.487,0,19.377,6.59,0.939,0,175264.554,7.972,11.942,0,384.119,0,0,0,118359.601,0,737.093,0,1.398,3867.044,0,78.811,0.014,32.888,2922.749,0,0,14.465,0,0,0.078,0,0,6.53,124.65,0,584.932,2928.001,0,7304.052,0,446.698,5.831,0.109,13.322,273.239,0.012,7.105,2557.897,24436.289,0.024,128.29,40.531,0,605252.144,8.861,0.981,57790.193,0,0.889,0,0,22.696,0.214,0,0,3373.122,10593.117,59.314,460.049,0.038,313.175,12472.261,216863.683,1.309,0,6140.847,258.038,47.299,110.945,0,614.275,40.728,0,0,2.504,23.377,0,180.895,14713.065,0,64.678,23.781,322.571,355.001,1.669,308.723,0,0,238.582,0.113,15.356,2.767,0,138.629,3.83,9.37,0,11.623,0,1868.978,6.614,0,87.707,0,22.797,0,174.561,99.015,0,0,12.743,1.557,450.051,2563.259,4569.448,0,60.996,66239.636,5167.203,327.307,0,1.624,0,0,1.298,0,166.167,0.064,10.916,0,11.773,2456.201,623.602,4489.125,13.123,7977.12,306.953,22.903,34521.654,0.088,440.405,0,6426.822,26594.04,0,713.779,0,0,1.814,1198.122,176.551,3731.538,162.875,2020.102,574.112,38.878,84829.336,106.07,3617.317,6.14,2.402,0.145,19.934,0,1.791,6.642,0,2.092,0,0.028,0,0,0,0,24.496,0,0.227,0.042,1.504,0,0,0,45.143,0,0,0,0,0,0,0,0,0.191,0,0,0,0,0,0,0,0
"CUW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0,0,0,0.188,0,2.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
