"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FLK","FJI","FIN","FRA","PYF","ATF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","NZL","NIC","NER","NGA","NIU","NOR","MNP","FSM","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","SHN","KNA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","KIR","TON","SLB","VUT","BTN","GUY","AIA","DJI","LBY","SPM","COM","LSO","TUV","WLF","NFK","MHL","STP","CXR","TCA"
"KAZ",163.285,0,0,0,0,0,0,1.997,0,0,0.192,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962,0,0,0,0,0,0,0,0,0,0,0,43.24,0,0,0,0.001,0,0,0.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311,0,0,0,0,0,0,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.068,0,1.207,0.048,0,0,0,0,0,0,5.072,0,0,0,0,21.612,0,0,0,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,5.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.16,0,0,0,0,0,2.465,13.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.638,0,10,7.422,0,0,0,0,0,0,0,0,0,0,0,9.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,3.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406,0,0,0,0,0,38.552,0,0.423,0,0,0,0,0,19.479,0,7.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.131,0,0,0,0,0,0,0.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.115,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,190.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.928,0,0,0,10.896,40.212,41.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,27.606,0,0,0,0,0,0,0,0,0,8.933,0,0,0,0,0,0,0,0,149.245,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0,8.119,0,0,0,0,0,0,0,0,0.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.34,0,0,0,0,0,0,0,0,0.166,0,0,10.989,0,0,0,0,0,0,0,0.359,0,0,0,0,0,0,0,13.394,0,0,0,0,0,0,0,0,0.007,0,6.236,0,0,0,0,0,0,1.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",18.49,0.723,138.106,0,0,16.563,0,114.987,2013.455,2971.343,1126.755,4.82,88.494,528.778,10.2,0.007,142.034,0,36.611,23.215,0,13205.467,0,0,13.671,658.079,21.365,0,45.962,454.608,11.334,1826.915,0,0,0,100.105,0,422.686,129809.859,616.856,0,0,0,0,37.913,66.808,0,141.83,355.471,1.903,700.085,0,51.981,244.918,6.397,0,5.372,0,211.491,0,0.712,3003.016,4813.233,236.809,0,0,544.154,0,13.567,11627.913,252.265,0,289.769,0,0.245,129.779,181.448,18.566,4.487,5.917,115042.275,3159.84,10.559,5787.148,3906.313,657.605,106.419,4905.671,1932.418,11.746,0,109443.693,383.773,224.958,9.717,0,0,500.054,0.343,10.643,294.42,55.712,0,200.25,1.872,25.398,5.023,0,3222.671,13.232,0,3.394,0,35.681,50403.221,97.697,1.489,0.6,0,226.386,0,106.625,0.06,0,6.334,1067.619,0.05,0.21,0,61.874,337.616,46.273,0,633.543,0,437.075,0,0.33,0.191,225.275,472.618,47.307,114.763,410.24,1848.618,0,3084.568,196.969,0,0,99.539,692.272,9727.622,0,0,0,0.11,0.18,0,2388.797,0.508,127.404,0.185,0,4877.383,10648.461,15754.373,13896.677,1288.239,0,2914.6,5.4,3050.413,38.53,0,9.939,268.797,400.503,247.169,0,4725.928,0,0,3.102,3264.061,76.268,5988.15,962.202,0,358.439,20.532,956.703,7134.623,9.356,88528.588,4,35.142,185.134,510.567,0,0,21.453,0,0,0,0,0,0,0,0,12.19,0,0,0,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0.301,0,16.964,0,0,0,0.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.225,0,0,0,0.187,0,0,150.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.55,0,0.735,0,0,0,0,0,1530.708,0,149.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0.735,0,0,6.191,0,0,0,16.683,0.203,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0,0,28.95,0,0,0,10.348,0,0,1.426,0,0,0,0.41,0,1.319,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,44.555,0,0,1.195,0,0.439,0,9.472,35.81,0,0,0,0,0,0,0,0,0,3.781,0,0,0,216.263,114.776,0,0,33.798,4.304,0,0,0,24.047,26.356,0,7.605,12.617,0,0,0,0,1.231,0,0,0,0,0,0,0,0,18.254,0,2.867,0,0,0,0,0,0,0,0,0,0,0,0.566,0,0,0,0,0,0,0,75.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,34.477,0,0,0,0,0,0,0,0,25.061,0,0,0,0,0.44,33.897,0,0,0,0,0,0,17.257,4.951,0,0,9.403,0,45.157,0,0.585,0,0,0,102.429,2.392,14.736,4.215,0,0,0.054,10.316,70.97,9.552,14.714,1.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.062,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,2.293,0,0,0,0,12.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.566,0,0,34.687,0,0,0,0,0,0,0,0,1.687,26.095,0,0,0,0,0,0,0,0,0.434,97.882,0,95.362,0,0,0,0,0,0,0,266.215,0,0,5.896,18.933,0,0,0,8.834,0,0,14.156,0,0,1.997,0,0,0,0,1.351,0,0,151.797,0,0,0,0,0,2.304,1,23.75,0,0,0,24.336,0,8.346,0,31.665,0,0,0,0,0,0,707.213,0,0,0,0,0,0,0,0,0,0,15.732,56.011,3.728,0,0,0,0,0,0,0,0,91.731,0,0,0,0,0,0,0,1.089,0,58.105,0,0,0,0,0,0,0,0,0,0,1.927,6.376,0,0,29.762,10.427,153.723,0,0,0,0,0,0,0,0,0,0,0,7.383,17.821,0,1.2,0,0,0.072,0,0.92,0.889,0,0,44.132,0.784,0,0.606,0,0,0,0,0,0,0,2.514,0,28.422,0,0,14.703,0,16.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,0,0,0,0,0,47.633,0,353.377,24.75,0,0,0.209,15.926,0,0.591,0,0,115.981,0,0,0,0,0,6.054,0,0,675.696,0,0,9.131,0,0,0,0,0,0.03,7.942,2.566,0,0,0,0,0,0.427,0,77.517,63.633,0,163.259,0,0,0,0,0,0,0,115.413,0,0,135.3,65.54,0,0,0,45.338,0,0,35.706,0,0,167.51,0,0,0,0,0,0,0,35.609,73.599,0,0,26.063,1.517,0,8,364.634,0,0,212.516,307.864,3.872,0,0,5.449,0,0,0,2.386,497.903,0,0,0.937,0,0,0,7.829,0,0,1.086,0,0,7.757,0,13.676,0,0,0,0,0,0,0,0,12.284,0,0,0,0,8.821,0,0,0.839,0,26.436,0,0,0,0,0,0,0,0,0,0,472.589,35.966,0,0,0,517.244,8956.362,0,0,0,0,0,0,0,0,13.009,0,0,82.002,1.171,102.826,0.229,291.943,0,100.71,0,122.492,0,0,0,2988.573,8.715,0,0,4.182,0,0,4.339,100.129,2.329,15.314,0,0,474.606,0.101,0,1622.096,0,36.332,0,0,11.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,0,0,0,1.294,0,0,0.083,79.087,87.287,0,0,0,0.501,0,1279.889,0,0,0,0,309.848,0,0,0,2.336,0,0,0,0,0,2.728,0.008,0,0,0,0,0,1.915,0.996,0,0,0,0,0,15.634,0,47.279,791.392,0,10.649,0,2.186,0,0,0,0,0,0,0,0,1.882,245.708,0,0,0,0,0,0,474.901,0,0,121.464,0,0,0,330.251,0,0,0,0,48,0.387,0,0,0,0,225.97,470.157,0,0,0.557,0,0,0,0,0.727,0,0,0,9.771,61.694,0,0.016,0,0,0,0,18.468,0,0,0,0,0.237,5.244,0,0,0,0,0,0,0,0,0,0,831.648,0,0,0,0,0,0,0,0,0,92.375,0,0,0,3.515,0,0,0,0.031,0,0,16.913,18.575,0,0,0,16.535,0.221,0,0,0,0,0,0,0,0,0,0,0,7.815,0,0.214,0,5.857,0,23.981,0,418.739,0,0,0,7.467,37.662,0,0,30.616,0,0,0,0.042,24.742,2.843,0,0,0,0,0,313.341,0,173.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,2.612,42.659,0,0,0,0,0,0.208,0,0,0,0,317.9,0,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0.818,0,0,0.27,0,434.004,0,0,0,0,0,0,0,0,0,1.605,0,47.921,0,0,0,0,0,0,50.672,0,0,0,0,0,0,0,0,0,0,234.074,0,0,0,0,0,0,0,75.019,0,0,301.255,0,0,0,0,2.874,0,0,0,0,0,0,0,0,0,0,0,80.009,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,1322.541,0,0,0,0,1.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.581,4.28,0,0,0,0,0,68.865,0,0,0,1.079,0.343,0,0,162.705,0,0,0,0,0,0.107,0,0,0,0,0,191.878,0,451.596,0,2.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.753,0.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",0,0,95.995,0,45.151,1.657,0,0.683,1402.868,8909.866,1031.471,0,8.138,80.7,1.767,0,2794.429,0,8.351,8.146,0,3321.392,0,0,108.393,0.257,83.11,0,109,2.406,0,11064.368,0,0,0,46.184,0,1078.536,62688.416,543.302,0,0,0,0,16.906,144.205,0,61.826,7834.359,0,2086.476,0,0,274.202,2.095,0,132.823,0,691.513,0,12.843,9.178,14274.596,4.166,0,0,0,0,0,45257.493,124.952,0,211.441,0,0.062,4.813,25.784,0,9.758,12.563,16753.987,20.554,8.421,2620,136.352,0,4541.889,97,5646.359,0.303,10.169,35417.766,181.942,12.241,2.333,0,600.035,35.733,0.263,80.821,51.999,0.006,0,90.541,60.689,33.895,0,0,0,8.039,0,1.936,0,8.877,66869.421,8.095,2.382,2.85,0,110.221,0,17.691,0,0,0,13995.254,0,0,0,22.194,3054.381,0,0,21.71,0,421.672,0,0,0,33.209,3325.661,75.576,15.042,1017.6,1353.111,0,758.91,772.601,0,0,9.748,179.695,5788.563,0,0,0,0,0,0,490.795,0,141.205,3.476,0,4496.566,15415.274,3701.938,2129.388,47.853,0,1513.186,0,1918.477,0.078,0,0,1932.196,924.994,19.422,0,39862.006,0,0,5.314,8000.124,7.893,1060.976,4.863,3.389,253.101,14.349,29.566,6860.989,0,60535.709,0,254.707,0,0,0.169,3.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593,0,0,0,0,0,0,0,0,0,0,0,14.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,1.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0.267,0,0,0,0,0,0,2.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,0,0,23.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,0,0,0,0,0,0,0,0,2.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,3.129,0,0,0,0,0,0,25.559,10.068,0,0,0,0,0,0,0,0,0,0,1.017,0,0,0,0,0,0,0,0,0,0.064,0,0,0,0.467,0,3.745,13.524,0,0,0,0,0,0,15.213,0,0,0.163,0,3.525,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,52.682,0,0,0,0,0,0,0,0,0,0,4.333,27,0,0,0,0,0,30,55.566,0,0,0,0,0,0,0,2.799,0,0,0,19.608,0,0,0,0,0,0,0,0,0,0,0,0,4.13,3.874,0,0,0.336,0,0,0,0,0,0,0,5473.476,0,0,0,0,0,0,0,0.48,0,0.001,0,0,0,0,0,0,0,8.803,0,0,52.596,0,0,0,0,26.129,0,0,0,0,0,0,0,0,0,21.439,0,0,0,6,0,0,0,0,24.213,0,63.756,0,0,0,0,3.606,0,0,1.295,0,0,0,0,0,7.178,0,0,0,0,0,910.619,0,9.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.603,0,0,0,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.012,0,0,0,0,0,0,0,0,0,0,1.363,89.282,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,0,0,0,0,0,0,0,0,0,0.967,0,0.123,0.186,0,0,0,0,0.101,0,0,0,0,0.311,0,0,0,0,0,0.121,0,0,0,0,12.062,0,0,0,0,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.261,0,0,0,0,0,0,0,0,0,0,5.81,0,158.524,0.05,0,0,0,0,7.942,0,0,0,0,0,0,1.362,0,0,18.604,0,0,0,0.071,0,0,0,0,0,0,0,15.705,0.384,3.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,15.427,0,0.975,1.303,0.051,0,5369.191,4340.497,9858.238,2.477,7.287,0.44,28.38,2.85,166.591,0.19,30.224,0,0,20600.039,6.16,0.197,0,0,0,0,58.6,0,0,30333.338,0,0.153,0,0,0,2160.409,11403.6,3115.992,0,0,0,0,634.946,168.93,88.091,1.601,125.785,0,82.48,0,252.991,285.676,179.939,0,1.53,0,2.435,0,0,0.752,1484.458,2.792,0,0,0.374,0,1.831,61251.146,0,0,0,0,0,0,303.387,0,0.267,196.28,9.868,370.722,2.117,16.342,0,0,780.169,41.632,1739.027,0,8.804,21494.806,472.117,9.635,0,0,2896.764,4.812,17.776,0,32.79,0,0,0,309.873,10.426,0,0,758.447,0,0,0.011,0,2.706,0,1.975,5.036,4.402,0,51.341,0,0,0,0,0,8065.62,5.405,2.083,0,3.854,335.997,140.633,0,0,0,192.702,0,0,0,0,754.364,3.464,51.186,1526.393,0,0,565.277,170.585,0,0,0,13.374,22.588,0,0,0,0.559,0.702,0,2.533,0,119.823,0,0,1057.343,478.462,34.606,96.737,223.759,0,129.065,0,169.468,0,1.591,0,45.355,111.914,0,0,1525.78,0,0,31.042,0,2.548,1190.695,0,0.361,57.435,0,37.959,3593.234,0,945304.511,0,14.088,0,143.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0,0,0,0,0,0,1.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,0,0,0,0,1.816,0,0,0,1.606,0,480.335,0,0,0,0,0,0,0,0,25.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.526,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,13.928,0,0,0,0,0,0,54.6,0,0,0,0,0,2.754,0,0,0,0,0.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0,0,0,0,37.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.769,29.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.286,0,0,0,0,0,0,0,0,7.45,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
