"AFG","ALB","DZA","ASM","AND","AGO","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","DEU","GHA","KIR","GRC","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NIU","NFK","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","BLM","SHN","AIA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","TJK","THA","TGO","TON","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","ZMB","STP","CUW","COK","FSM","WSM","SSD","KNA","ATG","COM","DJI","PSE","GIB","BMU","IRQ","GNQ","ERI","GRL","BES","PLW","SOM","SYR","ATF","WLF","GUM","MNP","BTN","FLK","IOT"
"LSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,0,9.737,0.472,0,0,0,0,0,0.086,0,0,0,0.066,0,0,0,0,662.144,0,0,85.851,0,0,0.101,0,0,0,0,0,0,0.613,0,0,0,0,0,0,0,0,0,0.183,0,18.874,0,0,0,0,0,43.986,0,0,0,0,0,0,0,39.922,0,0,0,0,0,0,0,0,0,435.073,0,2.092,0,0,0,1.929,615.816,0,0,0.627,1.188,0,0,0,0.23,0,0,0,0,0,0,0,0,72.467,0.059,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.692,0,0,0,0,9.288,0,0,174.095,0,0,2.484,0,0,0,0,0,0,0,0,1.259,0,0,0,0,1.172,465.73,0,0,0,0,0,0,0,0,0,0,0,0,3.517,2.139,0,0,0,10.439,0,0.14,0,0,0,6.08,5.063,0,0.026,0,0,0,0,0,9.427,0,0,0,0,1.086,0,0,15.037,0,8.06,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,0,0,0,0,0.014,2.358,5.433,48.458,0,0.015,0,0,0,68.696,0.115,0,0,14.426,0,0,0,0,164.148,0,0,123.209,0,0,459.166,0,0,0,1.277,0,0,513.715,0,0,0.581,0,0,0,50.043,0,0,17.172,0,528.447,0,0,0,0,0,84.896,0,477.93,346.372,0,0,0,0,5467.572,0,0,9.671,0,0,0,0,0,0,520.703,5.706,0.066,0,4.02,7.184,21.96,500.314,0,0,87.733,15.339,0,0,0,18.746,0,0.242,0,0,0,172.044,0,0,0,253.403,0,15.393,0,0,0,0,0,0,0,887.445,0,70.479,0,0,0,0,0,0,0,0,243.615,0,0,0,0,0,0,0,120.693,0,0,369.206,0,0,0.111,0,0,0,0,0,23.558,2.092,0,0,0,2.102,805.548,0,0,0,0,0,0,0,0,0,0.88,0,0,9.279,10.655,96.401,13.995,50.72,5.536,0,191.725,0,0,0,467.442,202.515,0,0,0,0,0,0.523,6.626,3795.629,0,0,0,0,156.794,2.684,0,194.772,0,2076.627,0,0,75.454,0,0,0,0,0,0,0,0,7.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",3.321,0,6.379,0,0,0.403,0.168,0,0,1790.963,0,0,0,0,0,15572.354,0,0,0,4.691,0,0,0,0,0,0,0,0,0,0,6.751,0,0,0,2.788,0,9.418,0.677,0,0,0,0.336,0.843,0,0,0,2.31,23.642,0,27.858,0,0,0,0,0,0.068,0,13.535,3853.073,0,0,0,0,13856.182,1.038,0,8.181,0,0,0,0,0,0,0,107.527,0.266,3.648,2.535,244.986,0.505,77.985,0,0,0,0.084,0,0.498,0,0,0,0,0,1.155,0,0,0,0,0.751,0,0,58.31,0,0,0,0,0.912,0,0.28,1.505,0.336,0,0,0,0,0,0,0,0,0,14354.841,0,0,0,0,5.012,0,0,1.555,0,0,43.521,0,0.647,0,0,0,0,0,0,17.294,135.286,0,0,0.286,296.296,4.024,0,0,0,0,0,0,0,25.752,0,0,0,0,6.301,0,0,0,0,0.413,0,26.377,0,0,0,45.788,61.999,0,0,0,0,0,0.688,3.65,18.597,0.673,0,0,0,0.794,0,0.634,46.266,1.373,33.676,0,0,0.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,5.663,0,0,0.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,11.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.338,0,0,6.043,0,0,2,45.65,0,0,1.898,0,0,0,0,0.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.721,0,0,0,0,0,0,0,0,0,0,0,0,0,2.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.498,11.21,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",0,0,3.626,160.884,0.031,0,8.961,280.919,154461.734,20351.388,0,1.581,0,690.758,0,1905.962,0.641,8.939,0,32950.192,0,0,0,1.411,346.655,6.584,0,1117.8,58.949,0.069,18586.469,0,0,0,333.06,0,11.516,444448.53,0,0,33.817,90.045,0,4336.685,0.579,0,0,14241.982,0,735.636,0,7.819,3.497,425.328,0,1900.369,0,1938.065,72345.403,0.004,0,0,0,384129.96,1.545,0,116.765,0,91.652,157.712,0,0,118.688,166596.506,221.27,6.02,1940.783,2733.902,1926.701,53,4567.377,1687.55,0.443,300987.557,0.011,125.574,112.743,0,75284.876,819.366,0,90.336,727.78,0,8.554,0,0,5.974,561.972,4.381,0,0,0,20.077,0,0.187,0,0.149,360394.94,0,32.927,0.095,0,33.479,0,23.662,2573.717,0,0.02,95704.04,0,0,0,0,466.626,0,131.802,0,0,0,1477.949,0,4661.315,818.852,0.531,2.545,5.338,23708.804,0,11564.301,113.411,0,0,2.339,123.519,985.028,0,0,0,0,0,0,0,476.516,0,155.405,2.639,0,202466.817,147051.921,3336.189,117983.753,746.22,1649.391,0,1674.487,131.802,0,0,106.673,18370.468,0.008,200494.984,1.209,0,0,4366.193,990.294,381348.488,0,0,0,0,7535.757,1030.173,11.535,4428.786,527.553,1618999.794,0,17922.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,720.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,169.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0.001,0,0,0,3.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.401,21.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.953,0,0,0,2.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,14.167,0,0,0,0,0,0,0,0,0,0,4.983,0,0,0,0,0,0,199.651,0,0,0,0,0,0,0,0,0,0.221,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,122.623,5.455,0,2.883,0,0,0,0,0,0,0.053,0,0,0,0,0,1,3.714,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,62.477,0,0,0,0,0,0,0,0,0,0,5.467,0,0,0,0,0,0,0,0,0,0,0.149,0,0,0,0,0,0,0,0,0.282,0,0,0,0,0,0,0,0,0,0,0,0,0,2.792,0,0,0,0,0.032,0,0,1662.69,0.998,0,0,0,0,0,0,0,0.296,0,0.76,0,0,0,0.01,0,0.256,0,0,0,0,0,0,1.466,1.691,0,127.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.119,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.235,0,0,7.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,60.527,0,0,0,0,0,0,0,0,0,0.709,0,0,0,0,0,0,9.669,52.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.675,0,0,0,0,56.476,0,0,0,0,0,0,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,0.622,0,0,2.081,1.084,31.162,30096.492,555.93,0,1.223,0,16.989,0,9.304,0.555,5.085,0,305.444,24.346,0,0,0,0,0,0,4.4,0,281.467,1133.359,0,0,0,4.528,0,163.884,1334.83,0,0,200.085,0,0,54.889,0,0,0,134.209,0,91.433,0,290.211,229.88,37.475,0,74.732,0,54.403,28678.047,197.673,0,0,0,606.197,55.283,0,0.115,0,65.283,0,0,0,20.633,240.507,2.492,0,690.584,0,94.518,0,478.613,118.947,62.152,24031.884,12.854,2811.569,0.206,0,2202.892,7.049,0.912,0,0,0,0.029,0,0,24.099,0.295,0,0,0,476.285,0,0,0,0,0,0,0.067,0,0,0,296.11,0,1.942,0,0,2.28,24320.237,0,0,0,0,82.177,7.626,0,0,0,0,478.084,0,486.354,99.222,0,0.171,28.408,16.223,0,139.888,0.997,0,0,36.889,14.716,374.676,0,0,0,0,0.293,0.107,0,83.149,0,5.073,0,0,787.486,1744.807,159.275,39.666,32.414,3074.083,0,144.178,0,0,0,1073.979,566.155,0,245.846,0,0,0,262.024,0.175,2913.603,0,0,0,0,42.677,0,0,4780.823,0.099,162921.08,0,6.883,0,0,0,0,0,0,0,0,0,0,0,0.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,2.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.867,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNE",0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,1.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0.458,0,0,0,0,0,0,0,0,0,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,0.968,0,0,0,0,0,0,17.837,0,0,0,0,0,0.044,0,0,0,2.638,0,0,0,0,0,0,0,0,0,0,19.031,0,0,0,0,0,0,35.363,0,0,0,0,0.421,0,0,0,0,3.41,0,0,0,0,0,0,0,0,0,2.851,226.719,0,109.239,0,0,2.174,0,0,0,0,0,12.027,0,0,0,0,0,0,0,0,0,0,0,30.159,0,0,0,0,0,0,9.079,19.561,0,0,0.372,0,0,6.634,0,0,0,0,0,0,7.457,0,285.186,0,25.11,0,111.199,0,0,0,0,0,0,0,0,0,0,0.142,0,0,0,0,6.5,0,0.773,1.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.551,0.03,0.042,35.382,0,0,0,0,0,0,106.154,43.979,0.418,0,0,0,0,1.075,46.885,0,0.013,0,83.343,61.805,0,0,0,0.598,0,96.117,0,0,0,246.661,2.417,0.411,0,0,0,0,0,0,0,0,0,41.621,8.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0,0,0,0,0,0,0,0,0,0,0,9.518,0,0,0,0,0,0,0,0,0,0,6.834,0,0,0.207,0,0,0,0,0,0,0,0,0,0,0,30.945,0,0,0,0,0,0,11.289,0,0,0,0,0,0,0.029,0,0,0,1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.098,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,0,228.505,0,0,0,0,0,0,0,0,0,0,0,0,5.111,0,0,0,0,0,0,0,0,0,0,0,1.326,0,0,0,0,0,0,69.891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,28.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,56.037,1.785,0,0,0,0,0,0.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431.562,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
