"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","COL","COM","COG","COD","CRI","HRV","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","GAB","GEO","PSE","DEU","GHA","GRC","GRL","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NOR","MNP","MHL","PAK","PAN","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","SHN","KNA","LCA","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","VCT","SLB","COK","PYF","GUM","IRQ","PNG","GMB","SDN","NPL","CUB","GIB","STP","GNQ","DJI","SPM","BTN","ERI","KIR","FSM","PLW","TON","ATF","WLF","BLM","IOT","BES","NIU","FLK","AIA"
"ABW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SXM",0,0,0,0,0,0,1.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VUT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",0,0,0,0,0,0,0,0,0,722.12,0.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.971,0,0,0,0,0,0.449,1.194,0,0.708,0,0,0,0,0,0,0,0,0.949,0,0,0,0,0,0,55.742,0,3.713,0,0,0,140.995,0,0,0,0,0,0,0,0,0,14.133,0,0,0.522,0,0.128,32,10.651,0,0,0.242,0,0,0,0,11.436,0,0,1.746,0,0,0,0,0,0,0,0,0.522,0,2.992,21.312,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,19.825,0,0,0,0.118,98.824,0,0,0,0,0,0,0,0,0,0,0.074,4.955,6.908,0,0,0,0,0,0,0,0,0,0,0,0.707,0,0,0,0,1.279,24.135,0,3.362,0,0,0.327,8.547,0.604,0,0,0,6.014,1.573,0,0,4.517,0,0,0,0,1.203,0,0,0,0,0,0,7.742,0,69.734,0,0.088,0,0,105.419,0,0,0,29.707,43.715,6.823,0,0,71.885,0,0,0,0,0,0,0,0,0,0,0,4.281,0,0,8.327,0,0,0,0,0,1.669,0,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.932,0,0,0,0,0,0,0,0,0,0,0,0,0,1.283,0,0,0,3.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0,0,0,0,2.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,0,0,0,0,10.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0,0,0,0,0.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,0,0,0,0.295,0,0,0,0,2.066,0,0,0,0,0,2.706,0,0,0,0,0.273,0,0,0,0,0,0,0,0,0,3.37,0,0,0,14.878,0,9.195,95.412,0,0,0,0,0,0,0,0,0,0,47.278,0,0,5.022,0,0,16.916,0,7.692,18.402,0,0,0,41.056,27.832,0,0,0,0,0,0,0,0,0.877,1.231,21.033,0,0,0.611,0,9.275,0,2.441,2.999,0.666,0.352,0,0,0.244,0,0,0,0,0,0,0,0,1.194,0,0,0,2.053,4.408,0,0,0,0.121,0,0,0,0,0,0,1.476,0,0,0,0,45.062,0,0,0,0,0,0.843,0,0,10.864,0,0,0,0,0,0,0,0,6.599,0,0,0,0,20.969,0.336,0,0,0,0,0,3.062,0,0,0,0.341,0.378,5.362,0,1.26,128.555,0,0,0,24.517,2.661,0,0,154.789,7.575,0,0,205.683,0,0,7.138,980.223,0.272,0,0,0,0.516,0,0,90.094,0,22.218,0,0,0,0,0,0,0,0,0,0,0.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698,1.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,9.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,1.064,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.421,0,0,0,0,0,0,0,0,11.9,0,26.33,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0.18,0,0.174,0,0,0,95.825,0,0,0,0,0,0,0,0,0.586,0,0,0,0,0,0,0.306,0,0,0,0,0,337.857,0,0,0,0,0,0,2219.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.432,328.114,0,1.228,0,43.881,0,0,0,0,0,0,29,0,0,85.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763,0,0,5.747,0,0,0,0,0,0,0,0,0,0,0,9.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0,0,0,1.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.995,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",508.287,0,0,0,0,0,0,0.009,93.539,473.535,297.319,0,0.023,0,1.08,0,238.957,0,0,0.034,0.024,761.651,0,0,0,0,17.968,0,47.2,9.375,0,2321.021,0,0,0,171.177,0,1.62,36189.675,0,0.801,0,0,0,12.582,3.746,0,1109.143,0,18.131,0,0,0,0,0,71.567,0,420.013,44781.802,0,0,0.022,6718.81,0,0.008,0,0,0,0,0,0,0,63220.839,173.797,3.065,514.938,13.442,884.014,908.393,1217.184,0,5.255,184380.655,4.593,0,0.512,0,5566.925,0,0,0,2.332,0,4.721,0,0,12.803,246.405,0,0,0,4268.446,5.412,0,0,0,0,114418.066,0,4.818,0,0,0.126,0,0,0.01,0,1275.872,0,0,0,3.27,0,91.116,0,0,0.116,963.065,0,0,0,0,0,0.157,0,77.702,7.755,0,0,0,30.548,2359.003,0,0,0,0,0,0,0,15.693,0,0,182.363,45473.765,11.144,874.628,88.863,0,114.1,0,667.301,0,0,0,60.64,5436.991,0,0,3530.862,0,0,17.786,1054.987,520.387,0,0,0,528.97,11.71,7.671,2436.137,0,81709.858,0,0.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0.121,0,0,0,0.692,0,1.39,362.255,74.395,1026.531,0,0.106,0.135,0.023,0,78.448,0,0,2.593,0,58.028,0,0,0,15.556,0,0,210.992,0,0,76.647,0,0,0,118.871,7.301,12.919,653.3,0,106.793,0,0,0,0.565,38.157,0.268,960.167,0,190.879,0,0.012,0.025,0,6.317,321.738,0,72.522,1304.536,0,0.864,0,6932.336,0.009,33.278,0,0,0,0,0,0,7.023,318.095,709.465,6.694,0,0,5.711,42.801,5293.859,0.706,0,90.976,5.003,0,5.275,0,68.414,1.128,0,0,0,0,85.503,0,0,407.483,4.69,0,0,0,23.758,0.386,0,1.269,0,0.316,354.922,0.516,94.599,0,0,27.963,0,0.045,0.118,0,4749.984,0,0,0,0,0,11.501,0.413,0.015,1.88,367.958,0,0,22.044,0.282,0,2.602,0,0,15.71,0,0,0.993,326.167,609.974,0,0,0,0,0,37.784,0,24.267,0,0,48.39,202.058,2090.314,50.053,47.733,0,8.619,0,228.103,0,0,0,1005.291,165.249,0,0,5.67,0.007,0,61.747,2.312,48.437,5.492,0,0.003,4676.542,0.579,7.178,275.86,0.093,966.086,0,0,17.471,0,0,0,0.466,0,0,0,0.015,0,0.127,0,0,0,0,0,0,0,2.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,0.027,0,0,619.82,0,0,0,7.683,181.041,0,0,0,0,0,2.504,0,0,0.259,0.441,58.155,0,0,0,0,0,0,0,0,19.908,7.815,1187.798,0,0,0,0,9.886,71.733,0,27.544,0,0,0,0,0,59452.397,194.472,0,38.252,0,0.691,0.204,0.01,0,0,0,0.077,29.023,0,0.031,0.884,1418.818,1.664,243.045,0,0,0,0,0,0,0,0.569,0.276,0,0,0,0,0,69.12,0,0,0.293,0,0,0.443,0,23.683,0,0,0,0,0,0,0,0,0,217.951,0,0,0,0,0,0,3.368,0.228,0,120.823,0,0,0,0,18.218,184.713,0,0,0,99.963,0,0,0,0,0,0.144,0,0,36.571,0.966,0,0,0,0,0,0.094,0.784,6.971,0,79.673,0.052,0,5.124,0.111,0.289,0,0,0,0,2.552,0,0.147,0.195,0,1.707,0.748,0,477.327,2.63,0,0.122,0,144092.947,0,0,0,0,11.353,0,0,62.119,0,0,0.184,1.911,0.171,0,0,2.936,0.053,0,10.603,14.565,0,45.053,0,5.054,0,0.583,0,0,0,0,0,0,0,0,0,0,0,0,0,1.611,43.505,24.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0,0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,0.719,0,0,0,0,0,0,0,0,0,0.036,0.705,0,0,0,1.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.808,0,4.487,0,0,0,0,0,0,0,1.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0.077,0,0,0,0,0,0,0.434,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,0,0,0,0,0,0.862,6.481,2.72,834.877,0,0,0,0,0,9.767,0,0,0,0,22.878,0,0,0,5.21,0,0,6.8,0,0,2.867,0,0,0,0,0,16.201,86.857,0,3.773,0,0,0,0.603,16.505,0,33.708,0,1.893,0,0,4.414,0.433,0,0,0,14.98,656.889,0,0,0,925.176,0,227.329,0,0,0.712,0,0,0,0.694,69.685,859.375,0.244,0.438,0.021,0,11.469,693.861,0,0,0.52,1.556,6.632,0,0,0.647,7.722,0,0,0,0,0,0,0,31.493,0.821,0,0,0,1.573,0,0,0,0,0,94.059,0,103.031,0.247,0,1.842,0,0,0,0,6.806,0,0,0.737,0,0,0.349,0,0,0,0.907,0,0,39.849,0,0,1.54,0.463,235.77,1.652,0,0,0,0,6.043,0,0,0,0,0,2.219,0,10.362,0,0,1.039,1.363,4.024,6.067,2.064,0,1.095,0,0.809,0,0,0,12.597,27.398,0,0,0.74,0,0,0.573,0.547,7.326,0,0,0.073,1.802,0.548,1.218,211.431,0,43.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",82,0,2.075,0,0,0,0,13.767,0,5.391,52.899,0,0,0,53.424,0,2.686,0,0,0,0.08,18.433,0,2.04,0,54,0.101,0,3845.38,0,0,56.445,0,0,0,0,0,18.358,2170.125,0,3.187,0,0,0,0.042,26.035,0,6.135,0,0.717,0,0,0,0,0,5.792,0,15.339,18.004,0,5.888,0,917.796,0,0.086,0,0,0,0,0,0,0,46.143,3.404,0,0.14,13.327,3706.988,14.811,200.92,0,0,103.366,1296.843,0,0.066,0,36.462,0,31.322,0,0,0,4.73,0,0,115.962,0,0,0,0,1116.12,0,0.116,0,0,0,0,4.737,30.539,9.626,0,0,0,0,0,0,4.866,0,0,0,0,0,1.275,0,0,0.357,0,0,0,3.418,0,0,0,172.98,187.081,0.812,0,0,0,0.693,0,0,0,0,0,0,3.981,0,7.073,0,0,2629.499,14.081,2.117,0,0,0,0.715,0,0.753,0,0,0,24.896,245.587,1.987,4.142,5.52,0,0,12.767,0,4.6,0,0,0,514.543,0.011,0,97.027,0,424.855,7.256,0,72.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.659,0,0,0,0,0,0,0,99.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
