"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COG","COD","COK","CRI","HRV","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FJI","FIN","FRA","GAB","GEO","DEU","GHA","GIB","GRC","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NLD","CUW","ABW","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","WSM","YEM","ZMB","SYC","KIR","MDV","TON","COM","PYF","PSE","NPL","SSD","BDI","GNQ","DJI","GMB","SXM","CUB","BMU","GRL","FSM","PLW","UZB","BLM","SPM","BES","ASM","WLF","MSR","BTN","MNP","SHN","FLK","IOT"
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0,0,551.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683,0,0,0,0,0,0,0,0,0,0,0,0,0,621.029,0,0,0,0,0,0,0.243,0,0,0,1.671,0.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.609,0,0,0,0,0,0,0,0,0,0,0,0,28.046,0,2.145,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.137,0,0,0,0.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.183,0,0,0,0,0,0,0,0,0,0,1.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.608,0,2.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.664,0,0,0,4.998,0,0,0,0,0,0,0,0,44.429,0,0,0,0,25.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,0.114,0,0,0,0,0,0,4.535,6.739,0,0,0,0,0,0,68.906,62.584,0,0,0,0,0,0,0.288,0,0.7,0,0,3.03,0,0,0,0,0,0,0.198,0,0,101.126,0,0,0,0,2.768,0,0.168,0,1.671,0,0,9.42,0,0,0,6.014,0,0.605,0.664,0,0,15093.522,1.084,0,1.96,0,0,0,0,0,0,0,0,1.275,0,0,0,0,0,0,0,0.443,0,0,1.748,0,0.114,0,52.43,34.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752,0,0,0,0,0,32.39,1.949,0,0,0,0,0.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301,0,0,0,142.081,0,0,0,0,0.242,0.46,0,0,0,0,0,0,0,0,0,0,0,20.174,14.024,0,0,5.022,0,0.055,0,0,0,0,0,5.654,2.133,0,0,32.309,0,0,6.994,0.772,3.98,0,0,0,0,0,18.81,95.348,0.412,0,0.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,2.739,0,0,0,0,0,0,0,0,13.391,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.168,0,0,2.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",29.671,0,1.791,0,0,15.924,0,2.523,23.304,111.538,0,80.969,824.656,0.02,0,2.296,2.127,0,6.747,126.294,0,0,0,0,0.014,51.51,0.637,47.787,13.378,3948.685,2.572,0,6.595,442.733,53.265,8.406,4777.662,0,0,9.305,16.872,267.399,0,0,0,0.014,1630.481,6.6,87.123,0,0.077,1.742,0.046,59.195,0,23.98,55.878,44.808,112.148,0,0.415,5294.719,169.308,0,0.014,0,0,37.245,56.358,0.344,0,35.276,2866.003,28.517,0,380.985,11.363,0,220.662,281.412,5735.937,1.433,0,3222.872,0.307,0.397,496.143,0,757.165,209.018,0,0,0.633,0,0,0.173,2.211,139.504,0,0,144.987,80.99,1259.848,4.145,0,3.144,169.601,344.662,0,0,4.379,237.448,20.282,268.184,78.268,0,3156.254,0,0,0,0,21.868,0,0,598.462,0,22.8,0,137.452,0.014,112.772,0,2.81,345.243,28.799,2141.568,0,35.999,761.555,3.713,13.029,321.484,0,0,0,0,0,0,160.008,19.105,3.458,9.56,0,93.588,17.111,954.323,420.7,33.807,1381.249,518.056,3575.128,18.332,0,0,8.757,22.802,0,0,107.564,7.72,0.137,1626.904,43.33,0.391,0,0,0,671.055,2.328,0.023,2.933,66226.814,283.334,7299.029,118.208,0.368,0,0,745.001,28.946,0.014,0,46.882,0,0,0.067,1.259,7864.825,0,10.29,0,0,37.445,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",0,0,0.957,0,0.38,0,1.251,2.512,15510.55,1083.161,0,3.355,227.743,0,0,445.258,1.274,0.067,0,2731.959,0,0,0,19.16,0,190.778,5,165.441,85.621,452.672,0,0,0,1538.525,0,9.483,152381.448,0,0,23.358,1.184,0,0,0.35,0.975,0,47.272,1.028,60.704,0,0,10.151,83.589,1.144,0,305.81,626.487,114.084,1549.899,0,1.487,59958.832,7.937,0,2.431,0,1.798,1.731,0,0,0,1.686,280268.536,1749.065,0.086,16167.046,0.183,0,241.283,3977.392,289.854,1.596,0,59993.72,0.717,222.853,18.739,0,22111.878,57.6,0,16.286,0,0,12.761,0,0,0.516,260.509,35.461,0.199,0,386962.125,0,3.663,0,1.826,1720.891,0,0.062,0.073,1.399,0,1.661,3431.399,0,31301.178,0,4.321,1.591,0,544.95,0.774,0,17.355,59.028,276.491,0,320.636,1.266,0.293,0,10.329,12592.644,122.587,1.883,0,0,9.758,100.772,7195.089,0,0,0,0,35.765,0,0,71.425,0,4.032,0,48415.316,0,44.469,15946.638,9.672,0,9.571,0.161,93.926,0.009,0,0,40.96,122.766,0,2.964,16756.375,0,0,103.537,2.536,74.573,0,0,0,20.147,37.205,0.158,75.245,5355.069,78.324,399156.199,0,0,0,0,22.474,2.31,3.44,3.759,450.306,0,0,314.862,0,692.095,0,0,0,0,1.296,0,0,4.94,0,0,0,0,0,0,0,0,0,0,2.325,4.995,0,0,0
"SVK",0,0,0,0,0,0,0,0.022,59.483,18.308,0,0.063,0,0.166,0,17.301,0,0.141,0,5.216,0,0,0,0,647.324,0,0.354,0,0,17.012,0,0,0,0,0,0,1.636,0,0,0,0,0,0,0,5.364,0.014,14485.321,0,6.415,0,0,0,0,0,0,5.936,0,1.556,24.178,0,0,2316.354,0,0,1.506,0,0,0,0,0,0,0,1031.938,1455.1,0.002,0,0,0,0.86,0,2264.675,0,0,3.43,3.186,0,0,0,33.829,0,0,0,0,0,0,0,0,5.991,1.453,0,0,0,0,0,0.254,0,0,31.558,0.523,0.768,0.029,1.311,0,0,0,0,44.454,0,0,0,0,4.264,0,0,0,0,14.22,0,3.668,0,0,0,0,0,1612.301,0.152,0,0,0,420.939,17.637,0,0,0,0,0,0,0,0,0,254.16,0,10.704,62.63,0,2.474,4.717,0,7.644,0,10.781,0,0,0,25.184,29.767,0,0,2.548,369.49,0,0.101,0,1.536,0,0,0,0,64.166,0.264,0.055,7.996,0,1098.232,0,0,0.72,0,0,42.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,3.036,0,0,0,0.933,4.26,1515.345,144.757,0,0,0,0.191,0,453.313,0.26,1.548,0,1869.237,0,0,0,0,0.995,46.381,0,14.52,0,32056.129,0,0,0,47.19,0,1527.803,25667.095,0,0,3.277,2.72,0,0,0.51,0.306,0,202.58,0,0,0,197.235,3.171,0,0,0,7.889,0,2.646,841.985,0,0,54546.479,0,0,0,0,0,0,0,0,0,402.92,6705.576,0,0,3268.853,0,0,102.969,158.976,1928.031,0,6.218,69780.592,0,41.873,0,0,44520.215,4.096,0,25.085,0,0,0,0,0,0,527.286,0,0,0,6725.014,0,15.396,0,0,635.907,0,11.061,0,2.134,3299.142,0,0,0,141674.734,0,0,0,0,53.285,0,0,193.054,0,24.909,0,167.377,0,0,0,8.798,0.663,281.334,5315.051,0,0,0,1.342,3.405,0,0,0,0,0,0,0,0,0,31.278,0,5636.085,3947.177,2.167,0,10.612,0,2534.159,0,1288.893,0,0,0,543.792,589.716,0,0,3867.239,178.332,0,7.678,1.754,20513.956,0,0,0,0.33,593.412,0,0,62927.537,1.019,576163.845,0,0,136.732,0,0,0,0,0,0,0,0,0,0,43.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0.065,0,0,0,0,0,4.767,391.206,4156.135,0,0.044,0,0,0,11242.395,0,129.722,0,2.489,0,0,0,0,21.056,0,0,0,0,5.625,0,0,0,53.323,0,0.357,29.442,0,0,0,0,0,0,0,6513.167,124.745,23.158,0,222.772,0,0,0,0,0,0,565.082,0,0.492,4448.217,0,0,697.579,8.818,0,22.023,0,0,0,0,0,0,0,4.213,531.462,0,0,0.982,0,95.391,1.036,13293.382,0,0,0.743,2.202,394.646,0,0,0.464,0,0,0,92.193,0,0,0,0,103.365,590.214,0,0,0,0,0,601.238,0,0,1.19,0,0,3.667,0,0,0,0,0,6005.51,0,0,0,0,16.989,0,0,0,0,0.285,0,0.752,0,0,0,0,165.418,567.758,188.046,0,0,0,66.496,55.16,0,0,0,0,0,0,0,69.066,0,314.142,1.096,0,7.178,26.702,2.924,0,0,1.758,0,66.63,0,0,0,499.241,5100.891,0,0,2.296,0,0,31.091,0.2,36.064,0,0,0,0,0.846,6.245,55.253,1671.327,0,339.326,0,0,0,0,99.945,0,0,0,3.547,0,0,30.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,0,108.164,0,24.068,0.038,12.892,0.052,0,0,0,1.961,0,7.248,0,0,1868.126,7.06,0,0,0,0,0,0,4.1,0.6,0.28,1.164,0,0,0,3.094,2.689,0.208,14516.624,0,0,0,0.082,236.969,0,0.38,0,0,0,7.927,24.592,0,0,0.39,0,40.535,0,0,0,0.021,15.942,0,0,2821.095,362.4,0,0.17,0,0,0,35.421,0,0,0,48.088,1.638,0,0,207.157,0,0.39,0.609,48.197,27.059,0,0,0.708,99.993,591.25,0,11.699,0,0,0,0,176.625,0,4.311,0,0.053,0,0,135.493,330.151,1.356,4.562,0,1.322,253.639,0.335,0,0,0,118.052,379.176,0,2508.125,0,3143.488,0,0,0,0,5.643,0,0.382,203.862,0,2.041,0,68.476,0,0,0,16.458,4.23,98.394,2.051,0,0,0,0,1.478,2.346,0,0,0,0,0,10.987,0.017,40.958,0,0.4,0.013,17.336,0,0,0,0,0,1314.426,29.362,0,0.133,91.094,5.782,0.839,0,0,15.81,0,0,7.761,0,424.177,0,0,0,91.024,0,0,234.434,3.025,333.301,62192.21,0.099,0,0,0,0,92.389,38.089,0,2.063,0,0,1.081,0,0,0.389,0,0,0,0,4.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.712,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.935,0,0,0,0,0,0,0,0,0,0,1.318,0,1.547,0,0,0,0,0,0,0.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.77,0,0,0,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",110.775,0,191.945,139.597,18.692,58.001,1.145,32.18,99.592,130.67,0,0.927,0,2.874,0,4251.966,8.287,1.97,0,76.293,0,0,0,0,15.954,0,22.442,0,92.863,43.591,32.202,0,24.458,4.577,43.622,297.637,291.073,0,0,204.232,124.056,131.292,0,29.908,6.906,4.58,1104.551,13.015,179.802,0,1066.172,85.684,373.248,65.692,0,4.452,10.995,344.894,5423.049,0,0,8904.282,7.41,6.479,39.101,0,0,25.387,2.676,0,0,3.746,1.41,419.732,2.403,0.052,14.775,0.088,59.289,75.199,4937.697,1.226,2208.508,225.224,3.839,160.724,32.906,0,105.011,0.307,0,0,105.567,0,117.585,0,0,55.365,0.775,0,0.906,125.564,32.858,82.358,19.371,34.943,0.532,1424.449,0,0.079,1.004,933.303,0,1.537,4.351,0,2004.623,0,0,13.078,0,2.048,1.532,93.246,42.64,0,9.903,0,105.927,61.617,0,49.73,86.805,55.222,996.408,13511.08,0.885,0,10.82,353.577,257.643,0,0,0,0,0,0,0,199.687,83.822,6.853,2.785,184.799,22.961,978.289,0.087,1.182,0,44.209,0,0,0,0,0,265.024,855.583,0,0,1.648,0,0.042,214.824,1114.507,299.499,0,0,0,0,12.484,0.436,201.002,8415.211,23.479,3147.248,42.59,59.775,4.661,0,6.972,0.165,0,0,2.272,0,0,0,0,2.939,0,0,66.418,0,49.355,0.02,219.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,0.38,0,0.406,0,0,38.126,189.681,58.669,0,0.23,0.467,0.116,0.688,114.655,19.171,0.827,0,152.903,0,0,0,0,47.427,0,95.459,0,0,74.818,0,0,0,0,0,35.589,6659.884,0,0,24.152,0,0,0,1.888,5.839,2.043,13.728,3.27,1026.722,0,0.845,2.813,1.327,0,0,266.99,0,1594.823,603.284,0,0.116,1923.015,0.35,0,17.807,0,0,10.698,0,0,0,0.266,182.636,302.347,2.392,7.592,1.751,0,9.178,40.262,316.115,0,0,627.563,13.198,0.817,42.604,0,661.776,5.999,0,0,8.875,0,33.37,0,0,623.4,9.981,0,0,0,18.919,0.803,0.016,0,1.092,1141.16,0.738,0,0.106,71.94,0.678,117.603,0,0,796.083,0,0.116,0,0,1.848,0,0,4.671,0,2602.391,0,0.233,3.612,0,0.563,1.282,1.868,1803.444,312.559,0,0,2.452,1864.178,2365.235,0,0,0,0,0,0,0,8.175,0,14.085,0,42.793,11.024,186.584,4.762,31.883,0,39.631,0,111.279,0,0,0,0,151.51,1.284,0,5044.148,0,0,241.323,12.957,16.821,0,0,0,1.616,41.877,64.235,18.69,499.362,1.241,1362.288,3.258,0,0.116,0,0,0,0,0,1.222,0,0,0,0,1.59,0,0.35,0,0,0,0.116,1.401,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0
"CHE",0,0,7.142,0,0.711,0,0.071,11.381,46.23,1357.097,0,19.239,37.962,0.351,0,190.464,1.875,2.419,0,43.995,0,0,0,0,40.102,0,18.419,0,20.595,770.446,0,0,0,169.211,0,7.615,5547.867,0,0,7.964,2.034,0.474,0,0.944,17.193,0.827,360.636,0.405,24.501,0,2.625,1.917,1.738,19.868,0,1.81,0,80.242,963.993,0,0.584,11089.423,1.507,0,7.66,0,0,0.462,0.65,0,0,10.504,13384.04,926.978,2.457,30.866,31.186,5.103,49.971,316.124,520.722,4.271,0,1445.726,3.541,11.437,11.682,0,501.705,1.714,2.301,0,0.333,0,16.923,0,0,6.048,158.453,18.845,354.366,0,328.611,0,64.693,0,0.855,215.577,0,17.859,0,22.793,0,0.034,2.216,0,431.876,0,0,0,0,1.782,2.5,0,1.17,0,363.737,0,49.922,1.036,0,0.856,24.567,1844.209,137.603,103.605,0,0.804,5.285,90.017,552.167,0.283,0,0,0,0,0,0,71.658,0.607,89.412,0,187.766,329.786,405.072,66.952,82.033,0,27.892,0,281.248,61.265,4.215,0,29.288,0,0,0,3166.55,0,0,31.828,4.893,105.012,4.518,0,0,36.673,6.641,1.179,22.036,735.394,1.536,11868.626,12.378,1.917,1.182,0,0,0,0,0,2.979,0,0,0,0,98.757,0,0,0,0,2.029,0,0,0,0,0,0,1.599,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,5.876,0,0,0,0,0,1.102,0,0,0,0,0,0,0,0,0,0,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",3.814,0,23.693,0.065,0,0,0,164.446,160.698,104.017,0,0.131,5.72,0.348,0,75.631,0.49,2.175,145.154,520.775,0,47.275,0,2.334,0.805,166.269,67.9,2346.903,0,5269.735,0,0,0,47.146,0,1.204,16573.497,0,0,1.988,0,0,0,0.759,76.19,0,334.161,0,320.472,0,0.263,0.074,0.011,422.712,0,471.395,0.148,129.282,6734.807,0,0,48627.162,0,0,0.523,0,0,0,0,0,0,0,121132.798,3913.685,5.71,1053.617,0,0,4.635,33.213,1627.421,1.683,0,73236.65,0.68,0,119.417,0,37892.862,16.192,0,2521.349,124.277,0,35.437,20.714,0.103,4.975,0.007,708.755,6.545,1.118,49491.711,0.485,0.009,0,0.078,8207.005,0,26.885,3.144,46.432,30.41,15.942,1.12,0,74189.951,0,0,0,20.224,94.209,1.002,0,15.235,0,141.438,0,475.215,0,25.522,0,10.303,3670.082,1292.726,689.859,0,0,144.705,70.732,1409.889,0.059,0,0,0,0,0,0,0.997,27.391,29.11,2.731,3214.592,25614.27,15.813,15434.824,74.828,27.548,9791.22,0.802,887.887,0,0,0,136.523,3014.137,0,0,0,0,0,29.03,62.156,60945.692,0,0,0,2.938,153.725,0.063,47.634,1044.059,17.873,512105.068,7.757,2.245,0,0,0.177,148.472,0,0,32.888,0,0,0.169,0,0.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.506,168.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
