"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","ATF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","GRC","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","BES","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","PLW","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","BLM","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","PSE","KIR","FSM","GRL","SPM","ERI","MHL","TON","WLF","MNP","NFK","IOT","MSR"
"ITA",0,646.374,2015.341,0,8.152,102.683,1.141,576.216,1761.054,3011.333,2624.221,0.053,140.842,2339.405,51.523,4.626,5516.763,0,0,16.191,217.432,1.015,3342.925,0,0,0,15.113,1418.224,31.1,3.764,1102.99,9.112,11.372,2684.462,1126.931,0,137.839,163.059,0,1338.933,8725.246,0,0,1053.125,0,35.218,15.114,0,131.536,1651.096,121.21,599.93,12588.433,9.053,1766.76,0,74.18,571.485,107.67,7.278,188.282,331.523,0,1.484,1898.358,44902.866,8.531,0,203.207,17.794,834.7,0,34482.261,1106.454,0,3428.535,5.789,0,99.176,0,0,0,29.02,3016.337,3039.676,75.849,440.463,890.342,920.514,1203.553,5567.33,0,42.278,199.202,2859.442,172.476,968.136,81.56,0,3041.655,323.162,0,0,874.589,0,664.536,0,11.822,1655.942,247.392,59.332,28.01,0,875.056,43.036,10.009,1151.866,0,99.431,5563.294,12.746,59.91,60.428,878.272,2.407,171.377,0.012,0,26.46,8289.274,0,0,0,0,0,0,218.733,11.016,5.858,2966.454,0,651.755,0,935.26,607.066,1.361,630.341,3222.543,457.299,15757.761,4594.883,0,0,1087.375,6879.51,3071.059,17.011,22.809,0,0,0,0.872,77.165,0,0,2185.053,154.59,520.228,1.367,0,6591.74,3351.481,4215.244,766.89,2814.751,0,710.151,29.158,27888.425,0,59.245,2.715,0.005,2917.638,8454.075,35.486,6.384,2380.225,3.265,0,28.341,4781.206,909.878,14074.334,31.244,0,0,16.962,195.8,131.791,2506.292,16406.841,25.549,14517.493,12.22,138.963,183.277,4.134,0,0,1.884,10.764,0,0,0,0,12.692,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0.206,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.296,0,0,0,0,0,0,0,0,0,0,0,0,44.27,0,0,0,1.087,0,0,0,0,0,0,0,0,0,1.465,0,0,0,0,0,2.39,0,0,0,0,0,0,0,3.592,0,0,0,0,0,1.297,0,0,0,0,0,0,0,0,0,0,0,9.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.718,0,0,0,0,12.162,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,6.862,0,0,0,0,0,0,0,0,0.024,0.098,0,1.273,0,0,0,0,0,0,0,0,0.202,0,0,0,0,0,2.661,0,0,0,0,0,0,0,0,0,0.698,0,0,0,0,0,0,0,0,0,0.535,0,6.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,39.67,0,43.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,8.522,0,0,0,5.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0.733,0,0,0,0,0,0,0,0,0,0,0,0,7.657,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0.124,0,0,0,0,0,0,0,93.384,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351,0,0,0,0,0,0,0,0,0,0,0.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.382,0,0,0,0,0,0,0,0,0,0,2.007,0,441.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",0,0,435.923,0,7.198,31.173,1.083,41.435,916.619,15797.391,2011.027,10.954,88.183,670.99,45.204,1.86,8924.352,1.085,7.178,37.057,30.182,0,9590.204,3.174,3.788,0,14.318,151.724,451.983,0,95.428,248.79,3.055,30806.569,0,0,3.25,722.417,0,464.885,421506.182,0,0,466.241,0,0,2.338,0,130.038,73.961,67.979,14.415,17702.747,0,789.636,0,20.415,351.803,193.977,0,47.012,99.224,0,29.904,1889.803,20606.74,10.6,0,1729.096,4.414,2.024,0,85100.722,15.465,4.164,37.031,0.026,50.491,32.527,0,0,87.802,4.762,198394.257,4284.949,39.463,11852.105,362.436,468.542,4177.459,2973.584,7886.8,63.559,8.674,0,22.686,148.722,20.685,0,241021.499,256.387,0,52.953,38.414,0,38.335,2.158,0,115.403,18885.609,324.736,26.382,2.35,23142.415,2.088,3.246,24.59,0,3631.029,18754.121,66.903,33.581,45.916,291.879,0.081,194.764,1.213,0,10.207,26249.514,13.536,0,0,0,9.925,0,859.627,32.717,2.171,228.15,0,337.077,26.196,989.095,1003.743,445.231,25.485,405.334,12167.319,3108.227,3400.637,0,0,111.119,173.697,6314.297,0.876,0,0,1.643,0,0.721,1.599,0,0,644.666,13.376,12.778,0.144,0,19369.362,35679.007,279.147,44168.873,21.848,0,1442.176,0,8392.958,0,0,7.553,6.314,1577.716,7174.716,91.343,1.928,139555.301,6.242,0,0,3397.096,163.651,4942.341,8.409,0,0,1.614,67.657,72.441,2150.752,41817.784,66.539,358554.058,0,64.859,309.622,0,1.093,2.104,19.886,29.796,0.113,3.531,0,0,0,3.424,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,3.683,0,0,0.053,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0.382,0,0,7.394,0,0,0,0,0,0,0,0,0,1.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.763,0,0,9.285,0.237,0,0,0,0,1.294,0,88.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.679,0,0,4.729,0,0,0,0,0,0,47.595,0,0,0,1.683,0,0,0,0,0,0,0.015,0.272,0,0,0,0,0,0,0.132,0,0,0,0,0,0,0,0,74.725,0,0,0,0,0,0,0,0,0,0,0,8.288,0,0,4.8,0,0,0,0.02,0,0.038,0,0,0,0,261.325,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0.379,0,0,0,0,0,1.259,0,11.357,0,0,0,0,20.292,0,23.248,0.98,0,0,0,2.37,0,0,10.698,0,16.944,0,0,13.027,0,0,0,0.973,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.084,0,0,0,0,0,0,56.179,0,0,0,0,0,0,0,0.006,0,0,0,0.065,0,0,0,0,0.15,0,0,0,0,0,0,0,5.738,0,0,0,0,0,0,15.913,0,0,0,0,0,0,0,0,0,0,3.098,10.14,0,0,0,48.435,0,125.184,0,0,0,0,0,0,0,0,0.025,74.025,0,0,0,0,0,0,0,14.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443.969,0,0,0,0.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.522,0,0,0.6,0,0,0,304.584,0,0,0,0,0,0,0,0,0,0,0,2621.608,0,0,0,0,0,31.911,0,0,2.626,0,0,0,0.116,0,2.323,0,0,2.897,1.311,0,0,0,0,0,0,13637.458,0,7.109,0,0,0,0,0,0,3.031,2.985,0,25.07,0,0,0,0,0,123.626,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.766,0,0,5.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,36.203,0,0,0,0,0,1.834,0,0,0,0,6.396,0,0,0,0,0,0,9.413,0.687,0,0,0,0,0,0,0,0,0,0,0.414,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.374,0,0,0,0,0,0.041,9.092,0,0,0,225.822,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.95,5.448,0,0,29.98,7.791,0.462,3.754,0.493,0.05,0,0,0,6.116,0,0,12.378,0,0,0,0,0,0,0,0,0,0.704,0,0,0,18.785,78.539,0,0,0,0,0,0,0.006,2.324,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731,0,0,0,0,1.67,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.393,0,0,0,0,0,0,0,0,7.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.134,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,2.224,0,0,0,0,0,1.044,0,0,0,0,0,0.785,0,0,0,0,0,0.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.63,0,0,0,0,0,113.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",3.12,8.66,231.205,0,0.583,19.88,0,87.886,1034.956,2437.368,1212.862,0,125.601,1206.395,40.641,1.77,764.312,4.44,1.075,123.291,117.201,34.534,15267.018,0.845,0.62,0,17.456,962.713,397.401,0,27.568,180.131,8.418,6181.528,0,0,0,170.03,0,774.707,156468.184,0,0,1143.381,0,24.973,5.324,0,114.931,148.572,0,805.284,755.067,0,615.557,4.05,55.602,744.707,149.034,0,3.365,116.388,0,60.997,277.5,10988.518,5.369,0,54.76,0,371.608,0,20244.162,111.538,3.015,476.787,0,27.488,87.897,1020.802,0,98.497,45.384,89531.654,4292.978,30.423,23752.731,5626.44,4041.72,58.762,5790.173,3154.458,10.832,0.801,95967.397,1461.121,152.012,54.014,0,0,950.85,4.958,26.904,224.589,0,161.472,0.802,3.697,291.046,17.185,195.698,18.174,11.432,7174.107,30.39,0.045,9.956,0.15,62.246,19085.616,107.664,10.866,19.817,144.031,0,140.491,0,0,16.964,5186.838,0,0,0,0,0,0.045,232.159,6.877,0,586.597,0,279.476,0,624.071,609.084,15.405,324.153,678.461,4603.879,6443.578,205.961,0,0,464.474,290.714,18123.969,0,0,0,0,0,0,0,0,0,2367.661,9.744,259.725,0,0,10169.538,11310.64,2464.359,51032.29,311.269,0.544,2165.215,0,4780.397,0,29.2,0,0.401,405.278,1084.98,9.159,39.105,38945.774,0,0,2.4,15097.601,65.321,10028.413,1341.662,0,0,4.05,212.48,13.853,1273.447,5335.084,60.274,122312.591,0.06,76.523,111.953,4.974,0,0,1.585,13.644,0,4.156,0,0,0,0,0,0,1.131,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,1.276,0.191,0,1.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.015,0,0,0,0,0,0,0,0,0,0,0,1.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0,0,4.889,0,0,0,0,0,0,0,0,0,0,0,0.556,0,0.178,35.818,0,0,0,0,0,0,0,0,0,0,0,0.236,0,0,0,1.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.235,0,0,0,25.235,0,0,0,0,0,0,0,0,0,0,0,0.089,0,48.265,0,0,0,0,0,0,0,0,0,30.552,0,0,0,0,0,0,0,0,0,0,0,23.877,0,0,0,0,0.008,0,0,0,0,0,0.233,0,0.093,0,0,0,0,0.117,0,0,0,0.373,0,0,0,16.867,0,0,0,0,0,0,0,0,0,1458.449,0,0.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0,48.183,0,0,0,0,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,6.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,18.2,0,0,281.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,60.613,0,0,0,0,0,0,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,0,0,0,0,0,0,0,0,0,48.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.575,0,0,0,0,0,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.237,0,0,0,0,2.838,0,0,0,0,0,0,0,0,0,0,41.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,3.544,0,0,1.076,0,0,0,0,0.097,0,0.25,0,0.923,0,0.857,0,0,0,0,0,0,0,0,0,0,5.406,0,0,0,0,0.094,0.071,0,0,0,0,0,0,0,0,0,0,0,5.653,8.841,0,0,1.626,0,0.599,0,0,1.303,0,0,0,0,0,0.796,0,0,0,0,9.876,0,0,0.006,0.3,0,23.509,28.667,5.551,0,0,0,0,0,10.668,0,0,0,0,5.027,0,0,0,52.839,0,0,8.49,5.548,0,0,0,52.601,0,0,0,35.966,0,0,0,0,0,16.901,0,0.166,0,0,0,0,0,0,1.195,39.313,0,0,0,0,0,0,44.046,0,0.215,0,0,0,0.311,0,0,0,0,0,0,0,0,0,37.361,0,0,0,0,0,0,69.646,0,0,2.899,6.144,0,0,6.117,0.875,0,0,0,0,0,0,0,0,0,0,58.093,0.038,0,0,0.08,0,0,0,0,0.186,0,14.922,0,0,0,0,0,0,0.468,17.487,79.369,0.204,204.172,10.057,0,0,39.747,0,0,0,0,0,0.95,0.502,0,15.485,2.81,0,0.2,0,0,0,0,0,0,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0
"LSO",0,0,0,0,0,0,0,0,0,1.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,1.649,0,0,0,0,3.211,0,2.585,0.319,0,0,0,8.199,0,3.465,0,0,2.292,0,0,0,0,0,0,0,6.693,0,0,20.2,0,0,14.917,0,0,0,2.097,0,1.963,0.678,0,0,3.849,0,0.129,0,0,0,0.2,0,0.2,2363.43,0,33.236,0,0,0,0,0,10.286,719.876,0,0,90.022,24.241,0,0,0,0,93.752,0,363.826,0.139,0,0.955,0,0,0,1.365,0,0,0,111.495,17.227,4.409,0,0,0,0.231,6.094,315.628,0,0,25.32,14.543,35.176,0,0,21.322,0,0,0,0,0,0,0,0,4687.554,0.02,0,0,0,0,0,0,0,0,0.772,0,0,1.331,0,0,0,0,0,0,0,164.253,0,0,0,0,0,0,1.336,0,6.982,6.979,0,26.853,0,0,0,0,0.331,0,0,65.809,0,0,0,0,8.131,269.577,0,0,0,0,0,0,0,0,0,0.787,0,0,0,0,0,0.331,0.347,0,1.364,0,5.36,0,30.193,0,1.843,0,0,9.744,5.058,0,8.84,0.8,0,0,0,3.087,1.43,9.276,0,0,0,0,752.926,0,0,2.928,0.527,391.945,0,0,34.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.583,0,0,0,0,0,0,0,0,0,0,0,0,0.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",8.385,8.456,0,0,0,0,0,39.743,0,385.125,1.509,0,2.594,116.728,6.593,0,964.318,0,0,22.535,33.69,4.041,234.1,0,0,0,0,95.986,0,0,1327.193,4.954,0,6.413,0,0,0,0.314,0,1.24,60.863,0,0,1.57,0,0,0,0,0,29.091,0,22.883,847.126,0,320.439,0,0,0,0.081,0,20.985,481.807,0,0,199.44,185.467,0.782,0,0,0,37.015,0,412.325,0.07,3.191,80.999,0,0,0.006,0,0,0,0,62.114,75.229,13.993,1.649,0,0,11.398,32.459,265.748,1.319,0,13.543,131.175,3.84,3.311,0,17.919,0,4.682,0,6.651,0,5430.038,0,0,0,0,0,2.233,0,46.695,0,0,0,0,2.994,0,0,35.465,0,11.238,0,1.853,3.126,0,0,123.904,0,0,0,0,0,0,18.919,0,0,0.594,0,937.153,0,25.157,0,0,0,0.312,7.802,1054.588,143.43,0,0,0.393,119.385,11784.959,86.564,0,0,0,0,0,0,0.801,0,38.238,0,6.946,0,0,24.908,46.641,326.359,3.434,167.619,0,58.902,0,231.76,0,0,0,0,953.656,8.669,0,1.009,282.223,0,0,0.265,39.169,1.301,10.638,5.624,0,0,0.531,46.006,0,19.841,537.249,13.65,112.319,0,1.39,213.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,7.987,30.462,0,0,0,0,4.726,5.071,640.53,89.059,0,0.011,0.826,0,0,703.807,0,0,0,0,0,233.511,0,0,0,0,270.209,0,0,90.2,0,0.13,27.269,0,0,0,5.17,0,0,20.832,0,0,0.475,0,0,0,0,0,35.786,0,0.097,1161.467,0,17.534,0,0,0.46,0.547,0,0,55.556,0,0,8.84,436.147,0,0,0,0,6.882,0,1098.785,1.35,0,36.989,0,0,0,0,0,0,0,3.914,222.69,0.099,2.821,0.361,0,13.788,452.276,270.896,0.037,0,4.823,0,0,0.484,0,11.509,0,0,0,6.059,0,35.58,0,0,22.722,0,0,0,79.257,4.384,0,0,0,0,1.53,43.213,0,0,0,1.354,0.386,0,0,0,0,307.056,0,0,0,0,0,0,0.472,0,4.622,1.733,0,5.269,0,10.543,19.258,0,0.26,22.381,2.163,525.149,87.643,0,0,9.817,11.888,8.573,0.126,0,0,0,0,0,0,0,0,3.56,1.333,100.456,0,0,22.968,14.313,24.847,0.875,0.548,0,18.049,0,186.34,0,0,0,0,36.195,252.524,0,0,8.695,0,0,0,19.447,4.715,80.058,0,0,0,5.162,13.518,1.198,55.822,390.651,0,335.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0,0,0,0,0,0,0,0,0,0,0,3.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.644,0,0,0,0,0,0,0,96.869,0,0,0,0,0,0,0,0.131,0,0,0,0,0,0,0,0,0,0,0,0,0,5.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.465,2.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.124,0,0,0,0,2.576,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.688,0,0,0,0,0,0,0,0,0,0.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,0,6.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0.252,1.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.091,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",2.106,0,156.951,0,81.264,0,0,94.911,798.621,4816.515,199.825,0,7.397,646.52,46.193,1.705,11231.828,0.334,0,17.625,235.612,0,3446.357,0,3.91,0,110.603,15.52,158.475,3.874,65.4,73.71,4.814,8741.849,0,0,0,811.945,0,998.843,20728.752,0,0,1802.202,1.585,290.186,3.634,0,20.78,5.16,0,771.135,121.758,1.953,1885.474,0,20.774,67.329,82.523,0,52.473,350.811,0,14.776,203.53,11425.82,30.643,0,0,0,1.153,0,20128.767,4.984,0,10463.222,0,0,140.091,0,0,0,5.522,9860.182,536.435,62.739,3617.931,2.245,8.777,81.647,77,1362.023,15.426,0.761,697209.071,2388.534,76.828,18.217,0,167093.141,33.827,0,0.353,121.52,0,31.39,0,0,60.809,30.711,0,0.693,2.053,0,101.676,2306.806,0,0,65.824,10836.592,718.552,17.829,52.987,126.017,2.97,14.388,0,0,19.056,45420.33,0,0,0,0,0,10.532,1188.461,5.05,0,20.102,0,1260.384,0,94.478,1937.522,46.928,283.628,772.506,2422.965,3597.766,114.605,0,0.231,90.237,98.561,33980.137,1.754,0,0,0,0,0,0,0,0,421.197,6.04,1270.253,0,2.432,13951.884,175766.211,2773.867,3361.621,115.703,0,2437.619,0,629.281,0,0,0,2.799,574.688,2156.731,0,0,8153.141,0,0,1.501,32797.661,61.477,1853.396,0,0,0,3.749,5741.935,193.499,9.954,4951.649,6.086,100288.807,1.46,190.521,0,0.717,0,0,5.72,0.121,0,0,0,0,0,0,0,0,0,0,0,0
