"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","NZL","NIC","NER","NGA","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","PSE","GRL","VUT","NFK","FSM","PLW","SSD","BES","BTN","SPM","GNB","WLF","BLM","ATF","MNP","FLK","NIU","IOT"
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.171,1.217,0,0,0,0,0,0,0,0,0,0,0,1.006,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.461,0,0,0,0,0,0,1.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664,11.222,0,0,0,0,0,3.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,3.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.889,0,0,0,0,0,0,0,0,0,0.515,0,0,0,0,0,0,0,0,0,1.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,0,0,1.18,0.165,0.089,0,0,0,0,3.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.874,47.094,0,0,0,0,0,0,18.74,0,0,2.044,0,0,0,0,0,0,0,0,0.251,0,9.359,0,0,0,0,0,0,0,0,0,0,2.611,0,0,0,5.845,0,209.563,1.775,0.236,0,20.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,127.686,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,39.994,0,0,0,0,0,0,0,0,0,0,34.654,1310.271,0,0,0,0,0,0,0,0,0,2.01,74.285,0,0,0,0,3.933,0,0,0,0.161,0,0,0,0,0,0,0,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.237,0.81,0.638,0.057,0,34.312,0,0.972,0,0,0,0,4.551,0,0,9052.537,0,0,0,0,0,22.66,0,0,0,0,0,0,0,0,59.632,0,2.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.063,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.076,0,0,0,0,0,0,2.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0,0,0,3.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.961,0,0,0,0,0,4.28,0,0,0,0,0,0,0,0,0,0,0,1.138,0.108,0,0,0,0,0.08,0,0,3.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.574,0,0,5.692,0,2.604,0,0,0,0,0,0,0,0,0.98,0,30.457,0,0,43.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.252,0,0,0,0,0,0,2.327,0,0,0,0,0,0,0,0,0,0,17.16,0,0.126,0.396,0,0,0,0,385.698,33.56,0.088,0,0,0,9.098,0.072,0,0,7.027,0.953,0,0,0,15.953,0,0,0,0,0,0,0,0,0,29.851,0.626,216.412,0,0,0,0,0,0,86.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,0,0,4.154,0.07,14.707,31.261,5412.709,1602.507,11055.802,3.413,114.617,0,0.32,11.58,2776.222,3.665,423.702,26.224,7.427,20989.408,104.687,0.227,0,3.821,0,1.886,0,41.3,0,21.529,79181.075,0,0,0,0,0,617.962,41281.415,0,0,13001.631,0,0,113.903,0,1103.886,3.488,207.887,1.246,1623.688,0,159.757,0,812.818,471.812,597.404,0,5.088,0,20.47,0,287.046,3286.208,16.564,0,0,0,0,86467.049,0.377,0,0,2.485,0,0,2342.694,0,16.432,0,509.732,548.162,3086.662,17.317,164.429,0,0,175.182,227.407,1809.058,30.148,77.731,5751.806,16.72,68.376,20.808,0,1356.759,73.496,5.536,0,67.349,0,0,0,0,8.814,1202.839,0,7.217,0,56.355,0,10.761,0.09,0,12.145,0,34.16,12.047,6.937,0,142.838,0,2.595,2.297,0,24.891,263.35,0.23,6.429,0,0,657.928,1005.893,14.316,0.757,686.597,0,30.695,456.59,0,577.022,1130.298,5.495,46.332,44.313,0,615.006,737.564,2338.743,6.437,0,0,0,8.237,0.52,0,0,395.642,2.303,50.936,0,0,1838.192,1137.985,9217.343,91.609,948.4,0,968.09,0,3287.848,0,2.9,0.705,219.524,496.721,0,5.712,9251.639,4.9,0,0,23.166,2497.77,43.746,1510.22,0,0,0,909.346,6.742,3.061,415.887,15394.534,41.439,1901773.118,109.272,94.352,0,22.207,0,0,0,0.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,28.856,0.063,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.081,0,0,0,0,0,0,8.257,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919,0,0,0,0,0.054,0,2.794,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.186,0,0,0,0,0,0,0,0,0,12.17,0,0,0.6,0,0,0,0,0,0,0,0,0,1.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459,3.259,0,0,1.6,1.746,0,1.953,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,0,0,0,0.084,0,0.912,0,0,252.858,1.33,0,0,0,0,0,1.64,0,0,0,0,0,0,21.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.851,0,0,0,0,1.557,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,152.07,67.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.476,0,0,0,0,105.799,0,0,1.252,0,33.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNE",0,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536,0,0.042,14.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0.896,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,1.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.545,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,2.394,0,0,0,0,0,0,0,0,0,0,0,40.891,0,0,0,0,0,0,1.207,0,0,0,0.769,0,0,0,0,42.045,0,0,1.444,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,2.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,0,0,0,0,0,0,0.02,0.765,3.074,0,0.298,0,0,0,0.303,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,60.519,31.61,1.226,0,0,0,0,0,5.858,0,0,0,0,0.734,0,0,0.073,0,0,0,0,0.541,0,0,0,0,0,0,0,0,0,0,0,257.861,0,0,7.404,0,0,43.224,0,0,0,0,0,0,0.075,31.259,0,0,0,0.201,0,0,0,0,0,0,1,89.225,86.166,0,10.417,0,196.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,9.128,0,46.644,0,0,0.006,0,0,0,0,0,0,0,0,0,3.214,0,0,0,0,0.003,0,4.423,0,0,0,0,0,0,0,0.245,0,9.001,5.602,0,0,0.02,0,0.285,0,0,0,0,0,0,0,1.974,53.375,1.442,0,0,64.473,5.186,0,0,0.343,0,1.863,0,34.64,1.076,0,0,32.977,0.76,0,0,40.83,0,0,0,0,2.756,48.917,0,0,0,0,0,3.375,0,7.116,3.401,2.148,82.504,4.778,0,0,0,0,0,0,0.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,13.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,0,0.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.317,1.053,0.236,0,0,0,0,0,0,0,0,0,0,0,0,38.026,0,0,0,0,0,0,0,0,0,0,6.756,0.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,6.672,0,0,0,0,0,0,0,0,0,0,15.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517,0,0.295,0,0,0,0,0,0,0,0,0,0,21.054,0,0,0,0,0,3.055,0,0,0,0,0,0,0,0,0,0,0,38.741,0,0,0,0,5.055,0,0,22.381,0,0,0,0,0,0,0,0.233,17.016,0,0,0,0,0,0,0,0.068,0,0,0,0,6.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0.147,0.061,0,651.244,0,0,0,0,0,0,0,0,0,0,6.502,0,0,0,0,11.014,5.042,0,0,0,0,0,0,8.342,0,0,0,0,0.093,0,0,0.003,0,0,0,0,53.715,0,0.104,0,0,0,0,0,0,0.401,148.181,0,192.332,0,0,0,0,0,113.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,0,6.157,0,0,0,6.106,0.464,0,0,0,0,0,0,0,0,0.185,0.056,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0,0,3.17,0,0,0,0,1.187,0.166,0,0,0,0,0,0,0,6.51,0,0,0,0,0,0,0,0,0,0.239,0.003,0,0,0,0,0,0.003,0.931,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,7.292,0,0,0,0,0,0,0,0,0.461,0,0,0,0,3.041,0,0,0,0,0,0,0,0,0,0,0.194,0,0,30.989,0,0,0,0,0,0,0,0,0,0,0,0.162,0,0,0,0,0,0,0,1.007,0.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0,0,0,0,0,83.288,0,0.147,0,0,0,0.798,0.228,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,4.508,0,22.565,0,0,0,0,0,0,0.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRU",0,0,0,0,0,0,0,0,0,3.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",22.762,17.882,52.449,0,326.088,81.311,1.394,141.577,143.083,9870.652,15013.115,19.775,590.082,124.583,144.177,2.519,108984.003,4.314,30.618,178.552,7.978,980.063,1.603,0,0,2.9,7922.058,60.352,4.178,114.325,0.692,32.944,11421.941,0.557,0,25.382,24.462,33.609,356.296,13330.348,0,0,94.86,0.2,11.529,9.492,0,47.591,2894.081,230.979,882.606,15654.94,0.254,10980.768,0,2.572,60.454,5.321,9.413,146.208,0,1529.289,0,5503.621,83799.872,4.735,2.779,0,124.738,1.493,147390.569,137.603,2.496,0,2425.739,0.228,0,178.262,8.688,5.25,0,1.437,5331.406,6690.14,930.508,53.784,993.454,294.764,6455.696,2097.377,75961.968,62.206,0,5548.615,140.474,395.353,93.179,0,2838.563,538.966,5.176,2.5,682.66,0,987.164,4.92,18.538,2291.433,2139.213,0.075,6.695,0.242,2714.246,17.188,23.815,603.737,15.857,96.051,798.836,5.883,55.75,85.125,0,634.945,19.661,453.073,6.698,0,8.442,0,79.83,78.586,8.852,8.139,1140.734,1.711,109.502,526.126,13226.846,0,222.654,83.755,1.564,12.322,184.923,150.136,23910.206,28368.034,6.423,891.864,15494.35,3377.486,13.415,0,0,0,25.916,0,3.818,0,2687.225,5.384,537.436,0.584,1.621,3869.453,3569.676,8806.415,1462.44,1283.951,19.575,1893.228,1.931,35448.413,22.261,168.432,0,14555.027,8587.896,0,0,1105.185,0.973,0,0,0.165,4953.632,79.801,3221.874,13.2,0,0,2.529,535.83,30.046,1377.17,103690.635,43.401,20714.525,78.21,68.158,53.7,16.887,0,22.503,10.885,0.82,0,0,0,0,0,2.053,30.369,0,0,0,0,0,0,0,0.364,0,0
"CUW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.217,0,0,0,3.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.911,0,56.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.545,0.04,0,0,0,0,0,0,0,2.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,4.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629,0,0,0,0,0,0,0,0,0,0,31.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SXM",0,0,0,0,0,0,1.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.307,0,0,0,0,0,0.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,0,5.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.192,0,7.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",1.101,0,0,227.238,0,0,0,0,45.897,11443.775,12.923,0,4.15,0,2.4,0,38.176,0,3.251,0,0,255.734,0,2.19,0,1.765,43.668,0.99,0,0,0,0,1642.778,0,0,0,20.772,0,842.704,269.813,0,0,58.373,0,0,0.541,205.39,21.241,0.208,0,0.463,69.895,0,54.943,0,1.639,226.999,0,0,1.685,0,1.595,584.664,3.852,143.672,9.082,0,0,0,0,1861.583,0.405,0,0.021,4.688,0,0,1.58,0,0,0,0,201.371,67.168,9.153,203.906,49.295,30.596,354.594,9.649,22.5,0,0,1490.159,0,7.488,60.725,0,125.029,7.678,0,12.97,1.414,0,4.622,0,0,1.246,0,51.196,0,0,555.134,6.455,18.591,2.283,0,0.762,29.364,7.522,0,0,0,0,0,0.67,3.019,0,6.747,2950.949,7.64,0,0,14.073,0,1.737,0,0,42.548,0,30.503,45.561,170.09,23.524,38.95,200.748,29.197,1.499,0,51.423,68.769,2.08,0,0,0,0,0.567,0,13.072,0,38.775,0,0,0,0,111.945,426.925,8.27,283.888,0.914,0,980.546,0,162.615,0,0,0,146.856,500.11,0,0,356.204,0,0,38.135,11.151,56.977,1.077,63.812,0,0,0.94,0,21.105,0,0,1320.47,4.13,9551.318,0,156.126,0,0,25.864,0,0,0.489,0,11.305,7.159,0,3.41,2.746,0,0,0,0,0,0,0,0,1.324,52.62,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.947,0,0,0,0,0,0,0,0,0,11.559,0,0,0,0,0,0,0.135,0,0,0,0,0,0.661,0,0,0,0,0,0,19.737,0,0,0,24.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,3.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,0,0,0,0,0,0,14.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.692,0,0,0,0,0,5.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0.156,0,0,0,0,4.497,0,0,0,0,0,0.162,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0.113,0,0,0,0,0,0,0,0,0,0,0,0,9.688,0,0,0,1.021,0,0,0,2.085,0,0,0,0,0,0,0,0,0,0,0.031,5.855,0,0,0,0,0,60.891,20.941,0,0,0.564,0,0,0,0,0,0,0,0,17.558,0,0,0,0,0,0,75.583,45.436,0,0,0,0,0,0,0.276,0,0,0,0,0,0,0,0,0.175,0,0,0,0,1.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.593,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.003,0,0,0,0,0,37.229,0,0,0,0,0.21,0,0.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.398,3.801,18.903,2.134,0,0,0,0,0,4.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
