"ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BTN","BOL","BIH","BRA","BLZ","IOT","VGB","BRN","BGR","BLR","KHM","CMR","CAN","CPV","CAF","LKA","CHL","CHN","CXR","COL","COM","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","DEU","GHA","GRC","GRL","GRD","GTM","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LVA","LTU","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MDA","MAR","MOZ","OMN","NRU","NPL","NLD","ANT","NCL","NZL","NIC","NER","NGA","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","KNA","LCA","VCT","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SWE","CHE","SYR","THA","TGO","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","SCG","ZMB","VUT","SLB","MMR","KIR","NFK","TUV","HTI","LBY","TKM","GUY","BDI","COD","GIN","RWA","LAO","SDN","SUR","TCD","COG","GNQ","ERI","DJI","GIB","LBR","SPM","MNG","SOM","BMU","IRQ","STP","MNP","SHN","TJK","TON","ABW","NIU","GNB","PLW","FLK","AFG","CYM","FSM"
"NER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,0,13.401,0,0.927,8.204,134.088,856.219,0,0,0,0,0,544.819,0,0,0.857,72.317,0,0,0,0,0,0,0,0,149.217,0,19.184,0,567.905,841.908,0,25.429,0,0,12.168,0,0,8.526,0,2118.727,0,0,0,0,0,231.559,0,718.294,1356.276,127.648,0,0,0,860.165,5.662,15.213,2.475,0,0,0,480.927,788.093,9.349,0,0,135.562,43.319,678.289,3.271,0,89.673,0,1.861,0,0,280.107,6.156,0,20.344,15.604,0,0,0,0,1.629,0,0,80.459,0,0,28.765,0,5.803,0,0,0,42.787,1039.468,0,0,6.828,0,0,6.9,0,0,0,19.672,0,0,0.796,23.865,317,2261.322,62.51,14,69.079,0,0,0,0,0,0,0,179.015,166.727,0,0,45.289,49.914,0,532.831,3565.931,115.991,0,14.21,0,0,76.955,0,86.722,0,0,81.436,76.504,3428.637,0,158.61,0,12.415,0,5.623,0,0,1.326,25.964,0,0,0,0,0,0,0,0,5.317,0,0,0,0,0,0,2.281,0,0,0,0,0,0,0,10.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0,0,0,0,0,0,0,0,0,16.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,8.169,0,0,2.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.732,0,0,0,0,0,0,0.504,0,18.423,0,0,0,0,0,0,0,0,55.807,26.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.547,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.878,0,0,0,0,0,0,0,0,14.127,0,0,0,0,24,0,0,0,1.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.259,0,94.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,4.017,0,0,0,0,0,0,0,287.789,0,25.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315,0,0,0,0,0,25.471,0,0,0,0,0.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.678,0,0,39.024,0,0,0,0,0,0,0,0,0,0,0,0,2.732,0,2.159,0,2.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0,0,47.751,694.732,35.711,0,0,0,0,0,8.54,0,0,0,2.251,0,0,0,0,0,0,0,0,42.725,0,0,0,0,58.323,0,0,0,0,6.731,0,0,0,0,134.227,0,0,0,0,0,0,0,35.542,2794.426,0,0,0,0,19560.49,0,31.425,0,0,0,0,146.251,0,0,2.499,0,538.973,187,182.901,0,0,12286.576,0,0,0,0,109.654,0,0,0,0,0,0,0,0,85.28,0,0,0,0,0,43.255,0,942.043,0,0,0,0,7.068,0,0,176.359,0,0,0,5.532,0,0,0,0,0,0,0,284,0,0,0,4.501,0,0,0,0,0,0,0,4.371,283.661,0,0,0,88.535,0,197.684,4.657,5.843,0,2194.164,0,0,0,0,114.863,0,0,0,6.139,2636.076,0,21057.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0,0,0,0,0,0,0.878,10.041,0,0,0,0,0,23.384,0,0,0,0,0,0,0,0,13.104,112.652,0,0,0,0,0,0,0,0,0,0,0,0,6.358,0,0,52,0,6.52,0,0,0,0,0,104.253,0,0,52.682,0,0,0,0,2197.342,0,0,0,0,0,0,0,134.577,0,0,0,0,12,34.728,0,0,44.619,0,0,0,0,0,0,0,0,42.687,125.784,0,0,0,0,0,0,0,0,0,39.699,0.819,0,0,0,0,0,63.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,388.288,0,0,0,0,0,0,0,124,0,98.18,0,0,0,0,16.525,19.638,0.505,0,1.299,0,0,0,0,999.94,0,426.223,0,0,236.535,0,116,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,11.249,0,540.915,0,0,7.34,38.937,1156.411,0,0,0,0,0,3149.272,0,0,0,70.603,0,0,0,0,0,0,0,0,0,34.269,0,0,0,0,0,0,0,0,0,0,11.329,3.985,0,60.256,0,0,0,0,0,0.931,0,0.558,6092.105,1.524,0,0,0,2344.218,0,67.138,0,0,0,0,88.438,1671.483,1.99,0,0,26.813,2.07,105.689,0.972,0,0.558,0,0,0,0,78.097,19.325,0,0,0,0,384.828,0,0,0,0,0,0,11.659,0,0,0,440.769,170.104,0,0,0,6365.156,0,0,29.041,0,0,0,9.178,0,0,0,0,0,0,0,3766.069,0,0,87,0,0,0,0,0,0,0,0,8.125,0,1.928,0,20.91,15.062,0,1984.812,25.483,126.237,0,38.371,0,0,2.781,0,42.611,0,0,0,0,5176.973,0,1905.977,0,0,0,0.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.316,0,0,0,0,0,0,9.788,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879,0,0,0,0,0,146.604,0,23.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.352,0,0,0,0,0,0,0,5,0,0,0,0,0,5.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.157,0,0,0,0,0,2.019,0,0,0,0,0,0,2.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58,0,0,0,0,21.123,0,13,0,0,0,0,0,0,1.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,0,0,0,0,1.081,0,0,0,0,5.895,18.046,0,10.721,0,0,0,0,0,0,0,0,32.005,47.699,0,0,3.905,0,0,0,0,3526.639,0,0,0,0,0,221.179,29.266,155.221,0,0,0,0,0,0,370,1.077,0,237.649,3.32,0,0,0,0,425.239,0,0,0,0,0,0,48.449,1,0,0,174.016,0,39,26.479,0,0,603.721,310.2,0,0,8,16.234,0,1.337,0,5.785,152.91,0,0,0,0,0,0,0,0,0,50.548,4.616,0,0,120,0,6.124,1179.841,0,0,0,0,0,0,0,0,0,0,0,0,0.989,0,135,0,0,0,0,0,0,0,0,0,0,0,201.844,0,4.701,21.49,103.039,0,0,4.606,2.769,0,10.436,0,0,0,0,0,216.03,0,307.632,0,42.272,176.197,0,8595.413,0,0,158.973,0,0,0,75.343,0,0,0,0,0,0,0,0,0,11.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,43.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,1.044,0,0,0,2.67,0,0,0,1.152,0,0,0,0,0,0,0,0,0,0,0,0,60.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65,0,0,0,0,0,0,39.898,0,0,0,0,0,0,20.032,1.211,0,5.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.919,0,0,0,0,0,0,1.332,13.092,0.769,0,0.58,0,0,3.104,2.513,0,13.773,0,0,8.284,2609.169,0,0.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.999,0,0,0,0,0,0,0,0,0,0,0,21.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",0,0,0,0,0,0,62.731,10.564,7.449,0,2.885,15.593,0,0,0,2.082,0,0,0,0,0,0,0,0,0,0,0,8.694,0,0,21.826,0,0,0,1.418,0,0,0,0,10.882,1.596,0,0,0,0,0,0,0,0,0,4.911,50.094,0,24.665,0,0,236,72.171,1.91,0,0,0,0,0,4,0,1.125,0,0,78,4.78,2.879,0,38.924,0,0,2.867,0,0,0,0,21.764,0,0,0,0,0,2.921,5.419,0,0,0,10.114,67.125,0,19.79,0,6.349,0,0,30.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.43,0,0,0,30.28,37.837,0,0,0,170.143,0,0,0,154.855,0,0,19.134,119.261,0,18.633,0,0,2.394,0,0,0,29.578,0,18.612,292.87,4.02,960.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",0,3.043,0,0,0,0,1027.969,1630.547,292.855,0,562.644,115.419,0,0,282.598,0,0,0,1753.039,0,0,0,159.486,0.963,2.199,182.204,1.064,952.41,0,0,817.273,9.648,2688.055,0,29.253,0,5.125,18.304,0,9.713,152.665,0,56.442,0,0,0,0,0.655,0,100.806,101.915,1769.336,1.056,0,0,0,47257.59,0,11.604,0,0,0,0,4092.648,158.214,1.15,68.416,479.567,70974.433,2848.217,75.985,12.878,0,10540.691,0,78.684,9.302,0.885,5975.762,7.368,0,6.537,0,0,902.518,3.769,0,8374.561,52.244,0,6.595,0,67.245,1028.742,0,0.522,0,4.759,0,389.716,1356.348,0,7.96,663.202,0,0,28.43,1361.057,0,179.701,202.795,37.574,0,0,1564.13,1360.22,29.16,3.968,17.326,652.986,0,0,0,31.372,0,4.608,0,1797.681,0,4.402,724.563,198.469,194.436,0.777,3370.651,1161.983,303.911,3.59,25963.101,0,0,705.028,13.993,134.757,0,0.802,0,80.884,9448.111,0,12041.831,0,1.499,0,1.916,0,1.366,0,0,0,0,215.333,0,0,0,0,0,0,0,0,0,0,0,7.675,0,0,0,0,0,0,0,0,0,0,1.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0,0,0,0,0,152.61,5.381,17.121,0,0,0,0,0,22.333,0,0,2.731,0,0,0,0,0,2.758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.925,0,0,0,0,0,0,0,0,0,0,26.433,0,0,0,0,4116,0,0,0,0,0,0,0,3.327,0,0,0,0,0,8.75,0,0,22.502,0,0,0,0,20.904,0,0,34.988,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.742,0,0,0.922,0,0,0,5.338,0,0,0,0,0,0,0,84.807,0,0,2,4.688,0,0,0,0,0,0,0,0,57.04,0,0,0,0,0,0,165.584,1.752,0,0,0,0,0,0,0,0,2.233,0,0,5.885,0,10.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719,0,0,0,0,1.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.717,0,0,0,0,3,0,0,0,0,0,0,63.956,0,0,0,0,0,0,0,0,0,235.486,0,0,0,0,0,0,0,0,0,0,0,0,0,1.971,0,0,0,0,0,0,0,0,0,0,0,0,98.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.621,0,0,0,0,0,0,0,0,0,17.186,0,0,0,0,0,0,0,0,0,83.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0,0,0,0,0,0,0.808,46.574,0,0,0,0,0,114.676,0,0,92.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.06,0,0,46.399,0,0.67,0,0,0,0,0,0,0,0,2.547,0,0,0,0,685.667,0,0,0,0,0,0,6.868,0,0,0,0,0,0.739,541.448,0,0,1.708,0,0,0,0,0,0,0,0,0,0,0,0,0,11.63,0,0,0,0,0,5,0,0,0,0,0,0,4.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.708,5.248,0,0,0,0,0,0,0,0,0,100.264,0,0,0,0,6.353,289.733,2.149,0,0,0,0,0,0,2.108,0,0,19.017,0,45.277,0,11.764,0,1.688,0,0,0,0,30.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,1.691,0,98.808,0,0,0,1032.869,125.272,0,0,0,0,0,36.026,0,0,0,0,0,0,0,0,7.46,0,0,0,13.792,0,0,0,6.549,0,0,0,0,0,0,0,50.499,59.204,0,10.04,0,0,13.129,0,0,0,0,0,27.155,0,0,0,0,1016.485,27.501,2124.536,0,0,0,0,9.953,58,0,0,2.174,8.672,70.176,43.753,54.252,0,381.416,0,0,93.553,0,3.693,0,0,0,0,0,0,1.487,57.368,1.774,0,3.062,0,0,11.4,0.776,0,0,221.04,0,0,0,132.557,0,0,8.261,0,0,0,23.467,0,0,0,0,0,3.386,7.139,5.36,0,0,2.434,0,0,0,0,0,18.267,7.529,0,46.538,11.636,0,0,2.532,0,721.486,83.579,163.778,27.742,0,1.111,0,0,11.688,0,31.039,122.412,0,0,163.513,1436.686,18.846,575.153,0,0,0,1.014,0,0,0,72.325,0,0,0,0,0,0,0,0,0,0,0,20.497,0,0.77,0,0,0,0,0.744,0,0,0,0,0,0,0,0,0,0,0,0,2.235,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.834,0,0,0,0,0,0,0,0,0,7.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
