"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","PSE","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","BES","NCL","NZL","NIC","NER","NGA","NIU","NOR","FSM","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","TCA","CXR","ERI","FLK","VUT","TON","CAF","SPM","MHL","PLW","WLF","MNP","ATF","MSR","NFK","BLM","ASM","IOT","SHN"
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,1.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.213,0,0,0,0,0,0,0,0,0,0,0,0,1.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.768,0.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,0,0,0,0,0,0,0,0,0.722,0,0,0,0,0,0,0,0,0,0,71.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",0,90.931,40.821,0,205.183,0,35.056,1692.443,6433.988,601.57,5.977,85.94,352.529,20.711,2.793,6861.178,0,14.355,30.42,76.19,11.065,10181.308,2.056,2.479,0,68.243,74.481,663.101,0,100.5,96.266,15.373,24126.732,0.322,0,242.172,0,399.186,296169.497,0,291.05,0,4.188,5.272,0,173.184,17.663,85.747,9.975,14244.503,4.719,263.258,1.76,3.199,85.163,67.368,0,19.189,86.324,0.44,3554.659,18094.105,33.759,2139.864,0,5.983,0,63.874,122115.453,9.074,0,0,33.069,0,0.272,1.934,6.48,0,2.942,6.338,7.958,183040.448,6067.85,69.73,12045.753,816.601,37.023,3842.379,4270.66,5389.139,7.958,32.512,0,45.757,78.03,28.987,0,112794.254,195.822,16.091,63.12,25.888,0,28.538,49.551,2.38,111.2,15521.816,217.857,25.717,20.809,29173.044,15.283,0,51.394,0,504.083,26342.156,71.647,32.469,6.78,80.405,29.514,62.253,0,0,4.053,28808.017,0,0,0,0,21.045,1436.66,6.559,0.101,157.055,0,1806.305,2.025,447.823,1189.859,58.426,16.876,321.784,8978.786,4132.164,1315.813,3.363,0,643.374,443.612,4278.164,0.286,2.245,0,0.065,0.732,0,0,1457.179,0.128,13.214,0.091,126.414,18464.973,28874.181,2146.53,29494.253,306.333,0,1621.111,0,4420.637,0,25.727,0,0.847,677.041,4690.517,2.487,0,143641.946,0,0,13.839,4195.441,186.583,1142.093,31.064,9.495,18.098,46.654,1337.378,23598.098,27.657,336130.084,0.221,178.909,20.52,7.008,29.478,0,49.771,0,0,0,0,5.281,0,0,0,57.889,11.013,0,0,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348,0,0,0,0.236,0,0,2.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.992,0,0,0,0,0,0,0,0,0,0.484,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,2.453,0,0,0.113,0,0,0,0,0,0,0,0,39.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.767,25.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.903,0,0,0,0,16.381,0,0,0,0,0,0.196,0,0,0,0,0,0,22.524,2.188,0,0.1,0,0,80.924,0,25.009,0,0,0.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,1.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,1.242,0,0,0,0,0,2.628,13.902,0.138,0,0,0,0,0,0,0,0,0,0,0,61.479,0.366,0,0,0.941,1.761,0,54,29.285,0,0,0,0,0,0,0,1.743,44.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15,0,0,0,0,0,0.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.814,0,0,0,0,0,0,0,0,0,0,0,0,7.265,0,0,0,0,0,0,10.066,0,0,0,0,0,22.083,0,0,0,0,0,0,64.182,41.699,0,85.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674,0,0,1.901,0,0,0,0,0,0,0,0,0,0,0,0.425,0,0,0,0,0,10.855,0.101,0,0,0,0,0,0,17.413,0,0,0,2.075,0,0,0,0,0,0,0.394,12.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538,0,0,0,14.483,0,0,0,0,0,0,0,624.731,0,0,0,0,0,0,0,0,0,0,0,0,0.942,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0,0,0,85.799,0,0,0,0,0,0,0,0,123.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.947,0,0,0,0,0,0,0,0,0,1.248,0,1.48,0,0,0,0,45.564,3.616,0,0.256,20.013,0,0,0,0,0.064,0,0,0.051,0,0,0,0,0,0,0,108.665,0,0,0,0,73.918,10.556,0,0,0,0,0,0,6.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,2.005,0,0,4.917,0,0,0,0,0,0,0,0,0,0,0,0,0,45.236,0,0,0,0,168.897,0,0,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919,0,0,0,0.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.543,0,0,0,0,0,72.469,0,0,0,0,2.67,0,0,0,0,0,6.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",6.229,13.31,120.281,0.231,96.508,0.373,274.869,968.077,3617.056,1486.947,0,46.042,342.239,2.548,4.619,247.942,0.137,0.946,69.149,19.643,400.01,136933.058,0.393,0,0,21.164,497.797,133.426,0,103.271,145.642,5.555,5946.406,0,0,200.383,4.146,614.204,118738.011,0,786.06,0,0.041,1.674,0,74.223,33.697,0,529.163,1546.083,0.82,779.973,0,417.818,387.47,25.624,0.025,2.61,76.253,2.805,1672.908,5447.924,14.466,0.579,0,103.818,0,0.585,13467.479,27.1,0,9.436,352.302,0,0,132.581,85.636,0.59,0,2.864,61.441,10327.508,930.064,6.404,7199.923,4119.32,777.227,565.967,2726.06,3096.728,15.377,0.199,99201.158,999.967,201.059,21.058,0,0,864.492,47.913,129.628,230.492,0,55.295,0.055,1.362,319.263,0.8,38.211,2.133,18.559,8836.295,0.078,0.6,26.774,0,91.681,10586.866,270.855,2.618,5.775,82.498,226.382,164.732,0,0.154,43.27,1471.368,19.956,0.423,0,0,7.568,485.136,9.713,0.3,613.276,0,370.731,0,433.22,49.132,179.551,91.801,697.144,4113.539,6780.334,251.786,0,0.35,176.239,1361.003,8707.586,3.66,0,0,0,0.334,0,0,3678.76,7.632,76.224,0,0,37012.221,15100.128,2725.91,476890.715,108.382,0,1374.588,0.236,3232.963,0,13.038,4.454,7.821,2838.738,592.384,18.51,0,10072.793,0.139,0,0.646,8976.998,63.883,11742.605,6.967,4.438,116.874,5.241,955.69,7982.583,1662.546,232014.372,8.33,290.517,155.328,3.725,0,7.956,0.491,0,0,0,0,0,0,0,0,0,0.603,0,0,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,22.317,0.26,0,4.986,0,0,0,4.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0.247,0,0,0,0,0,0,0,0,0,0,0,6.94,0,0,0,0,0,0,25.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0,23.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631,0,0,0,0,0,0,0,364.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0,0,0,0,0,0,0,0,0,2.626,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,1.628,0,0,0,0,0,0,0.166,157.492,0,48.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,4.049,0,20.035,0,0,0,9.862,0,0,1.279,0,0,0,0.411,0,0,0,0,0,0,0,0,0,0,4.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.882,6.555,0,0,0,0,2.613,0,0.415,0,0,0,0,0,9.068,0,0,0,0,40.998,0,1.403,0.36,34.263,0,0,7.028,22.752,0,0,0,0,0,0,0,0.778,0,0,0,0,0,0,0,0,119.777,0,0,54.437,4.516,0,0.46,0,167.248,0,0,3.183,24.977,0,0,0,0,0,0.417,30.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.711,0,0,0,1.332,0,0,0,0,0,0,0,3.276,3.939,0,0,0,0,0,0,0,0,0,2.379,7.329,0,0,7.65,0,0,0,0,0,0,0,0,0,35.404,0,0,0,1.162,0,0,0,0,0.1,0,0,0,22.903,0,0.03,0,0,1.268,0.614,10.246,0,95.054,0,0,0,133.22,0,0,0,0,0,0,0.295,22.089,0.158,26.008,0,0,0,0,0,0,735.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",1.187,0,4.735,0,0,0,2.976,6.302,3.873,0,0,0,0,0.409,0,0,0,0,0,0,0,1.323,0,0,0,11.642,1.229,0,0.335,30.168,0,0,125.437,0,0,0,0,0.099,52.661,0,0,0,0,0,0,3.481,0,0,0.384,130.009,0,7.627,0,0,0,0.397,0,0,616.332,0,39.167,38.819,0.428,0,0,85.656,0,0,112.168,0,0,0,0,0,0,0,0,0,0,0,0,5006.62,19.781,2.283,6.475,0,0,0,5,1.611,0,3.715,0,27.947,0,3.412,0,16.474,1.624,0,0,0,0,0,0,0,743.439,0,0,0,0,3.269,0,0,0,0,1.234,6.292,0,9.579,0,6.583,0,0,0,0,0,14160.277,0,0,0,0,0,5.545,0,0,25.54,0,50.337,0,0,0,0,0,3.179,0,5.862,3.238,0,0,3.149,17.246,463.256,0,0,0,0,0,0,0,0,0,0.576,0,0,9.108,4.393,40.504,0,0,0,1.485,0,6.368,0,0,0,0,23.5,6.269,0,0,12.051,0,0,0,6.387,0,12.076,12.081,0,20.8,16.291,0,5.869,2.417,69.055,0,0,0.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,5.349,0,0,0,0,30.443,0.133,227.107,15.48,0,0,1.931,6.951,0,0.517,0,0,0.478,45.05,0,43.119,0,0,0,0,27.838,0,0,712.241,0,0,3.367,0.06,0,0,0,0.878,24.817,0,9.555,0,41.753,0,0,0,10.558,0,80.846,220.683,0,121.229,0,0,0,0,0,0,534.591,0,146.584,60.471,0,0,0,218.669,0,0,34.09,16.393,6.742,0,47.827,0,0,0,0,0,0,0,0,1409.242,49.9,5.791,0,0,2.743,19.796,30.581,408.858,0,0,2.491,315.894,0,0.01,0,12.887,1.967,0.699,0,0.027,0,622.531,0,0,0,0,0,8.052,0,30.28,0,0,0.006,0,1.106,0,2.215,5.042,0,0.152,0,0,1.584,0,0,229.778,0,0,0,0,0,7.959,0.022,0,99.415,0,37.141,0,0,0,0,0,0,0.7,789.278,80.61,0,0,3.798,39.522,5948.202,0,0,0,0,0,0,0,17.624,0,13.676,0,0,8.853,15.306,239.455,9.149,125.98,0,39.779,0,164.68,0,0,0,0,89.101,16.169,0,0.426,38.631,0,0,2.569,24.125,0.169,11.152,0.235,0,43.906,1.045,0.946,1037.636,0.322,30.066,0,0,82.135,117.58,0,0,3.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",1.28,0,0.419,0,2.354,0,324.347,2.399,9.261,7.141,0,0,2.666,0,0,381.842,0,0,1.14,1.159,0,2.212,0,0,0,0,1.514,0,0,0.111,0,10.874,10.63,0,0,0,0,0.851,9.402,0,0.225,0,0,0,0,0,300.298,0,0.003,670.747,0,19.371,0,0,0.578,0,0,0,0.06,0,1.135,241.321,0,0,0.589,0,0,0,674.195,0.348,0,0,2.673,0,0,0,0,0,0,0,0,106.086,1144.445,0,0.108,0,0,0.057,460.571,163.891,10.239,0,5.99,0,0,246.226,0,14.556,0,0,0,1.28,0,56.527,0,0,1.338,0,0,0,0,1.748,0,0,0,15.186,0,0.443,0,0,0,0,0,0,5.737,0,5.358,427.877,0,0,0,0,0,0.38,0,0,3.082,0,15.378,0,7.436,0,0,0,1.276,0.011,2.088,86.243,0,0,1.387,4.792,5.77,0,0,0,0,0,0,0,3.483,0,0,0,0,2.044,0.129,77.807,0,4.437,0,6.407,0,28.093,0,0,0,0,2005.986,49.276,0,0,4.853,0,0,0,10.036,4.645,44.556,72.216,0.173,13.572,0,0,78.303,1.28,71.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,12.777,0,0,0,0,0,0,0,0,0,0.542,0,0,12.595,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0.003,0,0.317,68.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.179,0,0,0,0,0,0,0,0,13.093,0,0,0,0,0,0,0,0,0,0,0,0,1878.567,0,0,0.542,0,0,0,0,2.373,0,0,17.148,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,30.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.699,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.295,0,0.848,0,0,0,0,0,0,0,0,0,0,1.736,0,0,146.121,0,0,0,0,0,0,0,0,0,0,0,3.116,0,2.487,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",0,17.701,14.028,46.982,45.997,0,27.431,577.88,5381.563,682.785,0,9.531,696.153,42.333,0,3955.669,0,0,5.464,3.992,0,1587.136,0,3.256,0,280.698,0.649,168.052,0,41.1,8.663,1.657,6002.01,0,0,305.369,0,501.881,11446.718,0,711.178,0,0,4.882,0,163.57,17.845,0,2.064,276.057,0,1840.613,0,0.821,67.176,9.141,0,51.073,289.619,0,190.615,12972.803,4.523,0,1.049,89.594,0,2.25,21896.859,1.761,0,0,78.111,1.429,0,0,0,0,0,0,0,3778.923,610.483,11.826,2046.855,11.759,3.41,396.819,3,3113.421,6.151,2.02,102079.675,229.799,580.34,21.727,0,16117.775,177.591,0,15,65.111,0,9.895,0,0,31.696,0.752,16.752,1.756,0,0,20.515,0,0,0,13.328,8508.211,1.821,61.2,49.072,26.426,0,144.836,0,0,27.839,16680.596,0,0,0,0,11.1,1169.826,55.257,0,0,0,455.879,0,24.796,1585.915,147.242,2.617,689.395,274.388,288.524,89.554,0,0,150.47,72.609,4710.02,0,0,0,0,0,0,0,389.654,38.906,150.916,0,94.429,8706.526,21109.399,795.126,3594.706,756.16,0,652.161,0,748.795,0,0,0,0,935.575,5971.328,0,0,15473.935,0,0,33.843,6422.995,22.679,2231.35,0,3.108,318.267,5.443,100.835,5659.473,0.579,85692.749,0,1157.984,0,0,0,3.597,0,0,0,0,0,0,0,0,0,1.434,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,11.306,0,0,0,0,0,0,0.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,0.022,0.771,1.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313,0,0,0,0,0,0.532,0,14.639,0,0,0,0,0.399,4.27,0,0,0,0,0,0,1.52,0,0,0,1.625,0,0.5,0,0,0,0,0,0,0,0,0,0.367,0,0,3.297,0,0,0,19.377,0,0,0,0,0,0,0,0,0,0,0,0,0,4.371,0,0,0,0,0,7,22.498,0,0,4.876,0,0,0,0,0,0,0,0,0,0,0,0,178.308,0,0,0,0,0,0,0,0,0,0,0.506,0,0,0,0,0,0,0,0,0,0,150.815,0,0,0,0,0,0,0,0,0,0,3.95,0,1.136,0,0,0,8.5,0,0,0.32,0,0,0,375.57,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.784,8.79,0,0,0,0,0,0,0.208,0,0,0,0,0,1.687,0,0,260.603,0,0,0,0,0,0.111,0,0,0,0,0,112.52,0,30.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
