"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","IOT","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CAF","LKA","TCD","CHL","CHN","CXR","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","MNP","FSM","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","CCK","PSE","NFK","SSD","BTN","ATF","MHL","CYM","ERI","SPM","COM","LSO","GNB","SOM","TUV","WLF","FLK"
"JPN",0,43.95,95.891,0,0.128,24.968,0.14,141.609,7405.238,10932.146,1082.732,0,117.542,687.329,46.611,12.425,3061.985,0,130.574,2196.497,0,27991.532,3.17,0,0,0,128.206,87.293,67.989,0,111.4,118.783,26.799,11995.165,16.675,0,457.048,0,1289.962,482809.888,0,657.844,0,0,123.925,0,105.992,288.482,40.252,40.809,3049.966,2.492,179.737,0,53.512,132.229,85.006,0,3.458,25.619,2.65,2642.224,24328.962,24.114,410.976,0,0,0,159251.548,1.331,7.141,2.869,40.665,8.493,0.381,5.612,23.491,0,0,59.795,58.235,295331.011,8048.051,56.853,17173.318,45.589,15.91,4053.577,2446.932,7280.979,17.723,5.991,0,209.061,41.432,83.548,0,138814.225,144.697,11.671,47.543,235.455,78.835,65.408,0,101.482,14658.795,1218.342,5.57,9.471,18576.695,5.299,0,4.004,0,41.442,15810.403,290.922,39.305,37.432,0,133.394,3.495,162.18,0,0,6.968,24152.04,4.898,12.417,0,57.906,0,2899.684,131.472,0.51,182.144,0,1006.264,0,4.009,3.997,260.217,1696.188,22.618,162.727,1070.921,12689.554,0,3872.015,2755.572,12.628,271.616,400.626,8036.404,2.245,0,1.602,0,0.503,2.024,0,0,884.574,24.066,150.41,0,0,22598.985,51474.263,5122.726,42438.742,190.302,1959.958,0.192,6122.225,0,0,0.5,7771.826,5055.353,0,0,244760.765,0,0,109.005,9.731,6651.087,37.408,4861.04,78.938,0,0,72.189,37.233,913.092,32553.545,103.141,388702.296,5.57,82.334,31.545,775.92,3.295,3.433,0,0,9.185,0,19.117,90.185,0,0,0,0,0,0,0,0,0,0,0,0
"KAZ",67,0,0,0,0,11.74,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.935,0,0,0,0,0,0,0,0,0,0.399,0,0,0,0,0,16.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0.7,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,35.977,0,0.1,0.033,0,0,0,0,0,0,7.6,0.7,0,0,0,0,0,60.9,0,6.8,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0.06,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0,0,0,0,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.975,0,0,0,0,0,220.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.292,0,42,0.1,0,0,0,0,0,0,0,7.255,9.859,0,0,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464,0,1.373,0,0,0,0,0,0,0,0,0,0,7.387,0,0,0,0,1.554,0,0,0,0,0,0,0,2.611,0,0,0,0,1.51,0,0.302,0,0,0,0,25.824,0.5,0,0,0,0,0,0,0.851,0.352,0,6.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.202,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0.057,0,0,0,0,2.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505,0,0,0,0,0,0,0.623,0,0,0,0,0,0,0,0,0,0,0,5.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413,0,0,0,0,0,5.251,0,0,0,0,0,0,0,0,0,0,0,0,7.495,0,0,0,0,0.917,105.385,0,0.1,0,0,25.398,5.811,0,0,0,0,0,0,0,0,0,0,0,0,29.619,33.063,0,0,0,6.124,23.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,0,53.083,0,0,0,0,0,0,0,0,0,0,0,20.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,5.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0,0,0,0,0,4.162,0,0,0,0,0.04,0,0,0,0,0,1.334,0,0,0,0,0,0,1.859,0,0,0,0,0,0,0,0,0,0,706.651,0,0,0,0.4,0,0,0,0,0,0,0,0,106.152,0,0,0,0,0,0,0.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",34.97,2.573,39.214,0,0.378,24.8,0,377.935,2793.345,2973.998,1138.083,0,103.543,219.716,806.245,0,318.542,0,36.123,25.147,3.908,23594.993,24.36,0,0,0,155.137,265.05,363.706,0,45.72,84.767,3.835,3802.71,0,0,102.543,0,841.548,161823.943,0,1105.115,0,4.912,0,0,20.222,61.038,0,489.748,907.873,0.135,1496.701,5.438,111.662,443.158,43.735,0,19.973,125.711,10.08,3939.846,4479.254,53.665,1.348,0,129.801,0,14312.635,54.615,0,0,238.435,0,0.098,160.246,30.604,55.274,0,0,16.837,19272.258,765.122,1.171,6034.439,4224.152,1980.951,361.009,4162.915,2229.225,18.915,1.855,148821.328,1540.431,302.213,29.287,0,0,268.476,4.027,457.745,311.929,73.148,0,1419.663,145.68,30.667,0.962,0.178,16.192,2915.66,25.799,2,13.343,0,52.181,46081.294,392.015,7.557,2.118,0,833.239,2.484,155.467,0,0,4.452,2853.4,0.24,0,0,14.021,0,340.84,11.818,0,1199.681,0,310.782,0,6.571,0.483,234.935,184.665,3.474,175.041,833.861,1885.203,0,11759.791,110.125,0,116.708,402.749,7595.471,0.06,0,0.352,0,0,0,0,0,3900.903,5.354,113.159,0,1.6,13194.733,8033.699,7210.842,17681.662,416.186,2239.222,4.563,2885.251,51.079,0,34.471,571.741,867.429,66.122,0,9694.03,0,0,0,13.795,3974.945,118.013,6146.357,494.758,0,8.985,385.885,4.81,1101.196,9004.046,6.947,119367.917,0,83.848,522.9,303.978,0,24.813,0,0,11.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,2.493,0,0,0,0,0,0,0,1.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,1988.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.49,103.138,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,498.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,5.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386,0,0,0,0,0,0.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,10.995,0,0,0.636,0,0,0,0,0.295,0,0,0,2.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447,38.047,0,0,0,0,0,3.409,0,0,0,7.915,0,0,0,0,0,4.25,0,1.012,0,0,0,0,0,0,0,0,0,0,17.946,0,0,0.056,0,0,1.871,0.537,0,0,0,0,0,0,0,0.705,0,0,0,0,0,0,0,0,81.553,0,0,2.225,8.462,0,8.36,0,27.215,0,0,0,35.659,0,0,0,0,0,4.125,0,0,0,0,0,0,0,0.081,0,0,0.082,0,0,0,0,0,0,0,0,0,0,0,1.403,0,0,0,0,0,0,0,0,25.166,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,29.882,0.194,0,0,0,0,8.955,0,0,0,0,0,0,2.519,0,0,0,0.418,0,0,0.536,0.817,0,0,0,102.203,0,2.377,0,0,1.154,0,0.656,0.538,158.567,0,15.54,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",1.501,5.7,0,0,0,0,0,0.718,0,2.153,0.993,0,0,0,0,0,0.925,0,0,0,0,0,0,0,0,0,0.916,0,0,0,39.949,0,0,0,0,0,0.157,0,1.497,1.468,0,0,0,0,0,0,0,0.274,0,0.331,0,0,177.404,0,0,0,0,0,0,480.953,0,6.238,0,0,0,0,230.859,0,26.937,0,0,0,0.467,0,0,0,0,0,0,0,0,0,1.218,0.285,0,0,4.791,3.804,4.711,0,0,0,0,2,0,0,0,26.363,0,0,0,2.303,0,0,0,665.385,0,0,0,0,0,0,15.418,0,0,0,4.397,0,13.84,0,0,9.603,0,0,0,0,0,57.542,0,0,0,0,0,0,0,0,17.42,0,26.101,0,0,0,0,0,0,0,0.581,0,0,764.246,0,0,0,0,241.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272,0,0.4,0,2.437,0,6.333,0,0,0,25.759,5.323,0,28.773,10.631,0,0,0,0,0,0,37.999,0,0,0,5.31,0,0,5.161,0,32.433,0,0,0.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0.107,7.48,0,0,0,0,1.185,4.85,393.814,5.03,0,1.769,0,9.733,0,0.992,0,0,125.343,0,0.725,0,0,0,0,0,20.32,0,0,962.446,0,0,3.313,0,0,0,0,0.048,45.3,0,0.676,0,0,0,0,0,11.109,0,75.554,68.177,0,82.879,0,0,61.088,0,0,0,304.462,0,153.899,38.963,0,0,0,695.17,0,67.467,0,5.396,0,190.239,0,0,0,0,0,0,0,0,49.966,78.8,0.676,0,0,0,20.729,10.748,423.645,0,0,332.271,268.043,0,0,0,0,0,3.144,0,0.179,497.934,0,0,0,0,0,0,0,0,0.865,0,1.747,0,0.391,14.519,0,12.113,0,0,0,0.961,0,0,0,0,18.372,0,0,0,24.001,0,17.398,0,0,0.091,0,37.075,0,0,0,0,0,0,0,0,0,0,468.003,112.651,0,3.747,276.325,7796.359,0,0,0,0,0,0,0,0,0,0,12.903,0.94,0,27.043,4.496,28.271,92.531,140.145,53.898,1.461,148.017,2.243,0,0,2445.33,28.282,0,16.191,67.014,0,0,0,0,24.699,0.703,11.304,0,0,0,195.166,0,0,1283.938,0,39.379,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,0,0,0,0,0,0,0.075,114.07,126.067,0,0.193,0,1.637,0,1386.384,0,0,3.122,0,5.568,0,0,0,0,0,0,0,0,0,0,0,17.968,0.401,0,0,0,0,21.915,0,9.873,0,0,0,0,0,2.005,0,22.92,415.392,0,66.736,0,0,0,0,0,0,0,0,6.205,384.312,0,0,0,0,0,414.278,0,0,0,80.77,0,0,0,26.271,0,0,0,0,0.913,778.428,0.882,0,0,0,0,98.009,503.713,0,0,11.11,0,0,0,0,0,0,0,0,0.587,114.547,0,0,0.015,0,0,0,0,1.831,0,0,0,0,5.469,53.079,0,0,0.774,0,0,0,0,0,0,0,896.266,0,0,0,0,0,0,0,1.151,0,0,0.267,0,0,0,0,0,0,0,0,0,0,7.123,60.684,0,0,10.92,1719.283,0,0,0,0,0,0,0,0,0.193,0,0,0,0,22.116,0,0.294,0,0,32.59,0,7.65,0,0,0,6.495,31.187,0,0,193.045,0,0,0,0,0,0,105.279,0,0,0,64.293,0,0,231.37,0,201.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,47.775,0,0,0,0,0,0,0,0,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.743,0,4.377,0,0,0,0,0,165.421,0,0,0,0,0,0,0,0,0,0,0,0,368.063,0,0,0,0,0,0,2,22.955,0,0,0,0,0,0,0,59.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.332,0,0,0,0,0,0,0,0,0,0,347.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,0,0,0,0,0,0,0,0,0,0.343,0,0,0,0,0,0,0,0,2.654,32.034,0,0,0,0,0,23.542,9.56,0,0,0.147,1.164,0,0,312.193,0,0,0,0,4.184,0,0,0,0,0,0,0,0,19.601,0,480.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0,0,0,2.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,7.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.115,0,0,0,0,0,0,0,0,0,1.258,0,0,0,0,0.004,0,0,0,0,0,0,0,0,9.492,0,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",0,86.416,108.407,0,22.869,10.783,0,16.114,2627.561,12468.034,1785.641,0,9.451,202.927,33.032,0.129,5052.026,0,4.868,1.844,0,2129.256,0,0,0,0,74.579,0,14.643,0,335.2,8.498,0.393,4849.119,0,0,119.858,0,2484.88,73997.479,0,1843.715,0,0,0,0,0,213.14,0,254.088,1837.935,0,567.219,0,0,0,1.829,0,0.102,187.758,0.55,359.891,11336.289,8.618,0,0,0,0,34032.014,1.168,0,0,179.946,0,0,0,37.688,0,0,0,17.639,17690.208,5.268,11.182,2107.093,0,0,176.691,36,12707.106,13.76,4.862,36815.448,303.4,39.561,175.101,0,1245.539,14.691,2180.558,0,102.811,0,0,25.172,48.727,10.695,25.63,0,0,0,16.823,37.416,0.591,0,56.075,75800.973,0,3.523,10.873,0,80.686,0,39.494,0,0,0,13123.358,0,0,0,47.162,0,1673.445,0.782,0,0,0,205.772,0,0,0,37.423,3226.022,5.216,0.287,1406.309,599.858,0,762.718,128.051,0,120.361,20.458,4616.734,0,0,0,0,0,0,0,0,1188.171,0,101.816,0,0,7833.34,24553.859,2920.254,2189.008,151.466,15699.517,0.05,1601.976,0,0,122.002,2344.984,3206.299,5.164,0,42047.148,0,0,0,0,5805.66,6.429,2049.13,0,0,2.44,258,2.052,187.497,6168.468,0,72505.475,0,1404.766,0,3.874,0.156,6.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,1.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0,0,0,168.699,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,0,0.023,70.372,1.813,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643,0,0,0,0,0.056,0.516,0,4.205,0,0,0,0,0,10.719,0,0,1.117,0,6.57,0,0,0,0,0,0,0,0,0,0,0,0,0,10.964,0,2.204,0,0,0,0,0,0,0,0,0,0,0,0,2.333,2.959,0,0,0,0,0,9,60.664,0,0,0,0,0,0,0,0.826,0,0,0,15.245,0,0,3.546,0,0,0,0,0,6.942,0,0,0,0,0,0.049,0,0,0.7,0,6.509,0,0,0,0,0,5362.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0,0,0,0,0,0,186.786,0,0,0,0,0,0,0,0,0,0,0,9.816,0,0,1.721,0.75,0,0,0,17.834,0,0,0,0,0,0,27.966,0,0,25.844,0,0,0,0,5.288,0,3.322,0,0,0,0,0,0,174.743,0,7.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,194.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,16.835,0.449,0,0,13.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593,0,0,0,0,0,0,0.4,0,0,0.621,0,0,0,0,0,0,0,0,0,2.516,0,0,0,0,0,0,0,0.245,0,108.428,0,0,0,0,0,0.14,0.099,0,0,0,0,0,0,0,0,0,0,0,0.01,64.767,0,0,0,0,0,0.749,140.862,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,33.743,0,0,0,0,0,0,0,0,0,0,0,0,0.201,1.114,0,0,0,0,4.235,0,0,0,0,0,14.554,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393,0,6.214,0,30.693,0,0,0,0,13.796,0.289,0,0,0,0,0,0.332,0,0,3.383,0,0,0,0,0,0.389,0,0,0,0,0,0,0,24.486,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381,0,0,0,0,0,0
