"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CCK","COL","COM","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","KIR","GRC","GRD","GTM","GIN","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NOR","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WLF","WSM","ZMB","CXR","COK","DJI","GUM","MNG","TON","SOM","SSD","TKM","NPL","ERI","MRT","HTI","SPM","TCA","GRL","IRQ","BES","FSM","MHL","PLW","GNB","YEM","ATF","TUV","BLM","KNA","NIU","NFK","TKL","BTN","MNP","FLK"
"KOR",100.149,0,0,0,195.614,0.23,0,0.055,94.508,74551.36,2387.68,0,1.05,0.911,0.112,0,7557.942,0,4.211,3.744,0.47,6962.83,45.775,0,0,0.236,1043.592,79.682,36.64,100.568,5.564,0,38926.965,0,235.754,0,619.759,0,44.966,1468313.749,0,252.346,0,5.17,26.178,115.517,95.636,0,162.199,799.247,0,270.336,0,4861.58,10.785,108.755,0,52.33,2.842,18.039,389.766,7446.589,112.774,0,0,0,51.09,235519.957,27.038,0,6.999,14.269,0,9.029,0,0,3650.317,180720.855,4262.904,2.962,7424.931,3556.407,162.514,1496.532,5372.292,2.975,82.602,338614.943,3.571,173.943,240.452,0,0,461.633,0,0,29.365,0,1.532,0,0,73.106,24667.653,254.593,26.915,0,19518.53,322.586,0,1073.812,50.77,31748.399,2.631,0.717,0,29.764,0,1073.713,0,0,362529.074,0,0,0,0,19.04,2014.792,26.519,0,152.117,186.116,2751.588,2.58,1.398,0.171,1.365,5749.559,0,13423.042,191.985,0,74.097,1053.511,2685.719,0.021,0,0,0,0,0,0,91.267,242.6,15.709,0,0,18847.742,10603.144,1859.743,702340.919,2242.679,692.122,0,11141.195,0,0,0.148,372.938,3683.238,0,0.157,25503.089,0,0,4391.719,2682.992,9457.049,12.532,744.225,0.141,330.993,1902.578,1.092,615072.964,0,418.109,407.589,0,0,0,0.07,0,0,0,0,555.151,0,0,0,0,0.069,0,0,0,0,0,0,269.347,0,0,1395.85,0,0,577.494,0,0,0,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,2.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0,0,0,0,0.001,0,0,0,0,0,0,0,3.018,0,0,0,0,0,0,0,0,0,0,0,0,1.657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1818.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,0,0,0,0,0,0,0,0,0,0,0,0,1.182,0,0,0,0,0,0,0,80.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.032,0,0,0,0,0,0,0,0,0,0,0,0,0,21.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.862,0,0,0,0,0,0,0,47.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.911,0,0,0,0,0,0,0,0.325,2.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329,0,0,0,0,0.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.008,0,0,0,2.853,0,0,0,0,0.251,0,0,0.254,0,0,0,0,2.654,0,0,0,0,0,0.36,0,0,0.637,0,0,0,0,40.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.603,0,0,2.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328,0,0.137,0.061,0,7.948,0,0,0,0,0,0,26.833,0,0.366,2.878,0,0,0.039,0,0,51.932,0,0,0,0,0,0,0,0,0,0.055,0,1.986,0,0,0,1,0.464,0,0,0,3.315,0,0,0,0,0,0,0,0,0,0,0,0,96.706,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.952,0,0,0,0,0,54.094,0,0,0,0.739,0,0,0,0,0,0,0,1.55,0,0,0,1.795,58.018,0,0,0,0,0,0,0,314.725,0,0,0,0,0,9.59,0,0,0,5.381,0,0,0,0,0,1.706,0.394,0,0,0,0,0,0,0,41.6,0,0.106,0,0,39.593,0,2.166,0,0,0.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,0,0,0.033,0,0,0.758,0.741,0.847,29.538,0,0,0,0,0,11.817,0,0,0,0,28.052,0,0,0,0,11.013,0,0,261.635,0,0,312.969,0,0,0,0,0,0.773,700.383,0,6.479,0,0,0,0,0,0,0,21.602,0,683.048,0,0,0.874,2.307,0,0,96.31,0,419.272,816.456,11.373,0,12.15,0,0,4061.068,0,0,0,50.634,0,0,0,0,0,599.924,19.383,0,0,0,7.362,66.339,404.744,0,0,45.31,260.769,0,0,0,15.269,0,0.139,0,0,0,51.484,0,0,0,408.812,0,0,0,43.302,0,0,2.344,0,31.586,0,0,0,0,0,8.084,0.224,0,327.588,0,0,0,0,0,2.486,0,0,6.016,572.423,0.096,0,0,0,0,0,0,367.641,1.182,0,0,6.275,575.609,0,0,0,0,0,0,0,0.567,0,3.429,0,0,87.19,26.421,456.574,2.259,16.224,8.444,0,357.059,0,0,0,1165.202,232.295,0,0.589,0,0,0,55.504,0,172.986,0,7.853,0,0,194.621,0,1821.919,0,0,9.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,8.597,0,0,0,0,0,0,0.527,1812.771,0,0,11.733,0,0,31044.364,0,0,0,0,607.585,0,0,0,0,1.751,0,0,0,0,0,3.159,0,0,0,2.553,0,27.22,2.005,0,0.045,0,0,0.09,9.207,1.403,0,6.98,56.612,0,2.379,0,0,0,0,0,0.141,0.061,0.231,11.065,4633.109,0,0,0.4,0,0,6051.331,4.695,0,0,1.51,0,0,0,0,0,0,4.047,0,3.584,4.959,1143.139,1.384,131.292,0.552,0,7.162,0.939,0,0.346,0,0,0,0.2,0,1.383,0,0.036,0,0,6.68,0,0,0,0.283,0,0,0.36,0,0.589,0,0,0,0,0.007,0,2.598,0,0,21890.752,0,0,0,0,0,0,0,0.3,13.281,0,5.76,0,0,0,0,0,0,4.814,11.233,0,0.176,484.498,4.32,0,0,0,0,0,0,0,5.134,0,0.118,0,0,5.457,1.673,0.072,2.75,0.074,4.129,0,11.898,0,0,0,9.467,12.592,0,0,0,0,0,0.433,3.156,87.588,2.509,0.9,0,5.566,106.148,0.351,132.795,0,0,1.836,0,0,0,0.462,0,0,0,0,0,0,0,0,0,3.629,0,0,0,0,0,0,5.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466,0,0,0,0,0,0,403.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.913,0,0,0,0,0,0,0,0,0,46.639,0,0,0,0,0,0,6.409,0,0,0,0,0,0,0,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495,0.771,0,0,0,0,0,0,0,0,0,0,0,0,0,6.119,0,0,0,0,0,0,0,0,0,5.038,0,3.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.235,0,0,0,0,0,0,0,0,0,1.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,4.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379,0,0,0,0,0.077,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",0,0,0,0,0,0,0,0,422.456,54843.234,21357.874,0,14.943,0,218.413,0,1329.11,0,0.168,0.197,0,322.808,0,0.182,0,15.821,29.128,9.213,0,1636.9,12.281,273.785,51972.778,27.927,0,0,3.425,0,626.522,493691.692,0,185.248,0,0,0,1183.208,1.327,0,4.064,12419.32,0,542.496,0,491.735,6.609,0,0,0,2670.714,0,1847.432,49284.829,125.724,0,0,0,0,635331.591,275.852,0,0,5307.834,19.419,40.498,140.831,0,28.343,452754.198,796.264,1.128,1537.259,2592.246,53.276,25690,3723.87,138.451,0,396819.987,9.587,16539.62,304.101,0,61314.546,627.929,0,0,53.827,0,11.658,0,0,16.398,793.758,24.386,0,0,0,31.598,64.163,0.781,38.859,262087.517,93.819,0.125,0,255.809,0,688.207,0,0,138540.442,0,0,0,0,0,201.674,13.357,0,243.059,1080.533,4283.654,129.183,0,0.063,3.791,26592.805,0,10541.964,5597.123,0,233.744,265.027,128.018,0,0,0,0,0,0,0,120.912,0,5.22,0,0,32704.633,154472.004,10506.606,126215.254,1307.877,1642.816,0,61836.231,0,0,0.054,200.768,21339.493,0,0.003,132790.942,0,36.707,2839.942,464.063,81207.397,0.619,2787.683,1478.651,508.418,11047.429,5400.61,1370760.286,2466.969,69.041,0,0,0,35.264,10453.085,0,0,0,0,0.174,0,27.837,0,0,0.194,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0.844,0,0,0,0,0,0,0.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.832,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0,0,2.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.936,0,54.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0.379,0,0,0,0,10.731,0,0,0,0,0,4.096,0,0,0,0,0,0,5.778,0,0,0,0,0,0,0,0,0,5.001,0,0.059,0,0,0,0,0,0,0,0,0,5.707,0,0,0,0,0,9.453,3.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.706,0,0,0,0,0,0,0,5.919,0,0,0,0,0,0,0,0,0,0,0,0,0,40.862,0,0,0,0,1.734,0,0,0,0.554,0,0,0,0,9.788,0,0,0,0,0,0.793,0,0,0,0.138,0,0,0,0,0,0,0,2.427,0,0,0,2.973,0.055,0,0,0,0,0,0,0,0,0,95.03,0,0,0.051,6.516,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0.145,0,0,0,2.812,2.383,0,22.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474.406,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,47.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.721,0,0,4.092,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,2.932,0,0,0,0,0,0,0,30.33,2.844,0,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,0,0,0,0,0.842,0.058,12.396,20770.98,1433.158,0,0.188,0,0.086,4.845,9.021,0.6,15.455,1.116,0.008,208.685,7.169,0,0,0.765,0,0,0,10.6,0,0,1444.029,0,0,0,0,0,100.801,2284.48,0,242.607,0,56.127,0,74.197,0,39.557,0,357.4,0,12.728,0,83.041,40.778,7.674,0,0,118.087,0,74.115,18149.348,25.684,0,0,0,0,191.256,173.477,0,0,0,0,88.604,0,62.208,35.013,1761.299,96.066,0.623,440.192,0,91.681,44,633.042,0,168.477,12475.578,5.098,0,0.118,0,804.467,6.814,0.837,0,245.982,0,0.288,0,0,29.489,0.345,0,0,0,1143.201,0,63.509,0,0,0,0.111,0,0,2.253,0,0,0,0,8888.309,0,0,0,0,0,54.406,11.035,0,0.347,759.969,137.615,121.641,0,1.259,48.659,2053.743,0,79.348,5.935,0,0,31.992,520.422,0,0,0,0.118,0.453,0,0,17.469,0,4.76,0,136.493,61.27,7191.683,103.691,21.973,38.186,103.052,0,241.748,0,0,0,992.123,667.782,0,0,15.32,5.199,0,689.74,121.895,242.592,0,3.481,0,205.379,1736.845,0.441,200862.565,63.74,1.519,0,0,0,0,0.082,0,0,0,0,0.062,0,0,0,0,22.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.587,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0,30.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNE",0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,2.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,0,0,0,3.571,0,0,0.111,0,0.596,0,0,0,0,0,0,0,0,0,0,4.343,0,0,0,0,0,0,0,0.1,0,0.696,2.459,0,0,0,0,0,0,13.403,0,0,0,0,0,0,0,0,0,2.237,0,0,0,0,0,0,0,0,0.29,0,0.958,113.096,0,24.554,0,0,0,292.774,0,0,0,0,0,0,10.896,0,0,0,0,0,0.014,0,0,0,1.418,20.011,0,12.58,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,3.26,0,36.675,0,731.44,0,245.183,111.437,0,0,0,0,0,0,0,0,0.494,0,0,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0,4.437,0,0,0,11.588,0.642,0,0,0,0,0,0,0,2.398,16.58,0.425,0,0,0,0.008,1.13,52.884,27.021,0.222,0,0.806,0,0,0,0,3.623,0,0,119.832,34.565,0,45.186,0,0,0,0.046,0,0,2.761,0.062,35.961,18.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
