"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","SLB","VGB","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CXR","COL","COG","COD","CRI","HRV","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NLD","CUW","NCL","NZL","NIC","NER","NGA","NOR","MNP","FSM","MHL","PAK","PAN","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","ZMB","BLZ","KIR","LBR","VUT","PLW","PNG","SOM","SDN","LBY","SSD","KNA","AIA","LCA","VCT","CAF","GNQ","MRT","SXM","TUV","CUB","TKM","SPM","BTN","BRN","COM","DJI","GRL","NPL","ABW","GNB","TON","WSM","YEM","GUM","ATF","COK","ASM","BES","NIU","NFK","STP","IOT","FLK"
"LTU",0,0,0,0,0,0,2.968,0,0.459,27.734,0,0,0,33.867,0,240.253,0,0,7.888,0,4.092,0,0,5.104,0,0,220.044,0,0,226.782,0,0,0,0,0,156.859,0,2.425,0,0,0.295,0.277,0,24.98,0,363.599,0,0,0.034,0,0,0,55.003,0,908.046,982.511,2.929,0,706.941,0,0,493.217,0,0,0.01,0,0,0,0,0,0,443.561,250.477,0.101,0.058,0,0,12.836,0.082,435.553,0,0,8.652,36.141,0,8.127,0,1.519,0.33,0.875,0,0,0,121.686,0,247.561,0,3.923,0,39.799,0.024,0,0,0,30.779,0,10.831,0,0,1.072,0,0.007,0,177.625,0,0,2.307,0,0,43.582,333.287,0,0,0,0,0,0,0,0,0,1882.735,34.402,0,0,59.987,964.655,0,0,0,4.11,0,3.416,0,0,55.785,9.475,431.202,37.335,68.042,0.031,0,559.007,0,0,1054.02,186.064,0,0,54.105,0,0,0,21.404,0.608,57.591,0,0,4.309,0,5.565,190.813,0,1026.539,0,0,14.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,19.537,0,0.439,0,0,6.761,0,129.55,0,0,2.148,0,0,17820.573,0,0,0.079,0,3.184,0,0,0,6.756,0,0.25,0,0,4.984,0.449,0,1.764,0,5.122,2.016,0,0,0,0,5.548,0,0.532,0.204,0,3.192,0,0,0,0,0,0,0.022,0,6.942,3552.702,0,0,0.415,0,0,7031.174,0,0,2.001,0,0,0,0,0,0,1.359,0.741,0,0.593,0,0,615.645,1.213,195.531,0.545,0,1.492,0.114,0,1.223,0,0.133,0,0.772,0,0,0,0,101.028,0,0,0,0,66.233,1.204,0,13.969,0.609,0.295,0,0,0,0,0,0,0,0,6271.886,0,0,1.66,0,0,0.862,2.923,0,0,0,3.709,0,0,0,6.641,0,0.299,155.882,0,3.086,112.204,0.34,0,0,0,8.677,0,6.756,0,0,1.404,0,0.266,12.817,0.151,5.634,0,346.093,0,0,0.599,17.929,0,0,13.69,0,0,0,1.836,0.817,6.005,0,0.905,0.837,0,12.078,59.213,8.404,17.17,0,0,2.29,0,2.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.372,0,0,0,0,0,0.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766,0,0,0,0,0,10.411,0,0,0.402,0,0,0,0,0,0,37.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.292,0,0,40.242,0,0,0,0,0,0,0,0,0,0,0,4.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.039,0,0,0,0,0,0,0,9.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,5.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",336.769,0,0,0,0,0,0.061,72.382,8039.5,13388.231,0,1.434,0,159.152,424.896,2449.143,0,0,1.714,0.024,2162.861,0,0,157.748,165.088,0,714.8,3.331,0,26146.893,0,0,381.631,0,13.18,295192.731,0,27.655,0,130.697,2200.201,0.053,0,5425.866,0,245.292,0,223.187,0.224,0.053,0,0,738.72,0,1335.268,82982.616,0,0,46.671,0,0.124,368878.618,4.436,0,6.699,0,0,0,0,0,0,484840.214,356.233,1.861,4694.268,51.16,0,28.108,467,2397.719,0,0.033,193608.863,20.881,486.409,461.142,0,53602.852,1.192,0,0,21.664,0,49.918,73.957,802.312,0,128.323,120.582,0,22.254,0,13.321,2.116,168646.643,8.162,145.836,0,0,131.27,0,242.624,0,24002.739,0,0,256.581,4.388,0,77.263,972.296,0,0,0,3605.838,0,0,3.866,6109.859,0,9855.101,59.56,0,115.995,627.178,909.234,0,0,0,1199.912,0,887.054,0,0,9064.095,153170.277,1241.98,613441.463,4439.089,304.295,0,10534.698,0,0,190.456,4785.881,0,0,115412.051,113.083,0,0,510.761,106.066,46674.511,0,111.946,600.593,2386.695,139.135,6620.108,8.962,2214890.207,104.041,2.112,0,0,0,0,0,0,0,0,5.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,0,0,0.011,0,0,0.498,0,0,0.112,0,0,0,0,0.136,0,0,0,0,0,0.1,0,0,6.625,0,0,0,0,0,16.152,0,0,0,0,0,0,0,0.539,0,0,0,0,0,0,0,0,0,0,0.511,0,0,0,0,0,0,4.347,0.011,0,0,0,0.295,0,0,0,0,0,0,0,0,0,0,0,0,6.225,0,0,0,0,0,0,0,0.589,0,0,0,0,0,0,0.036,0.01,0,0,0,3.046,0,3.286,0,0,1.362,0,0,0,0,0,0,0,0,7.47,0,0,9.071,0,0,0,0.158,0,0,0,0,0,0,0.442,0,0,2.267,0,0,0,0,0,0,0,0,0,0,30.8,0,0,0.071,2.468,0,0,0,0.161,0,0,0,0,0.364,2.801,0,0,0.07,0,0,0,0.007,0,0,0,0,0,0,0.899,208.94,0,17.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.717,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,64.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.955,0,0,0,0,0.831,0,0,0,219.142,1211.258,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.148,0,0,0,0,6.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,2.587,0,0,0,0,0.009,11.728,4839.976,777.631,0,0,0,0.172,0,0.705,120.96,3.216,0.109,0.009,441.316,0,0,15.054,0,0,4,0.931,0,2342.72,0,0,29.29,0,108.353,2239.173,0,139.709,0,0,328.806,0,0,185.343,0,86.639,0,56.83,19.081,9.635,0,0,73.851,0,45.528,8056.372,0,0,0,0,0,1489.659,0,0,4.484,0,63.968,0,0,0,13.451,1422.032,15.654,1.319,73.493,0,0,36.4,6,31.956,0,1.92,9792.956,0.167,0,0,0,725.355,0,0,0,0,0,0.211,7.296,0.17,0,0,0,1046.851,0,0,1.358,3.363,0,0.145,0.023,1.583,0,5.222,0,0,0,16485.558,0,0,95.254,30.193,0,1.691,243.439,0,0,0,39.803,60.136,0.91,12.074,67.073,0,1720.85,12.483,0,0,69.938,237.877,0,0,0,16.099,0,2.155,0,0,40.23,1135.637,60.246,2638.501,25.396,104.155,0,205.582,0,0,190.547,269.27,0,0,321.34,0,0,0,12.873,0,49.285,0,0,3.707,5.891,0.339,602.863,0,94626.608,72.487,0.477,0.13,0,0.251,8.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,0,0,1.804,0,0,0,0,0,0,0.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821,0,0,0,145.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNE",0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.483,0,0,0,0,0,1.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,13.266,0,0,0,0.01,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0.1,0,0,0.058,0,0,1.033,6.708,0,18.782,0,0,3.661,0,0,0,0,1.875,4.622,0,0,0,0,0,78.191,0,2.581,0,0.303,5.324,0,0,0,9.476,0,260.007,0,0,0.031,0,0,6.933,0,0,0,0,0,0,0,0,0,0,0,0,85.188,0,14.126,0,0,0,0,0.02,46.929,0,0,0,0,0,0,0,0,0,0,0,0,4.425,0,0,92.029,0,0,0,0,0,0,0,0,0,0,0,4.677,0,2.217,145.256,0,0,0,0,0,0,0,0,0,0,6.119,0,0,0,36.612,0,0,0,0,0,90.213,0.427,0,0,0,3.309,0,19.598,0.229,0.104,0,3.6,0,0,0.108,22.391,0,0,280.029,21.78,0,0,0.008,0,0.752,0,0,3.24,1.62,0,0,0,11.55,12.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,34.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.403,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,2.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.318,0,0,0,0,0,0,0,0,0,221.189,0,0,0,0,0,0,0,0,0,0,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.629,0,0,0,167.739,1287.251,0,0,0,0,0,0,0,0,29.097,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,362.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",0,180.694,5.435,0,0.081,0,0.776,0.192,22.015,15673.544,0,29.944,14.955,0.4,0,157141.827,0,0,100.664,0.062,130.451,0,0,4057.662,0.286,3.701,360.599,16.355,0.034,9372.273,28.562,0,124.779,6.131,159.209,4177.891,0,5.324,1.001,1.313,1.726,795.558,792.948,25992.128,4.104,7317.827,0,23.575,23.863,6.046,15.208,0.571,12454.859,0,5823.962,102813.249,8.318,0.37,9.966,4.813,17.005,402383.913,63.622,0,13067.366,0,14.793,0.34,0,0,0,3283.184,17945.497,37.119,315.669,0,172.85,2127.558,983.558,80800.974,2.012,5.999,101.806,608.099,3.254,21.401,0,391.942,29.017,0,0,1.283,0,456.984,1954.477,5460.339,0,0,7.599,881.111,0.014,27.887,592.693,2.683,718.706,0.159,152.433,1.811,0,276.548,29.396,11.324,0,0,213.374,0,257.729,0,1.114,53.982,2215.2,0,0,0,964.817,5.185,0,7.642,64.059,0,77310.723,35635.324,0,90.746,9645.519,3275.853,15.214,0,14.383,39.358,5.579,255.447,5.346,0,275.131,245.763,1770.5,769.735,986.103,672.163,0.083,74942.864,67.767,0,30556.945,34139.544,0.025,0,1079.89,1.043,0,16.211,265.93,1591.37,6206.959,0,0.2,6501.549,64.012,28.221,46842.09,4.645,3974.607,75.601,0.878,2.774,0,5.197,0,0,0.807,0,0,0,3.648,133.17,3.101,0,0,0.029,0,0,44.052,0,0.32,54.212,0,0,0.436,0,0.058,0,0,35.693,0,0.059,1037.2,0,0,0,0,0,0,0,0,360.754,0,0,0,0,0
"CUW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",0,0,0,0,0,0,0,0,664.981,1.348,0,0,0,0,0,0,0,0.014,0,0.007,0.016,9.239,0,0,0,0,0,0,0,3.917,0,0,0,0,0,2.653,0,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,12.094,8.148,0,0.334,1.251,0,0,0,0,15.524,0,0,0,0,0,0,0,0,0,9.317,0,0.205,0,0,0,0.03,4.096,1.294,0,0,3.024,0,0,0,0,1.361,0,0,2.704,0,0,0,0,0,0,0,0,10.982,0,0,0,0,0,0,0,0,0,0,0,0,0,10.253,0,2.266,0,0,0,0,0,0,0,1.297,0,0,0,0.753,3.192,0,16.282,0,0,1.09,0,0.923,0,0,0,0,0,0,0,0,0.668,11.227,0.027,0.718,0,4.489,0,0,0,0,3.184,0.181,0,0,4.533,0,0,0,0,0,0,0,0,0,0,0,20.758,0,61.299,0,0.46,0,0,0,0,5.575,0,59.082,0,26.104,0,0,0,0,0,0,0,0,0,0,0,0,26.345,0,0,0,0,0,0,0,0,0.454,0,0,11.763,271.369,0,0,0,21.202,0,0,0.901,0.506,0,0,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906,0.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
