"AFG","DZA","AND","AGO","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CXR","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FLK","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LSO","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","ANT","NCL","NZL","NIC","NER","NGA","NOR","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","QAT","ROU","RUS","RWA","SHN","KNA","LCA","VCT","STP","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TON","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","SCG","ZMB","SLB","BDI","CCK","KIR","LAO","VUT","NFK","MNP","GNB","ALB","BTN","LBY","ATG","CAF","NRU","ABW","SUR","SMR","COM","MYT","SPM","MHL","ASM","GUM","LBR","NIU","TLS","GNQ","TKL","FSM","PLW","AIA"
"PAN",0,0,0,0,0,1.534,0,0,0,0,0,0,0,0,0,0,0,0,3.686,0.484,0,0,0,0,0,0,0,0,0,0,0,0,1.918,0,0,113.892,0,0,0,81.872,0,5.151,0,0,0,0,4.715,0,68.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,21.516,0,0.041,0,11.289,8.057,0,0,0,0,0,0,0,0,0,2.322,0,0,0,0,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.307,0,0,0,0,0,0,0,0,0.896,0,0,0,18.257,0,0,0,0,0,0,0.281,1.152,0,0,0,0,0,0,0,0,0,0.682,0,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,0,0,1.343,0,0,0,0.984,0,109.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,12.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,30.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0,0,0,0,0,0,5.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.059,0,0,0,6.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0,390.222,261.603,54.481,0,0,0,0,0,99.027,0,0,0,0,9.721,0,0,0,0,0,0,0,0,684.918,0,0,0,0,0,39.307,0,33.643,0,0,0,0,0,0,3.125,1.822,0,0,0,0,0,0,0,0,14.306,0,0,41.408,1823.562,1.201,0,0,0,0,0,26621.963,0,0,0,0,0,0,0,0,0,0,542.843,568,0,23.127,0,0,0.721,427,1.661,0,0,21655.925,0,0,0,0,459.361,0,0,0,0,0,0,0,0,0.17,0,275.027,0,0,0,0,0,238.254,0,0,0,378.25,0,0,0,0,4328.255,0,0,59.369,0,0,0,0.338,0,0,0,0,0,0,0,0,42.982,0,3,0.734,0,0,0,0,0,0,0,0,0,0,12.787,1890.215,5.638,0,2.911,0,0.436,0,264.855,0,0,3.882,24.668,0,0,1010.897,0,0,0.074,0,0,2.442,0,0,0,0,0,0,0,352.642,0,14998.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0.144,0,89,0,0.01,17.201,19.044,0,0,0,0,0,46.624,0,0,0,0,4.753,0,0,0,1.066,0,369.895,0,0,1.297,0,0,0,0,0,0,0,0,0,0,0,0,4.953,0,0,227.409,0,132.047,0,0,3.043,0,0,0,286.998,0,0,108,195.8,0,0,0,53.792,0,0,1546.53,91,0,0,0,0,0,0,0,0,0,77.393,53,0.453,0,0,0,0.343,0,68.801,0,0,16.388,0,0,0,0,6.6,0,0,0,0,207,119.704,0,0,0,0,0,0,0,0.36,0,0,5.088,0,51.892,0,0,0,0,0,0,1219.038,0,0,0,0,0,0,115.153,0,0,0,0,0,0,0,0,20.13,0,159.631,278.82,0,0,0,0,0,0,0,0,0,0,0,1.189,154.439,0,22.238,0,0.346,0,51.876,0,0,65.107,90.184,0,0,1.056,0,0,0,120,0,220.898,0,0,0,0,694.393,0,0,200.518,0,54.338,0,4.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,1.561,410.766,0,97.884,20.564,1822.323,0,0,0,0,0.545,6467.819,0,0,0,0,82.752,0,0,0,0.672,0,0.1,0,0.483,18.381,117.575,0,0,0,26.825,212.658,0,1.355,0,0,0,7.459,8.009,0,6.572,170.201,0,30.857,0,0,0,0,0,0,3.476,0,0,153.077,6427.273,10.057,0,0.206,0,0,0,6090.058,0,0.247,104.557,0,0,0,10.656,0,0,0,0.457,1205.078,2.856,73.212,0,0,14.991,174.721,401.689,0.61,0,100.765,0,0,0,0,45.59,18.738,0,0.68,0,0.662,0,0,5.386,0,0,29.678,0,0,0.569,0,18.293,77.052,0,0.482,0,148.189,152.477,0,0.057,0,6702.39,0.088,0.488,17.71,0,0,11.381,109.779,0,0,0,0,0,0,0,3949.833,0,0,33,14.146,0,0,0,0,0,28.161,14.279,0,4.407,0,5.37,121.863,20.438,0,10.695,0,26.223,0,3119.511,0,0,1544.844,35.634,0,0,5.03,0,0,0,0,15.501,2.133,0,0,0,0,0,1.284,0,8877.821,0,2288.081,0,3.162,0,0,0,0,0.155,0,0,0,0,0,0,0,0,0,42.252,0,0,0,0,0,0,0,0,0,0,0.326,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,0,0,0,0,0,5.247,0,0,0,0,0,1.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0,0,0.114,0,0,0,0,0,0,0,0,0.543,0,0,0,51.053,0,0,0,0,0,0,39.405,0,0,0.701,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38.323,272.412,0,0,0,0,0,0,0,0,0,0,1,0,0,0.948,0,0,0,0,0,0,0,2,0,0,4.205,0,0.317,0,0,0,0,0,0,25.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.279,0,0,0,0.878,0,0,0,0,9.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.279,0,5.89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,32.391,0,44.147,1.848,0.031,19.618,0.461,0,0,1.284,1.504,0,18.328,0,0,0,0,0,0,0,0,5.238,0,352.8,0.29,0,22.381,0,0,0,0,0,9538.554,0,0,0,0,0,0,1.828,127.483,0,10.119,0,26.467,0,0,7.635,0,0,0.127,0.502,0,0,26.566,86.345,0,0,0,4.689,0,0,218.997,0,0,23.871,0,0,0,17.382,0,0,0,16.397,929.392,0.508,0,189.494,0,0,533.597,12.706,0,0,136.739,1074.49,0,0,26,53.337,0.221,7.857,0,0,63.078,1.129,0,0,0,0,17.25,0,0,0,0,0,71.002,6.85,5.156,0,0,0,0,0,0,49.983,0,0,0,0,0,0.444,0,0,7.813,0,0,0,0,0,50.927,0,0,17.61,0,0,0,0,0,0,0,0,0,0,4.596,431.823,73.559,10.145,181.534,3.545,0,15.053,0,1.49,0,0,4.757,0.468,0,3.768,0,0,0,0,0.187,0,9.38,21.313,0,0,0,140.514,0,608.174,74.14,0,1367.856,0,0,328.643,0,0,0,34.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,154.657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0,0,0,0,11.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,16.122,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,24.675,0,0,0,0,0,0.57,0,3.711,0.09,0,0,0,0,8.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896,0,0,2.782,0,0,0,0,0,0,0,0,0,9.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.497,0,2.038,0,0,0,0,0,0,0,50.133,0,0.15,0,0,0,0,0,0,0.008,763.319,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",0,11.937,0,0,0,0.862,64.427,11.221,0,0.479,89.738,0,0.929,12.023,0,0,0,0.059,0,0,0,0,5.651,15.619,0,0,0,27.749,0,0,64.21,0,0.726,19.669,0,0,0,0,0,0,0,0,0.244,3.98,0,0,0,0,0,0,4.639,0,0,0,0,6.435,88.671,7.055,0,18.679,0,0.219,0,354,2.287,0,5.636,0,0,0,0,0,0,0,46.641,2,0,0,0,489.214,0,45,70.045,0.472,0,1361.977,0,0.371,6.416,0,34.663,0,0,41.538,0,0,0,0,0,0,0,11.477,0.706,0,0.116,0,0.258,97.469,0,0,0,2.489,0.154,0,0,0.621,53.627,0,0,12.389,0,0,3.352,0,0,0,0,0,0,0.405,0,0,1.165,6.098,0,2.859,0.161,0,0,0,0,0,14.041,0,0,0,0,234.939,0.019,3.958,20.771,0,1.824,0,16.164,0,0,11.452,9.667,0,0,46.12,2.794,0,0,74.609,0,42.723,0,0,0,0,0,0,1.268,355.349,5.904,1389.495,0,0.55,0,19.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",3.155,1.452,0.008,0.049,0,172.54,3146.129,1166.448,0,0.71,214.126,3.175,0,404.198,0,2.632,0,0,565.646,0,0,350.67,21.725,274.84,0.163,20.803,1.152,230.437,0,0,258.039,0,5.373,6291.139,0,27.133,0,0,0,10.236,291.931,0.843,26.264,2816.216,1.831,1016.956,0,0,0,0,12.951,0,75.04,0,5.124,724.235,1785.691,6.998,0,0.103,1.345,0,0,66614.149,2.793,0,11.365,0,0,0.098,0,0,0,19.298,5274.011,248.861,1.855,97.404,1483.733,0,52835.87,1817.504,292.696,0.193,0,11104.654,2.3,2.129,7.793,20.509,4611.8,3.88,7.089,10.498,0,0,0,3.057,20.694,3.625,0,22602.822,52.328,0,0.378,1.111,13.159,6251.592,73.348,0,0,25.846,0,0.266,0,149.656,7564.94,0,5.915,1012.97,0,0,91.044,1835.087,257.691,75.678,64.559,0,1.069,1008.256,0,4697.375,69.815,4.232,12.524,197.725,0.159,0,0,0,0.967,0,51.061,0,34.053,0,4893.404,0,101.219,1982.027,131.954,0,676.526,0,1839.697,1.088,0,71.219,380.303,3.568,0,8569.043,0,0,0.676,2593.005,5.035,2117.948,0,0,0,0,25.284,0,181.452,17728.755,0.332,8656.058,0.327,0,97.432,22.823,0,0,13.759,0,0,0,0,0,10.343,0.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465,0,0,0,0,0,0,1.095,0,0,0,0,0
"SVK",0,0,0,0,0,0.08,0,20.311,0,0,0,0,0,23.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.348,522.544,0,0,0,0,0,0,0,0,4.184,0,0,0.609,48.086,0,0,0,0,0,0,3620.17,0,0,3.813,0,0,0,0,0,0,0,0.025,31.849,0,0,0,0,2.917,0,1.178,0,0,3.153,1.655,0,0,0,0,0,0,5.57,0.615,1.555,1.096,0,0,0,0,20.537,0,0,0.405,0,0,0,0,0,0,9.899,0,0,0,0,7.667,0,0,0.757,0,0,0,0.31,0,0,0,0,0,0,0,148.951,0,0,159.771,3.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837,0,0,0,2.243,0,0,24.167,12.674,0,0,0,0,0,0,0,0.408,0,0,0,0,0,25.598,0,2.428,76.264,0,35.648,0,0,0,0,0,0,1.602,0,0,0,0,0,0,0,0,0,0,0,0,12.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,73.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.168,0,0.032,0,0,0,0,0,3.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,8.365,46,0,0,0,0,132.167,0,0,0,0,725.501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.554,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11,0,0,0,0,0,0,0,0,0,0,0,0,8.483,7.645,0,20.845,0,0,0,0,0,0,0,0,0,0,0,0,2.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0,0,0,0,1.481,27.371,24.077,0,0,0,0,0,73.767,0,0,87.38,0,5.296,0,0,0,0,0,0,0,0,0.965,0,0,0,0,0,38.883,0,0,0,0,0,0,215.227,0,0.404,6.471,0,15.353,0,0,0.343,0,0,0,10.543,0,0,4.955,23.392,0,0,0,0,0,0,489.032,0,0,0,0,0,0,0,0,0,0,0.007,40.6,0.584,0,0,0,0.958,0.234,314.403,0,0,2.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0.844,0,0,0,0,0,0,0,0,0,0,0,0.193,0,0,0,0,0,0,1.278,0,0,0,0,0,0,0,0.439,0.214,0,12.65,104.014,0,0,0,0,0,0,28.946,0,0,0,0,0.545,34.166,0,0,0,2.715,3.446,0.045,0,0,0.597,31.16,0,0,68.628,0,0,0,0,0.016,8.715,0,0,0,0,0,42.284,0,24.767,0,60.204,0,0,0,0,0,0,263.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
