"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CAF","LKA","CHL","CHN","COL","COG","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GTM","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","MNP","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","KNA","LCA","VCT","SMR","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SWZ","SWE","CHE","SYR","THA","TGO","TKL","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","SCG","ZMB","SLB","CXR","CCK","KIR","NFK","TON","BDI","GUM","TCD","COD","GNQ","RWA","SUR","KGZ","GNB","TCA","MYT","GIN","LBY","TKM","COM","DJI","SPM","WLF","CYM","ATF","TJK","VUT","COK","LSO","NIU","MHL","TUV","STP","FLK","FSM","PLW","AIA"
"PAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0,0,0.478,1.348,0,0,0,0,0,0,0,0,0,0,0,37.327,0,6.439,0,98.302,0,51.138,0,0,0,0,2.931,0,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.037,0,0,27.736,43.943,0,0,0,0,0,0,0,0,0,0.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,0,0,0,0,0,0,3.183,0,0,0,0,0,0,0,0,0,0.466,0,0,0,0,0,0,16.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,21.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0,0,0,0,11.145,0,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,0,0.572,0,0,0.308,0,0,0,0,4.518,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,4.202,0,6.17,0,0,0,0,0,0,0,0,0,0,3.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164,0,0,0,0.301,0,0,0,0,0,0,0,0,0,0,0,0,0.981,0,47.039,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,2.648,0,0.245,0,0,0,243.614,42.121,554.442,0,0,0,0,0,103.953,0,0.069,0,0,121.059,0,0,0,0,0,0,0,0,335.36,0,0,0,0,247.351,0,0,0,0,0,0.649,0.869,0,29.878,0,0,0,0,0,0,911.856,0,73.043,1106.09,0,0,0,0,0,34154.988,0,0,18.215,0,0,0,0,0,0,4775.064,27,0.512,106.488,0,0,0.375,131.753,2.661,0,0,91153.113,0,0,0,0,6151.616,24.563,0,0,0,0,0.42,0,0,1.895,0,259.579,0,0,0,0,0,260.475,0,0,0,0,0,0,0,0,0,16.969,0,0,0,48.845,0,0,0,3.316,0,0,0,0,0,2.299,0,0,0,0,0,2.809,29.538,0,0,0,0,0,0.956,0,0,51.564,2419.759,0.043,0,0.003,0,151.104,0,321.424,0,0,47.125,31.359,0,1960.788,0,0,0,0,0,790.533,0.69,1.49,0,0,705.118,0,17962.756,0,0.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0,0,0,0,0,0,0,0,6.652,456.972,0,0,0,0.051,0,486.622,0,0,0,0,0.332,0,0,0,6.441,0,317.392,0,0,8.982,0,0,0,0,1209.396,0,0,0.005,22.434,0,0.364,337.392,0,492,0,0,0,0,0,0,18.416,0,42.493,420.939,0,0,17.511,0,0,4661.272,0,0,8.048,0,0,0,0,0,0,83.433,318.239,0,0,0,0,1.539,319,84.306,0,0,7.952,12.4,0,0,0,27.264,0,0,0,248.192,0,545.924,517.089,0,0,0,0,0,0,2.743,0,0,0,0,13.941,0,0,0,0,0,0,0,364.836,0,0,0,0,0,0,0,234.441,0,0,0,0,0,0,0,0,3.497,0,0,297.75,1136.929,0,0,0,0,0,0,0,0,4.609,1.363,161.014,354.468,6.371,0,0,0,229.527,0,0,71.371,129.236,0,791.054,0,0,0,0,0,18.743,0,517.605,6.066,0,299.739,0,201.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,0.193,0,0.557,262.166,0,0.435,4.32,8.217,479.444,0,0,0,0,0,3598.917,0,0,0.196,0,75.057,0,0,0,1.248,0,0,14.287,0,37.562,106.58,0,0,5.327,505.741,0.029,0,0,58.013,0,10.721,40.43,0,3.59,0,0,10.158,0,0,0,14.468,0,14.579,7049.227,27.577,10.868,0,0,0,5925.997,0,0,65.065,0,0,0,0,0,0,622.623,5176.02,14.035,6.116,0,0,12.522,18.699,1404.527,239.155,0,139.492,0.1,0,24.327,0,61.295,29.485,0,1.052,0,0,1.218,0,21.733,0,0,299.276,0,0,2.974,0,5.558,137.064,0,0,0,3.787,98.631,0,0,0,0,9746.889,0,0,3.076,29.834,0,0,0,159.001,0,0,0,0,0,0,0,348.388,0,0,0,105.361,17.01,0,0,0,0,0,1.801,0,0,0.885,42.068,32.704,0,1.283,0,75.944,0.817,4962.346,0,0,63.676,48.967,0,11.522,0,0,0,0,33.198,43.179,0,0.02,0,3.095,4196.235,0,9276.445,0,0,0,0,0,0,1.247,0,0,0,0,0,0,0,0,0,1.398,0.719,0,0,0,0,3.854,0,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.028,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850.49,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.612,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,0.724,0,0,0,0,0,0,0,12.47,0,0,0,0,0,4.453,0,0,0,0,0.076,0,0,0,2.091,0,0,0,0,0,0,0,0,5.5,0,0,0,0,3.524,0,0,0.525,0,0,0,0,0,0,0,0,2.243,0,0.882,15.123,948.787,0,0,0,0,158.457,0,0,1.459,0,0,0,0,0,0,0,247,1.188,0,0,0,0,4.707,405.451,0,0,2.161,0,0,0,0,0,0,0,6.352,0,0,0.428,0,0,0,0,0,0,0,0,0,7.808,0,0,2.885,0,0,0,0,0,0,0,3.394,0,0,0,0.923,0,0,0,226.621,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.423,0,0,0,6.562,0,7.401,0,0,49.951,1.685,0,2.712,0,0,0,0,0.468,0.782,0,0,0.262,0,27.226,0,13.807,0,0,0,0,0,0,5.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,78.279,0,0,39.229,0,8.048,13.5,0.476,0.098,0,0,1.8,30.582,0,5.964,0,0,0,0,0,0,0,0,29.65,0,2334,0.195,0,48.242,0,0,0,0,13828.231,0.013,0,0,0,3.567,5.385,147.816,0,43.406,0,0,0,0,0,5.749,16.374,0,44.241,25.006,0,0,28.636,0,0,211.491,0,0,13.407,0,0,0,0,0,0,5.43,1.76,0,0,71.182,3.312,0,28,220.372,0,0,8.743,1758.692,0,0,0,454.384,0,4.4,0,33.717,41.875,36.345,0,0,0,0,0,0,0,0,0,0,0,6.904,6.712,0,0,0,0,0,0,2.381,1.208,0,0,0,0,0,0,0,41.036,0,0,0,0,0,0.95,0,54.774,0,4.386,0,1.679,0,0,0,0,0,0,0,0,9.305,2053.041,4.319,43.622,49.266,3.601,0,0,0,0.708,0,0,10.284,3.779,216,0,0,0,0,547.864,0,44.784,0,61.37,0,3.319,152.483,0,1166.719,0,0,1080.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.72,0,0,0,3.858,0,163.159,0,0,0,0,0,0,26.172,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.262,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0,14.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.766,0,0,0,0,0,0,0,3.333,0,11.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0.077,0,0,0,0,0,0,18.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.59,0.784,0,0,0,3.393,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,68.326,0,0,0,0,0,0.126,0,0,0,0,0,0,0,0,0,10.342,0,0,18.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.867,0,0,0,0,0,6.787,0,0,0,0,0,0,0,72.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.189,0,27.2,4.53,0,0.124,66.414,0,0.937,0,0,0,0,0,0,0,0,0,0,1669.951,0,5.085,0.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.045,0,0.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",0,0,0.461,0,0,0,0,0,0,314.729,6.378,0,0.314,28.273,0,0.075,25.592,0,0,0,0,0.851,0,0,0,0.266,0,0.7,0,0,11.718,0,0,62.926,0,18.942,1.104,1.752,0,1.678,0,0.24,0.95,0,0,0,0,0,0,45.314,0,0,0,43.857,288.646,0,0,0,0,0,315.37,7.863,0,1.935,0,0,0,0,0,1.796,38.836,3,0,18.248,1.734,0,1.601,619.379,171.353,0.477,0,1020.733,0,14.201,8.76,0.344,14.348,9.766,0,1.7,0,0,1.042,2.369,0,0,1.154,42.99,26.924,0,0,0,71.282,221.884,0,0,0,0,0,12.074,0,0,42.024,157.24,0,0,0,46.015,0,0,10.632,3.545,0,0,0,0,0,0,2.827,134,0.193,0,0,0,24.252,0,0,0,0,17.73,0,0.267,0,0,193.472,6.448,5.34,5.725,0,9.131,0,1.799,0,0,165.538,54.58,17.862,98.145,0,0,0,15.045,0.301,83.687,0.38,0,0,0.84,779.692,4.2,1801.96,0,0.034,0,8.96,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",0,0,3.173,0,0,0,0,0,21.061,10278.661,1495.632,0,8.628,467.829,0,0,609.429,0,1.46,0,0,589.295,0,0,273.652,5.898,93.484,0,106.444,0,631.035,0,0,135.503,39.134,14586.965,0.179,0,8.837,221.296,0,11.154,813.066,0,199.421,0,0,0.137,0,0,0,31.591,5.322,624.994,3878.004,9.588,0.042,0,0,0,27538,1.116,0,0,0.407,0,0,0,0,0,13575.522,438.513,14.606,29518.957,84.182,0,22434.739,1036.678,1147.209,0,0,13019.818,0.1,37.707,0,183.205,5676.747,91.095,0,2.071,7.223,0,108.98,0,35.106,0.637,0,34063.104,74.913,0,7.601,0,22.536,1700.477,4.005,0,0,19.713,0.032,13.631,0,0,8.8,2697.583,0,0,9.145,444.579,0,0,66.864,2957.853,0,82.036,4.188,21.195,75.372,2.262,6670.213,2084.677,9.721,0,5.622,9.079,463.904,0,0,0,0,925.838,0,19,0,4090.621,0,317.565,1633.605,44.059,0,359.078,0.061,6444.792,45.065,0,384.919,487.873,0.705,38311.862,0,0,0.88,2292.131,4.809,297.919,0,192.22,0.014,56.053,11145.628,0.212,46355.248,0,2.908,0,0.524,0,0,0,0,4.501,0,0,0,0,0,0,0.721,0,0,0,0,0,0,0,0,0,0,4.937,0,0,0,0,0,0,0,0,0.556,0,0,0,0,0,0,0,0,0,0
"SVK",0,0,0,0,0,0,0,0,0.638,22.517,161.543,0,0,0,0,0,47.554,0,0,1.965,0,0,0,0,0,0.091,0,0,0,0,0.069,0,0,0,0,0,0,0,0,5.007,0,0,3247.836,0.52,1.143,0,0,0,0,0,0,0.114,0,13.951,76.522,0,0,0,0,0,2250.673,0,0,0,0,0,0,0,0,0,1.45,197.825,0,0,0,0,0.367,12,261.812,0,0,23.182,0,0,0,0,37.965,0,0,0,1.838,0,4.069,0,0,0,0,0.001,0,0,15.07,0,0,1.04,0,0,0,0,0,0,0,0,0,9.685,0,0,0,0,0,0,0,2.116,0,0,0,0,0,0,0,80.427,0,0,0,11.798,9.646,0,0,0,0,0,0,0,0,0,0,0,0,6.038,0,0,0,21.409,0,0,105.874,7.606,0,0,0,0,0,0,0,6.469,0,22.838,0,0,631.988,0,7.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,0,0.006,1.782,0,0,0,0,0,0,0,0,0,1.19,0,0.558,0,0,0,0,0,0,2.057,0,0,0,0,0,0,1.079,0,0,0,0.183,0,0,0.107,0,3.555,0,0,0,0,0,0,0,0,0,62.684,0,0,0,0,0,5.089,0,0,0,0,0,0,0,0,0,87.316,0,0,0,0,0,1.093,0,0,0,0,876.446,0,0,0,0,1.32,0,0,0,0,0,0.226,0,0,0,0,2.263,0,0,0,0,0,2.368,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,0,0,11.514,1.044,0,0,0,0,0,0,0,0,0,0,0,0,16.287,0,0,0,0,0,0,0,0,0,46.486,0,0,0,0,0,0,0,0,0,1.983,0,0,22.798,0,0,0,0,0,0,0,0,0,0,179.118,0,15.979,0,0,0,2.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0.76,0,0,0,0,0,0,0,3.283,186.243,0,0,0,0,0,28.931,0,0,278.124,0,0,0,0,0,2.037,0,0,0,0,2.532,0,0,0,0,24.341,6.035,0,0,740.6,0,4.641,1.368,0,0.075,0,0,0,0,0,0,7.061,0,20.549,78.359,0,0,1.737,0,0,483.62,0,0,0,0.726,0,0,0,0,0,0,11.775,0,0,0.105,0,0.403,0,385.937,0,0,17.043,0,0,0.216,0,23.405,0.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,1.144,0,0,0,0,0,0,0,7.445,0,0,0,0,0,0,0,2.914,0,0,0,0,0,0,0,4.069,53.764,0,0,11.482,330.441,0,0,0,0,5.165,0,0,0,13.162,0.342,9.157,0,0,0,1.822,0,0.203,0,0,8.332,225.568,0,0.944,0,0,0,0,0,2.734,0,0,39.323,0,10.523,0,11.567,0,0,0,0,0,0,430.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,47.104,0,0,70.514,0,0,0,391.405,4.96,0,0,0,0,0,0.979,0,0,9.993,852.623,2.683,0,0,0,27.115,0,0,0,7.129,18.226,0,0,0,2.481,14.922,0,0,0.199,1.568,0,378.25,24.171,0,2.283,0,0,2.701,0,1.745,0,0,0,1.58,119.883,0,11.733,0,3.793,0,145.92,167.083,0,488.388,0,0,0,0,0,0,3.416,41.587,3.127,1.917,7.211,0,0.276,23.253,12.586,16.745,0,9.5,0,39.996,144.155,0,26.076,0,0,0,0,0,4.034,0,9.917,1.031,46.786,11.78,1.663,3.105,1.638,0,80.117,10.677,0,0,0,831.254,290.673,0,1024.397,0,0,171.385,0,0,7.393,67.178,0,0,335.955,36.305,0,5.037,0,0,2.877,0.309,0,0,2.601,0,0,37.255,0,0,0,0,0,8.811,11.33,17.643,0,33.26,10.953,6.256,0,0,0,0,432.984,47.036,187.203,201.362,60.523,6.844,0,15.653,0,0,0,340.406,5.996,0.058,21.585,0,0,10.493,995.904,49.1,703.56,0,7.335,0,0,0,0,0,430.693,0,0,0,0,0,0,1.595,0,21.595,15.654,0.421,8.564,0,0,0,0,0,0.2,0,0,0,2.769,0,0,0,0,0,0,0,729.162,0,0,0,0,0,0,0,0
