"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FLK","FJI","FIN","FRA","PYF","DJI","GAB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","BES","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","BLM","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","PSE","KIR","SSD","GMB","ATF","SPM","LSO","FSM","PLW","BTN","WLF","MNP","MHL","NFK","PCN"
"MUS",0,0,0,0,0,0,0,0,0,57.394,0,0,0,0,0,0,15.396,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.212,0,0,0,0,0,0,3.342,0,0,0,0,58.955,0,0,0,0,2.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.4,0,0,0,0.202,12.428,0,0.778,0,0,0,0,0,0,0,0,0,0,8.386,0,0,0,0,0,0,0,0,0,0,0,0,0,2.614,0,81.561,0,0,3.535,0,0,0,0,0,0,0,0,0,0,0,0.328,0,0,0,0,0,0,0.05,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,9.046,0,0.609,0,0.099,0,0,0,6.545,6.368,0.349,0,0,0,13.664,2.151,0,0,9.833,0.047,0,0,0,0,0,0,0,0,0.099,0,0,277.057,0.038,0,0,1.167,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,4.141,10.519,0,0.64,0,1.555,0,3983.806,5857.981,16158.798,41.804,3.677,0,2.118,0.689,78.416,1.72,86.737,7.099,0,36682.881,4.378,0,1.649,0.07,0,0,0,4.7,0,0.492,71461.768,0,0.116,0,0,0,2382.219,3840.076,0,0,4995.859,0,0,0,0,0,1431.814,0.895,524.427,1.539,115.318,0,19.55,0.469,820.87,759.319,353.233,0,0,0,31.667,0,0.125,312.399,574.059,21.473,0,0,0,62131.838,0,0,0,0,0.143,0,545.55,0,0,0.52,330.484,2442.234,1154.294,40.106,97.516,0,0,51.062,25.88,4928.389,0.562,75.042,16063.556,7.209,9.08,0.039,0,2888.248,50.136,17.379,0,80.715,17.74,0,0.191,17.896,739.444,0,0.498,0,2348.845,0,0,0,0,30.673,0,26.078,1.275,0.018,0,110.408,0.34,0,1.077,0,0.006,11492.998,99.899,3.433,0,0,12.626,0,754.974,286.574,0,0,0,225.652,2.053,929.87,0,20.668,939.662,0,286.675,67.602,0,0,98.584,5.129,77.854,0,0,0,0,0,0.179,0,0,0,4.131,0,87.974,0,0,1031.697,399.881,5.847,271.695,610.484,0,1226.327,0,594.798,0,1.022,0,72.934,142.927,0,0,10481.919,0,0,0,188.644,155.572,19.554,820.533,0,0,0.968,29.858,7.158,88.394,6624.403,0,1156763.997,0.601,41.065,2075.588,93.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,0,0.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.29,0,215.95,0,0,0,0,0,0,0,0,0,4.383,0,0,4.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0.526,0,0,0,0,3.886,0,0,4.8,0,0,0,0,0,0,0,0,0,6.998,0,0,0,8.922,0,0,0,0,0,0,34.169,0,0,0,0,0,22.24,0,0,0,0,0,139.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.983,0,0,0,0,25.328,30.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.043,0,0,0,6.126,0,0,109.764,0,79.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,32.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,1.022,0,0,0,0,0,0,0,5.738,0.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,4.833,0,0,0,0,0,0,9.007,3.911,0,0,0,0,0,0.442,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,5.2,138.752,0.215,0,2.761,0,0,0,14.785,0,0,0,0,0,33.966,0,0,0,0,0,0,0,0,0.02,0,0,0,0.399,21.87,0,0,0,0,0,0.17,39.976,0,0,6.125,0,4.832,0,0,0,0,0,0,0,0.754,0,0,0,75.295,0,0,0,0,0,0,0,0.655,0.992,0,0,0,0,0,0,0,0,0,0,42.24,0,0,3.052,0,0.398,0,0,0,0,0,0,0,36.083,9.908,961.542,0,0,0,0,0,0,0,0,0,0,24.057,0,0,0,0,0,0,4.78,0,0,0,0,6.689,0,0,0,0,12.564,0,73.197,135.889,0,0,0.228,0,0,0,0,0,0,0,0,0,0,0,0,1.782,0,0,0,21.948,0,0,0,0.178,0,2.236,0,25.92,7.952,0,0,0,34.645,0,0,0.202,12.596,0,0,0,0,16.293,0,0,0,0,0,0,0,40.772,0,2.513,5.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.474,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.978,0,0,0,0,45.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.833,2.529,0,0,0,0,0.397,0,0,0,0,0,0,0,0,0,0,0,0,0,9.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.935,0.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0.492,0,0,0,0,0,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,0,0,0,0,0,0,0,0.475,25.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,0,0,0,1.133,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.975,0,0,0,0,8.999,0,0,0,0,0,0,1.228,0.789,0,0,1.856,0,0,0,0,17.81,0,0,0,0,0,0,0,0,5.757,0,3.525,0,0,0,0,0,2.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,0,109.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.472,0,0,0,0,0,0,0,0,0,0,0,24.956,0,0,0,0,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,116.254,0,0,0,0,0,0,0,0,0.207,0,0,0,0,0,0,0,0.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.112,0,0,0,0,0,0.767,0,0,0,97.685,0,0,0,0,0,0,0,0,0,0,0,0,0,26.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.255,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0,0,5.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",21.317,42.866,255.629,0,12.481,142.461,0,208.755,1221.205,2765.378,10465.081,0,163.394,4.061,39.723,5.883,40527.46,0,13.852,226.095,2.569,1494.024,0,0,0,15.582,3189.667,0,0,384.401,0,39.723,1100.479,0.716,0,0,93.168,17.147,450.279,12854.86,0,0,251.185,0,15.923,8.334,50.54,0,2.715,1133.522,19.928,380.066,32788.35,54.851,7073.372,0,0.565,255.161,3.952,8.78,6.455,0,6353.227,0,0,2725.453,35415.212,6.992,13.984,0,95.104,138068.406,579.306,0.889,1959.462,11.298,0,0,0.905,2.857,2.503,0.201,0,1618.436,6122.88,304.917,401.499,38.669,28.654,5845.598,1814.339,48228.262,11.737,0,4699.624,295.698,156.023,257.853,0,3116.394,185.447,8.093,0,591.607,1428.078,0.94,395.278,767.678,2064.28,0,2.398,0,534.939,0,0.354,4412.776,0.196,7.898,816.12,1.658,26.713,7.054,0,557.58,5.088,293.056,11.676,0,0,0,94.441,15.626,10.31,13.877,8.424,0,412.456,0.288,2.056,318.681,0,8811.444,46.859,87.081,2.679,15.718,98.911,1224.037,18731.193,7842.845,0,0,882.128,3503.079,8484.526,0.457,0,0,0,0,1.157,0,2.29,0,3921.969,6.374,477.917,1.496,3.274,7582.642,2381.086,2764.92,274.062,584.197,0,3093.176,1.645,10390.28,3.782,120.55,0,16399.454,5210.628,0,0,1330.465,0.986,0,0,15.415,9287.073,237.28,7323.587,64.896,0,41.476,732.845,72.591,1078.808,66571.255,22.64,14148.498,0.47,42.413,17.093,3.768,0,12.038,0.953,14.703,0,0,36.26,0,0,0.063,0,0,0,0,0,12.957,0,0
"CUW",0,0,0,0,0,0,0.247,0,0,0,0,0,0,0,0,0.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.693,0,0,0,0,0,0,0,0,0,1.408,0,0,0,0,0,0,1.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,0,0,0,0,3.6,0,11.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.755,0,0,0,0,0,6.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.655,4.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.133,0,0,0,0,0,0,0,0,0,0,11.001,0,0,0,0,0,0,0,0,0,0,0,1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SXM",0,0,0,0,0,0,0,0,0,0,2.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,0,0.897,0,0,0,0,0,0,0.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.489,0.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.265,0,0.668,0,0,0,0,0.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0,0,0,0
"VUT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814,0,0,0.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",1.127,0,0.852,1.751,0,0,0,0,84.266,14929.822,93.18,0,11.415,0,0,0,37.119,0,7.4,0.189,0,412.234,0,4.045,0,13.327,1.893,0,0,0,11.339,0.02,1127.454,0,0,0,17.12,0,673.195,781.184,0,0,547.459,0,0,0,0,24.836,4.243,0.165,2.728,0.985,43.589,0,23.624,0,0,113.556,0,0,0,0,0.461,6.545,271.417,0.604,315.918,20.179,0,0,0,1464.094,0,0,27.237,0,0,0,0,0,0,0,1.038,263.222,53.556,4.063,56.985,0.836,0,345.846,25.552,1413.55,0,0,1697.708,0,2.357,131.241,0,218.354,39.313,0,5.22,0.41,0,0,0,0,0,16.861,0.055,0.436,505.695,0,0,9.138,0,5.991,210.49,0.362,0,0,0,1.243,0,46.733,0.531,0,6.773,2783.601,0,0,0,0,119.795,12.983,0,3.422,0,0,13.054,27.613,10.225,35.479,149.377,36.473,35.395,81.718,5.355,19.613,0,0,105.254,1.224,3.04,0,0,0,0,0,0,0,0,0,111.488,0,0,0,0,387.582,1176.522,0,170.152,4.441,0,1681.476,0,50.808,0,0,0,195.709,293.302,0,0,273.174,0,0,23.503,0.036,268.277,0,40.888,0,0,0,0,0,0,1529.067,39.109,17561.628,0,269.616,0,36.401,49.53,0,0,0,21.82,0,0,0,0,0,0,0,0,0,0,0,0.418,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,1.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413,0,0,0,0,0,61.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0.24,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,75.488,0,0,0,0,0,0,0,7.532,0,0,0,0,0,1.204,0,0,0,0,0,0,2.367,0,0,0,0,0,0,0,0,0,0,0,0,0,12.921,0,0,0,0,0.621,25.124,0,0,0,0,0,0,0,0,0,0,0,1.146,0,0,0,0,0.455,4,1.701,10.202,0,0,0,0,17.158,0,0.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.682,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,1.335,0.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.779,0,0,0,1026.272,0.052,5.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,3.743,0,0,85.323,0,2.169,0,13.688,64.173,4.115,0,0,0,0,67.746,0,0,0,0,2549.485,0,0,0,15.998,4.357,11.998,0,20.6,0,0,39.748,0,3.767,0,3.864,0,53.902,1235.078,0,0,0.13,0,0,0,0.257,0,0,109.075,0,7.427,549.858,0,892.349,0,0,149.589,0,0,0.843,0,22.048,0,0,622.002,152.252,0,0,0,0,324.852,0,0,16.189,13.285,0,0,1.186,0,0,0,0,1520.973,2.781,2.928,1.752,0,0,8.424,38.007,97.25,3.063,0,20.201,0.249,4.376,0,0,204.521,0,0,0,0,12.912,5.802,0,78.293,0.181,0,0,0,26.242,0,0,0,0,0.07,273.975,0,0,0,0,48.795,4.465,0,32.775,0,0,553.63,0,0,0,0,0,0,52.825,0,0.552,3.904,0,0,1.925,4.503,0,0,61.083,0,89.464,125.368,0,0,3.176,184.195,88.062,0,0,0,0,0,0,0,0,0,12.937,0,62.243,0,0,12.136,1866.174,30.553,17.5,97.313,0,14.946,0,394.661,0,0,0,6228.717,108.544,0,0,1.715,0,0,0,0,40.655,0,300.356,0,0,0,0.198,0,0,1810.457,0.01,1600.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
