"AFG","ALB","DZA","AND","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BOL","BIH","BRA","IOT","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CAF","LKA","CHL","CHN","CXR","COL","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FLK","FJI","FIN","FRA","PYF","GAB","GEO","DEU","GHA","GIB","GRC","GRL","GTM","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MDA","MSR","MAR","OMN","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NGA","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","KNA","AIA","LCA","SAU","SEN","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SWE","CHE","SYR","THA","TGO","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","SCG","ZMB","SLB","CCK","KIR","VUT","NER","NFK","TON","VGB","LBY","MDG","MOZ","TKM","GRD","AGO","BDI","COD","GIN","RWA","SDN","BMU","BLZ","HTI","VCT","SUR","SLE","TCD","COM","COG","GNQ","ERI","DJI","GMB","MWI","MNG","SPM","SYC","WLF","IRQ","MHL","TJK","CYM","BTN","MNP","PLW","TUV","WSM","GNB","FSM","SHN"
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.098,0,0,0,0,0,0,0,0,9.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,0,23.754,217.174,0,0,1792.564,199.797,102.993,0,0,0,0,0,1847.251,10.497,0,393.791,0,0,7.148,0,11.1,0,14.01,163.711,8.091,0,0,182.537,91.562,0,799.145,0,327.562,38.561,444.222,43.709,40.851,4078.554,486.975,0,203.384,413.582,130.247,0,69.051,0,0,133.608,3892.285,1.876,0,0,7248.571,0,14.039,372.513,0,46.564,0,3.093,49.566,31.011,42.836,11.504,0,87.1,112.988,1413.722,31.773,0,156.972,0,0,1.359,0,56.88,0,0,0,41.771,0,0,1.916,3.743,18.742,29.547,0,0,8.495,0,4.73,1738.215,21.695,0,1498.266,0,0,0,494.933,0,0,18.245,9.615,0,0,105.408,0,68.485,0,10.488,74.102,45.865,171.628,5480.219,0,6.881,97.884,0,0,0,118.742,2.551,40.093,50.284,16.047,2.151,148.352,0,172.546,0,0,259.683,224.816,0,22.612,0,0,97.786,36.927,1388.823,0,0,1.56,11.58,31.207,4530.986,0,5991.586,0,95.023,0,54.773,7.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,1784.159,0,0,7.862,3474.599,1151.438,2611.396,0,4.112,0,0,0.547,800.312,0,0,3746.321,0,0,64.3,0,0,0,0,1769.623,0,0,4.233,31.13,4075.37,0,52.039,0,2.026,223.15,1.813,31.953,1935.482,0,3745.535,0,5.443,9.434,0,1.088,1084.587,0,1.935,7743.74,1350.73,0,0,0,6703.069,0,0,107.467,0,0.846,0,0,159.203,132.045,16.199,3.87,0.609,61.568,205.931,1517.3,33.384,0,5626.324,7.378,0,3.078,0,178.173,9.676,1.088,0,5.02,4973.513,0,415.355,14.427,18.904,469.095,2.031,0,0,0,1.744,4119.655,0,0,7.98,103.057,0,0,1733.283,0,0,0.957,57.459,0,6.652,10518.922,65.802,2.781,0,8.283,14.719,36.892,374.371,92.447,0,1.451,368.369,0,0,0,24.554,0,398.19,100.702,5.365,4.838,167.306,0,1442.491,1.572,3506.368,0,1309.283,0,75.638,0,0,132.935,0,372.066,0,3.968,4848.458,40.521,57.818,11877.064,0,11471.263,8.709,300.175,4.112,1098.577,0,7.499,0,0,0,0,0,0,0,0,0,0,7.073,1.693,0,0,0,0,0,6.999,0,0,0,0,0,0,0,0,0,0,0,0,7.741,0,0,0,9.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,2.256,145.972,0,0,3.492,646.631,2286.943,4951.427,0,5.151,0,0,0,2589.74,0,56.029,95.33,0,0,9.023,0,0,0,7.715,1709.946,0,0,17.066,21.536,375.518,0,43.08,0,5.425,69.504,0,9.157,323.909,0,2072.987,0,0,12.728,0,25.306,6.727,0,0,760.439,8893.373,0,0,0,42564.867,1.028,0,122.144,0,0,0,0,631.085,370.453,129.93,2.977,10.295,570.774,617.682,5731.743,0,0,5089.648,0,35.329,166.135,0,1385.165,3.185,0,0,12.418,8.478,0.953,266.975,10.768,0,8.937,0,0,8.908,0,5.853,107.998,1.006,0,175.668,45.692,0,0,2105.568,0,0,1.393,71.063,4.562,4.194,218.215,3.909,0,0,0.982,4.105,1.086,467.568,195.49,0.655,130.572,238.878,12.039,0,0,11.137,0,89.464,1008.648,183.316,140.039,113.543,0,1120.78,0,1241.245,1553.727,0,0,101.957,0,16.127,138.468,203.053,571.007,0,2.454,3.927,15.212,740.716,5297.218,0,12239.063,2.088,1.995,0,24.781,0,35.392,0,0,0,0,0,0,0,0,0,83.707,2.135,28.202,0,0,0,0,0,0,1.062,143.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,17.483,7.832,0,0,69.719,10863.098,0.541,0,0,8.122,0,0.868,202.414,0,0,138.174,0,0,0,1.321,0,278.636,0,2343.73,0,0,0.506,1.715,62.395,0,0,0,0,0.694,0,2.272,0,0,18.668,0,0,0,0,0,0,0,0,2.535,12870.168,0,0,0,6296.16,0,0,1.991,0,0,0,0,390.839,11,0,3.662,0,4.764,162,75.145,0,0,17757.096,0,0,17.988,34.821,2333.481,0,0,30.37,5.499,0,0,0,0,0,198.372,3.594,0.958,0,0,1.611,163.548,0,0,1.317,0,0,0,422.983,0,0,2.028,10.335,0,0,37.27,0,0,0,0,1.434,552.777,156,0,0,4,0,0,0,0,0,0,20.252,1959.21,0.787,0,0.796,0,2513.916,0,48.483,21.912,90.554,0,0,0,132.689,813.343,0,5.09,0,0,1.57,0.705,1.782,880.447,0,21583.244,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.092,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,1.183,0,0,0,0,0,0,4.944,0,0.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.133,0,0,0,7.076,0,0,0,0,0,9.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02,0,0,0,5.557,0,0,0,0,0,0,0,0,0,0,6.002,0,0,0,0,0.722,0,0,0,0,0,0,0,0,0,3.399,1.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",0,0,0,0,0,0,0,8.802,17.342,0,0,0,0.789,0,3.229,0,0,0,0,0,4.244,0,0,0,0,2.668,0,0,21.142,0,0,0,0,0,0,0,0,1.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.042,0,0,6.857,0,0,0,0,40.711,0,0,0,0,0,0,1.487,0,0,3.718,0,0,16.651,0,0,0,0,0,0,0,0,0,0,0,0,6.633,0,0,0,0,0,0,0,77.473,0,0,0,35.272,0,0,0,0,0,0,14.172,0,0,0,0,0,0,0,0,0,0,34.255,0,0,0,0,0,2.383,27.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.335,0,0,532.802,1226.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,0,0,0,0,0,1.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,0,0,0,0,0,0,24.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.199,0,0,0,2.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.971,0,0,0,0,0,0,1.159,0,0,0,0,0,0,0,16.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.272,0,0,0,24.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",0,2.245,150.621,0,0,24.911,0,34.211,1.333,0,0,0,0,0,3.659,0,4.099,0,0,0,4.042,0,0,0,0,0,0,0,0,0,0,0,17.962,0,0,1.67,0,35.823,77.11,0,0,0,0,0,0,0,0,0,0,0,18.074,0,0,1.04,170.671,0,0,63.176,0,0,0,0,19.638,15,0.769,0,1.399,0,33.35,173.162,0,0,11.717,108.947,0,0,0,5.587,1.3,0.774,0,14.739,0,0,0.6,0,0,0,0,60.033,0,0,0,0,0,0,25.97,0,0,0,31.248,0,0,0,3.107,0,0,3.677,0,0,0,0,0,94.5,19.745,0.516,0,25,1.275,0,0,0,18,0,0,0,0,0,0,0,0,0,82.953,116.252,16.014,0,0,0,0,0,69.6,0,0,0,3.82,3.038,30.729,41.076,0,118.968,0,0,27.552,0,0,6.077,0,0,0,0,0,0,0,0,0,6.125,0,0,94.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,0,0,0,0,0,0,0,0
"TCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0,0,0,0,0,0,5.149,0,0,3,0,0,0,0,0,10.61,0,139.852,0,0,18.1,0,0,0,0,2.495,0,0,0,0,0,0,0,35.976,0,0,0,0,0,0,0,0,0,0,1.003,0,0,0,1.36,110.503,0,0,42.992,0,0,0,0,0,6.899,0,0,0,7.5,0,0,0,0,0,222.97,0,0,0,2.929,0,0,0,0,0,0,1.267,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,18.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5828.426,0,0,0,0,0,0,0,3.245,0,0,0,0,0,0,0,3.742,0,0.617,0,0,0,0,5.405,0,0,0,0,0,36.379,0,13.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.449,0,19.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,1.189,0,0,0,0,0,0,0.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.697,0,0,2.063,0,0,0,0,0,0,0,0,0,0,0,1.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.208,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.63,0,0,0,0,0,0,0.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1743.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",0,19.908,795.065,3.414,21.605,92.796,3040.983,6629.269,2984.152,6.552,492.388,110.894,0,4.813,27407.399,59.885,250.2,2729.875,0,86.674,535.925,40.796,10.428,6.443,189.606,20480.693,0.554,0,410.646,453.994,3097.295,0,575.798,0,170.922,261,6.147,637.601,4261.165,0,15022.068,2.426,19.187,3.981,47.401,66.045,243.256,48.507,0,4239.736,68008.336,11.438,82.95,70.21,91392.853,142.543,159.686,2862.735,0,8.714,1.882,6.839,19953.973,3630.753,1122.889,1352.464,1289.501,13191.842,11862.013,43074.091,225.648,56.125,30022.733,3562.65,2200.634,749.887,17.409,10649.477,2593.438,54.081,19.509,767.985,240.284,0,456.61,19.621,24.083,1712.56,2.002,0,1044.748,8.108,276.396,3602.341,12.326,0,786.196,2267.785,36.852,0,28242.025,0,0,1.232,791.669,2.589,697.029,5180.682,266.222,4.926,0,5.52,142.507,1271.631,4657.585,5356.404,3494.306,988.57,8868.174,0,0,54.401,2993.291,80.577,2949.654,5786.96,1996.334,857.807,1466.79,0.982,5754.813,18.37,43072.781,39942.468,17498.849,695.074,2890.974,0,127.482,6984.867,775.312,8627.024,0,231.167,374.843,281.057,20358.675,0,121.383,166446.403,30.267,41.792,7.087,39.146,9.903,442.659,29.391,0,0,0,0,16.287,0,0,7.487,1712.996,68.425,65.55,0,0,378.755,0,0,0,0,382.966,0,0,7.511,0,0,66.437,24.287,0,0,0,0,0,0.535,642.335,1.133,0,12.024,0,0,0,0,16.679,4.855,0,0,0,0,0,152.5,7.137
"TZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",36.1,57.473,53.561,9.756,59.627,148.491,20529.983,61140.428,5777.86,500.826,129.343,1255.357,5.272,234.177,8250.103,40.055,75.651,32078.49,0,63.522,122.769,8.34,262.405,0,58.528,222927.4,7.362,0.903,531.861,6396.49,13574.722,0,3878.532,29.279,2700.262,604.019,4.385,529.036,2002.419,5.31,4487.597,72.324,1343.436,1148.044,722.76,136.36,277.429,0,42,12011.396,74242.845,188.385,14.534,66.853,127956.733,98.092,29.589,2143.039,0,1061.807,30.36,259.745,22532.498,1378.878,358.261,375.415,0,7168.316,42941.372,19709.374,81.315,279.332,366279.88,53.623,342.312,687.518,0,83034.394,2472.117,6.03,172.936,321.711,29.832,0,60.519,1464.23,64.3,4989.571,5.964,13.9,340.428,0,29.866,161435.315,6.684,0,174.454,53.529,0,9,36662.737,317.242,44.026,33.674,1831.778,100.514,1612.78,2353.127,354.09,678.754,16.953,459.631,1420.412,5074.533,1281.001,837.539,143.285,329.982,2892.998,28.85,10.539,80.81,2451.847,11.309,6728.63,23386.783,111.389,204.419,513.334,0,8802.385,43.565,10659.841,19551.5,12883.15,51.016,10218.776,0,430.732,1159.766,406.481,9466.829,45.019,18.03,403.738,16.8,1178.742,160644.598,29.887,0,16.134,3848.162,250,3970.363,24.692,22.434,45.74,10.6,0,283.138,3.117,14.866,0,0,0,0,8.78,0,0,41.479,21.88,0,6.107,3.54,18.85,0,108.404,6.468,43.856,101.37,31.977,0,0,0,3.347,0,0,0,0,3.03,12.608,0,1.504,0,0,140,0,188.763,0,0,0,0,0,0,0,0
"BFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"URY",0,0,0,0,0,0,35.122,0,0,0,0,0,0,0,0,3.337,0,148.52,0,0,0,0,0,0,0,0,0,0,0,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.104,0.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UZB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.337,0,0,10.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.098,0,0,0,0,0,0,0,0,2.768,0,801.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
