"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CAF","LKA","CHL","CHN","CXR","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","ETH","EST","FLK","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LVA","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NIU","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","SHN","KNA","AIA","LCA","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","SCG","ZMB","CCK","KIR","GUM","LAO","VUT","NFK","MHL","RWA","VCT","BDI","BEN","LBR","CYM","GRL","GRD","SPM","YEM","MYT","IRQ","GNB","DJI","TCD","GNQ","ERI","BLZ","SOM","FSM","STP","TON","WLF","TLS","LSO","SMR","TKL"
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",0,0,0.456,0,7.685,0,0,0,788.119,298.989,662.278,0,0,4.858,0,1.997,740.737,0,0,0,0,0,1808.152,0,0,0,0.46,0,0,1.819,0,964.463,0,0,29.594,55.551,173.034,0,51.919,0,0,0,0,3.356,16.934,0,4.674,60.955,354.57,0,0,0,0,0,0.382,0,0,1266.043,5607.498,7.356,0,0,0,0,16298.979,0,0,5.518,0,0,0,0,0,812.086,3421,4.736,1057.014,31.617,4640.21,10,1818.399,3.309,0,38888.236,0,0,0.596,0,1476.731,45.5,0,13.532,0,0,3.024,0,0,0.077,0,0,10.049,0,0,0,25.05,112.45,0,0,0,0,0.056,0,0,0,1.503,411.891,0,0,0.849,69.436,0,0,0,0,8.88,0,0,0.167,2.224,79.845,677.538,254,372.998,0,338,16.863,0,0,0,2.603,40,0,196.226,0,13.73,24158.698,405.978,0,410.103,6.579,0,2600.187,0,0,0,16370.512,78.713,0,0,3051.012,0,0.497,0,2.031,54.509,0,0,0.091,1.69,0.94,4.068,11732.403,0,20765.096,0,1.562,0,5.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,0,23.638,435.54,0,0,0.569,0,0,0,1.15,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.047,0,0,0,0,0,0,0,5.104,0,0,1.714,5.476,0,0,0,0,0,9.727,0,0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,112.038,0,0,14.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.549,0,1.94,0,0,0,0,0.376,0,0,35.028,0,0,0,2.351,60.573,0,0,0,0,0,0,5072.247,0,6.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.837,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.868,0,0,0,0,3.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,0,0,1.413,0,3.85,0,3402.978,378.717,12.873,0,370.473,0,0,1.225,241.313,0,0,0.293,0,0,7543.74,0,0,0,0,0,0,0,0,8251.613,0,0,0,3985.826,22.8,0,2730.544,0,0,0,0,69.102,28.402,124.125,0,49.242,7.586,0,4.87,4.487,10.008,0,25.141,0,0,9.439,50.072,1.394,0,0,0,0,8930.584,0,0,3.409,32.174,0,0,0,16.736,0,1656,0.11,0,0,13.084,1594.273,210.809,0,0,5159.761,0,0,0,0,88.679,0,0,1.839,0,0,0,16.018,0,0,0,1.437,0,0,0,0,10.699,0,0,0,0,0,0,0,0,0,0,25.856,0,3.242,0,13511.973,4.67,0,0,0,44.602,0,5.728,0,156.763,27.301,0,623,405.354,0,95,0.286,0,0,0,0,29.333,0,0,0,0.799,39.217,0,0,16.891,93.01,0,17.104,0,1.572,0,10.879,5.705,0,0,333.389,0,0,0,0,85.645,0,0,0,1.06,0,0,1125.545,0,802542.312,0,604.152,0,55.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.394,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,0,0.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.164,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,167.328,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,106.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.595,0,4.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.091,0,0,0,0,0,0,0,0,0,7.693,0,0,0,0.545,0,0,0,0.048,0,0,0,31.857,0,0,0,0,0,0,0,158.598,0,4.2,1.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,0,0,0,0,0,0,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,2.167,0,0,0,0,1.745,0,0,0,0,0,0,0,195.066,0,0,0,0,0,0,0,0,0,185.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,0,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,1.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.557,0,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",0,0.921,31.576,0,4.295,1.841,0,0.322,214.698,3938.808,4556.619,0,2.431,3.682,0.921,0,14038.071,0,0,0,4.603,15.649,2963.134,0,0,0,32.546,0,30.377,0,0.921,654.807,0.138,0,3.002,52.539,780.596,0,1.841,0,0,0,0,1.481,120.187,8.509,71.191,983.964,6592.718,0,0,0,0,1366.042,441.847,0,0,2558.045,27696.929,4.919,23.212,0.921,0,0,73078.311,23.405,0,3588.162,0,0,0,0,0,2420.884,2335.243,76.403,21.297,172.509,2012.495,1152.483,24362.725,10.4,0,3780.003,576.242,75.086,13.685,0,2113.434,145.441,0,119.608,42.618,0,129.391,314.294,1.841,0,19.641,462.707,0,0.901,52.731,7.364,3.793,206.002,0,0,0,77.652,0,63.304,2.762,0,0,0,38.662,0,3.433,406.743,0,0,3.647,0,1169.956,6.444,1.841,0,4.697,442.088,456.882,2428.709,1856.939,7.364,336.358,865.887,0,0,0,0,320.339,0,0,0,405.725,7025.784,199.045,151.029,166.061,1027.574,3.205,20734.984,7.364,0,0,12105.544,6404.318,104.939,0.921,467.249,0,231.59,724.444,174.669,3352.511,0,0,15.485,219.294,81.836,201.944,40401.037,6.452,16489.16,12.475,22.008,15.649,27.807,0,105.133,0.921,0,0,0,0,0,0,0,0,0,9.436,0,0,0,0.921,0,0,0.921,0,64.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANT",0,0,0,0,0,0,51.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,2.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,14.644,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",0,0,0,0,0,0,0,0,0,0,7.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,0,0.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.196,1.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",0,0,0,20.18,0,0,0,0,84.907,11222.117,5.185,0,0,2.223,0,0.076,84.2,0,0,1.382,0,0,69.959,2.555,0,1.827,0,0,0,0,0,634.298,0,0,6.916,68.124,146.982,0,93.23,0,0,0,83.677,5.061,4.612,0,0,4.644,308.482,0,0,10.806,0,0,0,0,163.751,23.386,31.591,6.819,0,14.816,0,0,405.388,4.009,0,8.982,0,3.827,0,0,0,144.773,20.009,17.154,14.281,0.909,359.225,26.654,132.772,0,0.845,484.033,0,0,26.378,0,47.551,1.242,0,0,0,0,0,2.392,0,0,0,127.827,31.317,0,0,0,14.076,39.204,0,0,0,0,0,0,0,0,0,1678.534,0,0,26.56,0,0.922,0,0,0.044,131.522,1.008,1.792,15.033,0,16.669,23.499,28.403,7.812,0,0,0,0,0,0,0,8.32,0,0,0,23.301,746.088,0,2.924,10.703,429.322,13.818,103.927,0,1.818,0.934,141.402,143.873,0,0,36.636,0,0,8.091,0,5.372,0,0,0,0,0,0.598,1212.914,0,6753.969,0,35.799,0,72.838,39.901,0.962,0,0,2.818,0,0,2.904,4.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.785,0.223,0,0,0,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,21.905,0,0,0,4.795,0,7.029,366.387,34.727,2.008,0,0,0,0,109.188,0,0,0,0,0,21.594,0,0,0,0,0,0,0,0,35.906,0,0,0,19.69,734.261,0,103.192,0,0,0,0,3.231,6.624,0,0,22.047,702.231,0,0,0,0,0,50.975,0,0,233.011,847.383,37.08,0,0,0,0,550.564,0,11.164,13.893,0,3.926,0,0,7.338,15.396,8.08,22.069,0,0,20.571,545.721,92.385,0,0,33.084,2.382,0,0,0,163.014,0,0,0,12.701,0,0,0,0,0,0,0,0,0,0,0,0,2.321,0,0,0,6.647,0,0,0,0,0,372.359,3.211,0,0,21.686,0.414,0,18.495,0,0,0,4.098,0,0,0,37.335,1087,2017.453,0,3.564,19.918,0,0,0,0,31.488,0,0,0,41.831,190.74,1.016,0,5.98,103.122,0,118.308,0,0,0,1846.72,159.815,0,0,20.78,11.283,0,74.442,0,270.225,0,0,0,0,0,30.357,1266.69,3.696,738.495,0,1.038,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.203,0,2.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
