"AFG","ALB","AND","AGO","ATG","ARG","AUS","AUT","BHR","BGD","BRB","BEL","BIH","BWA","BRA","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CAF","LKA","CHL","CHN","COL","MYT","COD","CRI","HRV","CUB","CYP","CZE","DNK","DOM","ECU","SLV","EST","FIN","FRA","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GTM","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LVA","LTU","LUX","MAC","MDG","MYS","MDV","MLI","MLT","MUS","MEX","MNG","MSR","MAR","MOZ","OMN","NAM","NRU","NLD","ANT","NCL","NZL","NIC","NOR","PAK","PAN","PNG","PER","PHL","POL","PRT","ROU","RUS","LCA","SMR","STP","SAU","SEN","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","THA","TGO","TTO","ARE","TUN","TUR","UKR","MKD","EGY","GBR","USA","URY","UZB","VEN","YEM","SCG","ZMB","DZA","BOL","BEN","PRY","BTN","TCD","FJI","PYF","VUT","NFK","LBY","NGA","SYC","SYR","UGA","TZA","BFA","GAB","MDA","RWA","NPL","ABW","AZE","ETH","KAZ","GRL","ERI","DJI","LBR","FSM","SDN","BDI","COG","GNQ","GIN","KGZ","MRT","NER","GNB","QAT","WLF","ARM","DMA","GRD","IRQ","TKM","WSM","VCT","SOM","COK","FLK","TON","BHS","LSO","MWI","SHN","BMU","BLZ","MHL","KNA"
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.013,0,0,0,0,0,0,0,0,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.427,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",0,0,0,0,0,43.522,5837.988,174.154,0,118.663,0,4.564,0,16.106,23.854,0,0,0.135,0,0,0,0,203.9,0,0,150.647,0,33.392,22.359,0,0,0,0,0,0,0.036,1.302,0,0,1.999,0,0,104.049,0.805,0,1733.358,0,0,0,0,0,84.468,0,0,549.44,7.418,0,5.173,0,0,2.002,1205.84,0,0,2469.684,16.419,259.784,174.108,58.064,0.976,0,1036.285,1.679,0,0,0,0,902.194,0.014,0,0.098,1.204,7.075,0,0,2.517,0,0,188.321,0,394.495,0,0,3.006,0,23.967,0,0,0,0,335.307,0,1.726,0,23.177,0,0,0,205.614,0,0,0,515.571,0,0,4.513,5.492,0,5041.545,0,0,85.97,5.997,10.34,0,0,95.649,0,14.143,2.57,0,0,55.719,8225.044,0,0,7.609,0.562,0,0,0,0,0,0,0.529,0,0,0,0,0,0,23.155,1.291,0,0,31.5,0,0,0,2.996,100.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",0,0,0,0,0,113.305,353.49,14.518,0,82.333,0,53.245,0,1.748,160.885,0,2.959,0.754,19.207,2.1,32.427,0,3624.655,0,0,4.194,2.318,4334.735,0.684,0,0,0,1.42,0,0,9.834,58.05,0,0.212,0,2.05,203.662,3286.84,0,0,64213.76,0,0,0,0,0,0,0,0,8632.464,223.798,0,264.361,84.611,396.916,474.754,112.743,0,0,3739.9,0.009,0,0,2540.438,0,0,0.476,0,1.968,0.102,0,2.799,38986.051,49.931,0,2.363,1.244,346.102,0,0,0.429,0,0.005,0,0,63.5,0,0,340.649,0,103.87,80.841,0,1.637,0.236,17083.979,94.63,10.843,9.455,7.519,0,0,0,0.032,0,0,1231.57,0,45.308,4476.11,0.045,25.625,0.367,112.248,0,0,2.29,22.168,17323.135,0,0,132.204,0.191,8.469,0.01,0.013,15.281,897.525,24124.677,0,0,0,0,8.38,0,0.187,6.585,0,0,0,0,0,0,7.523,0,0,17.324,0.035,18.445,0,2.839,0,0,0,0,235.337,0,8.034,1.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0,0,0,0,0,0,0.546,0,0,0,2.487,0,0,3.248,0,0,0.333,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.449,0,0,0,0,0,0.094,0.43,0,0,128.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,3.383,0,0,0.346,0,0,0,0,0,0,0,0,0,0,10.377,8.93,0,0,0,0,0.087,0,0,0,0,0.15,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,1.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3.658,0,0,0,0,0,0,0,0,0,34.949,0,0,0,66.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.157,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0,0,0,0,0,0,488.549,0,0,0,0.532,6.856,0,0,0,0,0.294,0,0,0,0,15.818,0,0,0,0,0,0,0,0,0,55.56,0,2.23,5.088,0,0,12.965,0,0,0,39.173,0,0,27,0,0,0,0.258,0,0,0,0,0,0,0,0,0,0,0,1.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0,0,0,0,0,0,0,0,26.467,0,0,0,0,0,0,0,0,0.674,0,0,0,0,5.642,0,0,0.565,14.462,0,0,0,0,0,0,0.26,0.653,0,3.167,12.054,0,0,0,0,3.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,3.524,0,11.49,22.131,0,0,0.145,0,0,0,91.467,46.801,0,0,0,0,0,0,0,13.199,0,0,0,0.072,0,0,0,10.952,0,0,0,0,4.658,0,0,0,0,0,0,1760.63,0,0,392.095,4.94,0,0,0,0,0,0,0,0,0,0,1.394,0,0,2,10.75,0,0,0,0,12.203,0,0.137,0,0,0,0,0,0,0,11.707,0,0,1.061,0,2.12,0,0,0,0,23.876,0,1090.551,0,1.354,0,0,8.689,0,0,0,0,0,0,0,6.766,0,0,0,0,0,0,0,0,0,0,0,1.385,0,0,0,27.464,0.558,0,9.578,34.521,0.058,0,0,0,0,0,0,0,0,0,1.615,18.758,0,0,0,0,0,36.486,0,0,0,0,0,0,0,0,0,0,0,82.164,0.392,0,46.463,38.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.255,15.706,2.469,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,9.908,0,0,0,0,0
"ESP",0,0,2.457,10.12,0,127.985,52.896,306.317,0,0,0,155.455,0,0,64.382,0,0,0.276,0,1.808,0,0,105.018,0,0,0,9.836,59.016,201.935,0,19.641,3.9,3.038,142.918,26.228,8.359,18.356,0,50.614,8.685,50.249,2.337,2423.644,0,0,28164.9,7.975,0,0,64.075,216.421,0,0,114.594,33.309,27,0.121,0.017,9.778,44.605,19.008,781.201,5.288,0,1.883,1.769,148.881,0,7.333,0,0,0,2.726,0,5.021,0,0,0,0,0,0,0,353.459,0,0,238.436,11.177,0,25.787,0,2597.211,0,0,0.304,93.962,144.81,71.391,1.403,0,27.877,95.892,18.015,1544.635,6.771,2.289,0,0,0,121.234,0.406,0,0.599,0.618,28.5,0,1.533,482.408,0,0,0,0,240.407,1355.967,0.011,2.091,0,0,1704.518,91.299,20.762,0,61.299,2128.879,1365.375,16.639,0,8.383,207.237,0,2.581,91.768,894.759,0,18.072,0,5.184,0,0,0,0,0,3.933,15.569,0,16.003,19.643,1939.296,0,0,0,35.169,0,0,1051.734,0,0,0,0,0,0,0,0,0,0,0,0,1.47,2.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.726,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,0,0,0,2.813,34.678,43.609,0,0,0,2118.905,0,0,51.916,0,0,0.052,0,0.1,0,0,306.863,0,0,0.838,13.75,139.753,0.691,0,0,0,11.262,0,0.218,37.452,1427.88,0,1.813,0,225.235,2844.288,1670.967,0,0,949.843,0,0,0,3.108,0,0,0,0,1048.933,359.917,7.899,1.364,0,36.643,322.18,179.047,0,0,1616.102,0,3.779,0,0.564,0,0,3.475,81.756,16.7,0,0,0,244.714,0,0,91.775,0,57.474,0,0,0,0,0,0,0,55.243,0,0.985,7.213,0,1723.802,0.109,0.343,0,2.17,31.447,31.101,6.998,1.31,8.569,0,0,0,2.619,0,0,15.634,38.077,1.746,0,0.764,29.777,0,46.819,0,0,0,680.312,4.276,0,0,1.091,4.062,0.873,0.348,0.329,1.637,555.282,22268.697,5.675,0,0.69,2.619,10,0,358.172,0,0,0.319,0,0,0,0,0,0,0,0,0,0.218,0,0,0,0,0,0,0,0,0,0,126.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0,0.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,0,0,2.363,0,3.456,76.139,303.298,0,2.8,0,115.341,1.361,0,22.485,0,0,15.987,0,2.13,0,1.589,3990.509,0,0,157.742,1.001,338.157,4.335,0,0,0.859,21.636,0.091,0.303,161.655,54.621,0.347,6.682,4.302,4.105,201.338,1529.324,0,0,5500.547,0,0,0,7.79,0.701,0,0,0,528.879,341.935,0.238,5.964,2.319,28.173,128.479,1418.005,1.704,0,2567.125,4.5,4.05,0,333.223,3.846,0,0,0,0.125,0.473,0,0,135.437,6.527,19.615,2.905,1.284,379.795,0,0,4.119,0,32.63,0,0,2134.543,0,0.773,13.251,0,28.307,1.278,0.576,0,8.847,2.408,175,34.747,10.249,9.005,0,0,0,50.276,0,0,8.439,23.275,3.651,10.504,16.981,68.157,0,142.117,0,0,550.214,0,540.42,0.77,1.553,3.911,0.16,27.337,0.419,0,17.143,31360.744,65344.999,0.169,0,36.232,0,12.436,0,2.449,0,0.267,0,0,0,0,0,0,0,0,1.239,0.259,0,0,0,0,3.777,0,0,0,0,0,0,1.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.661,0,0,0,0.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,0,0,0,24.311,63.915,38.889,0,0.07,0,640.398,0,0,88.367,0,0,1.149,8.217,74.1,25.955,0,3608.114,0,0,0,0,1693.153,0.566,0,0,0,0,0,0,161.681,29.041,0,0,0,0.339,29.063,198.184,0,0,12258.072,0.194,0,0,0,0,0,0,0,9852.687,352.12,0,2.902,0,39.596,33.566,23.346,0,0,28848.326,0,1.501,0,9252.447,1.17,0,0,0,0.251,0,78.342,0,14914.321,0,0,0,0,346.046,0,0,0,0,0,0,0,125.217,0,0,582.848,0,317.077,0,0,0,0,328.8,85.795,10.485,16,0.535,0,0,0,0,0,0,20.103,7176.552,60.026,5.048,5.774,20.279,0,17.144,0,0,2.749,2190.112,0,0,0,0,0,0.878,4.96,0,0,577.966,24906.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634,0,0,0,0,0,0,0,0,0,0,0,1.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.241,0,0,0,0,0,0,0,0.293,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541,0,0,0,0,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.714,1.004,0,0,0,0.288,0.004,1.964,0,0,0,0,0,0,0,0,0,0,0,0,0,65.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,0,0,0,0,0,6.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",0,0,0,0,0,0.734,0,0.145,0,0,0,0,0,0,0,0,0,0.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32.421,0,0,0,0,258.048,0.28,0,0,7.353,1.975,0.376,30.798,0,0,0,0,0,0,0,0,0,1.313,0,0,0,0,0,2.303,0,0,0,0,0,0,0,11.032,0,0,0,0,6.094,0,0,2.131,0,0,0,0,0,0,0,0,0,1.45,0.811,0,0,0,0,0,0,0,0.1,0,0,0.049,0,0,0,0,0,0,3.715,0,0,0,0,0.229,0,0,1.223,2.766,0,0,0,0,0,0,0,0,0.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0.64,0,0.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.161,0,0,104.548,0,0,0,0,15.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,121.943,0,0,0,0,0,0,0.41,0,0,0.8,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,3.822,0.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0,0.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",7.567,0,0,0,1.282,9.207,586.621,333.541,4.637,19.447,2.733,3314.66,0,0.674,239.603,0,0,22.125,0,667.6,0,0,10358.533,0,0,2.001,30.143,182.56,36.079,0,0,6.425,22.933,5.921,9.548,102.602,1594.073,0,2.325,0,0.051,1706.908,6260.364,0,0.135,5253,5.56,0,0,119.742,0.038,1.308,0,0,1776.329,83,6.962,31.118,5.409,4559.08,2825.715,20536.907,0.019,9.916,5155.69,40.768,363.1,0,557.906,0,0,3.524,0.379,17.887,0.141,1.105,0,464.12,1.038,0,22.701,0.836,115.996,0,0,51.274,0,13.18,13.773,0,423.528,0,0,113.731,0,593.141,57.858,0.374,0,3.386,806.886,356.561,609.803,657.262,94.469,21.285,0,0,4.224,4.305,2.467,156.515,632.972,32.007,0,150.719,504.097,60.12,763.958,0,4.961,1770.699,2958.754,331.233,0,2.382,516.905,7.191,294.354,71.267,0.651,0,0,130157.065,1.881,0,29.904,0,4,1.181,39.371,0,0,0.014,0,0,0,0.387,0,0,214.364,13.9,1.345,0,62.01,12.296,0,0,0,0,0,0,0,0,2.214,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0,0,0,0,8.899,0.436,0,0,0,0.227,0,0,2.45,0,0,0,0,0,0,0,0,0
