"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CXR","CCK","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","CUW","ABW","SXM","BES","NCL","VUT","NZL","NIC","NER","NGA","NIU","NFK","NOR","FSM","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","RWA","SHN","KNA","AIA","LCA","SPM","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","BTN","SLB","PSE","NRU","TLS","TON","BLM","FLK","ATF","GNB","DJI","HTI","COM","PLW","MHL","WLF","MNP","CAF"
"KEN",0,0,0,0,0,0,0,0,0,1.446,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,4.455,0,0,0,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0,0,0,0,0.255,0,0,0,0,11.733,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.379,0,0,0,0,0,0,0.06,0,0,0,4.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.287,0,0,0,0,0,0,0,0,0,0,17.44,0,0,0,0,0.763,0,0,0,5.797,0.517,0,0,0,0,0,0.146,0,0,0,0,0,0,0,0,0,0,0,0,138.42,0,0,0,30.704,29.518,22.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,0,0,1.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.085,0,0,0,0,0,0,0,0,0,0,0,0,33.513,0,0,0,0,0,4.596,0,0,0,13.061,0,0,0,3.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,0,0,1.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.119,0,46.786,0,0,0,0,10.388,0,0,0,0,0,0,0,0,0,0,0,0,3.213,0,0,0,0,0,0,0,0,0,0,0,288.359,0,0,0,0,0,98.208,0,0,0,0,0,0,0,0,0,0,229.795,0,0,0,0,0,0,0,0,3.79,0,0,0,0,0,0,0,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",6.152,7.141,832.765,0,0,200.559,4.927,956.211,1953.087,2484.742,2969.94,0,103.395,496.155,7.797,0,431.538,11.196,50.736,32.824,1.014,109379.757,0.449,0,4.545,842.386,345.754,0,2.963,156.642,10.881,5115.385,0,0,111.324,0,490.198,154647.653,0,0,8722.186,10.379,0,0,116.463,19.048,0,598.886,1439.141,2.226,2656.775,0,75.71,348.63,27.807,0,4.949,0,189.36,1.953,2155.417,4716.158,55.215,0,113.363,0,15584.042,43.244,0.39,5.493,519.605,0,0,11.091,186.904,59.658,0,44.733,12449.361,574.331,5.142,4147.925,2552.503,2394.789,1783.293,2793.365,1867.825,21.949,2.947,229918.595,1627.077,291.276,28.034,0,0,656.667,22.422,10.634,387.355,4.68,795.152,0.95,10.833,390.595,1.034,46.13,0.675,25.43,4901.58,7.714,0,28.053,0,49.092,15899.823,165.042,13.564,2.271,0,84.632,0.316,137.328,16.361,17.617,4531.073,2.516,1.693,0,0,22.959,0.093,770.842,17.747,0,445.924,0,0,945.5,0,202.988,65.705,33.331,43.308,657.512,3945.523,12018.094,439.531,363.605,899.112,15572.506,31.759,0,0,0,1.148,0,0,0,0,2631.784,8.031,101.996,0,0,32450.428,8322.436,2221.994,456604.723,313.182,0,1181.363,0,2383.437,0,45.532,0,45.282,3608.212,820.084,8.482,2.937,4569.749,0.92,0,15.262,8204.276,116.416,9021.147,27.413,0,3.404,421.161,5.279,1368.3,9681.268,6.492,120334.916,7.824,153.098,12.753,16.749,0,12.181,3.941,37.293,0.94,4.772,0,0,0,0,0,0,0,12.612,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,0.402,0,0,0,3.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0,0,0,0,43.111,0,0,0,0,0,0,0,0,0,0,0,0,0.428,0,0,0,0,0,0,1.873,0,0,0,0,0,0,0,4.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.719,0,0,0,0,0,0,243.054,0,0,0,0,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0.063,0,0.721,0,0,0,0,0,0,0,0,0,0,0,2.293,0,0,0,0,0,0,0,0,0,0,0,0,1.851,0,0,0,0,0,0,0,0,0.069,0,0,0,2.584,0,0.496,0,0,0,0,0,0,2203.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.657,0,0,1.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.119,0,0,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.485,0,0,0,0,0,0,0,0,0,0,0,0,43.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,1.426,0,0,8.927,0,0,0,0,0,0,5.791,0,0,0,0.74,0,0,0,0,0,0,0,0,1.173,0,0,0,0,0.374,0.099,0,0,0,0,0,26.876,0,0,0,8.073,0,0,0,0.243,0,1.775,0,0,0,0,0,0,0,0,0,0,0.147,0,0,3.722,0,9.521,0,0,5.147,21.757,0,0,0,0,0,0,0,0.607,0,0,0,0,0,0,539.467,86.325,0,0,11.804,0,0,0,0,0.703,0,0,29.172,6.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,0,0,0,0.598,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0.237,0,38.001,0,0,0,0,0,0,0,0,0,0,0,10.626,0,0,0,52.207,0,0,0.138,0,0,0,0,0,0.354,0,15.963,0,0,0,0,8.598,0,0,0,0,0,123.546,8.486,9.371,20.521,0,0,0,0,0,0.012,0.025,32.647,0.75,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,17.152,14.229,50.68,0.078,0,0,3.775,0.898,0,1.35,0,0,0,0,1.708,0,0,17.666,0,0,0,290.448,0,6.283,0.128,0,0,0,0,1.161,5.815,0,0,5.287,0,0,0,0,0,0,11.082,140.119,0,10.671,0,0,0,0,0,0,0,1320.881,0,26.743,0.38,0,0,61.006,0,85.272,0,0,0,0,0,0,0,0,0,0,0,8654.433,0,0.926,0,0,0,0,3,98.2,0,0,2.382,11.543,0,0,0,52.533,0,0,0,0,0,0,0.533,0,742.176,1.072,0,0,1.909,2.246,0,0,0,0,0,0.729,0,1.4,0,0,1.961,0,0,2.866,0,9.183,0,0,0,0,0,0,1.786,0,0,10.465,0,0,161.724,0,0.846,0,0,2.366,1.252,0,37.233,182.067,0,1.347,375.542,0,0,0,0,0,0,0,0,0,43.033,0,3.529,0,0,7.672,12.329,0.261,0,66.789,0,15.151,0,24.525,0,0,0,0,74.401,11.449,0,0,59.872,0,0,0,7.159,0,2.952,0,0,0,2.664,0,0,89.535,0,121.019,0,1.9,0.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.141,0,0,0,0,0,0,0,0,0,0,0,0,0.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,1.41,242.514,0,0,75.931,0,2.399,0,388.27,33.159,0,3.283,0,7.379,0,0.412,0,0.089,51.769,0,5.733,0,0,0,14.844,0,0,3043,0,0,3.03,0,0,0,0,0,22.206,0,0,6.052,0,0,0,0,6.085,0,51.151,132.259,0,145.832,0,0,0,0.028,0,0,0,522.411,0,201.203,59.224,0,0,39.613,0,36.958,0,0,0,108.252,0,0,0,0,0,0,0,267.252,39.226,3.828,0,0,0,9.989,5.178,358.261,0,0,121.058,317.64,0,0,0,25.211,0,5.415,0,0,0,666.277,0,0,0,0,0,2.407,0,30.268,0,0,0.767,0,1.373,5.179,4.474,333.274,0,0,0.226,0,13.487,0,0,206.063,0,0,0,0,0,0,19.539,0,0,0,0,0,98.491,0,0,0,0,0,0,0,638.097,36.691,12.199,59.213,7742.109,0,0,0,0,0,0,0,0,0,8.624,0,15.387,0,0,11.599,0,41.124,5.681,196.118,0,61.662,0,182.733,0,0,0,0,298.428,11.244,0,12.447,93.879,0,0,0,46.522,3.167,7.558,9.716,0,0,50.614,0.064,0,1197.969,0,92.607,0,0,95.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,7.407,0,0.152,0,0,1250.981,0,10.172,102.691,0,0,0,0.63,0,507.144,0,0,0,0,2.561,0,0,0,0,0,0,0,0,0.715,8.782,0,0,0,0,3.273,78.926,0,0,0,0,0,0,0.003,0,0,0,554.089,0,14.758,0,0,0.187,0,0,6131.704,0,57.358,0,4.8,1416.917,0,0.113,43.156,0,455.355,0,11.97,0,23.443,0,0,0,0,0.399,0,0,4.875,880.911,0.385,0.052,0,0,1.805,82.925,726.188,0,0,0,0,0,0,0,13.909,0.021,0,0,0,0,84.318,0,0,11.344,0,0,0,0,0.047,0,0,0,0,0.152,0,0,0,0,0,15.424,0,0,0,0,447.095,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0,0,15.377,0,0,0,0,61.21,129.354,3.603,78.445,3.904,0,0,0,0,0,0,0,0,0,62.652,16.953,0,0,0,0.225,0,8.461,0.914,4.652,0,0.178,0,33.397,0,0,0,0,1065.752,198.869,0,0,23.312,0,0,0,0.189,0,24.426,0,0,0,0.007,0,1.065,230.453,0,120.954,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.755,0,0,0,0,65.861,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,0,74.831,0,0,0,0,0,0,30.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.406,0,0,0,0,0,0,84.671,0,0,0,0,0,0,0,0,0,0,0,1364.28,0,0,0,0,0,0,3,11.1,0,0,15.361,0,0,0,0,0.566,0,0,0,0,0,0,0,0,0,0,0,0,0,2.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.049,0,0,0,0,1.312,0,0,1.41,0,0,0,0,0.231,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,4.928,0,0,0,0,0,0,0,0,0,0.782,58.919,0,0,0,0,0,0,34.136,0,0,0,0,0,0.199,0,0,51.931,0,0,0,0,0,0,0,0,0,0,0,0,497.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.881,0,0,0,0,0,0,0,0,0,0,1.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",503.059,0,66.89,0,54.493,64.756,0,40.499,891.25,8817.545,893.186,0,20.963,17.505,15.737,0.168,5509.052,0,15.606,25.635,0,2073.772,0,0,202.704,1.147,16.676,0,0,1.885,0,5830.145,0,0,189.532,0,1963.644,10507.434,0,0,1601.812,0,0,0,18.891,1.449,0,0,327.196,0,1096.345,0,0.498,449.007,17.77,0,0.306,0,142.324,2.502,161.763,11364.302,18.228,0,0,0,24013.505,1.571,0,0,197.126,0,0,128.747,145.802,0,0,2.619,6556.886,297.076,10.63,2670.568,16.264,0,1820.89,4,6401.12,0.44,0.049,32751.96,206.943,18.628,0,0,1430.212,23.204,3.196,0,28.929,0,0.931,0,0,41.64,10.055,20.92,4.182,0,0,19.798,0,8.076,0,55.451,16171.886,3.367,4.088,13.553,0,118.337,16.279,23.108,0,2.309,16280.946,0,0,0,0,14.962,0,2152.678,5.614,0,3.359,0,0,294.348,0,19.765,6080.44,74.959,41.964,1165.722,1005.288,1284.291,406.448,413.417,28.56,3938.569,0,0,0,0,0,0,0,0,0,721.489,0,83.792,0,0,9489.131,26831.087,2140.347,2252.387,496.302,0,2608.52,0,1821.616,0,0,61.849,0,1835.385,2531.618,3.653,0,16057.869,0,0,3.064,7472.525,36.269,2677.076,0,0,1.466,203.185,14.228,20.463,3698.825,7.558,87957.067,0.153,1138.442,0,12.319,0,12.932,9.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.306,0.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,4.967,0,0,0,0,0,0,33.297,0,0,0,0,21.678,0,0,0,0,0,0,0,0,0,7.251,0,0,0.46,0,0,8.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,7.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0.63,0,0,50.516,0,0,3.412,0.652,1.751,0,0,0,0,0,0,0,0,0,0,3.427,0.663,0,0,0,0,0,0,1.068,0.665,0.701,0,0,0,0,1.888,9.612,0,0,0,0,0,0,0,0,0,0,7.26,0,2.596,0,0,0,0,0,0,0,0,0,0,2.477,0,0,0,0,292.564,9.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0,0,0,19,88.663,0,0,0,0,0,31.074,0,3.386,0,0,0,2.188,0,0,0,57.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0,0,0,0,0.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.864,0,12.82,0.171,0,1558.824,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343,0,0,0,279.972,0,2.505,0,0.7,0,0,0,0,0,13.969,0,0,97.13,0,0,0,11.453,0,0,0,0,0,0,0,0,111.355,0,30.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0.147,2.444,0,0,0,0,0,0,2.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,43.002,0,0,0,0,1.626,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,0,0,0.79,0,0,0,0,2.135,0,0.03,0,0,0,0,0,0,0,0,0,0,0,1.001,0,0,0.779,0,0,0,0,0,0,0,0,0,2.46,0,0,0.985,0,26.412,0,0,0,0,0,0,18.953,0,0,0,0,0,0,0,0,0,0,0,0.155,0,0,0,0,0,0,2.985,0,0,0,0,0,0,0,0,0,0,0,28.193,0.198,0,1.558,0,0,0,0,19.163,13.051,1.02,0,0,0,0,4.82,0,0,0,6.791,0,0,0,1.75,0,0,0,0,5.032,0,0,0,8.727,4.898,5.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0,0,0,0
"MEX",0,0,48.177,0,0.113,0.742,1.85,316.762,4203.947,14781.074,20260.069,0,22.029,0,6.188,32.919,1285.951,4.559,34.49,25.371,0,38111.586,6.137,0,0.924,0,0,0,0,0,6.412,75093.613,0,0,1.269,0,3887.143,6784.215,0,0,8345.614,15.211,0,0,1129.056,73.288,269.011,3.865,437.894,0,234.592,0,330.49,622.934,265.012,0,0,0,55.908,0,147.133,568.83,12.368,0,0,0,65673.176,0,0,0,1.779,0,0,0,1846.951,0,0.436,561.545,7886.605,1496.741,3.092,119.102,0,0,211.208,331,2088.314,0.329,119.902,24758.835,14.923,8.061,0,0,3590.06,13.567,4.518,0,107.987,0,21.229,0,0,4.031,25.842,0.32,1.797,0,434.261,0,0,0,0,16.296,0,2.698,0.419,0.422,0,38.937,0,0,0,3.347,7066.951,0,0.654,0,0,2.499,0,501.504,424.681,0,102.604,0,0,473.956,0,0.19,440.035,0,484.374,2451.757,10.058,951.528,132.033,255.326,107.627,1142.971,0,0,0,0,0.824,0,0,0,0,1124.202,0,38.852,0,0,103.814,433.965,33.285,13699.079,962.618,0,1127.846,0,593.594,0,0,0,0,357.928,169.459,0,0,11961.358,0,0,14.18,580.054,4.611,1165.12,0,0,0,3.636,4.955,158.82,7882.49,2.525,1358665.185,0,38.239,0,0,0,0,0.514,0,0,0,0,0,0,0,0,0,0,0,4.704,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.601,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,2.306,0,0,0,0,0,0,72.454,0,22.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.131,0,0,0,0,0,0,0,0,3.177,0,0,15.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0,3.242,0,0,0.489,0,106.515,0,0,0,0,0,0,0,0,0,0,0,0,3.935,0,0,0,0,0,0,0,0,0,0,28.254,0,0,0,0,0,6.092,0,0,0,0,0,0,85.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.815,0,0,103.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,7.338,0,0,0,0,0,0,0,0,0,0,0,2.338,0,0,0,0,0,0,0,0,0,0,0,0,7.535,0,0,19.104,0,55.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
