"AFG","ALB","DZA","AND","ATG","ARG","AUS","AUT","BHS","BGD","ARM","BRB","BEL","BOL","BIH","BWA","BRA","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","LKA","CHL","CHN","COL","COM","COD","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FIN","FRA","GAB","GEO","DEU","GRC","GTM","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LTU","LUX","MAC","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MNG","MSR","MAR","MOZ","OMN","NAM","NRU","NLD","ANT","NCL","NZL","NIC","NER","NOR","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","QAT","ROU","RUS","RWA","AIA","LCA","STP","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","SCG","ZMB","ASM","SLB","COK","FJI","PYF","GMB","GHA","KIR","GUM","GIN","MRT","NPL","VUT","FSM","TLS","TON","YEM","BEN","MDA","BDI","IRQ","MDG","NGA","AGO","AZE","MYT","GUY","COG","BHR","GRL","BLZ","CAF","LBR","LBY","SDN","TCD","GNQ","DJI","GNB","SPM","ATF","PSE","GIB","GRD","VCT","SUR","TKL","WSM","BMU","KNA","NIU","BTN","TKM","TCA","LSO","SHN"
"PAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.473,0,0,0,0,0,0,0,2.361,0,0,0.36,0,0,0,0,0.201,0,0.017,0,0,0,0,0,0,1.049,0,0,0,0,0,0,0,0,0,0.417,0,3.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,7.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,0,0,0,0,1.008,0,0,3.51,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0,11.143,11.24,2861.693,0,0,0,0,16.911,0,0,0,865.855,0,0,87.785,0,0.9,0,0,2092.705,0,0,4.073,6749.969,2.762,0,0,0,0,0,0.076,1710.655,255.848,0,0,0.138,0,0,0,309.588,7726.61,245.087,0,0,35415.748,0,0,0,0,24694.901,1084.82,2.404,2.1,0,10.103,102.381,24.737,0,0,36500.217,0,0,0,0,56.53,0,0,0,0,0,1.888,0,0,0,10497.274,0,0,4.329,0,748.677,0,0,0,0,0,0,0,7359.845,0,0,188.535,0,0,670.428,0,0,0,0,0,0,0.398,0,0,1301,0,0,441.967,57.47,0,0,0,13.944,0,0,0,0,193.08,783.759,54.377,0,106.558,0,128.362,0,2683.24,0,0.868,15.912,0,0,2570.702,0,0,0,0,357.332,0,28.72,0,0,323.149,0,3761.146,0,0.036,0,0,0,0,0,0,210.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0,34.729,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,67.19,0,0,0,0,0.11,0,0,0.849,0,0,0,0,0.86,0,0,0.49,101.72,78.886,0,0,419.855,0,0,0,0,0,38,0.563,0,0,0,0,8.781,0,0,22.258,0,0,21.478,0,10.621,0,0,0,0,1.232,2.568,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,1.131,0,0,0.286,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0.55,74.898,0,0,0,0,0,0,0,0,0,0,1.931,0,1.052,0,0,0,9.019,0,7.933,26.181,0,0,0,0,0,0,0,0,0,1.85,0,0,3.807,0,285.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,0.464,0,0,0.453,6.91,384.297,0,0,0,0,6.959,0,0,0,2.602,0,0,0,0,0,0,0,0.307,2.032,0,0.554,0.328,0,0,0,0,0,0,0,4.956,0,0,0,0,0,0,0,0,0.016,20.529,0,0,2441.888,0,2.584,0,0,6.212,11,0,0,0,0,0,0.481,0,0,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.096,0,0,0,0,73.719,0,0,2.338,4.768,0,0,0,0.121,0,0,0.001,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0,0,0,1.806,0,0,0,0,0,0.424,0,0,16.604,0,53.254,0,41.758,0,0,0,0,0,0.054,0,0,0,4.469,12.11,0,0.05,0,0,6.44,0,91.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,0,0,0,0,0,0,0,0,0,0,1.487,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,465.241,0,0,0,0,1.053,9.791,0,0,0,0,0,7.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.373,0,0,2.455,0,0,0,6.136,0,1.326,0.227,0,0,0,0,0,0,0,0,0,1.5,0,0,2.006,0,22.485,0,0,0,0,9.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,0.008,0,0,0,220.391,21.342,0,0,1.27,0,0,0,0,0,0,0,0,11.356,0,893.9,0,0,7.247,0,0,0.54,588.194,0.015,0,0,0,0,0.247,4.469,124.054,1.736,0,0,0.031,0,0,0,0,63.975,7.698,0,0.01,875.079,19.839,0,0,0,855.41,26.061,0,0,6.143,1152.524,53.694,65.764,0,0,57.517,57.758,0,34.811,0,178.397,0,0.57,0,0,1.289,7.753,0,0,0,0.09,0,0,0,0,20.572,0,0,0,0,0,0.872,0,29.162,0,0,0,0,0,0,0,0,23.938,0,0,0,0,0,0,11.34,0,0,0,0,0,0,0,0,0,0,0,0,33.367,134.241,0.011,0.791,0,0,409.088,0,403.553,0,4.731,38.644,0,0.224,0.497,0,0,0.02,0,5463.426,0,286.008,0,0.285,58.689,0,504.291,0,0,82.795,0,2.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.908,0,0,0,2.24,2.017,0.08,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,20.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1461.514,0,0,0,335.898,0,0,0,0,0,0,0,0,0,0,0,76.256,0,0,0,0,0,0,0,0,0.012,0,0.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,0,0,0,0,0,0,0,0,0,0,0.634,0,0,0.048,0,0,0,0,0,49.6,0,0,64.609,0,0,32.267,4.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",0,0,0,0,0,0,1076.666,1605.181,0,269.276,0,0,8.377,0,0,300.044,6.711,0,143.672,0,0,0.6,0,0,12.945,0,793.606,1.826,748.412,15.758,0,0,0.012,4.474,0,11.666,1.181,0.175,0,0,0,0,12.586,0.509,0,29.116,1771.334,0,0,36598.392,0.898,0,0,0,145.303,21,0,0.569,5.349,0.303,2.435,59.085,0,0,2.665,0,157.625,656.965,0.033,60.109,12.462,0,0,0,0,0,0,0,2.373,25.69,0.419,359.344,1.41,8.647,392.581,0,0,16.079,0,0,0,0,276.554,0,0,32.106,0,0,2.715,0,0,0,0,0,0,0,225.953,0,25.207,0,0.362,9.491,8.021,0,0,0,0,65.65,0,6.599,0,0,58.208,0.774,0,10.961,0,66.64,0,1172.176,0,0,12.205,0,0,68.368,0,0,467.43,0,12.83,53.674,0,2.607,0,294.07,17.275,4760.225,0,0,0,0,0,165.463,0,0,0,0.549,0,0,155.57,0,0,0,0,478.601,0,0,0,0,0,0,0,0,0,1.926,19.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.451,3.571,5.895,0,0
"SGP",0,0,1.926,0,0,31.867,890.049,22.542,0,35.062,0,0,7.149,0.589,0,0,500.935,0,0,16.082,24.161,2.2,52.941,0,771.384,0,34.867,1.031,8543.475,0.167,0,0,0,0,0,0.434,28.122,0.885,0,0,0.014,0.401,0,0,1.026,57.868,126.19,0,0,458.168,0,0,0,0,34619.99,570.453,0.204,2951.985,1037.7,105.526,88.017,68.235,0,0,13382.748,0,0,0.012,0,6092.741,365.949,0,0,0,0,1.743,0,0,0,38806.059,14.321,0,4.277,3.042,1895.579,0.23,0,0.023,0,0,0,0,19.247,0,0,96.042,0,0,100.632,0,0,435.583,0,0.102,0,0.486,5025.803,0,18.909,5.928,0,29.101,25.942,0,0,0,0,0.811,0,0.289,0,1812.686,0,87.38,526.493,5.388,0,48.517,0,54.513,0,13.93,57.945,23.031,0,9309.277,0,0.689,26.135,0,23.705,0,13.69,0,6.291,712.503,0,27864.713,0,0,0,0.003,0,0,0,0,0,0,0,0,5.612,0,0,0,0,9.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0,0,0,0,0,0,14.641,0,0,0,0,0.209,0,0,0,12.027,0,0,0,0,0,0,0,0,0,0,0,1.006,0.045,0,0,0,0,0,0,358.456,0,0,0,0,0,0,0,0.097,0.6,7.518,0,0,88.07,0.176,0,0,0,0.028,50.253,0,0,0,1.112,0,87.198,0,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0,0,0,0,0,0,0,4.289,0,0,0,0,0,0.426,0,0,0,0,0,0,0.026,0,0,3.176,0.097,0,0.07,0.054,0,0,0,0,0,0,0,0,0.172,0,0,0,0.065,0,0,0,6.43,0,1.956,3.313,0,0,1.132,0,0,0,0,0,0,1.416,0.005,0,1.063,0,5.813,0,0,0,0,0.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0.187,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,24.904,0,0.308,0,0,0,0,0,0,0.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,129.178,0,0,434.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.889,0,0,0,0,0,0,0,3.394,0,0,0,0,0,0,0,0,0,0,0,0,0,3.717,0,0,0.149,0,0,0.839,0,0,0,0,0,0,0,0,0,0,40.254,0,0.267,0,0,0,254.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0.904,0,0,0,0,7.48,174.838,0,0,0,0,3.232,0,17.99,0,0,0,0,0.066,0,0,0,0,0.259,0,0,0,1.026,0,0,0,0,75.937,0,0.413,5.702,29.724,0,0,0,0,0,0,0,0,0.152,0,0,854.795,0.94,0,0,0,0,1,0,0,0,0,0,20.276,0,0,0,0,0,0,0,0.606,0,0,0,0,0,0,0,0,0,1.651,0,0,0,0,0,0,0,0,0,0,0,0,10.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.441,0,0.879,61.972,0,0,0,0,1.829,0,0,0,0,0,0.308,0,0,0,0,0,105.576,0,0.29,13.704,0,0,0,0,0,0,0,0.237,0,0.07,1.566,0,7.791,0,9.167,0,0,0,0,22.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",0,0,0,0,0,0,0.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,0,0,0,30.431,0,0,0,0,0,6.649,0,0,1800.106,0.764,0,0,0,0,0,0,0.266,0.198,0,0,0,1.615,0,0.008,26.46,0,0,0,50.76,27.164,22.381,0,0,0,0,33.692,0.713,0,1.614,25551.139,0,0,1199,10.798,0,0,0,0.811,0,0,0,0,0.569,4.618,25.156,0.171,0,3.7,0.4,0,58.788,0,0.677,0,0,0,0,0,0,0,0,40.068,5.512,0,4.132,0,4.97,2.197,0,0,99.832,90.195,11.018,25.621,0,59.103,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,77.56,0,0,0,9.66,0,0,0,0,0,0.232,0,0,0,0.04,0,0,0,0,18.044,50.954,15.535,0,0,0,0,0,0,0,553.493,0,1.056,155.123,0,0,1.245,65.1,157.528,21.038,0,0,0,0,6.27,213.154,0,0,0,0,0,161.665,0.032,0,0,0,0,6.897,0,0,0,0,0,0,0,12.313,0,3.258,5.79,20.465,0,0,0,3.124,0,0,0,0,0,1.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,5.346
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
