"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","ATF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NFK","NOR","FSM","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","QAT","ROU","RUS","RWA","BLM","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","GUM","TLS","SSD","ERI","PSE","BES","IOT","SPM","WLF","MNP","NIU"
"ISR",0,0,0,0,0,139.582,0,827.68,727.789,3813.383,4295.85,0,0,0,40,0,409.358,0,0,76.735,9.132,0.805,4225.033,0,0,0,0,773.912,0.489,0,4,0,12,1255.211,0,0,0,5.813,0,352.61,834449.832,0,0,255.551,0,19,1.145,0,43.434,52.189,0,97.853,732.824,0,1120,0,0.942,3,33.303,0,3.665,26.502,0,0,169.732,5848.722,0,0,0,1,626.294,0,16865.66,19.859,0,0,1503.221,0,0,16,0,0,0,36.506,7704.319,129,330.159,73.369,0,0,180.789,0,11587.842,2.681,10.097,6131.087,32.9,51,174,0,5492.793,0,0,0,0,0,57.032,0,0,55.945,0.869,3.828,0,0,0,1.199,0,15.17,0,6.234,1300.678,0.118,123.784,2.089,0,832,0.911,0,4.767,0,0,3909,0,0,0,0,0,263.118,0.265,0,36.735,0,367.391,0,0,0,0,263,0,2.164,995.899,383.595,2786.113,602,0,0,1601.337,188,4.333,0,0,0,0,0,0,0,0,0,15,446.803,0,0,21329.112,1176,58.061,723.811,60,0,908.146,1.251,519,0,0,0,260.201,1093.045,0,0,16587.274,0,0,0,0,0,0,1020.812,0,0,0,5.239,171.269,8.837,10.105,6454.998,24,59114.047,7.535,89.148,31.028,0,0,0,8.098,0,0,0,0,57.07,0,0,0,0,0,0
"ITA",0,643.529,5229.811,0,0,14.828,22.137,22.35,1552.666,3679.252,5580.18,0,299.955,50.425,66.498,20.073,4753.057,0,0,143.273,297.104,0,3346.589,0,0,0,12.005,1247.912,4.582,25.93,396.802,4.332,50.45,11706.388,22.162,0,55.074,112.482,11.531,989.875,8520.724,0,0,495.9,0,183.806,6.709,0,126.765,2202.798,232.26,617.595,6813.378,39.515,1887.976,0,176.444,237.515,524.882,0,3541.535,517.409,0,0,1186.227,55722.065,7.65,0,9.135,0,252.993,0,48076.209,140.847,4.881,0,4886.673,0,32.045,145.354,4.231,0,0,216.968,3034.007,5700.676,94.415,636.407,251.842,1317.915,718.366,4226.799,0,115.527,183.121,2624.668,274.901,366.489,215.155,0,2499.866,392.191,4.673,0,562.712,0,481.984,1.795,754.29,1679.495,1053.466,3.84,7.282,1.285,5229.885,40.961,6.645,805.005,0,368.941,6748.179,31.87,146.998,162.73,0,1406.641,33.412,416.106,9.192,0,21.759,9208.755,0,0,3.824,11.724,0,311.947,24.112,43.992,502.107,0,898.114,0,0,0,240.753,285.202,0,42.31,2043.372,502.135,20668.111,7159.892,0,1705.312,7753.209,2184.13,33.538,0,0,0,0,11.281,59.031,0,0,2238.957,70.791,1393.298,3.155,1.444,4467.767,1079.01,5974.505,1932.553,3009.905,3.723,1131.991,16.962,28178.338,9.931,0,0,3033.366,8367.016,51.471,65.833,2062.004,11.929,0,0,32.609,5530.42,1516.695,14426.938,331.283,0,0,34.887,654.206,152.197,2175.809,22232.622,96.766,14792.535,19.373,1189.943,103.854,25.422,1.528,0,12.203,0,0,0,0,11.258,0,0,0,0,0,0
"CIV",0,0,1.007,0,0,0,0,0,0,0,0.581,0,0,0,0,0,0.14,0,0,0,0,0,11.614,0,0,0,0,0,0,0,0,0,47.471,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.708,0,0,0,0,0,0,1.025,21.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.462,0,0,0,0,0.137,0,0,0.301,0,0,4.617,0,0,0,0,0,0,0,0.01,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0.299,0,0,0,2.171,0,0,0,39.48,0,0,0,0,0,0,0,0.354,0,0,0,0.317,1.989,0,0,0,28.119,0,0,0,2.104,0,0,0,0,0,0,0,0,0,4.741,0,0.711,2.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,4.614,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0.082,0,4.512,0,0,0,0,0.095,0,0,0,0,0,0,0,0.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.469,0,0,0,0,0,4.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,0,0,0,0,1.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.269,0,7.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,0,0.215,0,0,0,0,0,0,0,0,0,0,0,1.179,0,0,0,0,0,0,0,0,0,0,0,0,44.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",15.465,0,72.886,0,0,9.172,169.708,98.572,384.656,10830.075,3535.809,12.291,116.031,309.844,138.423,4.356,7930.493,3.978,0,24.966,126.604,10.644,8336.973,3.388,0,0,51.169,321.371,708.646,1.843,103.825,627.871,0,18002.494,0,0,0,324.933,2.274,313.909,466899.598,0,0,800.106,0,0,7.939,2.76,67.465,111.529,0,27.857,15820.614,0,547.94,40.726,89.306,23.408,44.781,0,22.936,181.816,0,14.762,2943.458,14713.64,16.481,0,517.514,0,4.714,0,69796.055,9.382,0,0,90.591,12.942,0.174,29.244,0,0,0,91.918,139959.903,311.55,42.802,15557.991,104.926,81.104,3732.059,7843.122,4332.27,8.477,12.242,0,152.619,118.72,25.797,0,200443.779,543.179,20.947,70.09,73.849,7.081,56.582,45.881,0,31.05,13968.084,865.004,3.266,15.668,14734.296,56.016,0,26.743,0,36.874,18183.586,604.274,12.429,211.204,0,302.581,6.413,111.924,0.432,0,92.674,21198.269,0,0,0,19.033,0,915.38,13.497,6.981,18.81,0,206.999,0,56.714,207.669,708.127,594.995,10.768,85.076,120.144,13898.947,3110.382,5216.106,0,218.643,202.127,7692.007,4.634,0,0,0,0,6.887,1.289,0,0,435.856,0.507,181.128,17.505,0,29044.701,18792.232,414.483,42409.384,33.04,0,2008.489,0.011,1754.048,0,52.743,0.836,1901.614,3477.107,2.825,4.754,114226.268,2.513,0,74.665,18.345,4551.65,55.845,4903.662,2.504,0,28.325,6.65,115.071,39.819,2642.255,46409.612,4.384,340408.344,14.239,27.872,976.479,0,5.599,0,0,88.764,3.348,0,0,21.997,0,0,0,0,0,0
"KAZ",0.005,0,0,0,0,0,0,39.319,0,0,0,0,0,0,0,0,1.088,0,0,0,0,0,0,0,0,0,0,0,0,0,34.817,0,0,0,0,0,0,0,0,0,0.567,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,15.948,0,0,0,0,0.005,0,2.298,8.122,0,0,0,0,0,0,0,0,0.04,0,0,0.623,0,0,0,0,0.011,0,2.345,0,0,0,0,0,0,0,0.684,0,77.557,0,0,0,0,0,0,1.6,0,0,0,0,59.879,0,0,0,0,0,0,1.042,0,0,0,0,0,0,0,0,0,0.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.114,0,0,0,0,287.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801,0,0,0,0,0.02,0,77.076,0.366,0,0,0,0,46.517,0,158.745,0,0,0,0,2.46,0,0,195.859,0,34.579,0,0,81.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,2.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,35.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827,10.274,0,0,0,0,0,0,31.119,0,0,0,0,0,0,0,0,0,0,0,0,18.067,0,0,0,152.486,9.487,7.815,74.997,0,0,0,0,0,0,0,0.819,0,0,0,114.589,0,0,0,29.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.229,0,0,0,0,0,0,0,0,0,0,0,0,0,475.344,0,0,0,0,0,0,0,0,45.62,0,0,0,2.54,14.37,0,0,0,0.308,31.06,0,19.002,0,0,0,0,224.105,0,4.152,0,0,0,0,0,0,12.682,11.096,0,105.064,0,0.101,0,0,0,0,0,0,0,0,0,80.361,0,0,0,0,0,0
"KEN",0,0,0,0,0,1.015,0,0,0,0,0.015,0,0,0,0,0,0.287,0,0,0,0,0.083,0,0,0,0,0,0,0,9.193,0,0,0,2.946,0,0,0,0,0,0,0,0,0,0,0,0,5.509,0,0,0,0,0,0.05,0,0,0,0,0,0,0,3.886,0,0,0,0,0,0,0,0.087,24.615,0,0,4.03,0.007,0,0,0,0,0,0,0,0,0,0,0,0.389,0,0,0,0,40.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,30.721,11.636,0,0,0,0,0,1.488,0,0,0,0,0,0,3.904,3.005,0,0,0,122.522,0,0,0,0,0,0,0,0.164,1.993,0,0,0,0,0,0,0,0,0,0,0,0.383,1.377,0,1.018,0.074,0,5.798,0,0,0,0,0,0,0,0,0,0,0,5.491,0.309,39.742,0,0,0,0,81.436,3.962,0.056,2.53,1.572,0,0,0,0.315,0,0,0.348,0,0,0,0,0,0,0,0,0,0,169.297,0,0,0,6.105,29.258,3.075,0,0,0,0,0,0,18.055,0,0,6.779,0,0,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.888,0,0,0,0,0.948,0,0,0,0,0,0,0,0,0,2.649,0,0,0,0,4.013,0,0,0,0,0,0,0,0,0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",2.8,3.001,129.839,0,0,24.433,0.502,220.776,809.042,3844.479,1945,0,241.759,1419.397,37.271,0,1321.546,1.28,0.01,83.911,136.724,14.958,5440.148,0.074,1.86,0,16.752,515.687,216.782,0,197.566,52.217,11.32,8311.567,0,0,0,178.104,0,1035.749,257051.296,0,0,3676.056,0,0.456,0.816,0,331.006,143.591,0,355.832,1302.352,0,761.835,0,74.569,757.128,38.086,0,149.981,315.309,0,15.735,1052.219,9991.047,5.551,0,0,0,36.561,0,19269.167,57.984,0,0.208,544.969,0,0,61.26,83.308,6.405,34.163,18.557,82165.725,43334.283,11.429,7786.634,178.782,4062.046,30.92,6219.976,4246.426,7.335,0,80861.398,1194.117,163.503,98.404,0,0,930.054,32.229,2.208,290.995,0,109.793,0,49.535,345.928,150.479,24.809,3.168,0.134,20806.789,61.207,54.45,4.962,0,66.544,26126.193,183.563,30.245,8.178,0,155.082,0,635.154,0,0,36.987,5487.472,0,0,0,0,0.005,341.291,6.943,0,841,0,238.679,3.054,0,18.953,714.787,707.802,14.436,104.187,1943.96,5535.945,13576.646,246.315,0,463.598,841.385,11845.945,1139.543,0,0,0,0,1.563,0,0,0,4310.16,3.235,591.475,0.138,4.342,17204.016,13780.95,1443.378,77818.392,333.577,0,1803.58,0,3339.836,16.714,0,0.197,12472.399,619.239,51.938,0.077,36363.302,0.264,0,0,1.167,7748.074,82.542,6700.882,670,0,0,4.694,430.886,14.355,912.423,4812.578,259.289,142461.665,0.409,45.308,85.884,7.2,0,62.845,15.319,2.482,0,0,0,36.955,0,0,0,0,3.41,0
"KWT",0.165,0,0,0,0,0,0,0,0,0,0,0,2.306,0,0,0,2.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.359,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.123,0,0,0,0,0,0,12.742,0,0,0,0,0,0,0,0,0,0,0,0,26.947,0,0,2767.948,75.433,0,0,0,0,0,0,0,6.437,0,0,0.041,0,0,0,1.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,4.279,0,0,0,19.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.816,0,0,0,0,10.298,3.012,0,0,0,0,0,0,0,0,0,0,0,0,3.156,0,0.023,0,0,0,0,16.958,0,0,0,0,0,0,0.659,0,0,2970.057,0,10.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,3.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.838,0,0,0,0,84.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,843.171,0.322,0,0,0,0,0,0,13.03,0,0,0,0,42.002,0,0,0,0,0,0,0,0,0,0,30.984,0,0,0,0,0,0,205.507,0,0,2.327,0,0,0,0,0,0,0,0,39.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326,0,0,0,0,0,0,0,128.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.325,0,0,0,0,0,0,0,0,0,9.876,0,0,0,0,2.143,140.341,0,12.053,0,0,3.677,0,0,0,0,0,0.211,0,0,0,137.573,0,0,0,0,3.992,0,0,0,0,0,0,4.212,0,0,0,0,776.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,33.525,0,0,0,0.3,4.953,0,0.091,0,0,0,4.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466,0,0,0,0.05,0,0,0,112.461,0,0,0,0,7.136,9.782,0,0,0,0,0.333,1.382,1.211,0,0,0,0,0,0.632,0.826,0,0,0,0,23.43,0,0,0,0.275,0,1.478,13.268,1.808,0,0,0,0,0,0,29.63,0,0,0,0,0.202,0,0,0,58.808,0.147,0,15.113,3.429,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0.239,0,0,0,0,0,0,0,0,0,2.056,0,0,0,3.98,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0,3.83,13.52,0,0,0,0,0,0,0,0,0,0,0,1.032,0,0,161.185,0,0,0,0,0,0,0.661,0,0,0,0,35.835,44.513,0,0,11.439,0,0,0,0,0.099,0,0.628,0,1.186,0,0,0,0.541,0.011,0.33,0,132.296,0,0,0,0,178.065,0,0,0,0,0,0,0,0,9.254,22.088,0.121,140.183,3.104,0,0,0,0,0,33.276,0,0,0,0,0,0,0,0,0,0,0
"LSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,5.902,0.69,27.224,11.743,0,0,0,14.067,0,24.023,0,0,0.071,0,0,2.036,0,0,0,0,10.652,0,0,35.018,0,0,41.476,0,0,0,0,0,0.343,22.821,0,0,4.291,0,0,0,0,0.154,1.261,0,0.676,74.97,0,37.968,0,0,0,0,0,0,1119.913,0,0,33.542,71.083,0,0,0,1.454,35.325,0,289.226,5.749,0,0,3.159,0,0,0,0,0,0,0,3.23,15.881,6.156,0,0,0,6.844,9.432,93.943,0,0,32.116,3.7,0,0,0,21.821,2.249,0,0,0,0,0,0,0,9924.649,5.645,0,0,0,0,0,0,0.089,0,1.043,0,0,6.179,0,0,0,0,0,5.326,0,0,2631.262,0,0,0,0,0,2.108,0,0,0,0,105.983,0,0,0,0,0,0,0,1.014,0,29.111,373.743,0,0,59.586,590.214,0,0,0,0,0,0,0,0,0,0,0,0,0.162,0,0,40.918,25.846,2.863,0.519,0,0.1,0,10.219,0,0,0,39.537,45.751,0,36.636,16.66,0,0,0,0,18.672,0,81.081,0,0,0,0,366.07,0,6.134,98.408,0,875.823,0,0,19.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.781,0,0,0,0,0,0,5.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.911,0,0,0,0,0,0,0,0.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,7.326,0,0,0,247.418,0,235.534,0.466,148.154,40.453,0,2.393,7.969,4.442,0,1400.588,0,0,5.255,8.481,0.205,313.048,2.469,0,0,0,47.502,0,0,1741.974,0,0,194.041,0,0,0,0.077,0,4.203,191.619,0,0,10.507,0,0,10.325,0,0.02,38.591,0,44.5,192.492,0,121.271,0,24.349,0,0.506,0.043,28.707,609.315,0,0,104.322,125.657,0.18,0,0,0,95.99,0,639.566,0,0,0,64.849,0,0,0,0,0,0,0,54.878,67.562,40.874,0.756,0,0,31.301,23.117,556.5,0,0,59.255,348.201,9.961,0.702,0,14.234,0,4.765,0,18.225,0,1599.572,0,0,0,0.147,0,42.371,0,33.43,5.872,0,14.829,0,59.453,3.868,7.051,5.393,2.864,0,0.071,0,1.413,3.265,0,0,321.522,0,0,0,0,0,28.866,0,0,0.224,0,1169.837,0,0,0,22.474,0.006,0,0,5.169,23.925,1247.43,330.353,0,0,146.106,15599.006,204.378,0,0,0,0,0,0,0,0,39.44,0,53.286,0.183,0,18.482,12.864,12.633,7.95,119.104,0,78.516,0,274.723,1.873,0,0,1226.963,30.441,0,0.07,198.651,0,0,0,1.504,68.716,2.561,22.102,2.624,0,0,2.999,197.313,0.17,84.119,783.653,3.691,83.418,0.027,0.26,283.677,0,0,0,0.201,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0.167,18.425,0,0,4.145,0,25.795,0.017,279.841,201.472,0,0,0.554,0,0,1203.435,0,0,3.211,19.313,0,43.409,0,0,0,0,201.067,0.977,0,0,0,0,201.471,0.065,0,0,0.988,0,2.496,181.117,0,0,0.182,0,0.832,0.559,0,0,17.546,0,0.432,203.341,0,13.462,0,0.004,0.457,6.284,0,0.773,4.783,0,0,9.928,1316.401,2.523,0,0.335,0,0.257,0,1654.078,4.309,0,0,89.665,0,0,0,0,0,0,0,91.301,325.689,0.87,80.773,0,0.938,23.343,1.749,286.992,2.34,0,13.059,1.79,0,1.119,0,112.871,11.283,0,0,0.145,0,24.909,0,0,11.793,0,0,0.365,0,14.028,0,0,0,0,2.249,28.272,0,6.426,6.015,0,10.027,0,0,0,0,0,606.935,0,0,0,0,0,0.358,0,0,3.167,0,5.802,0,0,0,5.509,0,0,0,0,0.013,450.924,3.546,0,3.726,197.555,6.388,0,0,0,0,0,0,0,0,0,121.365,0,26.388,0,0,130.21,23.77,26.115,5.84,2.562,0,8.79,0,124.372,0.53,0,0,6.942,44.694,0,0,19.753,1.528,0,0,17.89,11.977,1.844,45.876,0.595,0,0,0.167,0,3.343,6.719,244.213,1.847,116.457,0,0,6.521,0,0,0,0.616,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,15.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.41,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34,0,0,0,0,0,0,0,0,0,0,2.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.702,0,0,0,0,0,0,0,0,0,0,16.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.936,0,0,0,0,0,0,0,0,0.849,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,6.872,7.97,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.375,0,105.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0.03,1.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.101,0,0,0,0,0,0,4.746,0,0,0,0,0,0,0,0,0,0,0,0.598,0,0,0,0,0,0,0,0,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.252,0,0,0,0,0,0,0.376,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863,0,0.223,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0.101,0,0,0,0.001,0,6.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,54.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.014,0,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.733,0.026,0,0,0,0,0,0,0,0,0.768,0,0,0,0,0.204,0,0,0,0,0,2.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
