"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","IOT","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","DJI","GAB","GEO","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","NZL","NIC","NER","NGA","NIU","NOR","MNP","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","BLM","SHN","KNA","AIA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WLF","WSM","YEM","ZMB","STP","SLB","KIR","VUT","NFK","PLW","SSD","BTN","ERI","CAF","SPM","TCA","GMB","MHL","GNB","ATF","PCN","FSM","BES"
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0.182,0,0,0,15.272,0,0,0,0,0,0,0.284,0,0,0,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0,0,0,0,0,0,0.401,1.153,0,0,0,0,0,0,0,0,0,0,0,0.112,32.624,0,0,0,0,0,2.995,3.018,0,0,0,0,0,0,0,0,0,0,11.188,0,0,0,0,0,0,0,0,2.69,0,0,0,0.352,1.456,0,0.134,0,0,0,0,0,0,4.286,0,0,0,0,10.565,5.101,0,1.363,0,0,0,0,0,0,0,0.931,0,0,0,0,0,0,0,3.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.11,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.71,0,0,0.484,0,0,7.803,0,8.115,0.186,1.029,0,0,0,0,1.438,0,0,0.357,0,0,0,0,7.971,56.671,0,0,0,0,0,0,9.659,7.641,7.239,0,0,0,0,0,0,0,133.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,7.558,107.51,0,0.832,0.127,1.643,29.218,6586.885,7748.836,15171.17,6.626,49.503,0,0.34,6.798,409.304,0.158,100.885,13.234,0,23322.003,39.98,0,0,3.868,0,0.025,0,1.9,0,2.879,72186.281,0,0,1.269,0,452.189,15896.023,0,0,10993.115,0,1.175,3.161,0,1465.161,0.598,113.398,1.846,615.448,0,373.134,0,656.17,417.637,293.877,0,2.665,20.25,0,0.203,151.588,3377.599,11.92,0,0,0,0.375,72846.86,0.059,0,0.87,0,0,0,1826.158,0.694,0,12.145,482.308,12067.99,864.859,12.378,12507.192,0,0,13.896,107.488,5258.773,26.188,127.78,12210.025,83.155,25.463,2.599,0,3134.334,31.622,1.707,0,45.45,0,0.705,0,0,5.521,890.811,4.246,4.257,0,286.278,0,0.658,0.144,0,7.201,0,0.598,0.654,2.631,0,83.471,0.251,33.084,0,0,1.307,1534.781,0,0,0,0,617.735,534.599,0.887,0,0,491.095,0,4.41,397.44,0,117.706,1123.819,57.044,1052.966,2.924,0,230.161,26.149,197.902,0.615,0,0,0,0,1.433,193.872,0,261.6,0,18.012,0,0,3244.666,1061.925,46.831,947.864,238.975,0,1089.095,0,1656.311,0,1.356,0,259.309,173.101,0,0.368,18879.361,0,0,0,24.345,1082.238,4.47,905.658,0,0,2.949,18.722,11.019,7250.289,15.825,1528640.002,1.122,59.791,0,52.601,0,0,0,0,0,0.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,2.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,3.825,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,453.77,0.106,67.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0.253,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,78.234,0,0,0,0,0,0,0,0,0,13.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.705,0,0,0,0,0,0,0,0,0,0.062,5.655,0,0,0,1.124,0,5.089,0,0,0,0,0,0,0,0,0,0,0,0,1.489,0,0,0,0,0,0,3.072,0,0,0,12.707,0,0,0,4.804,0,0,0,0,0,0,0,0,6.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0,0,0,27.396,0,0,0,0,0,0,0,0,0,0,1.251,0,3.839,0,0,0,43.323,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,79.503,0,0,0.5,0,15.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.317,0,0,12.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,3.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.351,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.666,0,0,0,0,0,0,0.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,1.611,0,0,1.231,0,0,0,1.106,0,0,0,0,0,0,1.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.146,0.384,11.903,0,0.54,0,0,0.891,0,0,0,0,0.439,0.154,0,0,0,0,0,0,0,0,0,0,32.126,0,3.038,0.186,3.117,0,0,0,237.248,0,0,13.689,0,0,89.707,0,0,0,0,0,0,0,7.854,0,0,0,0,0,0,0,0,0,0,0,4.494,30.188,0,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0,0,0.563,0,0,0,2.267,0,7.786,0,1.417,0.396,0,0,0,0,0,0,0,0,0,0,0,0.817,0,0,0,0,0,0,1.541,0,0,0.185,0,0,0,0,0,0,0,0,5.001,0,0.245,0.343,0,0,0,0,0,0,0,0,0,0,8.189,0,0,0,0,0,0,0,0.146,0,20.055,0,4.947,0,0,0,0.704,14.255,0,0,5.924,2.275,0,0,0,7.013,0.031,0,0,0,0,0,4.936,55.148,0,208.316,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,3.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0,0,0,0,1.823,0,0,0,0,0,0,0,0,0,0,0,0,1.406,0,0,0,0,0,0,0,0,0,0,0,11.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.973,0,0,0,0,0.376,0,0,0.987,0,0,0,0,0,0,0,0,0,0,0.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573,0,0,8.214,0,0,0,0,0,9.51,450.409,0,0,0,0,0,0,0,0,0,0,0,0,0,19.815,0,0,0,0,0,0,0,0,83.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,2.996,0,0,0,0,0,0,4.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.407,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.455,0,0,0,0,0,17.997,0,0,0,0,0,0,0,0,0,0,0,6.002,0,0,0,408.365,0,0,0,0,0,0,0,0,0,0,0,0.206,0.504,0,0,0,0,0,0,0,0.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.469,0,0.309,0,0,0,0,0,0,0,0,0.312,0,0,0,0.159,0,0,0.098,0,0,3.745,0.552,0,1.15,0,0,0,0,7.932,0,0,8.793,0,0,0,0,0.27,0,0.805,0,0,0,0,0,0,0.744,6.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,0,2.058,0,0,0,0,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,118.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0,0,0,0,0,4.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.851,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,1.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.385,0,0.227,0,0,0,1.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRU",0,0,0,0,0,0,0,0,0,0.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",86.111,8.393,77.565,0,0.481,51.164,0.765,94.804,206.429,2060.13,9906.428,0.105,122.963,103.98,22.497,11.451,62347.12,1.439,5.174,107.598,10.264,2095.813,0,0,0,3.467,2142.708,36.333,5.31,47.711,11.027,53.834,1388.348,8.577,0,96.5,0,159.097,11296.709,0,0,125.207,0,15.68,6.973,0,1.975,3567.781,17.223,2108.973,5413.51,1.771,12134.954,0,3.799,65.013,2.871,0,89.195,6009.174,0,1.389,3461.263,37748.798,0.156,0.405,0.798,98.009,4.024,137396.873,169.419,0.331,2252.475,0,0,0,27.09,0.549,0.654,0,0.725,2024.369,8609.079,192.986,674.17,178.122,511.708,3380.151,1940.726,34632.398,134.241,2.807,3961.61,59.202,129.798,119.509,0,3475.468,197.127,1.972,0.939,561.081,0,808.665,1.011,17.416,1004.851,1764.678,0,2.352,0.088,3105.561,5.094,17.116,282.641,83.869,28.675,1769.809,13.486,8.485,54.694,0,673.718,0.323,66.132,7.141,0,1.138,0,57.477,5.314,8.736,3.049,583.586,2.06,49.605,226.772,0,3614.736,0,104.645,15.333,2.525,64.874,82.013,461.998,27104.83,7202.113,0,514.287,5483.366,2157.632,3.086,0,0,0,0,12.834,0.82,4.731,4051.551,4.698,342.143,7.359,0.437,3421.726,2252.938,5933.04,729.869,778.481,5.346,1037.755,25.173,12890.407,23.346,121.477,0,19630.033,4904.463,0,0,2511.433,7.928,0.071,0,0,5621.59,199.248,6371.473,32.631,21.851,112.894,34.644,766.732,79733.881,26.783,12791.89,53.785,36.973,20.264,0,0,0,0,8.953,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0,0,0,0,0,18.201
"CUW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,1.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829,0,0,0,0,0,0,0,0,0,8.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SXM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.682,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",5.278,0,5.147,0,0,0,0,0,24.52,6985.548,6.201,1.591,6.098,0,0,0,36.72,0,12.187,0,0,764.461,0,0,7.135,5.489,18.175,8.586,0,0.9,12.643,0,1204.001,0,0.744,65.938,0,583.525,239.967,0,0,219.107,0,0,0,115.26,24.517,2.808,0,0.346,57.07,0,81.16,0,0.742,53.898,0,0,18.724,2.071,0,338.809,5.3,23.14,13.773,0,0,0,0,1368.253,0,0,6.629,0,0.851,0,5.645,0,0,0.147,0.38,427.376,42.229,1.575,201.221,190.84,0.485,181.673,23.368,144.205,0,0,1331.779,0,0.97,17.765,0,184.781,7.891,0,3.766,0.32,0,0,0,0,1.541,0,10.449,0,0,381.739,3.425,0,0,0,2.442,259.416,1.12,0,0,0,0,0,8.515,0.274,1.482,7.828,1407.181,0,0,0,13.526,0,2.048,0,0,0.319,89.573,0,1.902,9.787,48.287,26.554,26.671,202.9,12.253,24.801,0,19.871,94.744,4.089,0,0,0,0,0,0,0,0,7.33,0,0,0,0,108.816,469.276,16.062,41.174,0.59,0,1143.086,0,60.571,0,0,0,90.751,171.12,0,0,167.415,0,0,47.918,1.62,53.603,31.11,653.87,0,0.605,0,0.09,0,763.969,0,13371.455,0,190.312,0,42.441,0,63.601,0,0,0,12.185,7.043,138.787,1.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973,0,0,0,0,48.955,0,0,0,0,0,0,0,0,0,3.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0,0,2.179,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.804,1.098,0,0,0,27.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607,0,0,0,0,0,0,0,0,0,0,0,35.127,0,0,0,0,0,0,0,0,0,0,0,0,40.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.429,0,0,0,0,0,0,4.53,0,0,0.114,0,0,0,0,0,0,0,1.138,0,0,43.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0.13,0,0,0,0,7.988,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.813,0,1.193,0,0,0,0,0,0,0,0,0,0,3.39,0,0,0,0,0,0.315,0,0,0,0,0,0,0,0,0,0,0,0.104,1.223,0,0,0,0,0,0.396,18.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56.09,60.949,0,0,0,0,0.018,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.801,0,0,0,0,0,0,0,0,0,0.729,0,0,0,0,0,0,0,0.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.581,0,0,0,0,0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,0,0,0,0,1.156,0.805,11.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",2.009,0,2.386,0,0,89.575,0,34.669,0,63.035,66.753,1.832,0,0.747,0,0,62.418,0,0,0,0,507.212,0,0,40.827,2.904,31.944,0,0,0.1,0,0,172.439,0,0,0.034,1.111,622.487,748.858,0,0,2.666,0,47.508,1.079,0,0.241,3.089,0,5.046,354.647,0,1032.148,0,0,0,0,37.011,0,30.383,0,0,97.454,138.72,0.067,0,0.705,0,0,707.402,3789.17,0,23.43,0,0,0,0,0,0,0,0,63.586,1.27,1411.3,2.161,0.994,0,6.921,40.642,142.211,0,0,20.13,0.752,0.48,1.116,0,5337.674,11.492,0,0,0.499,0,81.469,0,0,208.122,4.215,0,0,0,79.01,0,0,8.091,0,0,145.864,0,0.097,15.254,0,65.611,7.252,0.148,6.609,0,6.187,362.073,0,0,0,0,26.183,0,1.079,2.206,0,0,0,8.143,0,1.096,11.057,75.887,0,552.831,28.547,0.42,0.407,23.784,17.566,0,0,0,0,0,0,0,0,29.614,1.187,31.083,0,0,35.668,238.603,8.894,72.614,3.739,0,40.589,0,365.265,0,0,0,8143.025,56.965,0,0,132.347,0,0,0,0,207.074,0.148,306.489,0,7.859,0.961,0,16.042,3200.176,24.352,2586.558,5.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
