"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","IOT","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NFK","NOR","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","KNA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","COK","GIN","KGZ","MRT","VUT","MNP","GNB","SOM","TON","ATF","GMB","RWA","TKM","BTN","CXR","MSR","SPM","COM","BEN","GNQ","DJI","PSE","LSO","MHL","PLW","WLF","AIA","FSM","NIU","TUV","SHN"
"LBN",0,0,0,0,0,0,0,0,0,2.041,14.877,0,8.068,0,0,0,6.739,0,0,0,0,0,0,0,0,0,0,0.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.276,0,0,5.517,0,0.894,0,0,0,0,0,0,0.091,0,0,0,0,12.564,0,0,0,82.5,1.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.772,0,0,15.623,0.202,0,0.066,0,1.564,0,0,40.119,3.693,0,0,0,0,0,0,0,0,4.366,0,0,0,0,0,0,0,0,0,0,0,0.356,15.187,0,0,0,19.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.955,0,0,0,0,0,0,0,29.31,0.811,0,0,0,0,7.958,0,0,0,0,0,0.25,56.101,0,0,0,0,5.902,0,0,0,0,0,32.305,0,0,0,0.841,0,0,10.013,15.525,0,7.798,0.242,0,0,0,0,0,0,0,2.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,4.271,0,1.3,0.192,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0.39,0,0,23.105,0,0,0,0,0,0,0,0,0,1.136,0,0,0,0,0,0,0,4.013,0.249,117.717,0,0,0,0,0,0,465.811,0,0.034,0,0,0,19.669,241.635,0,0,0,0,0,0,0,0,0,0,0,0.587,0,0,0,0,0,0,0,0,0,0,0,1.029,0,0,0,41.015,0,0,0,0,0,0,219.301,0,0,0,0,0,0,0,0,0,0,0.721,0.082,0,2.808,0,0,0,0,0,4.42,0,0,0,0,0,0,1.479,0,49.722,0,0,0,0,0,0,0,15.233,0,0,0,4.452,104.529,0,0,0,0,0,0,0,0,0,0,2.404,0,0,0,0,0,0,0,0,0,0,114.422,0,0,0,96.16,0,0,0,0,0,0.358,0,0,678.85,0,0,6.232,0,10.466,0,0,0,0,0,0,0,0,7.049,0,0,0,0,0,0,0,0,0,0,28.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",52.543,0,0,0,0,0,0,183.745,0,314.721,0.491,0,0,0,22.945,0,13.314,0,0,104.348,0,0,0.045,0,0,0,0,0.021,0,0,400.025,0,0,84.815,0,0,0,0,0,0,2.592,0,0,0,0,0,25.365,0,1.032,29.561,121.179,0,0,0,0,0,0,137.699,0,34.248,32.142,0,0,42.467,44.812,0,0,0,0.819,0,0,0,0,0,0,0,68.284,71.451,0.276,0,29.785,0,0,10,297.287,0,0,44.038,98.666,2.322,0,0,0.229,0,0,0.151,463.521,0,0,0,0,0,0,0,0,0,0,0,4.833,0.06,0,0.205,0,0,0,0,0,0,0,7.718,0,0,0,0.655,0,0,1.184,0,312.829,0,0,0,0,0,0,0,95.883,37.183,0,12.427,0,8328.186,0,0,0,0,0,0,2.694,0.618,0,0,0,0,17.057,0,106.423,31.696,0,233.997,0,0,0,2149.681,4.606,0,0,49.377,0,0,0,41.105,0,4.183,0,0,237.015,0,11.056,197.504,0,23.497,0,0,0,0,0,0,0,0,0,2.152,0,0,0,0,0,0,0,0,0,36.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,0,0,0,0,0,0,0,0,1.052,0,0,0,0,0,1058.659,0,0,0,0,18.853,0,0,0,0,0,0,0,0,0,0,0,0,0.514,0,0,0,0,0,4.471,0,0,0,0,0,287.987,0,21.358,14.666,0.592,0,0,0,0,0,0,0,0,2.949,66.307,0,0,0,54.997,0,0,0,6.925,0,0,0,0,0,0,0,0,483.648,0,0,0,0,0,70,717.427,0,0,0,0,0,0,0,0.887,0,0,0,62.169,0,0,0.074,0,0,0,0,0,0,0,12.409,0,4.519,0,0,0,0,0,0,0,0,0,119.908,0,0,0,0.368,0,0,0,0,0.037,0,0,0,0.876,0.461,0,0,1.449,5.533,0,0,524.429,4079.646,0,0,0,0,0,0,0,0,0,0,1.435,0,0,0,2.7,0,0,76.617,0,0,0,0,88.656,0,0,0.647,0,0,0,1.523,10.436,30.519,0,0,0,0,0,364.546,0,124.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,68.926,0,0,0,0,0,0,43.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.445,0,0,0,0,0,0,119.005,0,0,0,0,1.281,19.431,0,0,0,0,0,0,0,0,0,0,0,0,0,16.208,0,0,0,167.309,0,0,0,0,0,0,0,0,0,0,0,238.369,4,0,5.05,0,0,0,0,0.957,0,0,9.468,0,0,0,0,3.219,0,0,0,0,0,0,0,0,0,0,0,12.653,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,7.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,283.198,0,0,0,0,0,0.242,0,0,0,0,37.46,0,0,10.264,0,0,0,0,0,4.329,0,0,0,0,0,0,0,8.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.205,0,2.372,0,4.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.975,0,43.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",0,7.619,10.103,0,422.552,0,0,0,707.416,2375.847,1502.618,0,24.576,62.316,1.62,0.671,9913.621,0,0.294,45.686,0,1560.007,0,0,0,0,88.802,408.226,0,0,128.9,1.995,0,1092.829,0,0,0,5.615,0,82.493,3816.953,183.617,0,0,0,0,391.802,0,9.613,4792.84,1171.268,0,73.39,5.689,0,10.703,0,123.904,0,294.962,5418.717,2.155,13.957,89.272,15055.244,0,0,0,25.591,0,0.03,0,0,0,0,0,608.035,3164,2.437,932.083,0,0,912.694,117,793.358,0,7.493,31891.747,0,163.532,6.654,0,8752.864,4.452,0,43.334,0,0,0,5.849,0.422,0,0.052,0,0,20.142,0,1.989,9.655,57412.148,4.371,0,0,149.276,0,0,0,0,0,1071.666,0,0,1.478,420.052,2.077,0,0,0,34.473,8.589,235.893,0,14.487,162.71,592.826,0,4294.418,95.429,0,22.266,2.423,622.221,0,0.1,0,0,0,36.267,20.215,119.753,0,0,406.08,5879.307,222.308,650.835,99.068,1055.6,0,2948.437,0,0,0,98.527,703.014,0,0,15196.541,0,0,16.801,369.95,6.448,618.108,0,3.571,62.18,2.786,9.819,1337.668,0.82,7411.122,0,36.784,0,0,0,0,0,0,0,2.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0.116,0,0,0,0,0,0,0,77.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,0,0,740.331,0,0,0,0,0,0,0,0,0,0,0,1.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867,0,0,0,0,0,212.759,0,0,0,9.583,0,0,0,0,0,0,45.488,0,0,1.473,0,0,0,430.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543,0,0,0,0,2.423,0,0,27.361,0,0,0,0,1.159,0,0,0.668,0,0,0,0,0,0,0,0,2.027,0,0,0,0,459.868,0,0,0,21.193,0,0,0,0,0,0,0,0,0,9.694,0,0,0,0,0.195,0,0,0,0,0,0,0,53.211,0,0,0,0.017,1.895,0,0,0,0,0,0,0,152.516,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,0,0,0,12.892,0,0,0,0,0,251.737,0,0,0,0,0,0.431,0,55.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.878,0,0,0,0.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.532,0,0,0,0,0,0,0.698,0,0,0,0,0,0,0,0,0,391.947,0,0,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.454,0,3.029,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0,0,0,20.284,0,261.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,0,0,0,0,0,0,2629.327,6984.056,90.102,0,83.122,0.413,1.161,0.339,619.224,0.49,10.086,0.022,0,3642.018,7.132,0,0,0,0,6.784,0,0,71.2,0,0,29779.565,0,0.981,0,0,0,4988.574,4929.109,1658.681,0,0,0,309.116,57.416,80.133,0.347,51.396,44.323,0,1247.235,195.6,466.033,0,0,9.961,0,28.975,1072.374,6.4,36.257,0,45263.66,0,0,0,1.005,0,0.033,0,600.173,0,0.167,625.982,29.402,602,0.338,9.05,0,0,5.611,452.487,79.601,0,8.064,24917.956,0,72.885,0,0,2019.222,0,0,10.63,0,0,0,0,0,0,0.173,0,1116.996,0,0,0,0.711,0,0,0,0,10.742,0,0,0,0,0,223.97,1.864,3.237,0.561,242.263,400.139,0,0,0,25.786,1.86,772.602,0,37.316,2054.693,108.73,0,108.153,342.209,0,0.894,9.397,186.35,0,0,0,0,0,0,0,90.942,0,0,312.319,370.248,3.305,0,19.354,94.88,0,95.388,0,0,0,0.512,21.758,0,0,1349.67,0,0,5.116,1358.118,8.055,108.676,0,0,1.144,0,30.831,6311.159,0,691143.501,0,6.499,0,113.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.215,0,0,0,0,1.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,425.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574,0,0,41.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,459.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.787,0,0,0,0,0,0,3.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554,0,0,0,39.592,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.713,14.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.915,0,0,0,0,0,0,0,0,0,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,6.561,0,0,0,0,0,0,82.992,0,0,0,0,0,0,10.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.639,0,0,0,0,0,0,130.965,0,0,0,0,0,0,0,0,36.43,5.396,0,0,0,0,0,0,0,0,13.467,2419.519,0,0,0,40.608,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.953,5.119,0,1009.005,0,0,0,0,62.468,0,0,0,0,1.03,0,0,0,0,1.414,0,0,0,0,0,0,40.57,0,0,0,0,0,0,0,0,0,12.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.943,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,1.681,0,0,0,0.131,0.003,0,15842.759,608.508,0,0,0,9.746,0,0,0,0,0,0,0,152.163,0.212,0,0,16.423,0,0,5.904,0,139.485,0,0,0,0,0,0,0,0,0,0,90.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,3.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.892,0,0,0,0,2.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0.018,0,0,0.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,0,3.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.314,0,0,0,0,0,0,0,0,7.783,0,0,0,0,0,0,0,8.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.026,0,0,0,0,0,11.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",5.894,25.051,64.054,0,43.487,26.524,0,70.873,457.813,1909.131,4275.746,0,39.238,0,25.612,0,21549.726,0,10.315,482.24,0,1578.504,29.472,0,0,0,1.034,397.057,0,0,229.883,0,4.696,126.728,13.309,0,0,6.932,0,181.014,7472.391,38.834,2.947,7.239,11.789,1.836,583.217,8.841,3371.137,6368.299,5378.691,0,0,6.749,3.198,8.037,0,297.076,0,9106.724,50259.392,8.841,21.429,80.7,72875.738,100.539,2.947,0,4440.296,0,0,0,0,0,0,0,1177.696,6162.485,722.054,14.91,598.273,61.89,2771.804,1548.674,33837.881,1.443,0,3835.416,203.139,83.994,73.562,0,2347.93,390.499,0,443.548,592.421,0,51.575,558.503,603.229,0,1.339,0,952.402,5.328,0,83.636,25.303,1222.669,8.841,22.104,45.681,1106.505,0,48.628,2.947,0,0,0,82.309,0,4.335,390.101,0,1.474,269.827,0,4389.383,5.269,81.099,0,0,25.965,0,0,6201.945,5699.567,0,50.102,8989.703,16542.409,0,0,0,188.618,0,698.477,4.421,530.374,0,1.474,390.499,1398.171,2472.089,116.945,310.092,1257.918,0,35768.207,22.104,19.157,0,10506.367,7906.92,424.391,2.947,1241.708,0,0,0,3582.273,160.75,2872.643,83.994,1.477,1173.04,55.985,70.242,62928.173,28.402,8631.727,26.524,25.008,128.201,32.932,0,0,4.421,0,0,1.757,0,0,0,0,0,0,0,0,0,78.1,0,0,0,0,0,0,0,1.474,28.157,0,0,0,0,0,0,0,0,0
"ANT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.346,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,1.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.439,0,0,0,0,0,0,0,0,0,7.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.276,0,0,0,15.057,0,0,0,0,0,0,0,3.002,0,64.383,0,0,0,116.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
