"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GRC","GRD","GUM","GTM","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","VUT","NZL","NIC","NER","NGA","NOR","FSM","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","SLB","KIR","GIN","GNB","SOM","TON","ATF","BDI","COM","BEN","GIB","GRL","RWA","TKM","SUR","SPM","PSE","LSO","LBR","MNP","FLK","NIU","NFK","WLF"
"LBN",0,0,0,0,0,0,0,0,0,0,3.178,0,12.403,0,0,0,76.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0.44,0,0.798,0,0,0,0,0,2.508,5.968,0,0,0,0,0,0,2.918,0,0,0,0,1.688,0,2.502,0,0,0,14.092,0.028,0,0,0,0,0,0,0,0,0,0,0,0,71.086,0,0,0,0.048,0,0,0,0.94,0,0,12.003,1.554,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391,0,0,0,0,54.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.555,0,0,0,0,0,0,0,0,5.623,0.779,0,0,0,0,14.742,0,0,0,0,0,0,0,0,1.724,0.176,92.8,0,0,0,0,0,22.51,0,2.408,0,0,0,0,5.253,14.545,0,5.628,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.555,0,0,0,0.426,0,0,0,0,0.145,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,17.87,0,1.273,0,0,0,0,1.609,0,0.124,0,0,0,0,0,1.601,0,0,0,0.826,0,46.051,0,0,0,0,0,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,526.651,350.341,0,1.113,0,0,0,0,0,116.849,0,32.097,0,0,0,0,5.325,0,0.865,0,0,0,0,0,0,0,0,224.344,0,0,0,2.309,0,0,0,0,0,0,2.701,5.174,0,25.813,0,31.544,0,0,0,0,0,0,173.671,5.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.677,0,0,0,0,0,0,0,0.617,0,0,1.776,0,0,0,9.417,498.009,0,0,0,1.185,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,9.003,1.817,0,0,40.224,0,0,0,1.979,0,0,0,0,12.687,0,0,8.001,12.986,0,0,0,0.287,0,0,0,2.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0.415,0,0,0,0,0,48.366,0.15,274.98,7.04,0,0,0,27.664,0,5.855,0,0,0,159.83,0,0,0,0,0,2.341,0,521.714,0,0,15.686,0,0,0,0,0,0,3.515,0,0,0,0,0,0,3.72,0,47.828,132.825,201.671,0,0,0,0,0,0,0,77.839,0,54.92,16.04,0,0,0,78.217,0,33.235,0,71.072,0,0,0,0,0,0,45.827,25.636,0,0,7.92,0,0.303,3.65,203.048,0,0,410.382,63.354,0,0,0,10.129,117.72,0,0,0,497.151,0,0,0.965,0,0,0,0,0,0,0,0,0.87,3.456,0,4.751,0,0,0,0,0,0,0,0,5.246,0,0,0,0,17.081,0,0,1.706,787.647,0,0,0,0,0,0,0.366,0,0,0,249.414,13.532,0,0,370.369,6780.086,0,0,0,0,0,0,0,0,7.277,0,0,14.086,0.506,10.937,0,152.276,38.511,0,371.055,0,0,87.929,1.05,0,0,18.258,0,0,0,43.158,2.214,2.849,0,0,927.104,1.079,12.269,1843.442,0,28.181,0,0,1.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.601,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,0,0,0,0,0,0,0,0,27.596,0,0,0.612,0,0,161.762,0,0,0,6.725,0,3.711,0,0,0,6.28,0,0,0,0,16.523,0,0,0,0,0,0,1.239,0,0,24.44,0,0,0,0,0,22.345,55.083,53.934,0,3.943,0,0,0,0,0,0,0,62.32,535.912,0,0,0,0,0,11519.809,1.427,0.786,0,0,0,0,0,0,0,1504,3.97,0,0,0,0,86.034,162.87,0,0,2.197,3.665,0,0,0,2.192,0,0,0,0,79.466,0,0.753,0,0,0,0,0,0,0,12.989,0,0.494,4.552,0,0,0,0,6.487,0,25.775,0,0,0,206.69,0,0,0,0,0,0,0,2.581,7.923,0,0,0,0,0,0,17.863,4.942,0,0,113.037,8.96,0,14.814,18.962,131.205,0,0,0,0,0,0,5.078,0,0,0,0,0,0,29.691,0,2.432,15.647,0,96.127,0,0,49.814,53.263,0,0,34.647,0,0,0,107.001,7.471,27.008,0,0,0,0,28.673,295.533,0,117.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,10.426,14.438,0,0,1.297,0,0,58.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.018,0,0,0,0,0,0,71.829,0,0,0,0,0,0,2.336,0,1.097,2.376,21.731,0,0,0,0,0,0,0,0,0,0.612,9.716,0,0,0,0,0,174.284,0,0,0,0,0,0,0,0,468.414,0,0,0,0,0,0,43,9.356,0,0,159.975,0,0,0,0,6.324,0,0,0,0,0,0,0,0,0,0,0,0.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.182,0,0,0,0,0,0,0,0,0,0,0,0,71.703,0,0,0,0,0,0,0,0,0,0,0,0,0,222.075,0,29.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.938,0,0,0,0,0.378,0,0,0,0,0.79,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,23.693,0,71.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.737,0,0,0,0,0,0,0,0,0,0,0,2.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468,0,0,0,0,0
"MYS",0,0,86.364,0,188.904,8.756,0,0,249.671,2695.626,1776.113,0,9.233,51.967,0.816,0,2087.629,0,4.073,2.107,9.948,0,2304.664,0,0,31.119,83.37,9.205,20,8.558,0,2431.977,0,0,0,9.579,0,254.916,5435.527,31.579,0,0,0,0,16.244,258.666,0,0,2549.885,1248.751,0,0,0,0.04,0,1.791,0,163.96,2.792,248.929,3722.709,2.614,18.263,0,0.678,0,20557.573,0,28.114,0.078,0,5.725,0,0,16.231,4596.052,837.842,17.728,479.621,60.247,3.776,137.95,176,11968.698,0.702,3.846,33519.89,63.154,6.107,16.831,0,7010.614,11.954,0,0,48.776,0,9.47,5.071,0.173,2.794,0,0,0,14.729,0,0,0,89.449,46507.006,0,3.14,0,0,117.878,0,14.774,0,0,0.271,7418.883,0,0,10.577,0,431.965,2.651,21.398,0,112.159,0,0,0,52.253,1056.975,1.89,99.914,90.227,228.161,0,1966.98,34.447,0,17.997,244.561,667.851,0,0,0,0,0,0,177.122,0,107.353,0,0,1435.507,16859.328,201.947,839.95,50.612,424.766,0,3458.029,0,0,124.653,866.573,0,0,22416.566,0,0,16.353,1467.771,29.937,896.241,0,6.274,0.984,7.248,9.605,3690.859,0,31375.638,0,0.783,0,970.532,0,7.449,0,0,0,0,0,0,0,0,0,0,0,0,1.392,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0.333,0,0,0,0,0,0,1202.43,0.438,0,0,0,0,0,0,0,0,0,0,0,1.549,0,0,0,0,0,0.2,0,0,0.035,0,0,0,0,0,0,6.972,0,0,0,0,0,0,37.374,0,0,0.247,13.305,0,0,0,0,0,0,0,18.281,0,0,0,0,0,0,0,0,466.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.125,4.641,0,0,0,0,0,0,0,0,0,0,0,0,0,4.542,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.091,0,0,0,0,0,0,0,0,0,0,3.939,0,0,0,0,0.588,0,0,0,0,0,0,0,0,29.416,0,0,4.011,0,0,0,0,23.788,0,0,0,0,0,1.833,0,0,4.209,0,0,0,0,0.403,68.85,0,0,0,0,0,11.408,0,24.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,7.609,0,0,0,0,0,0,3.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.314,0,0.094,0,0,0,0.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192,0,0,0,0,0,10.441,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.337,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0,0,0,13.548,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,1.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,1.04,0,5.245,0,0,0,1513.58,5379.327,64.248,0,0,0,16.028,0.27,582.295,0,0,8.97,3.997,0,4135.365,7.5,0,0.047,5.328,0,23.9,0,0,21581.868,0,0.052,0,0,0,274.453,7413.237,1322.209,0,0,0,0,192.798,19.707,12.627,0.755,85.885,29.756,0.134,219.239,321.529,269.316,0,2.153,0,2.601,0,272.96,1004.531,4.599,0,0,0,0,52042.165,0,0.518,0.066,0,108.635,0,0.547,342.425,31.181,310,1.877,1.42,0,0,1.072,35.091,133.272,0,8.363,12819.326,93.09,30.632,0,0,4078.553,0.792,0,0,11.064,0,4.283,0.02,20.478,0,0,0,516.913,0,0,0,0,0.179,0,0,0,0.042,0,12.017,0.02,0,0,0,0,2979.464,0,0.609,0.198,0,238.337,47.167,0,0,29.942,0,0,0,2.033,689.684,0,14.291,1102.245,2.997,0,174.296,247.027,0,2.542,20.977,11.199,0,0,0,0,0,0,0.324,0,34.395,0,0,238.989,360.846,22.104,54.006,12.876,74.444,0,93.358,0,0,0.509,26.992,0,0,466.527,0,0,9.04,196.261,0,379.657,0,0,16.745,0,0,1307.265,0,533762.704,0,35.81,0,56.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,13.068,0,439.926,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,154.843,0,0,0,0,0,0,0,0,0,35.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.38,0,5.466,0,0,0,0,0,0,0,0,0,0,0,0,0.461,0,0,0,0,0,0,0,0,0,0,0,53.849,0,0,0,0,5.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.972,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,3.45,6.109,0,1.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNE",0,0,0,0,0,0,0,0,0,0,55.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.119,0,2.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,15.739,0,0,0,0,0,0,0.905,0,0,0,0,0,0,0.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,5.663,0,0,14.64,0,0,0,0,0,16.968,0,0,0,0,0,0,0,0,0,0,0,0,220.803,0,0,7.708,0,0,251.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,1.364,0,0,93.024,0,0,0,0,0.085,0,0,0,0,0,556.482,0,0,0,0,0,0,0,0,0,0,0,252.677,0,0,0,0,0,0,0,0,0,0,1.395,0,0,0,0,0,0,4.839,0,0,0,0,0,0,0,0,0,0,364.383,0,0.048,253.294,0,0,0,0.379,0,0,0,0,0,0,0,1.874,0,0,0,0.48,13.558,0,0,0,0.14,0,9504.985,0,0,0,0.087,0,0,1.066,0,0,0,0,2.411,0.817,0,0,0,0,3.739,22.756,0,0,14.339,0,0,2.166,0,0,0,0,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.713,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0,11.326,0,0,0,66.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.187,0,9.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0,0,0,0.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.776,0,0,0,0,0,5.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,0,382.094,0,0,0,0,0.137,0,0,0,0,0,4.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638,0,0,0,0,0,0,0,0,0,0,49.038,0,0,0,0,0,0,0,0,0,0,0,0,0,185.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.085,0,0,0,0,0,0,0,0,0,0,12.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.272,0,0,0,0,29.542,0,0,0,31.764,0,0,0,0,0,0,0,0,0,0,0,0.001,0,6.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",1.395,2.624,35.562,0,2.791,52.267,0,17.987,111.184,2496.123,3251.761,0,6.899,1.395,34.812,2.791,19849.585,0,0,1.086,146.156,0,589.074,11.162,0,0,140.282,0,259.501,0,1.395,306.743,166.799,0,0,30.862,1.395,278.843,4252.155,11.162,0,0,0,0,0.645,434.327,20.929,3474.306,10627.132,4881.977,0,12.558,27.093,3.033,0,6.476,1.395,289.053,8.468,2743.543,19956.368,16.306,8.372,23.066,23.759,0,60146.511,8.766,2410.064,0,0,0,0,0,0,1821.871,3269.223,250.677,39.449,185.573,1.395,1433.18,1329.167,19010.501,4.186,0,2157.591,303.621,73.147,117.189,0,1497.173,78.136,0,0,220.55,126.392,145.109,539.703,835.796,0,17.971,0,1295.964,0,0,118.636,0,40.211,225.549,1.395,15.495,47.08,0,382.704,1.395,249.756,21.405,0,0,0,79.531,10.77,1.792,0,138.98,12.558,0,6.976,5439.26,0,0,0,30.721,55.949,0,8.399,63.66,71.834,0,2602.354,10484.106,0,286.033,8085.607,7899.429,0,0,0,0,34.882,0,794.504,1.395,250.687,0,1.395,3660.042,968.179,951.802,132.924,246.564,1120.21,6.728,13481.489,27.906,0,5924.224,7545.699,1.395,0,508.107,0,0,0,1932.466,15.208,1224.579,0,4.968,591.858,71.833,131,33192.374,14.804,5485.763,0,81.025,100.46,1.395,0,47.44,13.953,0,0,0,0,0,0,0,8.372,0,0,0,0,0,36.277,8.372,0,4.401,0,0,0,0,0,0,0
