"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CYM","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FLK","FJI","FIN","FRA","PYF","ATF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","NZL","NIC","NER","NGA","NFK","NOR","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","QAT","ROU","RUS","RWA","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TON","TTO","ARE","TUN","TUR","TKM","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","SLB","CAF","VUT","TCA","CPV","GNQ","BES","PSE","SPM","BTN","COK","FSM","TLS","WLF","MNP","BLM","IOT"
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,0,0,0,0,0,0,0,0.359,0,0,0,0,0,0,0,0.378,0.116,0,0,0,0,0,0,0,0,0,0,0.089,0.365,0,0,0.183,0,0,0,0,0,0.039,0,0,0,0,0,0,2.078,0,0,0,0,0,0,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523,0,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359,0,0,0,0,0,0,0,0,0,0,0,10.142,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",0,53.465,16.285,0,0,3.037,0,51.964,454.901,10583.898,3465.077,38.832,104.217,326.488,22.994,0.327,5622.547,0.461,39.664,285.48,5.077,2801.578,0.338,0,9.414,986.257,117.623,0,77.5,387.588,0,18466.271,4.575,322.643,0,271.692,622319.883,0,0,682.138,0,0,9.748,104.955,111.175,12.188,17.339,17174.642,0,458.382,0,12.833,34.506,72.209,2.062,0,206.778,0,13.041,2294.503,11238.957,49.334,0,1588.503,0,35.767,0,60290.077,35.579,0,7.115,34.372,0,0,16.003,14.638,6.787,2.484,0,0,225766.841,2001.495,62.665,10262.276,537.276,4.687,4534.006,3635.961,3677.085,0,8.301,0,124.436,78.245,37.131,0,154862.229,461.726,3.399,19.913,4.987,0,36.249,28.801,10.659,9.907,9578.503,84.82,28.139,0.779,16521.045,0,0,30.76,0,27.348,11386.538,144.634,13.295,4.065,0,116.484,837.769,110.901,0.687,0,3.918,18578.274,0,0,0,0,731.502,19.275,2.105,65.178,0,243.141,48.789,6.647,330.92,818.285,11.616,12.283,304.541,27575.595,0,3176.489,1340.636,0,196.787,242.341,10169.764,0,0,0,0,0,0,0,0,1384.658,0.39,89.285,0.238,0,15603.376,27799.32,320.316,17132.908,36.01,0,954.234,0.002,2957.508,0,3.468,5.512,3.333,638.088,2471.035,0,0.475,120272.441,3,413.108,35.485,2564.055,14.728,3922.316,0,0,50.221,76.543,18.174,3628.473,5777.3,26.101,349566.981,12.429,90.215,594.59,0,9.778,0,1.745,0,0,0,0,0,0,0,35.937,0,0,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0.242,0,0.9,20.275,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0.266,0,0,112.241,0,0,0,0,0,0,0,103.882,0,0,0,0,0,0,0,0,0,0,4.567,0,0,0,0.02,0,0,0,0,0,0,0,0,66.002,0,0,0,0,0,0,64.1,0,0,0,0,0,0,0,0,0,0,0,0,75.419,0.486,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,1.54,0,149.708,0,0,0,0,0,0,1,0,0,0,0,19.273,0,0,0,0,0,0,0.254,1.867,0.002,0,0,0,0,0,0,0,44.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426,0,0,0,0.312,656.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0,0.171,0,0.277,0,0,0,0,0,0.005,0,45.906,0.018,0,0,0,0.118,0,51.91,1.537,0,0,0.001,0,0,35.599,0,9.084,0,0,119.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0,0.249,0,0,0.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905,0,0,0,0,74.825,0,0,0,0,0,0,0,0,0,0,23.708,0,0,0,0,0,0,0.011,0,0,0,0,0,14.538,0,0,0,0,0,0,4.23,0,0,0,0,0,0,0,0,0,0,0,0,9.125,0.188,0,0,0,157.356,0,68.54,2.242,0,0,0,0,0,0,0,0,0,0,0,2.112,0,0,0,0,1.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637,0,0,109.845,0,0,0,0,0,0,0,0,0,0,9.238,0,0,0,0,79.673,0,0,5.042,0,0,0.937,0,0,0,4.909,0,0,0.108,5.174,0,0,0.348,0,0,0,24.672,1807.591,2.715,0,0,0.056,0,0,3.717,16.773,0,85.352,0,0,0,0,0,4.487,0,0,0,0,0,0,0,0,25.844,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447,0,0,0,1.23,0,0,0,0,0,0,18.023,0,0,0,17.228,0,0.011,0,0,0,0,0,0,0,0,11.708,0,0,0,0,0,0,0,0,0,0,0,2.585,0,0,0,0,0,1.342,0,0,0,0,0,0,0.828,0.306,0,0,0,0,0,0,0,0,0,0,0,0,1.256,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,20.683,0,0,0,0,0,0,0,0,0,0,0,0,6.496,0,0,0,0,0,1.29,0,0,0,0,0,0,0.215,0,0,0,0,37.898,0,0,0,0,0,0,0,379.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.076,0,0,0,0,0,0,0,0,0,0,0.507,0,0,21.72,0,0,0,25.712,3.273,0,0,3.041,0,0,0,0,0.034,0,0,1.96,0,0,0,1.503,0,0,0,0,48.311,0,0,0,2.323,19.238,0,0,0,0,0,0,0,43.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0,0,0,38.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",1.949,25.933,86.667,0.018,0,150.957,0,1749.968,1025.592,3502.219,1424.655,0,275.21,905.692,12.133,0,1564.8,0,20.1,75.206,2.044,4720.651,0.064,0,15.28,704.081,233.675,0.066,59.289,128.452,5.139,4914.328,0,96.644,0,777.089,287843.076,0,0,1702.393,0,0,4.902,377.002,50.62,0,276.524,1408.863,0.183,1531.47,0,156.902,246.835,21.739,32.757,0,260.888,0,0,881.994,10322.347,10.19,0,0.05,0,45.398,0,19611.845,72.843,0,0,413.022,0,0,55.758,18.23,0.02,6.74,4.298,9.923,16839.615,75078.934,6.833,8214.789,368.025,842.019,224.571,5674.591,6455.973,97.631,74.956,165757.728,491.995,89.028,53.629,0,0,871.077,7.104,14.069,45.368,0,276.393,0.818,24.944,509.565,17.12,217.3,5.856,1.157,4233.898,6.598,0.48,11.445,2.024,98.934,25112.225,215.706,42.382,12.165,0,200.872,4.511,406.232,0.033,0,18.316,5134.382,0,0.016,0,0,428.85,28.831,7.607,377.596,0,95.421,1.65,0,345.619,86.542,2.43,89.669,1270.084,8053.692,0,5206.257,159.957,0,546.921,846.548,40713.059,24.765,0,0,0.085,0,0,0,0,2947.232,10.184,715.642,2.28,0.068,15742.416,23974.649,1906.413,72649.97,385.517,0.849,976.062,1.901,3212.64,0,8.641,1.2,1.962,7980.358,1423.003,0.25,94.188,8229.707,1.808,0,5.128,15492.63,57.936,6891.151,0.705,0,3.374,5237.794,41.193,610.391,7454.849,39.963,193405.038,5.416,227.15,343.18,2.932,0,146.738,0.518,2.975,0,0,0,0,0.244,0,29.506,0,1.2,0,62.266,0,0,3.08,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318,0,0,0,0.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,53.825,21.854,0,0,0,0,0,0,28.268,0.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.709,9.796,0,0,0,0,0,0,0,0,0.097,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.923,0,43.043,0,0,0,0,0,0,0,0,0,0,69.988,0,0,0,0,4.851,0,0,0,0.335,0,0,0,0.788,0,0,0,0,10.188,0,0,0,0.153,0,0,0,38.584,0,0,0,0,0,0,0,0.159,1950.35,0,198.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,57.05,0,0.13,0,0,0,0,0,0,0.838,0,0,0,0,22.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,736.52,0,0,0,0,0,0,0,3.221,0,1.98,0,47.039,0,0,0,0,0,0,0,0,0,10.071,0,0,0,17.695,161.967,0,0,0,0,0,0,0,0,0,0,43.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0,0,0,0,0,350.141,0,0,0,0,1.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.279,0,0,0,0,0,0,0,0,7.364,0,0,0,0,0,77.416,0,7.122,0,0,8.387,0,0,0,0,0,0,0,0,0,0,390.385,0,0,0,48.551,0,0,0,0,0,0,0,0,0,0,739.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,15.936,0,0,0,0,0,0,35.293,0,0,0,13.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.384,0,0,0,0,0.245,1.672,0,0,0,1.23,0,1.385,0.493,0,0,0,0,0,0,0,0,0,0,4.566,0,0,0,0,0,14.125,13.992,0.201,0,0,0,0,0,0,0,4.716,0,0,0,0,0.699,0,0,0,4.849,0,0,1.758,9.851,0,0,0,50.63,4.212,0,0,22.836,0,0,0,0,0,1.493,0,0,0,0,0,1.653,0,0,0,0.275,0,0,0,0,0,0,0,0,76.115,1.422,0,0,0,5.641,0,0,0,0,1.541,0,0,0.851,0,0,0,0,0,0,0,0,0,0,0,4.659,0.105,0,125.426,0,0,0,0,0,0,0,0,0,0,24.113,1.938,0,0,0,0,0,0.066,0,0,0,0.108,0.065,2.255,0,12.644,0,0,0.76,0.042,0,0,120.611,0,0,0,373.796,0,0.229,0,0,0.126,0,0,5.227,4.045,0,100.133,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"LSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.009,0,0,0,0,0,0,0,0.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,4.871,40.015,83.235,12.926,0,0.662,0,9.599,0,244.427,0,0.96,0,0,0,0,0,0,1.992,0,0,128.14,0,0,91.599,0,0,0,25.581,38.428,0,0,4.646,0,0,0,0,37.69,0,13.748,48.136,0,46.808,0,2.584,0.673,0,0,0,2117.652,0,0,45.789,127.078,0,0,0,0,71.096,0,758.844,5.307,0,0,5.988,0,0,0,0,0,0,0,0,4.189,15.56,34.975,0.086,0,0,8.798,10.509,59.727,0,0,41.726,1.531,0,1.401,0,1.957,0.486,0,0,0,0,0,0,0,12215.39,9.801,0,0,0,0,0,0,1.231,0,1.434,0,0,6.436,0,0,1.168,0,0,0.685,0,0,2315.834,0,0,0,0,8.964,0,0,10.393,0,22.485,0,0,0,0,0,0,8.415,0,0,131.967,522.594,12.352,11.421,62.603,252.469,0,0,0,0,0,0,0,0,0,0,0.693,0,0,54.203,4.71,26.058,0,0.895,0,0.412,0,34.78,0,0,0,0,327.605,29.309,0,0.704,7.66,0,0,0,3.74,0,33.606,0,0,0,94.943,0,0.107,113.53,0,1115.246,0,0,192.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,12.876,19.116,0,0,0,0,81.081,0,145.328,50.337,0,6.15,0,17.554,0,342.697,19.96,0.755,0.219,0,153.911,0,0,0,45.421,0,0,1437.972,0,0,185.036,0,4.127,0,63.035,193.258,0,0,9.081,0,0,0,0.069,38.354,0,82.659,200.695,0,333.655,0,0,0.201,0,0,0,624.893,0,0,168.693,209.719,3.32,0,0,0,285.427,0,562.678,0.005,0,0,62.165,0.491,0,0,0,0,0,0,0,94.639,132.495,9.038,321.362,0,0,25.86,23.076,339.364,0,0,14.668,374.061,1.244,1.41,0,12.242,0.21,4.598,0,16.487,0,2321.861,0,0,0,0.579,0,14.364,0,21.008,0,0,4.62,0,50.701,8.106,0,4.825,2.485,0,1.235,0,16.853,0.781,0,0,1138.987,0,0,0,0,31.935,0,0,0.166,0,306.972,0,0,164.728,0,0,0,1.342,9.156,0,1530.864,50.595,0,0.894,153.374,12703.994,1.183,0,0,0,0,0,0,0,32.096,0.265,11.052,0,0,3.627,42.308,11.499,4.686,89.81,0,18.68,0.156,703.333,0,0,0,0,2488.185,48.234,0,3.215,240.988,0,0,0,113.545,0,112.083,108.308,0,1.236,388.356,0.169,27.824,512.667,1.097,781.191,0,1.252,290.548,3.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
"LUX",0,0,1.332,0,0,0,0,17.55,3.995,28.69,94.835,0,0,0.505,0,0,1701.424,0,0.224,0.261,0,8.606,0,0,0,154.995,0.991,0,0,0,0.061,1.157,0,0.34,0,0.875,140.854,0,0,0.16,0,1.634,0.114,0.468,0.057,0,0,165.832,0.012,2.771,0,0.191,0.557,0,0.681,0,3.677,0,0,3.147,3626.978,0,0,2.534,6.01,7.287,0,2002.803,0.455,0.456,0,19.53,0,0,0,0,0,0,0,0,62.268,179.011,0,138.771,0,0,171.802,4.587,196.811,0,0,1.379,2.178,0,0.201,0,2.499,8.638,1.398,0,0.456,0,4.313,0,0,12.599,0,90.697,0.592,0,272.32,0,0,0,4.178,0.011,0.824,33.502,0.301,0.464,0,3.05,0,0,0,0,4.351,444.621,0,0,0,0.096,1.962,0,0,24.965,0,10.91,0,0,11.29,0.044,0,0.014,24.799,7.691,0,3075.665,7.658,0,122.136,37.411,27.031,0,0,0,0,0,0,0,0,76.068,0.261,6.734,0,4.408,473.099,14.587,95.034,4.133,0.796,0,68.765,0,124.407,0,0,0,0,2.805,61.742,0,0,3.708,0.068,0,0,6.966,0.394,38.875,0,0,1.433,4.945,1.093,9.06,306.111,3.673,128.598,10.968,0,1.263,0,0,0,1.282,0,0,0,0,0,0,0,0,0,0,0,0,0,54.915,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377,0,0,41.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158,0,0,0,0,0,0,0,0,0,0,0,0,0,162.023,0,0,0,0,0,0,0,0.326,0,0,0,0,178.107,0,0,0,0,0,0,0,0,0,0,51.741,0,0,0,0,0.295,0,0,0,0,0,0,0,0,0,0,0,0,0,21.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.569,0,0,3.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317,0,0,0,0,0.188,0,11.037,0,0,0,0,32.789,0.645,0,0,1407.527,0,0,0,0,0,0,0,0,0,0,0,0,1.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.627,0,0,0,1.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,1.132,0,0.025,0,0,0,0,0,0.031,0,0,0,0,0,0,0.107,0,0,0,0,0,0,0,0.05,0,0.009,0,0,0.005,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0,0,0,0,0.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.703,0,0,0,0,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",251.631,201.922,0,0,0,0,0,74.851,1867.159,19917.653,994.293,0,1.512,1040.939,519.848,0.061,7954.969,0.512,25.396,816.078,0.29,2905.855,0,0,157.047,192.63,447.734,0,35.368,44.245,0,11913.705,0,3647.75,0,966.367,71502.613,0.551,0,2137.086,0,0.668,0,76.075,0,0,14.364,686.188,0,1431.723,0,764.82,15.801,1026.536,2.157,0,453.375,0,6.53,445.987,10887.27,11.744,0,0,0,146.673,0,96003.676,0,0,0,988.556,0,0,4.84,45.751,655.563,0,0,35.708,25544.666,1776.527,52.461,4705.116,0,4.755,550.765,48,1631.875,23.381,0.255,159453.736,6890.679,17.047,40.29,0,32763.62,72.834,0,0,170.655,0,1.772,0,0,6.107,51.62,12.167,1.137,0.407,0,121.975,8693.089,2.465,0,54.578,20544.309,400.941,967.561,135.03,0,317.043,2.123,28.125,2.111,0,6.742,18482.381,8.849,0,0,0,1659.756,13.017,0,27.298,0,989.353,0,0,170.543,869.362,21.107,282.727,933.563,3227.974,0,3201.99,62.085,0,91.831,659.964,63563.714,0,0,0,0,0,0,0,0,791.345,1864.888,248.917,1.319,0,17817.981,257055.012,418.298,3867.648,1646.825,0,1032.496,0,3107.532,0,0,0,0.686,124,810.936,0,9.542,17792.565,0,0,2.865,46788.9,0,2241.192,0,0,2.8,3354.723,29.578,745.934,18967.769,509.38,283983.011,681.701,187.509,30.171,0,0,12.598,0.032,0,0,16.83,0,0,0,0,0.453,0,35.368,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0,0,0,0,0,0,0,0,0,0,16.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,92.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.845,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,4.281,0,0,3.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,0,1.003,0,1.171,0,0,0,0,0,0,0,0,0,0,28.658,0,0,0,0,0,0,0,0,0,5.13,0,0,0,0,80.906,0,0,1.773,0,0,0,0,0,0,0,0.206,0,0.302,0,0,0,0,0,0,0,0,0,0,3.183,0,0,0,0,4.061,0,423.8,1.963,0,0,0.237,0,0,0,0,0,0,0,0,4.444,0,0,0,0,0,0,0,1.601,0,0,7.202,0,0,0,0,1.334,0,0,0,0,0,0,0,10.676,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.58,0,0,0,0,1.543,0,0,0,0,41.763,0,0,0,0,0,0,0,0,0,0.699,6303.235,0,0,120.337,2.387,0,0,0,0,0,0,0,0,0,0.006,0,0.969,0,1.483,22.528,2.031,0,0,0,0.079,0,0.278,0,0,0,0,0,3.922,0,0,12212.243,0,0,0,2.241,0.171,0.719,0,0,0,0,0,0,1.228,0,69.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
