"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","IOT","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CCK","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","DEU","GHA","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","SCG","ZMB","SLB","CXR","FLK","KIR","VUT","NFK","FSM","TON","WSM","TKM","GMB","CAF","SPM","DJI","PSE","GIB","COM","ATF","LSO","NIU","MNP","SOM","WLF","STP","SMR","SHN"
"RUS",0,0,104.947,0,0,33.467,0,9.082,10.282,4.385,0,0,0,0,8.621,0,2.778,0,0,0.001,0.649,0,0,0,0,0,0,153.962,0,0,1676.2,0,0,54.256,0,0,5.64,0,0,21838.688,0,0.043,0,0,5.148,0,0.049,1.3,30.864,41.899,240.186,0,13.063,0,0,0,0,0,2.145,51.54,2.953,0,3832.098,77.395,0,0,82.312,1325.926,0,0.923,0,0,0,0,0,0,0,0,3.764,12.515,0,39.87,261.638,0.186,0,111.756,139.513,0,0,105.931,2380.339,0,0,0,493.339,0,37.539,0,45.459,11.215,578.44,0,104.254,0,0,0,0,99.253,0,0,0,0,0,0.255,8.558,67.964,0,0,0,0,0,0,0.74,143.062,0,0,0,0.898,0,0,0,0,0,0,27.902,0,0,0,21.65,89.44,0,28.376,6.695,0,0,0,0.426,0,0,0,0,0,0,0,0,0,0,10554.904,70.644,561.696,23.473,0,78.82,0,7.765,0,0,0,23.501,47.139,9.5,57.864,6.196,0,0,0,136.964,0,36.147,0,0,0,574.121,0,27.087,57.062,0,1723.958,0,1.663,510.06,0,44.717,1.499,0,0,0,0,0,0,0,0,0,0,16.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.853,0,0,0,0,0,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0.105,0,0,0,0,0,0,0,16.301,4.015,0,83.009,0.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,1.954,0,0,0,0,0,0,0,3.708,0,0,0,0,0,0.137,0,57.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.037,0,0,0,0,0,0,0,0,0,0,0,4.191,0,0,0,0,0.238,0,0.199,24.625,0,0,0,10.38,0,0,0,0,0,0,160.68,1.965,0,0,0,0,0,0,0,46.751,0,109.881,0,0,0,0,1.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,6.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.597,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,2.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",27.23,0,4.439,0,0,0,0,0,1.39,325.855,25.141,0,0,106.22,0,0,517.188,0,49.2,0.011,1.84,24.467,3.091,0,0,0,0,0,0,0,117.2,0,2.562,108.014,0,0,136.167,0,120.622,457.796,0,0,0,0,0,0,0,3.9,0,0.2,253.003,0,4.017,0,0,0,0,0,0.245,0,0,0,0.995,305.224,0.416,0,0,596.136,7.726,0,0,0,0,0.989,0,0,0,0,50.355,16,0,22.599,5.697,157.592,20.653,1409.956,62.256,0.292,0,980.283,78.519,44.784,10.566,0,23.949,7.505,0,0,2,0,0,0,0,0,0,0,3.896,19.164,40.9,0,0,0,37.271,172.445,0,0,0,3.344,0,35.76,0,0,77.246,2009.425,0,0,0,54.002,0,0,156.418,7.126,0,0,1.433,0,0,0,3.36,117.262,0,70.434,0,0,0,56.002,8.088,158.371,18.337,0,0,0,0,24.536,9.016,0.072,0,0,197.227,0,33.566,0.037,32.632,50.254,40.785,131.749,0,0,193.55,104.638,15.339,0,199.702,0,0,1.309,518.912,0,14.011,0,0,3.94,0,0,141.498,712.864,35.814,3933.347,0,19.583,0,0,0.396,0,2.322,0,0,0,0,0,0,0,0,0,0,0.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",0,0,0,0,0,0,0,0,131.122,3192.546,6318.078,0,42.13,68.506,0,0,46.276,0,0,4.731,0.037,0,464.435,0,0,0,0,9.386,0,0,0,194.899,3.807,415.044,0,0,150.262,0,8.393,7206.354,0,0.555,0,0,0,0,1591.46,140.877,0,6.6,2984.232,0,321.441,0,0,0,0,0,0,0,103.505,0.055,130.698,2764.774,0.728,0,4.13,17213,0.903,103.072,0,0,0,2.054,0,0,0,0,23835.503,1694,1.199,105.569,119.397,0,15261.101,3983,625.499,0,0,8183.947,8.085,14.384,1.152,0,77036.621,0,0,0,2,10.652,0,0,0,0.18,2.965,2.112,0,2331.179,187.542,0,0,0,11.464,3533.186,0.01,0,0,14.122,0,0.192,0,0,0,1622.336,0,0,17.418,1498.063,0.07,0,0,1549.775,0,0,471.748,0,0,17.412,6.554,665.484,0,6232.211,9.246,0,0.049,0,6.505,94.409,0,0,0,0,0,0,0,3.869,0,10971.794,0,1104.489,874.165,3.074,253.08,0,1294.744,0,0,0,1467.695,1277.172,0,0,42547.615,0,0,0,583.71,0,3350.873,0,0,0,0,4.609,15.575,8056.67,0,49588.121,0,2.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0,0,0,0,0,0,0,0,9.338,760.396,0,0,0,0,0,114.649,0,0,0,1.252,0,67.151,0,0,0,0,1.842,0,0,0,0,0,0.124,0,0,0,0,0,88.701,0,0,0,0,0,0,0,0.123,0,0,3729.574,0,0.67,0,0,0,0,0,0,0,187.33,0,0.817,216.219,0,0,0,1406.284,0,0,0,0,0,0,0,0,0,0,0.888,886.42,4.678,0,0,0,0.458,64.99,248.088,0,0,230.201,2.968,0,1.596,0,196.759,0,0,0,0,187.791,0,0,882.369,0,0,0,0,131.576,0,0,1.326,0,0,56.942,0,0,0,0.985,0,0,0,0,0,2.815,0,0,0,0,0,0,0,37.742,0,0,0,0,0,0,0,4.25,0,730.275,0,0,0,0,109.662,3.185,0,0,0,0,0,0,0,0,0,2.548,496.635,0,16.882,53.433,19.612,0,42.827,0,0,0,507.369,106.594,0,0,91.086,0,0,0,0,0,241.826,0,0,0,1713.655,0,238.195,69.089,0,43.954,0,0,0,0,0,25.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,0,0,29.425,0,0,0,0,0,0,0,0,0,0,0.597,0,0,0,0,0,0,0,0,0,6,0,0,74.77,0,0,0,0,0,50.879,0,0,0,0,0,0,0,0,0,0,38.441,0,0,0,0,0,0,0,0,0,1.533,0,0,2.489,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.951,0,0,1.043,0,0,0.187,0,0,0,0,8272.302,0,0,0,0,298.41,0,0,0,0,0,0,0,0,0,0,0,0,13.747,0,0,0,0,0,42.043,0,0,0,0,0,0,0,0,0,35.281,0,0,0,7.407,0,0,0,0,0,0,0,0,0,0,0,0,0,16.813,0,0,0,0,1.491,6.164,0,0,0,0,0,0,0,0,0,0,0.891,0,0,0.015,6.159,0,0,0,0,0,0,1.242,0,0,1673.245,0,0,0,0,0,7.396,0,0,0,0,0,0,717.913,0,239.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0.212,0,0,0,0,0,0,0,27.71,105.537,0,0,0,0,0,36.27,0,0,0,463.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.663,0,0,0,0,0,0,0,997.442,0,0,86.528,0,19.53,0,0,0,0,0,0,0,7.248,0,141.102,4.977,0,0,0,572.3,0,2.253,0,0,0,0,0,0,0,0,14.99,28.912,13.44,17.98,0,0,0,0.022,229.691,0,0,76.67,0,0,0,0,7.632,0,0,0,0,0.27,0,0,6.72,0,0,0,0,0.561,0,0,0.954,0,0,24.913,0,0.342,0,0,0,0,0,0,0,1.452,0,0,0,2.036,0,0,0,8.075,0,0,0,0,0,0,0,0,0,2.844,247.478,0,0,0,48.76,2.115,0,0,0,0,0,0.91,0,0,0,18.655,0,10.329,0,0,0.042,0,14.691,0,0,0,2349.39,23.314,0,0,18.249,0,0,0,0.335,0,7.077,0,0,0,0,497.232,0,1031.22,0,24.818,0,0,0,0,0,722.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527,0,0,0,0,0,0,0,0
"ZAF",0.188,0,0,0,0,162.882,0,0,5.823,947.838,19.22,0,0,0,0,0,7.543,0,0,0.819,0,815.562,11.842,0,0,0,0,57.899,0,3.522,0,0,23.747,14.612,0,0,0.639,0,102.29,33.95,0,0,0,57.072,23.014,0,0.247,0,0,16.941,16.613,0.563,0.134,0,0,7.464,0,63.355,9.193,0,0,0,1.532,153.241,0,5.188,0,717.253,92.343,127.486,0,0,0,0,31.494,0,0,0,22.961,39.423,5.362,32.602,0.109,0,16.528,78.708,19.307,21.941,0,234.466,0,9.75,475.407,0,13.427,0.901,0,0,0.691,0.582,0,1.969,0,0,0,6.172,83.153,5.21,0,12.611,0,236.088,157.411,8.253,0,0,4.616,5.321,133.396,0.437,1035.39,0,0,386.521,0,0,0,41.254,0,2.814,252.837,4.803,0,0,25.592,0,0,3.176,27.019,0.155,0,64.595,0.631,0,0,0.274,102.363,10.785,14.063,0,0,0,0,35.514,7.33,11.756,5.21,56.791,41.655,0,6.814,0.859,0,434.103,72.109,0,0,234.441,61.805,51.845,0,0,7.475,0,0,1.539,33.75,5.966,9.472,0,0,115.726,26.012,0,0,3472.541,266.304,799.415,3.714,11.02,4.335,0,0,0,373.654,0,0,0,0,0,0,0,0,0,0,0.251,0,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,0,40.364,0,690.651,30.054,0,9.308,709.522,428.126,104.68,0,7.795,1.384,1.88,0,5046.797,0,0,14.728,24.992,0,170.6,0,0,0,0,46.624,0,0,21.9,20.653,0,709.765,21.069,0,6.957,0,915.043,206.252,0,97.383,51.076,0,0,0,8.229,98.644,201.085,230.477,190.903,0,115.136,0,312.958,8.762,4.62,1.318,0,0,14.428,0,810.09,15058.195,3.346,1.675,14.194,9196.554,15.955,1606.091,0,0,0,13.483,2.691,0,0,0,169.102,40.925,39.791,9.767,10.903,0,148.24,98.149,2201.035,10.38,65.969,5208.678,6.603,3.859,10.756,0,227.937,192.92,0,0,31.979,0,0,11.735,10.167,0.415,0,5.675,0,101.618,0,0,280.131,7.043,18.886,1366.538,0,8.455,0,749.35,2.936,3.205,37.33,0,0,1139.331,0,0,19.524,21.886,45.09,0,29.095,73.442,0,0,5.504,2.08,0,21.625,173.078,55.115,0,123.061,37182.106,0,0,31.92,295.847,353.485,0,0,0,0,0,171.361,4.057,0,0,161.91,65.384,79.908,1.852,41.251,620.673,0,0,0,0,0,960.036,169.399,64.21,0,63.864,0,0,0,322.954,47.807,201.57,0,0,0,19.809,9.938,240.597,6105.717,0,20808.341,0,32.63,1.303,206.326,0.518,326.12,7.425,0,0,0,0,0,0,0,0,0,0,1.251,0,0,0,0,61.138,0,0,0,0,0,0,0,0,15.516,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.005,0,0,0,0,0,0,0,0,0,0,1.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.612,0,0,0,0,0,0,2.724,0,0,0,0,0,0,0,0,0,18.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,56.182,18.756,0,0,954.967,0,1.024,548.992,4332.813,496.642,0,0.507,0,0.607,0,2049.794,51.848,0,19.426,88.289,0,829.358,0,0,12.862,0,146.878,0,0,24.276,101.016,0,511.638,0,0,1.673,0,2214.564,3035.174,0,235.699,0,73.15,0,0,54.929,826.728,30.412,3.101,328.695,185.286,6091.752,0,4.198,12.807,0,0,1.428,0,251.871,0,11607.108,4569.755,0,36.039,0.67,4071.674,17.551,221.016,0.102,0,0,4.469,0,0,0,0,1010.282,103,138.72,19.292,486.397,4.421,228.291,2188.725,913.112,0,1.103,689.296,8.295,4.689,5.342,0,815.29,8.574,0,0,7.402,284.572,0,0,854.776,2.414,0,0.767,0,396.804,5.603,0,8.552,0,0.129,7505.2,1.574,61.628,0,13.16,16.646,8.038,135.734,0,0,2470.708,0.67,0,0.584,103.765,0,0,1.34,8607.111,0,0,122.988,9.914,0,191.599,15.507,2.644,0,583.323,2178.117,0,0,5.627,519.647,2440.873,0,0,0,0,0,100.048,72.882,0.938,8.976,1217.963,749.719,76.767,51.307,37.513,7836.141,7.641,2297.054,35.771,0,0,0,839.489,2.679,0,323.681,0,0,3.099,273.384,21.436,1131.018,0,0,17.685,5593.217,413.513,87.485,6038.421,7.076,11748.294,241.689,89.399,0,11.04,4.019,562.825,0.301,0,0,0,0,0,0,0,0,0,0,0.536,0,0,9.378,0,16.345,0,0,28.536,0,0,0,0,0,0,0
"CHE",0,1.927,17.676,0,0,0,0,14.242,38.988,1496.278,10897.429,2.41,7.293,0.51,4.145,0.985,3448.779,0,0,0.917,5.061,0,1441.821,0,0,0,0,21.81,0,0,99.3,0,43.917,643.855,0,0,60.596,0,96.241,16379.9,0,2.465,25.286,0,0,0,354.095,430.658,0,2.956,1042.409,0.927,2681.484,0,0.383,9.693,0,0,0.761,0,82.688,0,607.328,23673.752,3.121,0,1.443,50007.344,53.439,209.53,0,14.132,0,12.446,0,0,0,0,9127.365,729.89,18.585,67.742,307.699,0,638.599,547.813,6625.295,9.558,0,13352.613,6.109,33.612,109.477,0,8269.535,89.576,0,0,366.05,0.595,2.972,0.843,69.868,3.587,0,1.244,0,2485.341,10.336,0,0.181,0,20.405,835.487,1.105,1.104,0,448.011,0,0,0.32,0,0,3508.876,1.12,0,6.941,169.88,4.624,0,0,1369.708,0,0,44.33,0,0,0,29.838,171.066,0,1002.133,678.567,0,0,242.144,619.108,1220.125,0,0,0,0,0,51.187,2.182,0,0,4662.501,7482.573,221.436,31.639,147.561,514.707,0,742.575,0,0,0,3030.203,0,11.552,0.99,806.955,0,0,5.405,3705.458,95.041,926.207,0,0,0,43.176,1.408,583.818,14631.348,0,32856.815,0.283,2.405,0,8.998,50.643,230.264,5.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.289,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,5.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.905,0,0,0,171.456,0,0,0,0,0,0,0,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
