"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ERI","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","SHN","KNA","AIA","LCA","SPM","VCT","STP","SAU","SEN","SRB","SYC","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","URY","UZB","VEN","WSM","YEM","ZMB","HTI","ASM","SLB","CXR","CCK","COK","ETH","FLK","KIR","VUT","NFK","PLW","SOM","TJK","TON","ARM","RWA","SMR","SLE","BFA","IOT","BTN","MMR","LSO","COM","PSE","TUV","WLF","NIU","FSM"
"NCL",0,0,0,0,0,0,0,0,4.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.043,1.19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,1.256,0,0,0,2.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.597,0,0
"NZL",0,0,0,0.277,0,0,0,1.688,10547.282,58.143,0,73.111,0,0,42.31,0,0,0,0.945,41.102,0,0,12.865,0,0,4,0,0,763.288,0,0,0,21.322,0,246.77,860.825,86.338,0,0,0,24.212,1.505,0,0.864,114.685,0,194.836,0,0.868,87.1,0,0,0,287.729,71.862,2.181,223.135,23.498,0,0,0,9.31,1488.398,0.99,0,3.481,0,0,0,1.812,0,0,0.737,1875.917,5.495,25.05,151.247,31.888,0,680.289,20.646,122.268,0.833,0.93,815.433,0.676,7.371,43.216,0,193.458,1.608,0,0,4.058,0,0,3.072,1.661,0.08,0,0,0,259.824,0,0,0,0,1.604,177.474,2.588,0,53.299,0,0,0,11.349,0,0,0,3581.372,19.388,0,42.459,0,6.181,0,0,133.963,0,11.113,0,4.135,0,16.296,15.488,0,6.238,0,0,39.166,4.756,5.042,0,0,0,0,0,0,0,53.59,0,0.008,0,95.819,5009.829,0,10.021,25.881,686.421,0,118.192,0,0,0,248.789,120.673,1.395,44.657,0,0,0,81.355,0,10.306,0,0,0.045,0,0,12.894,2261.495,1.159,9563.652,28.159,0,98.897,25.073,2.045,15.319,0,1.267,10.463,0,0,68.231,0,1.21,0.777,18.573,1.38,0,0,0,35.875,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,13.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.845,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,5.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,1.616,0,0,0,0,0,5.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.765,0.919,0,0,0,0,0,0,0.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.354,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,322.853,0,15.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",1726.746,15.096,1.758,0,0,0,0,14.646,2407.279,27.876,0,23.45,0,63.455,82.106,0,0,7.731,908.207,123.56,0,0,0,11.831,0,0,0,0,74.582,0,0,0,0,0,10.786,353.802,1.443,0,0,0,1.385,232.64,12.643,56.314,1.324,0,1690.577,0,0,2.019,0,0,0,53.755,0,411.173,275.497,5.182,0,0,0,0,717.519,0.295,0,203.903,4.115,0,3.582,0,0,0,1.391,179.903,3,29.153,0.895,0,0,21.659,360.087,487.169,3.029,0,331.258,8.072,1.542,1.684,0,310.268,0,0,0,56.412,223.773,0,0,3.941,2.799,0,0,0,66.534,0,0,4.351,0,8.431,43.943,0,0,0,0,17.688,0,0,0,0,0,439.911,0,0,0,29.463,0,7.543,12.236,0,0,0,15.692,0,0,8.167,1.064,139.741,70.853,0,0,10.332,86.677,684.885,0,0,0,0,0,0,0,0,0,12.274,0,527.637,219.492,0,0,7.81,331.588,0,175.484,0,0,0,3423.394,74.686,0,1305.184,0,0,0,503.444,0,129.226,0,0,0.166,0,0,0,1482.59,14.725,1125.874,24.51,0,9.218,0,0,0,0,0,0,0,0,0,3.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.717,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0,1.865,0,0,0,0,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.49,17.749,0,0,0,0,0,0,0,0,0,0,0.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,12.129,2.115,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28,0,3.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0.8,0,0,0,0,0.488,0,0,2.455,0,0,2.346,0,0,0.376,3.108,0,0,0,0,0,0,0,0,0,0,0,0,0,86.375,0,71.021,0,0,0,82.664,0,46.314,0,0,0,0,3.756,10.31,218.976,3.902,0,0,0,0,0,9.631,0,0,0,0,0,1,0,0,0.249,0,0.227,0,66.024,0,0,15.607,0,0,0,0,0,0,0,0,0,0,0.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.524,0,0,0,0,0,0,0,0,0,0,0,5.892,3.188,0,0,0.123,0,0,0.67,0,0,0,0,0,0.641,0,0,0,0,0,0,0,0,0,0.906,0,0,0,0,0,0,0,0,0,3.074,0,0,0,0,0,0,6.893,0,0,0,0,0,0,0,0,0,1.239,0,0,0,0,0,0,0,0,0,0,0,22.178,0.838,0,1068.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,51.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595,0,0,0,0,0,0,0,0,0,0,3.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0.02,0,1.009,0,0,0,0,0,0,3.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.116,0,10.117,0,0,0,0.574,0,0.26,0,0,0,0,0,0.82,47.367,27.318,0,0,0,0,0,0,0,0,0,0,0,0.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0,0,0,0,0,0,0,0,0,0,35.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.31,0,158.979,0,0,22.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0,0,0,647.874,136.762,77.615,0,0,0,0,1.492,0,0,0,0,14.646,0,0,0,0.572,0,0,0,0,1072.512,0,0,0,1.235,0,0,5409.973,68.045,0,0,0,1.616,35.893,0,0,105.4,0,599.665,0,0,0,0,0,0,80.646,0,6269.273,2742.2,0,0,0,0,0,35182.341,0,0,0,0,0,0,0,0,0,0,50739.333,1,0.692,0,0,0,15.646,22,84.242,0,0,33610.519,0,0,0,0,63326.181,0,0,0,0.743,0,0,0,0.386,0,0,0,0,288.858,0,0,0,0,0,564.169,0,0,0,0,0,0,0.24,0,0,0,2426.887,0,0,0,117.896,0,0,0,30.81,0,0,0,0,0,0.802,0,5650.018,4.662,0,0,0.76,46.132,1.105,0,0,0,0,0,0,0,0,0,4.187,0,98.631,78.714,0.343,1.703,156.642,523.828,0,117.014,0,0,0,603.221,13.905,0,3171.183,0,0,0,0,0,947.506,0,0,0,0,0,0,1047.261,0,20106.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131
"POL",0,0,6.41,0,0.14,0,37.641,0.587,32.208,65.333,0,0,0,0,78.066,0,0,4.297,0,3.76,0,1.128,0,83.021,0,550.961,0,0,45.672,0,0,0,0,0,11.565,797.79,2.424,0,0,0,0,80.3,0,1.706,4883.872,0,180.93,0,0.281,0.208,0,0,0,385.323,0,104.426,574.728,0,0,0,8.902,0,3701.541,78.516,0,71.364,0,0,0,22.247,0,0,0,32.957,1466.912,1.371,0,1.871,0,23.866,236.964,245.123,0,0.435,52.621,94.552,0.8,0,0,10.875,0.451,0,7.835,14.816,433.12,0,0,578.703,0,0,0,0,35.735,0,0,2.605,0,1.774,21.984,3.823,8.258,4.17,0,2.32,0,3.738,0,0,0.006,18356.52,0,0,0,0.899,0,0,6.338,1510.107,0,12.853,1.655,0,0,21,2.12,0,25.681,0,0,0.541,142.563,4452.163,0,0,0,0,0,0,0,36.764,0,36.667,0,53.22,6.808,2423.392,246.561,14.726,8.247,0,225.65,0,0,0,307.86,266.862,1.131,125.218,0,0,0.089,149.927,1.612,157.042,1.957,0,0,2166.862,2.524,0.434,473.458,0,510.12,0.787,4.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,0.044,0,905.212,0,0,11.909,93.932,189.05,0,0,0,0,755.31,0,1.244,5.594,0,101.222,0,0,0,9.531,0,0.6,0,0.401,9.436,156.162,0,0,0,0,0,176.867,0.218,0,0,0,0,63.267,0,0,459.661,0,16.634,0,0,0,0,0,0,26.216,0,263.768,3409.432,9.407,0,0,0,0,3829.133,0,0,11.955,1.744,0,0,0,0,0,0,233.439,2270.635,8.624,0.044,0,0,11.244,1.79,154.367,1.549,0,28.831,0.582,177.667,0,0,18.188,42.262,0,0,0.048,0.043,0,0,0,16.956,19.593,0,0,3.01,0,0.421,0,0,0.056,43.727,0,0,1.533,0,112.599,21.254,0,0,0,0,13537.638,0,0,11.803,75.678,0,0,0,113.119,0,0,0,0,5.606,0.025,0,3023.589,0,21.149,0,1.912,28.911,163.968,0,0,0,0,0,0,5.066,20.674,0,32.966,0,11.568,0.237,7.107,0,29.084,13.517,0,36210.773,0,0,0,314.39,6.769,0,119.067,0,0,0,2.02,0,217.716,0,0,0,0.54,0.243,0,5301.525,0,186.602,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,355.36,0.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.789,0,0,0,0,0,20.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.635,0,0,2.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.864,0,5.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,4.336,0,0,0,0,0,0,104.053,0,0,0.58,0,17.172,0,0.434,0.121,0,0.121,0,0,0,1.617,0,0,0,0,0,0,0,0,0,0,0,8.528,1.038,0,0,10.08,0,2.69,0,0,1.207,0,0.089,0,0,0,0,0,0,1.918,0,13.959,45.2,0,0,0,0,0,1974.666,0,0,3.244,0,0,0,0,0,0,0,0.001,687,0,0,0,0,0,17.544,2956.216,0,0,13.328,0,1.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886,0,0,0,0,0,0,0,7.062,0,50.721,0,0,0.242,0,0,0,0,0,30.151,0,0,0,27.628,0,0,0,16.855,0,0,0,0,0,0.063,0,0.08,1.347,0,0,0,0,5.453,0,0,0,0,0,0,0,0,0,2.392,0,0,0,0.762,0,7.437,8.105,0,0,1.874,0,0,37.905,13.47,0,3088.347,0,0,0,0,1.178,100.625,0,0,0,55.502,0,23.356,110.53,0,73.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",4.146,0,0.54,0,18.757,0,31.264,6.702,1.533,1.152,0,0,0,0,13.321,0,0.222,1.965,0,0,0,0,0,160.13,0,1712.4,0,0,23.784,0,0,0,15.038,0,0.72,1010.354,0,0,0,0,0.568,0,12.083,2.131,240.374,0,29.027,0,5.129,0,0,0,0,7.02,0,2078.789,1358.026,0,0,0,30.215,0,971.347,0,0,2.741,0,0,0,0,0.148,0,0,212.274,137.216,0,0,1160.403,0,0.643,80,234.503,0,0,128.375,3191.854,0,0,171.882,2158.965,0,11.839,0,14.025,4.838,0,11.776,167.578,0.784,0,0,0,40.477,0.201,0,0,0,1.86,3.487,38.575,2.458,0,0,0,0,0,0,0,231.432,1094.781,0,0,0,0,0,0,0,0.472,0,0,0,0,0,18.557,50.415,85.897,0,0,0,0,9.019,0,0,0,0,0,0,0,0,0,63,4.374,0,54411.985,4.898,81.715,37.522,0,52.218,0,37.914,178.735,0,0,68.836,10.989,74.925,10.483,0,0,0,94.27,11.809,2.335,0,0,0,631.68,1.858,9.522,691.826,0,1989.26,0,1869.529,9.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556,0,7.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,0,0,11.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
