"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","CHL","CHN","CXR","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","ANT","CUW","ABW","NCL","NZL","NIC","NER","NGA","NOR","MNP","FSM","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WLF","WSM","YEM","ZMB","GIN","VUT","NFK","PLW","GNB","SOM","TON","ATF","BTN","ERI","DJI","MRT","GUY","ASM","SPM","TCD","MYT","TCA","TKL","COM","NIU","SHN","MHL"
"OMN",0,0,0,0,0,0,0,0,69.374,0,0,0,0,0,0,0.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.2,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,22.91,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,53.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,9.292,0,0,0,0,0,0,0,0,0,0,0,0.464,0,0,0,0,0,3.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.96,0,0,0,0,0,2.963,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",0,94.168,25.217,2.741,174.679,2.653,182.957,254.145,2465.058,3565.197,0,84.497,13.263,254.652,7.998,19531.286,42.612,0.189,88.863,0,1403.882,0,0,0,5.478,661.693,0.004,0,411.975,0,1.326,432.523,3.787,0,0,1.326,244.206,9086.81,0,228.429,161.81,2.653,0,0.652,623.368,0,944.336,12299.668,0,3349.744,0,132.631,12.772,2.436,0,4.162,168.385,0,0,5034.478,35256.205,14.959,38.463,46.556,0,16.961,91737.165,28.213,0,0,2235.871,0,0,0,2.174,0,2.184,1830.586,3037.315,233.917,189.285,103.315,11.937,2412.564,1583.865,23692.122,16.057,0.268,2789.032,261.284,111.005,75.492,0,2664.372,140.589,4.813,0,311.525,0,136.122,6.632,31.832,967.27,742.2,0,0.718,0,2466.469,0,0,303.975,77.454,99.838,0,45.095,12.602,0,200.033,1.326,68.968,21.66,25.2,0,637.957,0,17.994,3.413,128.652,0,0,476.147,6326.276,0,0,35.743,10.15,31.832,0,116.542,5.305,11433.502,8093.37,0,84.884,10624.015,8353.126,0,0,0,0.25,0,41.116,0,2194.516,0,411.157,1.326,0,2305.376,1788.86,2136.829,164.463,1156.546,1345.127,0,18533.913,34.484,81.922,0,6561.545,9485.601,0,0,969.816,0,5.341,4940.52,68.123,3014.818,17.242,0,67.642,1029.109,114.063,342.161,49898.891,14.168,6762.938,4.554,78.278,0,12.39,0,0,0.573,0,0,0,0,0,0,0,0,0,0,3.979,0,0,0,0,0,0,0,9.284,14.589,0,0,0,0
"ANT",0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.426,0,0,0,0,0,0,0,0,0,23.864,0,0,4.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372,0,0,0.409,0,0,0,0,0,0.393,0,0,0.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.441,0,0,0,0,0,0,0,0,0,0
"CUW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730.43,0,0,0,0,0,0,0,0,0,0,7.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0,0,0,2.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,2.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.686,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.475,0,0,0,0,0,0,0,0,0,0.203,0,0,0,0,12.75,0,0,0,7.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.262,0,0,0,0,0.214,0,0,0,0,1.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",0,0,0,0,0.037,2.187,0,10.98,9929.394,16.429,0.91,34.983,0,0,1.372,35.22,0,13.046,0,1.73,271.624,0,5.144,0,0,0.413,11.525,0,2.063,0,0,338.455,0,0,0,8.533,315.289,428.472,0,176.873,0,0,27.175,0,3.071,0,0,14.548,0,378.863,0,2.332,109.559,0,0,0,0.109,0,127.887,2.657,122.956,2.967,0,0,0,0,2011.52,0,0,0.144,57.805,0,0,0,12.621,3.226,2.037,884.184,8,44.864,33.025,21.625,0,148.893,8.395,19.07,0,3.531,1693.24,0,2.01,117.097,0,161.728,3.057,0,82.506,4.812,0,0,0,0,0,0,94.928,0,0,478.396,9.22,0,0,10.021,61.879,4.558,0,0,0,3.454,0,66.556,0,0.753,3744.089,0,0,0,287.488,0,2.803,0,0,82.174,0,0,11.093,36.674,78.192,0,38.246,99.7,59.469,20.635,0.216,76.907,8.424,15.791,0,0,0.865,0,0,10.236,0,3.156,0,0.811,0,0,342.167,2040.437,0,63.565,4.148,1241.435,0,81.498,0,0,0,206.604,93.911,2.726,0,291.492,0,3.078,606.42,6.893,12.745,0,0,0,3.143,2.679,2.137,2309.308,8.287,9797.577,0,123.71,0,19.209,0,40.531,0,19.408,0,63.309,4.459,0,0,0,22.446,0,0,0,0,0,0,0.636,0,0,0,0,0,0,2.486,0,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,81.381,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,2.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.882,0,0,0,0,0,19.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4.569,0,0,0,0,0,0,0,0,0,0,0,0,0,2.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.493,0,0,0,0,0,0,0,0,19.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0,0,0,0,19.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.908,0,0,0,0,0,0,66.05,0,11.493,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,7.728,7.34,0,227.61,0,0.548,47.24,105.862,197.324,0,0,0,0,0,2.412,0,0,0,0,3533.462,0,0,0,19.769,0,0,0,0,0,0.243,56.622,0,0,0,0,1.708,767.857,0,5.935,1.147,0,0,0,19.955,0,11.677,30.314,0,829.437,0,0,0.586,0,0,0,45.005,0,0,85.392,76.584,0,0,0,0,0,195.429,5.291,0,0,0.714,3.693,0.947,0,0,0,0,33.421,15,3.258,45.696,0,0,26.099,178,42.232,0,13.284,707.715,9.481,11.68,0,0,1447.429,0,0,0,7.609,0,12.625,0,0,10.853,2.282,0,0,0,84.877,0,0,0,0,419.574,0,0,0.379,0,3.638,0,0,0.306,0,101.031,19.857,0,0,0.964,85.48,0,0,5.308,0,0,0,0,0,0,0,56.624,0,96.142,19.7,0,0.658,145.599,66.978,0,0,0,0,0,0,0,0.215,0.247,162.39,0,0,319.871,833.589,0.091,713.46,1.057,31.226,0,9.852,0,0,0,8704.561,51.767,0,0,293.126,0,2.307,6.009,0,110.799,0,0,0,0.307,4.694,15.807,333.742,0.264,2060.274,0,0.586,0,13.296,0,0,0,0,32.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FSM",0,0,0,0,0,0,0,0,1.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0.455,0,0,0,0,0,1.116,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.835,0,0,0,0,0,0,0,0,0,56.966,0,0,0,0,0,0,0,0,0,0,0,0,3.976,0,0,0,0,0,16.353,33.774,0,0,4.943,0,0,0,0.002,0,0,0,0,0,0,0,0,0.006,0,5.681,0,0,35.668,0,0,0,0,5.328,0,0,0,1.957,0,0,0,0,0,0,0,0,0,1.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,5.804,0,0,0,0,0,0,0,0,0,0,0,0,0,3.905,0,0,0,0,0,0.783,0,0,0,124.939,0.058,0,0,5.646,0,0,0.371,0,0,0,0,0,0,0,3.087,235.735,0.468,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,17.031,0,0,0,0,0,0,0.892,0,0,0.139,0,0,14.394,10.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.322,0,0,320.238,0,0,0,43.184,0,0.24,0,0,0,0,1.193,25.036,309.163,1.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491,0,360.965,0,4.366,15.203,0,0,0,0,0,0,11,0,0,3.097,0,0,0,0,0,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.332,0,0,0,0,0,0,0,0,0,35.289,0,0,12.989,0,0,0.141,0,0,0,0,0,0,0,0,0,148.771,0,0,0,0,0,0,0,0,0.62,0,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.535,0,0.162,0,4.87,0,0,0,2.453,0,0.154,0,0,0,0,0,0,0,0,0,0,0,11.319,0,10.398,0,1443.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.756,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,25.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.616,0,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.508,0,0,7.789,0,0,5.554,0,0,0,0,0,0,0,0,0,0,5.347,0,0,0,0,157.528,13.502,0,103.972,0,0,0,54.092,0,0,0.1,0,0,0,0,10.481,388.472,10.205,0,0,0,0,0,0.02,0,0,0,0,0,0,29.665,0,0,0,0,0,0,0,73.34,0,32.396,0,0,0,0,0,0,0,1.6,0,0,0,3.061,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.372,0,0,0,0,0,0,0,0,0,112.251,13.743,0,0,0,0,32.6,0,0,0,0,0,0,4.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.226,1.699,0,0,5.139,0,0,0,0,0,0,0,0,0,0,0,3.164,0,181.407,0,0,0,171.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,1.865,0,0,0,1.93,434.156,4468.057,24.142,0,0,0.076,1.153,0,30.216,0,0.195,0,0,70.463,0,3.5,0,4.29,0,0,0,0,0,0,265.753,0,0,0,0,15.703,2585.856,0,9.71,0,0,0,4.827,6.893,0,0,113.578,0,3.453,0,0,0,0,0,0.877,74.497,0,0,2.764,117.638,0,0,0,0,0,1185.341,0,0,0,1.921,0,0,0,0,0,0,616.939,85,0,145.758,0,0,15.397,37.31,4.566,0,0,13634.694,0,2.258,0,0,19505.481,0,0,0,1.308,0,0,0,0,0,0,0,0,0,233.883,0,0,0.187,1.059,2273.482,0,0,0.019,0,0,0,0,0,0,4.447,0,0,0,0,8.828,0,0,0,160.957,0,0,0,0,0,0,1.157,0,33.762,0,0,0,75.564,34.684,0,0,0,0,0,0,0,0,0,5.302,0,0,400.737,358.921,53.452,533.79,20.094,12.904,0,8.898,0,0,0,0.557,12.602,0,0,10298.75,0,0,0,32.228,212.934,0,0,0,0,0,0,158.307,0,23385.738,0,0.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0.29,1.45,0,0,0.103,0,6.71,13.099,107.122,681.258,0,0,0,2.311,0.008,385.397,0,1.981,167.209,0.633,182.445,0,0,0,0.087,1267.109,0,0,816.771,0,0.15,57.703,0,0,0,4.436,5.45,852.01,0,1.151,0.559,0.331,0,6.645,53.767,0,68.933,10269.32,0,924.913,0.249,0,0.312,0.573,0,0,1217.756,0,0,860.627,2796.807,0,0,39.338,0,0,6342.724,0.144,0,0,1054.696,0,0,0,0,0,0,219.549,2103.402,9.77,319.947,3.297,4.579,105.848,254.731,761.494,0,0.093,136.282,332.267,0.002,8.641,0,32.039,84.148,1.461,0.066,20.923,0,432.394,0,0.073,419.061,0.151,0,0,0,17.833,0,2.319,10.507,0,28.981,0.488,60.266,0,0,79.436,0,2.266,0,6.381,9102.062,0.069,0,0,0.05,14.623,0,0.965,5.015,2003.825,0,0,0,6.99,0,0,2.343,2.766,0,85.035,0,4.881,3298.459,1455.591,0.926,0,0,0,0,0,0,116.343,1.877,89.47,0,0,45.41,122.715,2016.706,234.582,66.667,118.802,0.768,1218.937,0,0,0,800.589,1279,52.851,3.946,262.135,0,0,104.985,7.693,104.073,0,0,1.774,1262.008,8.016,2.014,608.184,0.006,2083.265,0,3.023,1.752,1.136,0,0,0.945,0.114,0,0,0,0,0,0,0,0.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,3.028,0,2094.693,0,0,113.617,19.042,110.991,0,1.223,1.329,53.383,0,268.19,0,0,0.868,0,1006.605,0,0,0,0,26.552,0,0,1,0,2.847,80.449,212.93,0,0,0,2.92,128.418,0,7.363,0,0.281,0,10.61,4.564,0,0,20.46,0,214.337,0,5.37,18.444,0,14.628,0.005,6.175,0,0,1.213,5196.167,8.626,0,0,0,0,6937.607,1.522,0,0,46.883,0,0,0,0,0,0,23.291,50.234,0.521,0.265,12.815,0.025,201.239,8.992,244.162,0,0,6.233,2.209,0,233.011,0,245.77,2.803,0,0,0.087,0,0,0,154.854,0.016,0.162,17.452,0,0,0.658,0,1.453,0.973,3.075,212.28,0,12.254,0.045,0,31.244,265.392,0,0,0,248.374,0,0,0,2.994,1.36,0,0,0,13,0,0,0,0,0,0,5.913,0,136.897,0,1.156,0,22.718,3.686,0,0,0,0,0,0,40.301,56.983,13.366,14.728,0,0,35.353,21.81,2343.432,110.004,23.967,43.814,0,9076.525,0,0,0,254.248,26.746,0.403,0,48.771,0,0,22.918,48.825,100.308,0,0,0,13.664,4.132,1.839,173.881,0,229.795,0,0,0,15.753,0,0,0,0,0.358,0,0,0,5.592,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,14.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0,5.037,0,0,0,0,0,0,0,7.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.509,0,0,0,0,0,0,0,0,0,0,3.696,0,0,0.92,0,0,0,0,0.174,0,0,0,0,0,0,71.702,0,13.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
