"AFG","ALB","DZA","AND","ATG","ARG","AUS","AUT","BHS","BGD","ARM","BRB","BEL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CYM","CAF","LKA","CHL","CHN","CXR","COL","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ERI","EST","FJI","FIN","FRA","PYF","ATF","GAB","GEO","DEU","GHA","KIR","GRC","GRL","GTM","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LBN","LVA","LTU","LUX","MAC","MDG","MYS","MLI","MLT","MUS","MEX","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","NCL","NZL","NIC","NER","NGA","NOR","MHL","PAK","PAN","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","LCA","SAU","SEN","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SWZ","SWE","CHE","SYR","THA","TGO","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","SCG","ZMB","IRQ","KNA","BOL","HTI","CCK","MDV","NFK","PNG","LBY","YEM","BDI","GIN","RWA","AGO","BMU","GUY","AZE","COG","LAO","MDA","SDN","BHR","TCA","ETH","TKM","TCD","COM","MYT","GNQ","GMB","MWI","MRT","GNB","SPM","SYC","WLF","GIB","LSO","LBR","MNG","ANT","TLS","VCT","STP","TKL","CPV","VUT","DJI","SOM","COK","WSM","KGZ","SHN","TUV","GRD","NRU","ABW","SUR","TJK"
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.808,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.202,0,0,0,1.681,118.998,12.1,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,0,0,0,0,48.34,0,0,0,0,4.339,0,0,55.795,0,0,0,0,0,0,0,0,0,0,0,0,0,3.303,0,0,0,0,0,0,0,0,0,0,0,0,0.721,34.314,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0.225,0,0,0,0,0,0,0,30.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,1.086,0,0,0,0.418,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",0,0,0.389,0,0,19.17,52.037,35.019,0,4.366,0,0,34.28,0,0,2443.079,0,0,0,0,5.299,0,3.7,1.022,0,408.045,0,0,292.857,17.8,27684.536,0,10.474,0,0.067,1.828,0.964,2.591,4.862,0,12.797,0,0,0.698,0.618,0,0.973,0,58.061,538.252,0,0,0,0,1037.508,0,0,0,0,2.5,0,42659.065,1241.683,0,918.27,22.8,32.292,121.155,100.864,0,0,42357.338,0.1,0,0,0,0,0,0,0,0.268,0,183.013,0.021,924.472,0,0,0,52.275,0,2.43,0,0,0,0,39.762,0,4.929,0,0,183.071,6.622,0,5.4,0,0.052,4.599,1313.432,46.966,0.954,0,0,88.103,0,0,0,0,26.525,16712.823,2.112,4.911,6.691,98.685,0,56.431,0,16.897,91.303,0,662.406,0,0,0,1.76,149.052,0,1.02,0.001,1.96,857.334,0,4866.566,0,0.258,0,0.983,32.362,0,0,0,0.628,0,0,0,0,0.207,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0.135,0,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,0,0,0,0,0,0,0,6.52,0,0,0,0,0,0,0.102,0,0,7.812,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.956,0,0,0,0,0,31.702,12.202,0,0,0,2.292,0,0,0,3.156,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.511,0,0,0,121.806,0,0,0,0,0.468,0,0.282,0,0.293,0,0,0.236,0,812.371,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,547.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,1.601,0,0,0,0,0.488,0,0,0,0,9.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0.756,0,0,0,0,0,0,0,0,0,0,2.943,0,0,0,1.342,8.494,0,0,0,0,0,0,737.608,0,0,0,0,0,0,3.93,0,0,2.415,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914,0,0,0,0,0.394,0,0,0,0,0.277,2.614,0,0,0,0,0,0,0,0,0,0,0.118,0,1.352,0,0,0,0,0.008,0,0.869,1.873,0,1.413,0,0.547,4.941,0,0,0,0,0,0.673,0.876,0,0,0,0,4.2,0,1.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,160.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,3.614,0,0,0,0,0,0,20.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",0,0,2.397,0.262,0,20.913,1838.994,63.885,0,1.49,0,0,9.146,0,0,2922.294,0,0,0,0,46.049,0,8.5,0,0,2573.167,0,0,0.586,0.835,11052.14,0,1.228,0,1.698,39.795,0.041,0.002,1630.791,0,41.725,0,0,0,0.907,0,109.705,0,1996.151,4421.943,0,0,0,0,195597.371,0,0,0,0,0,0,20895.617,4792.88,7.366,104.405,30.819,249.661,49,169.701,0,0,55729.697,0,0,14.972,0,27102.203,0,0,2.895,24.145,0,1427.499,0,0,0,0,0.074,3137.509,0,0,0,0,0,0,14620.749,0.008,331.583,0,0,0,508.115,0,11.439,0,0,0.445,15140.737,256.39,222.607,0,107,29.077,0,0,0,149.98,95.143,59527.336,33.256,0.27,2501.677,95.728,0,4634.714,0,87.741,516.758,5.94,5481.847,0,0,0,0,12.729,0,3.78,0.211,0,3133.581,0,145338.22,0,0,0,0,7.205,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.873,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.817,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0,0,0,3.501,1.887,0,0,0,0,381.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855,0,0,0,0,0,0,0,0,0,11.837,0,0,0,0,0,0,0,0,0,836.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.642,0,24.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,0.081,0,0,35.262,46.019,209.036,0,1.677,0,0,33.047,0,0,65.316,0,0,0,0,0.916,0,0.6,0,0,613.631,0,0,0,1.58,56.499,0,4.028,0,8.552,0.182,26.675,0.013,948.437,0,135.596,0,2.547,0,2.355,0,8.489,0,164.306,77.662,0,0,0,0,4.97,0,0,0,0,8.797,1.312,2.708,26,1.608,0,0,7.239,0,731.588,0,0,1346.649,0.5,0,0,0,59.183,0,0.507,0,0,0,0,0,4.61,0,0,0.047,0,0,0,0,0,0,0,220.973,0.055,0.056,0,0,0,7.271,0,0,2.5,0,0.754,0,0,0.028,0,0,8.399,0,0,0,0,9.24,1223.454,2.407,0,213.671,25.945,0,20.519,0,1.712,1.562,0,2.205,0,0,0,0.284,1.552,0,0,0,0,392.385,0,45268.017,0,0.107,0,0.373,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,0,0,0,0,0,2.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.211,0,0,0,0,46.907,0,0,0,0,0.249,0,0.422,0.864,0,0.01,0,0,0,0,0,0,0,0.145,0,0,0,0,0,60,0,0,0,0,0,0,0,98,0.366,0,0,0,0,1.629,0,0,2.127,0,0,0,0,0,0,0,0,0,0,0,0,9.535,138.27,0,0,7.457,0,0,0,0,0,0,0,0,0.078,0,0,0,6.496,0,0,0,0,0,0,0,0,0,0,0,0,0,31.636,0,17.78,48.527,0.006,0,1.05,0,0,0,0,0,0.028,0,0.329,0,0,0,0,0,9.131,0,0,0,15.373,0,176.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,40.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,181.635,0,0,0,0,0,0,0,0,0,0,0,0,0,20.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.114,0,1.992,0,0,0,0,0,0,0,0,0,0,152.228,0,0,21.48,0,0,0,0,0.389,0,0,0,0,0,0,0,0,0,0,0,0,20.839,0,0.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",0,0,3.97,0,0,3.312,49.693,1138.418,0,0.046,7.07,0,18027.684,0,0,21.355,0,0,0,0,189.838,0,0,0,0,856.733,0,0,792.907,10.295,171.909,0,1.762,0,0.359,20.537,0,2.156,54.01,1.334,1746.113,0,0,3.925,0.433,0,1.872,0,1135.696,3655.757,0.791,0,0,0,28038,41.677,0,2.725,0,0,0,259.886,814,6.076,0.335,4.875,55.556,171,5697.621,0.555,0,220.881,5.7,4.422,91.23,0,27.382,0,0,1.529,0.203,204.194,0,0.439,199.114,0,0.493,0,80.678,0,47.574,0,0,0.077,0,0,0,7.884,4.583,0,2.077,63.484,0,0,0,0,0.657,137.046,0,82.677,0,39,38.812,0,0,0,0,797.213,215.406,6.673,6.773,30.528,839.774,0.043,1900.474,0,2594.559,1319.34,0,62.797,0,2.189,0,8.071,209.351,26.135,1.8,2.524,0.501,3386.056,27.254,13203.627,0,3.618,0,4.102,6.017,0.534,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0,0,0,0,0,0,0.647,0,0,0,0,0,0,0,0,0,0,0.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.659,0,0,0,0,0,0,0,0,0,0,44.842,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",0,0,0,0,0,0.978,1779.908,52.481,0,0,0,0,0,0,0,9.943,0,0,0,0,0,0,0,0,0,173.477,0,0,0,0,0.085,0,0,0,0,0,0.083,0,0,0,0.174,0,0,1.138,0,0,0,18.551,0,5.662,0.317,0,0,0,176.148,0,0,0,0,0,0,17.767,0.633,1.23,3.312,0,11.719,1,23.714,0,0,0.303,0,0,0,0,0.62,0,0,0,0,0,0,0,10.975,0,0,0,11.353,0,0,0,0,0,0,54.845,0,0,0,0,0,0.638,0,27.702,0,0,0,0,24.232,0.748,0,0,0,0,11.257,0,0,53.446,62.203,0,0,0.246,11.733,1.371,29.752,0,20.467,0.887,0,2.605,0,0,0,0,21.02,0,0,0,7.936,150.76,0,3911.178,0,0.233,0,0,0,0,0,0,0,0,0,0,0,1.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0,0,19.472,0.26,0,0,0,0,0,0,0,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,6.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0.274,1.605,0,0,0.41,0.735,0.348,0,0,0,0,3.264,0,0,0.04,0,0,0,0,1.28,0,0,0,0,3.219,0,0,0,0,143.837,0,13.031,0,0,5.041,0,0,6.143,0,137.354,0,0,0,0,0,16.222,0,181.31,262.42,0,0,0,0,375.976,0,0,0,4.022,0,0,103.21,0.527,17.146,89.58,0,2.061,0,2.261,0,0,0.522,0,0,0,0,2.623,0,0,1.978,2.686,22.015,0,0,49.642,3.802,43.532,0,1.134,0,0,0,0,1.835,0,52.885,0,0,0,0,0,0,0,0,0,0,4.492,0,0.97,0.336,0,0,0,0,0,0,0,0.558,31.431,0,0,0.109,0.381,0,0.654,0,877.355,2.471,0,21.594,0,0,0,6.479,0,14.923,0,0,0,1367.255,0.163,208.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
